Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Korea, Republic of"
950790 - Other,"391,599",10.00,10.00,2,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Korea, Republic of"
950890 - Other,"57,637",10.00,10.00,1,,,,"Korea, Republic of"
,2011,"4,797,585",9.09,9.09,55,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,102,301",10.00,10.00,4,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"3,597",10.00,10.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","99,972",10.00,10.00,1,,,,"Korea, Republic of"
950440 - Playing cards,"5,829",10.00,10.00,1,,,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","201,674",10.00,10.00,1,,,,"Korea, Republic of"
950490 - Other,"325,285",10.00,10.00,3,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"12,951",10.00,10.00,1,,,,"Korea, Republic of"
950590 - Other,"38,695",10.00,10.00,2,,,,"Korea, Republic of"
950611 -- Skis,,0.00,0.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),309,0.00,0.00,1,,,,"Korea, Republic of"
950619 -- Other,"170,784",0.00,0.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Korea, Republic of"
950629 -- Other,"40,132",0.00,0.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete","1,412",10.00,10.00,1,,,,"Korea, Republic of"
950632 -- Balls,"25,463",10.00,10.00,1,,,,"Korea, Republic of"
950639 -- Other,"243,921",10.00,10.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"30,393",10.00,10.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung","10,463",10.00,10.00,1,,,,"Korea, Republic of"
950659 -- Other,"231,194",10.00,10.00,2,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,"1,407",10.00,10.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,"27,398",10.00,10.00,4,,,,"Korea, Republic of"
950669 -- Other,"19,482",10.00,10.00,5,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",381,10.00,10.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,401,465",10.00,10.00,2,,,,"Korea, Republic of"
950699 -- Other,"603,292",10.00,10.00,9,,,,"Korea, Republic of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","69,414",10.00,10.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"2,122",10.00,10.00,1,,,,"Korea, Republic of"
950790 - Other,"84,502",10.00,10.00,2,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,"35,850",10.00,10.00,1,,,,"Korea, Republic of"
950890 - Other,"7,897",10.00,10.00,1,,,,"Korea, Republic of"
,2010,"2,711,437",10.00,9.38,56,,56,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","310,120",10.00,9.38,4,,4,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,"12,042",10.00,9.38,1,,1,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,10.00,9.38,1,,1,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","116,729",10.00,9.38,3,,3,,"Korea, Republic of"
950440 - Playing cards,,10.00,9.38,1,,1,,"Korea, Republic of"
950490 - Other,"42,095",10.00,9.38,2,,2,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"44,174",10.00,9.38,1,,1,,"Korea, Republic of"
950590 - Other,"10,567",10.00,9.38,2,,2,,"Korea, Republic of"
950611 -- Skis,,10.00,9.38,1,,1,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,10.00,9.38,1,,1,,"Korea, Republic of"
950619 -- Other,"30,338",10.00,9.38,1,,1,,"Korea, Republic of"
950621 -- Sailboards,,10.00,9.38,1,,1,,"Korea, Republic of"
950629 -- Other,"2,952",10.00,9.38,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","28,712",10.00,9.38,1,,1,,"Korea, Republic of"
950632 -- Balls,,10.00,9.38,1,,1,,"Korea, Republic of"
950639 -- Other,"20,648",10.00,9.38,1,,1,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"13,581",10.00,9.38,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,9.38,1,,1,,"Korea, Republic of"
950659 -- Other,"15,551",10.00,9.38,2,,2,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,10.00,9.38,1,,1,,"Korea, Republic of"
950662 -- Inflatable,,10.00,9.38,4,,4,,"Korea, Republic of"
950669 -- Other,"10,796",10.00,9.38,5,,5,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","12,262",10.00,9.38,1,,1,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,223,495",10.00,9.38,2,,2,,"Korea, Republic of"
950699 -- Other,"425,505",10.00,9.38,9,,9,,"Korea, Republic of"
950710 - Fishing rods,,10.00,9.38,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","137,390",10.00,9.38,1,,1,,"Korea, Republic of"
950730 - Fishing reels,,10.00,9.38,1,,1,,"Korea, Republic of"
950790 - Other,"92,139",10.00,9.38,2,,2,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,10.00,9.38,1,,1,,"Korea, Republic of"
950890 - Other,"162,342",10.00,9.38,1,,1,,"Korea, Republic of"
,2009,"1,834,064",10.00,10.00,56,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","45,273",10.00,10.00,4,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,"40,437",10.00,10.00,1,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","24,299",10.00,10.00,3,,,,"Korea, Republic of"
950440 - Playing cards,,10.00,10.00,1,,,,"Korea, Republic of"
950490 - Other,"31,697",10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Korea, Republic of"
950590 - Other,"135,126",10.00,10.00,2,,,,"Korea, Republic of"
950611 -- Skis,,10.00,10.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,"Korea, Republic of"
950619 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,10.00,10.00,1,,,,"Korea, Republic of"
950629 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete","1,492",10.00,10.00,1,,,,"Korea, Republic of"
950632 -- Balls,"5,752",10.00,10.00,1,,,,"Korea, Republic of"
950639 -- Other,"2,717",10.00,10.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Korea, Republic of"
950659 -- Other,,10.00,10.00,2,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,322,10.00,10.00,4,,,,"Korea, Republic of"
950669 -- Other,,10.00,10.00,5,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,082,405",10.00,10.00,2,,,,"Korea, Republic of"
950699 -- Other,"256,335",10.00,10.00,9,,,,"Korea, Republic of"
950710 - Fishing rods,"1,983",10.00,10.00,1,,,,"Korea, Republic of"
