Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",488,,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,"Saudi Arabia, Kingdom of"
040299 -- Other,321,,,5,5,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,28,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","2,078",,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,14,7.70,7.70,33,32,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,"1,437",0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,126,17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2008,"401,055",5.34,5.34,166,157,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",645,,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,15,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,"Saudi Arabia, Kingdom of"
040299 -- Other,132,,,5,5,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,"91,522",,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","308,668",,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,29,7.70,7.70,33,32,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,44,17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2007,"83,135",5.34,5.34,169,160,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,151",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,14,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered","81,942",,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,27,7.70,7.70,33,32,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,,17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2006,"13,661",5.34,5.34,170,161,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",804,,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,163,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,,7.70,7.70,34,33,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,"12,694",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2005,"112,691",5.34,5.34,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",821,,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,"59,107",,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,"28,415",7.70,7.70,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,"24,347",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2004,"67,618",5.34,5.34,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,144",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,"62,531",,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,,7.70,7.70,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,"3,943",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2003,"25,927",5.34,5.34,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,810",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,90,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,611,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,"10,203",,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,588,7.70,7.70,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,"5,452",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.","7,172",7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2002,"7,443",5.34,5.34,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,296",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 -- Not containing added sugar or other sweetening matter,"3,878",,,5,5,,,"Saudi Arabia, Kingdom of"
040229 -- Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 -- Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,,7.70,7.70,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 -- Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 -- Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 -- Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey.,"2,270",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2001,"18,770",5.34,5.34,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","8,883",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 - - Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 - - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,,,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,,7.70,7.70,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,7.70,7.70,4,3,,,"Saudi Arabia, Kingdom of"
040811 - - Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 - - Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 - - Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 - - Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey,"9,886",17.30,17.30,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
,2000,"1,163,429",5.59,5.59,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 - - Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 - - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,,,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,"1,090,578",,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,8.05,8.05,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,"68,343",8.05,8.05,39,38,,,"Saudi Arabia, Kingdom of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,8.05,8.05,4,3,,,"Saudi Arabia, Kingdom of"
040811 - - Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040819 - - Other,,0.00,0.00,3,2,,,"Saudi Arabia, Kingdom of"
040891 - - Dried,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040899 - - Other,,0.00,0.00,2,1,,,"Saudi Arabia, Kingdom of"
040900 Natural honey,"4,508",18.10,18.10,1,,,,"Saudi Arabia, Kingdom of"
"041000 Edible products of animal origin, not elsewhere specified or included",,8.05,8.05,1,,,,"Saudi Arabia, Kingdom of"
,1999,"1,261,851",6.08,6.08,175,166,,,"Saudi Arabia, Kingdom of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,"Saudi Arabia, Kingdom of"
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,"Saudi Arabia, Kingdom of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","561,709",,,4,4,,,"Saudi Arabia, Kingdom of"
040221 - - Not containing added sugar or other sweetening matter,469,,,5,5,,,"Saudi Arabia, Kingdom of"
040229 - - Other,,,,5,5,,,"Saudi Arabia, Kingdom of"
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,"Saudi Arabia, Kingdom of"
040299 - - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040310 - Yogurt,639,,,12,12,,,"Saudi Arabia, Kingdom of"
040390 - Other,"77,280",,,18,18,,,"Saudi Arabia, Kingdom of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","15,198",,,24,24,,,"Saudi Arabia, Kingdom of"
040490 - Other,,,,6,6,,,"Saudi Arabia, Kingdom of"
040510 - Butter,,,,5,5,,,"Saudi Arabia, Kingdom of"
040520 - Dairy spreads,,,,3,3,,,"Saudi Arabia, Kingdom of"
040590 - Other,"604,883",,,2,2,,,"Saudi Arabia, Kingdom of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,"Saudi Arabia, Kingdom of"
"040620 - Grated or powdered cheese, of all kinds",,8.75,8.75,2,1,,,"Saudi Arabia, Kingdom of"
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,"Saudi Arabia, Kingdom of"
040640 - Blue-veined cheese,,,,3,3,,,"Saudi Arabia, Kingdom of"
040690 - Other cheese,,8.75,8.75,39,38,,,"Saudi Arabia, Kingdom of"
