Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
080810 - Apples,,,,2,2,,,China
080830 - Pears,,,,2,2,,,China
080840 - Quinces,,7.20,7.20,1,,,,China
080910 - Apricots,,,,1,1,,,China
080921 - - Sour cherries (Prunus cerasus),,,,1,1,,,China
080929 - - Other,,,,1,1,,,China
"080930 - Peaches, including nectarines",,,,2,2,,,China
080940 - Plums and sloes,,12.00,12.00,2,1,,,China
081010 - Strawberries,,11.20,11.20,1,,,,China
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,China
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,4.00,4.00,4,,,,China
081050 - Kiwifruit,,8.80,8.80,1,,,,China
081060 - Durians,,8.80,8.80,1,,,,China
081070 - Persimmons,,8.80,8.80,1,,,,China
081090 - Other,,4.40,4.40,2,,,,China
081110 - Strawberries,,17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,China
081190 - Other,,10.75,10.75,10,2,,,China
081210 - Cherries,,8.80,8.80,1,,,,China
081290 - Other,,7.16,7.16,5,,,,China
081310 - Apricots,,5.60,5.60,1,,,,China
081320 - Prunes,,9.60,9.60,1,,,,China
081330 - Apples,,3.20,3.20,1,,,,China
081340 - Other fruit,,3.28,3.28,5,,,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,China
,2017,"385,553,480",6.67,6.67,125,24,,,China
080111 - - Desiccated,"158,070",0.00,0.00,1,,,,China
080112 - - In the inner shell (endocarp),"1,562",0.00,0.00,1,,,,China
080119 - - Other,"20,710",0.00,0.00,1,,,,China
080121 - - In shell,34,0.00,0.00,1,,,,China
080122 - - Shelled,"1,077",0.00,0.00,1,,,,China
080131 - - In shell,"10,394",0.00,0.00,1,,,,China
080132 - - Shelled,"2,830,237",0.00,0.00,1,,,,China
080211 - - In shell,"92,897",2.80,2.80,2,,,,China
080212 - - Shelled,"362,439",1.75,1.75,2,,,,China
080221 - - In shell,1,3.20,3.20,1,,,,China
080222 - - Shelled,"11,881",3.20,3.20,1,,,,China
080231 - - In shell,"70,124",4.00,4.00,1,,,,China
080232 - - Shelled,"17,132,047",5.10,5.10,1,,,,China
080241 - - In shell,"2,035,057",5.60,5.60,1,,,,China
080242 - - Shelled,"1,875,442",5.60,5.60,1,,,,China
080251 - - In shell,"2,014",1.60,1.60,1,,,,China
080252 - - Shelled,"1,650",1.60,1.60,1,,,,China
080261 - - In shell,,2.00,2.00,1,,,,China
080262 - - Shelled,"321,980",2.00,2.00,1,,,,China
080270 - Kola nuts (Cola spp.),536,0.00,0.00,1,,,,China
080280 - Areca nuts,263,0.00,0.00,1,,,,China
080290 - Other,"136,504,643",1.33,1.33,3,,,,China
080310 - Plantains,"82,165",16.00,16.00,2,,,,China
080390 - Other,"255,980",16.00,16.00,2,1,,,China
080410 - Dates,"666,784",7.70,7.70,1,,,,China
080420 - Figs,"203,837",6.80,6.80,2,,,,China
080430 - Pineapples,"208,764",5.80,5.80,1,,,,China
080440 - Avocados,"291,993",4.00,4.00,1,,,,China
"080450 - Guavas, mangoes and mangosteens","146,168",0.00,0.00,1,,,,China
080510 - Oranges,"376,020",16.00,16.00,4,3,,,China
080521 - - Mandarins (including tangerines and satsumas),"357,708",,,2,2,,,China
080522 - - Clementines,"36,819",,,1,1,,,China
080529 - - Other,"37,086",,,1,1,,,China
"080540 - Grapefruit, including pomelos","76,718,894",1.50,1.50,1,,,,China
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","183,372",12.80,12.80,2,1,,,China
080590 - Other,"8,651",12.80,12.80,1,,,,China
080610 - Fresh,"262,288",14.40,14.40,2,1,,,China
080620 - Dried,"7,719,915",2.40,2.40,3,,,,China
080711 - - Watermelons,"48,441",8.80,8.80,1,,,,China
080719 - - Other,"138,751",8.80,8.80,1,,,,China
080720 - Papaws (papayas),"12,492",0.00,0.00,1,,,,China
080810 - Apples,"1,215,425",,,2,2,,,China
080830 - Pears,"10,475,112",,,2,2,,,China
080840 - Quinces,319,7.20,7.20,1,,,,China
080910 - Apricots,"1,233",,,1,1,,,China
080921 - - Sour cherries (Prunus cerasus),,,,1,1,,,China
080929 - - Other,"6,458",,,1,1,,,China
"080930 - Peaches, including nectarines","8,919",,,2,2,,,China
080940 - Plums and sloes,"35,942",12.00,12.00,2,1,,,China
081010 - Strawberries,"194,721",11.20,11.20,1,,,,China
"081020 - Raspberries, blackberries, mulberries and loganberries","50,833",9.20,9.20,2,,,,China
"081030 - Black, white or red currants and gooseberries",714,9.07,9.07,3,,,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","110,467",4.00,4.00,4,,,,China
081050 - Kiwifruit,"59,661",8.80,8.80,1,,,,China
081060 - Durians,87,8.80,8.80,1,,,,China
081070 - Persimmons,"5,034",8.80,8.80,1,,,,China
081090 - Other,"967,323",4.40,4.40,2,,,,China
081110 - Strawberries,"28,422,543",17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","3,114,286",14.67,14.67,7,1,,,China
081190 - Other,"26,693,255",10.75,10.75,10,2,,,China
081210 - Cherries,,8.80,8.80,1,,,,China
081290 - Other,"44,512",7.16,7.16,5,,,,China
081310 - Apricots,"293,749",5.60,5.60,1,,,,China
081320 - Prunes,"50,849",9.60,9.60,1,,,,China
081330 - Apples,"11,864,535",3.20,3.20,1,,,,China
081340 - Other fruit,"51,788,715",3.28,3.28,5,,,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,"901,006",6.86,6.86,7,,,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","58,598",1.60,1.60,1,,,,China
,2016,"401,440,802",6.67,6.67,124,23,,,China
080111 -- Desiccated,"349,520",0.00,0.00,1,,,,China
080112 -- In the inner shell (endocarp),574,0.00,0.00,1,,,,China
080119 -- Other,"29,060",0.00,0.00,1,,,,China
080121 -- In shell,,0.00,0.00,1,,,,China
080122 -- Shelled,,0.00,0.00,1,,,,China
080131 -- In shell,,0.00,0.00,1,,,,China
080132 -- Shelled,"2,626,953",0.00,0.00,1,,,,China
080211 -- In shell,,2.80,2.80,2,,,,China
080212 -- Shelled,"129,101",1.75,1.75,2,,,,China
080221 -- In shell,"12,506",3.20,3.20,1,,,,China
080222 -- Shelled,,3.20,3.20,1,,,,China
080231 -- In shell,"4,935",4.00,4.00,1,,,,China
080232 -- Shelled,"3,499,553",5.10,5.10,1,,,,China
080241 -- In shell,"3,054,643",5.60,5.60,1,,,,China
080242 -- Shelled,"1,689,211",5.60,5.60,1,,,,China
080251 -- In shell,227,1.60,1.60,1,,,,China
080252 -- Shelled,"1,021",1.60,1.60,1,,,,China
080261 -- In shell,70,2.00,2.00,1,,,,China
080262 -- Shelled,"16,484",2.00,2.00,1,,,,China
080270 - Kola nuts (Cola spp.),"15,627",0.00,0.00,1,,,,China
080280 - Areca nuts,225,0.00,0.00,1,,,,China
080290 - Other,"149,088,570",1.33,1.33,3,,,,China
080310 - Plantains,"148,964",16.00,16.00,2,,,,China
080390 - Other,"139,140",16.00,16.00,2,1,,,China
080410 - Dates,"794,721",7.70,7.70,1,,,,China
080420 - Figs,"191,473",6.80,6.80,2,,,,China
080430 - Pineapples,"158,849",5.80,5.80,1,,,,China
080440 - Avocados,"17,630",4.00,4.00,1,,,,China
"080450 - Guavas, mangoes and mangosteens","48,788",0.00,0.00,1,,,,China
080510 - Oranges,241,16.00,16.00,2,1,,,China
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","177,366",,,5,5,,,China
"080540 - Grapefruit, including pomelos","57,539,601",1.50,1.50,1,,,,China
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","10,356",12.80,12.80,2,1,,,China
080590 - Other,"8,582",12.80,12.80,1,,,,China
080610 - Fresh,"17,677",14.40,14.40,2,1,,,China
080620 - Dried,"27,594,118",2.40,2.40,3,,,,China
080711 -- Watermelons,"1,442",8.80,8.80,1,,,,China
080719 -- Other,"19,893",8.80,8.80,1,,,,China
080720 - Papaws (papayas),,0.00,0.00,1,,,,China
080810 - Apples,"2,294,889",,,2,2,,,China
080830 - Pears,"10,180,342",,,2,2,,,China
080840 - Quinces,,7.20,7.20,1,,,,China
080910 - Apricots,,,,1,1,,,China
080921 -- Sour cherries (Prunus cerasus),,,,1,1,,,China
080929 -- Other,,,,1,1,,,China
"080930 - Peaches, including nectarines",,,,2,2,,,China
080940 - Plums and sloes,,12.00,12.00,2,1,,,China
081010 - Strawberries,"214,036",11.20,11.20,1,,,,China
"081020 - Raspberries, blackberries, mulberries and loganberries","98,555",9.20,9.20,2,,,,China
"081030 - Black, white or red currants and gooseberries","5,819",9.07,9.07,3,,,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","37,839",4.00,4.00,4,,,,China
081050 - Kiwifruit,,8.80,8.80,1,,,,China
081060 - Durians,,8.80,8.80,1,,,,China
081070 - Persimmons,"3,053",8.80,8.80,1,,,,China
081090 - Other,"839,700",4.40,4.40,2,,,,China
081110 - Strawberries,"21,169,914",17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","10,780,469",14.67,14.67,7,1,,,China
081190 - Other,"26,322,978",10.75,10.75,10,2,,,China
081210 - Cherries,,8.80,8.80,1,,,,China
081290 - Other,"152,358",7.16,7.16,5,,,,China
081310 - Apricots,"1,063,748",5.60,5.60,1,,,,China
081320 - Prunes,"100,378",9.60,9.60,1,,,,China
081330 - Apples,"13,411,491",3.20,3.20,1,,,,China
081340 - Other fruit,"66,201,044",3.28,3.28,5,,,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,034,132",6.86,6.86,7,,,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","142,936",1.60,1.60,1,,,,China
,2015,"432,786,192",6.67,6.67,124,23,,,China
080111 -- Desiccated,"97,193",0.00,0.00,1,,,,China
080112 -- In the inner shell (endocarp),"26,105",0.00,0.00,1,,,,China
080119 -- Other,"22,546",0.00,0.00,1,,,,China
080121 -- In shell,2,0.00,0.00,1,,,,China
080122 -- Shelled,,0.00,0.00,1,,,,China
080131 -- In shell,"11,970",0.00,0.00,1,,,,China
080132 -- Shelled,"1,206,654",0.00,0.00,1,,,,China
080211 -- In shell,161,2.80,2.80,2,,,,China
080212 -- Shelled,"841,629",1.75,1.75,2,,,,China
080221 -- In shell,"2,380",3.20,3.20,1,,,,China
080222 -- Shelled,"81,044",3.20,3.20,1,,,,China
080231 -- In shell,"6,276",4.00,4.00,1,,,,China
080232 -- Shelled,"14,419,236",5.10,5.10,1,,,,China
080241 -- In shell,"4,019,049",5.60,5.60,1,,,,China
080242 -- Shelled,"3,129,873",5.60,5.60,1,,,,China
080251 -- In shell,4,1.60,1.60,1,,,,China
080252 -- Shelled,"94,100",1.60,1.60,1,,,,China
080261 -- In shell,,2.00,2.00,1,,,,China
080262 -- Shelled,"1,258,092",2.00,2.00,1,,,,China
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,China
080280 - Areca nuts,,0.00,0.00,1,,,,China
080290 - Other,"164,105,414",1.33,1.33,3,,,,China
080310 - Plantains,"207,814",16.00,16.00,2,,,,China
080390 - Other,"168,181",16.00,16.00,2,1,,,China
080410 - Dates,"714,527",7.70,7.70,1,,,,China
080420 - Figs,"150,918",6.80,6.80,2,,,,China
080430 - Pineapples,"166,694",5.80,5.80,1,,,,China
080440 - Avocados,"1,556",4.00,4.00,1,,,,China
"080450 - Guavas, mangoes and mangosteens","56,885",0.00,0.00,1,,,,China
080510 - Oranges,"6,485",16.00,16.00,2,1,,,China
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","294,782",,,5,5,,,China
"080540 - Grapefruit, including pomelos","59,998,706",1.50,1.50,1,,,,China
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","6,649",12.80,12.80,2,1,,,China
080590 - Other,"50,004",12.80,12.80,1,,,,China
080610 - Fresh,,14.40,14.40,2,1,,,China
080620 - Dried,"17,757,726",2.40,2.40,3,,,,China
080711 -- Watermelons,,8.80,8.80,1,,,,China
080719 -- Other,"14,077",8.80,8.80,1,,,,China
080720 - Papaws (papayas),71,0.00,0.00,1,,,,China
080810 - Apples,"1,383,838",,,2,2,,,China
080830 - Pears,"9,558,549",,,2,2,,,China
080840 - Quinces,,7.20,7.20,1,,,,China
080910 - Apricots,,,,1,1,,,China
080921 -- Sour cherries (Prunus cerasus),,,,1,1,,,China
080929 -- Other,,,,1,1,,,China
"080930 - Peaches, including nectarines",,,,2,2,,,China
080940 - Plums and sloes,116,12.00,12.00,2,1,,,China
081010 - Strawberries,,11.20,11.20,1,,,,China
"081020 - Raspberries, blackberries, mulberries and loganberries","90,662",9.20,9.20,2,,,,China
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,4.00,4.00,4,,,,China
081050 - Kiwifruit,344,8.80,8.80,1,,,,China
081060 - Durians,,8.80,8.80,1,,,,China
081070 - Persimmons,,8.80,8.80,1,,,,China
081090 - Other,"1,228,285",4.40,4.40,2,,,,China
081110 - Strawberries,"15,126,592",17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","11,624,454",14.67,14.67,7,1,,,China
081190 - Other,"31,665,866",10.75,10.75,10,2,,,China
081210 - Cherries,"109,656",8.80,8.80,1,,,,China
081290 - Other,"181,912",7.16,7.16,5,,,,China
081310 - Apricots,"2,596,272",5.60,5.60,1,,,,China
081320 - Prunes,"128,042",9.60,9.60,1,,,,China
081330 - Apples,"14,518,124",3.20,3.20,1,,,,China
081340 - Other fruit,"74,410,152",3.28,3.28,5,,,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,193,155",6.86,6.86,7,,,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","53,369",1.60,1.60,1,,,,China
,2014,"407,448,713",6.67,6.67,124,23,82,9,China
080111 -- Desiccated,"176,891",0.00,0.00,1,,,,China
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,China
080119 -- Other,215,0.00,0.00,1,,,,China
080121 -- In shell,,0.00,0.00,1,,,,China
080122 -- Shelled,,0.00,0.00,1,,,,China
080131 -- In shell,685,0.00,0.00,1,,,,China
080132 -- Shelled,"430,586",0.00,0.00,1,,,,China
080211 -- In shell,179,2.80,2.80,2,,1,,China
080212 -- Shelled,"816,029",1.75,1.75,2,,1,,China
080221 -- In shell,"5,762",3.20,3.20,1,,1,,China
080222 -- Shelled,"239,477",3.20,3.20,1,,1,,China
080231 -- In shell,"1,095",4.00,4.00,1,,1,,China
080232 -- Shelled,"22,152,419",5.10,5.10,1,,1,,China
080241 -- In shell,"3,807,025",5.60,5.60,1,,1,,China
080242 -- Shelled,"2,067,242",5.60,5.60,1,,1,,China
080251 -- In shell,"225,501",1.60,1.60,1,,1,,China
080252 -- Shelled,"195,488",1.60,1.60,1,,1,,China
080261 -- In shell,"947,476",2.00,2.00,1,,1,,China
080262 -- Shelled,"819,890",2.00,2.00,1,,1,,China
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,China
080280 - Areca nuts,"40,565",0.00,0.00,1,,,,China
080290 - Other,"104,814,181",1.33,1.33,3,,2,,China
080310 - Plantains,"240,029",16.00,16.00,2,,2,,China
080390 - Other,"204,894",16.00,16.00,2,1,1,,China
080410 - Dates,"591,350",7.70,7.70,1,,1,,China
080420 - Figs,"9,430",6.80,6.80,2,,2,,China
080430 - Pineapples,"293,581",5.80,5.80,1,,1,,China
080440 - Avocados,"4,204",4.00,4.00,1,,1,,China
"080450 - Guavas, mangoes and mangosteens","47,465",0.00,0.00,1,,,,China
080510 - Oranges,"51,698",16.00,16.00,2,1,,,China
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","302,958",,,5,5,,,China
"080540 - Grapefruit, including pomelos","64,045,549",1.50,1.50,1,,1,,China
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",118,12.80,12.80,2,1,1,,China
080590 - Other,"42,908",12.80,12.80,1,,1,,China
080610 - Fresh,"44,273",14.40,14.40,2,1,2,1,China
080620 - Dried,"33,736,940",2.40,2.40,3,,3,,China
080711 -- Watermelons,"19,455",8.80,8.80,1,,1,,China
080719 -- Other,"9,882",8.80,8.80,1,,1,,China
080720 - Papaws (papayas),,0.00,0.00,1,,,,China
080810 - Apples,"2,126,348",,,2,2,,,China
080830 - Pears,"7,218,924",,,2,2,,,China
080840 - Quinces,,7.20,7.20,1,,1,,China
080910 - Apricots,,,,1,1,1,1,China
080921 -- Sour cherries (Prunus cerasus),,,,1,1,1,1,China
080929 -- Other,"16,189",,,1,1,1,1,China
"080930 - Peaches, including nectarines","30,405",,,2,2,2,2,China
080940 - Plums and sloes,433,12.00,12.00,2,1,2,1,China
081010 - Strawberries,"28,041",11.20,11.20,1,,1,,China
"081020 - Raspberries, blackberries, mulberries and loganberries","171,880",9.20,9.20,2,,2,,China
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,3,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","51,120",4.00,4.00,4,,3,,China
081050 - Kiwifruit,"59,577",8.80,8.80,1,,1,,China
081060 - Durians,,8.80,8.80,1,,1,,China
081070 - Persimmons,"21,423",8.80,8.80,1,,1,,China
081090 - Other,"1,288,849",4.40,4.40,2,,1,,China
081110 - Strawberries,"27,430,422",17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","2,539,073",14.67,14.67,7,1,,,China
081190 - Other,"35,181,637",10.75,10.75,10,2,8,2,China
081210 - Cherries,,8.80,8.80,1,,1,,China
081290 - Other,"194,353",7.16,7.16,5,,5,,China
081310 - Apricots,"2,464,590",5.60,5.60,1,,1,,China
081320 - Prunes,"73,427",9.60,9.60,1,,1,,China
081330 - Apples,"15,484,175",3.20,3.20,1,,1,,China
081340 - Other fruit,"75,040,270",3.28,3.28,5,,4,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,556,313",6.86,6.86,7,,7,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","85,826",1.60,1.60,1,,1,,China
,2013,"472,611,369",6.67,4.49,124,23,82,2,China
080111 -- Desiccated,"44,737",0.00,0.00,1,,,,China
080112 -- In the inner shell (endocarp),"74,847",0.00,0.00,1,,,,China
080119 -- Other,"1,049",0.00,0.00,1,,,,China
080121 -- In shell,,0.00,0.00,1,,,,China
080122 -- Shelled,,0.00,0.00,1,,,,China
080131 -- In shell,"5,166",0.00,0.00,1,,,,China
080132 -- Shelled,"640,133",0.00,0.00,1,,,,China
080211 -- In shell,"148,964",2.80,1.05,2,,1,,China
080212 -- Shelled,"758,685",1.75,0.00,2,,1,,China
080221 -- In shell,,3.20,0.00,1,,1,,China
080222 -- Shelled,"2,430",3.20,0.00,1,,1,,China
080231 -- In shell,"82,481",4.00,0.00,1,,1,,China
080232 -- Shelled,"18,125,355",5.10,1.60,1,,1,,China
080241 -- In shell,"4,680,478",5.60,2.10,1,,1,,China
080242 -- Shelled,"3,235,142",5.60,2.10,1,,1,,China
080251 -- In shell,"463,851",1.60,0.00,1,,1,,China
080252 -- Shelled,"553,665",1.60,0.00,1,,1,,China
080261 -- In shell,"241,036",2.00,0.00,1,,1,,China
080262 -- Shelled,"1,035,644",2.00,0.00,1,,1,,China
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,China
080280 - Areca nuts,"54,741",0.00,0.00,1,,,,China
080290 - Other,"126,024,061",1.33,0.00,3,,2,,China
080310 - Plantains,"254,050",16.00,12.50,2,,2,,China
080390 - Other,"221,700",16.00,12.50,2,1,1,,China
080410 - Dates,"791,364",7.70,4.20,1,,1,,China
080420 - Figs,"46,215",6.80,3.30,2,,2,,China
080430 - Pineapples,"275,126",5.80,2.30,1,,1,,China
080440 - Avocados,,4.00,0.00,1,,1,,China
"080450 - Guavas, mangoes and mangosteens","101,490",0.00,0.00,1,,,,China
080510 - Oranges,"75,100",16.00,16.00,2,1,,,China
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","353,639",,,5,5,,,China
"080540 - Grapefruit, including pomelos","78,091,068",1.50,0.00,1,,1,,China
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","21,965",12.80,8.90,2,1,1,,China
080590 - Other,"36,042",12.80,9.30,1,,1,,China
080610 - Fresh,"103,811",14.40,9.45,2,1,2,,China
080620 - Dried,"35,248,319",2.40,0.00,3,,3,,China
080711 -- Watermelons,,8.80,5.30,1,,1,,China
080719 -- Other,159,8.80,5.30,1,,1,,China
080720 - Papaws (papayas),,0.00,0.00,1,,,,China
080810 - Apples,"9,359,203",,,2,2,,,China
080830 - Pears,"11,080,345",,,2,2,,,China
080840 - Quinces,,7.20,3.70,1,,1,,China
080910 - Apricots,,,16.50,1,1,1,,China
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,China
080929 -- Other,,,8.50,1,1,1,,China
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,China
080940 - Plums and sloes,,12.00,5.65,2,1,2,,China
081010 - Strawberries,,11.20,7.70,1,,1,,China
"081020 - Raspberries, blackberries, mulberries and loganberries","182,178",9.20,5.70,2,,2,,China
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,China
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","47,384",4.00,1.53,4,,3,,China
081050 - Kiwifruit,,8.80,5.30,1,,1,,China
081060 - Durians,,8.80,5.30,1,,1,,China
081070 - Persimmons,,8.80,5.30,1,,1,,China
081090 - Other,"1,624,927",4.40,2.65,2,,1,,China
081110 - Strawberries,"52,381,807",17.60,17.60,3,1,,,China
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","10,185,376",14.67,14.67,7,1,,,China
081190 - Other,"50,440,875",10.75,5.20,10,2,8,2,China
081210 - Cherries,"60,093",8.80,5.30,1,,1,,China
081290 - Other,"123,563",7.16,3.76,5,,5,,China
081310 - Apricots,"481,576",5.60,2.10,1,,1,,China
081320 - Prunes,"194,343",9.60,6.10,1,,1,,China
081330 - Apples,"17,844,733",3.20,0.00,1,,1,,China
081340 - Other fruit,"45,860,961",3.28,1.00,5,,4,,China
081350 - Mixtures of nuts or dried fruits of this Chapter,"894,012",6.86,3.01,7,,7,,China
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","57,477",1.60,0.00,1,,1,,China
,2012,"395,089,210",7.14,4.49,124,16,82,2,China
080111 -- Desiccated,"138,072",0.00,0.00,1,,,,China
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,China
080119 -- Other,450,0.00,0.00,1,,,,China
080121 -- In shell,,0.00,0.00,1,,,,China
080122 -- Shelled,,0.00,0.00,1,,,,China
080131 -- In shell,"119,576",0.00,0.00,1,,,,China
080132 -- Shelled,"386,440",0.00,0.00,1,,,,China
080211 -- In shell,"3,329",2.80,1.05,2,,1,,China
080212 -- Shelled,"135,540",1.75,0.00,2,,1,,China
080221 -- In shell,"4,036",3.20,0.00,1,,1,,China
080222 -- Shelled,"147,956",3.20,0.00,1,,1,,China
080231 -- In shell,"10,485",4.00,0.00,1,,1,,China
080232 -- Shelled,"15,643,898",5.10,1.60,1,,1,,China
080241 -- In shell,"3,676,465",5.60,2.10,1,,1,,China
080242 -- Shelled,"4,835,116",5.60,2.10,1,,1,,China
080251 -- In shell,"442,288",1.60,0.00,1,,1,,China
080252 -- Shelled,"18,342",1.60,0.00,1,,1,,China
080261 -- In shell,103,2.00,0.00,1,,1,,China
080262 -- Shelled,"796,285",2.00,0.00,1,,1,,China
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,China
080280 - Areca nuts,"37,275",0.00,0.00,1,,,,China
080290 - Other,"90,618,599",1.33,0.00,3,,2,,China
080310 - Plantains,"245,643",16.00,12.50,2,,2,,China
080390 - Other,"99,293",16.00,12.50,2,1,1,,China
080410 - Dates,"789,342",7.70,4.20,1,,1,,China
080420 - Figs,"4,550",6.80,3.30,2,,2,,China
080430 - Pineapples,"192,728",5.80,2.30,1,,1,,China
080440 - Avocados,,4.00,0.00,1,,1,,China
