Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
610463 - - Of synthetic fibres,,,,1,1,,,European Union
610469 - - Of other textile materials,,10.00,10.00,3,,,,European Union
610510 - Of cotton,,,,3,3,,,European Union
610520 - Of man-made fibres,,,,2,2,,,European Union
610590 - Of other textile materials,,,,2,2,,,European Union
610610 - Of cotton,,,,1,1,,,European Union
610620 - Of man-made fibres,,,,2,2,,,European Union
610690 - Of other textile materials,,,,3,3,,,European Union
610711 - - Of cotton,,,,1,1,,,European Union
610712 - - Of man-made fibres,,,,2,2,,,European Union
610719 - - Of other textile materials,,10.00,10.00,2,,,,European Union
610721 - - Of cotton,,10.00,10.00,1,,,,European Union
610722 - - Of man-made fibres,,10.00,10.00,2,,,,European Union
610729 - - Of other textile materials,,10.00,10.00,3,,,,European Union
610791 - - Of cotton,,10.00,10.00,2,,,,European Union
610799 - - Of other textile materials,,10.00,10.00,3,,,,European Union
610811 - - Of man-made fibres,,10.00,10.00,2,,,,European Union
610819 - - Of other textile materials,,10.00,10.00,3,,,,European Union
610821 - - Of cotton,,,,1,1,,,European Union
610822 - - Of man-made fibres,,,,2,2,,,European Union
610829 - - Of other textile materials,,10.00,10.00,2,,,,European Union
610831 - - Of cotton,,10.00,10.00,1,,,,European Union
610832 - - Of man-made fibres,,10.00,10.00,2,,,,European Union
610839 - - Of other textile materials,,10.00,10.00,2,,,,European Union
610891 - - Of cotton,,,,1,1,,,European Union
610892 - - Of man-made fibres,,,,2,2,,,European Union
610899 - - Of other textile materials,,10.00,10.00,3,,,,European Union
610910 - Of cotton,,,,1,1,,,European Union
610990 - Of other textile materials,,,,5,5,,,European Union
611011 - - Of wool,,,,3,3,,,European Union
611012 - - Of Kashmir (cashmere) goats,,,,1,1,,,European Union
611019 - - Other,,,,1,1,,,European Union
611020 - Of cotton,,,,1,1,,,European Union
611030 - Of man-made fibres,,,,2,2,,,European Union
611090 - Of other textile materials,,,,1,1,,,European Union
611120 - Of cotton,,10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611190 - Of other textile materials,,10.00,10.00,3,,,,European Union
611211 - - Of cotton,,10.00,10.00,1,,,,European Union
611212 - - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611219 - - Of other textile materials,,10.00,10.00,4,,,,European Union
611220 - Ski suits,,10.00,10.00,6,,,,European Union
611231 - - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611239 - - Of other textile materials,,10.00,10.00,3,,,,European Union
611241 - - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611249 - - Of other textile materials,,10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,10.00,1,,,,European Union
611420 - Of cotton,,10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,,10.00,10.00,2,,,,European Union
611490 - Of other textile materials,,10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,10.00,1,,,,European Union
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,European Union
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,10.00,1,,,,European Union
611529 - - Of other textile materials,,10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,European Union
611594 - - Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
611595 - - Of cotton,,10.00,10.00,1,,,,European Union
611596 - - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611599 - - Of other textile materials,,10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber",,10.00,10.00,1,,,,European Union
611691 - - Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
611692 - - Of cotton,,10.00,10.00,1,,,,European Union
611693 - - Of synthetic fibres,,10.00,10.00,1,,,,European Union
611699 - - Of other textile materials,,10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,10.00,10.00,5,,,,European Union
611780 - Other accessories,,10.00,10.00,5,,,,European Union
611790 - Parts,,10.00,10.00,1,,,,European Union
,2016,"33,879,620",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"292,849",,,1,1,,,European Union
610130 - Of man-made fibres,"541,803",,,2,2,,,European Union
610190 - Of other textile materials,"53,999",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"44,161",,,1,1,,,European Union
610220 - Of cotton,"59,684",,,1,1,,,European Union
610230 - Of man-made fibres,"378,131",,,2,2,,,European Union
610290 - Of other textile materials,"218,939",10.00,10.00,2,,,,European Union
610310 - Suits,"17,553",10.00,10.00,4,,,,European Union
610322 -- Of cotton,"2,012",10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,523,10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"33,002",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"335,568",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"501,369",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"45,047",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"4,210",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"825,067",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"249,570",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"131,537",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,33,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"3,235",,,3,3,,,European Union
610422 -- Of cotton,366,10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,21,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,268,10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"11,496",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"55,779",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"44,633",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"55,484",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"50,212",,,1,1,,,European Union
610442 -- Of cotton,"487,855",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"996,065",,,1,1,,,European Union
610444 -- Of artificial fibres,"477,796",,,1,1,,,European Union
610449 -- Of other textile materials,"27,947",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"4,637",,,1,1,,,European Union
610452 -- Of cotton,"42,480",,,1,1,,,European Union
610453 -- Of synthetic fibres,"128,563",,,1,1,,,European Union
610459 -- Of other textile materials,"97,107",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"22,667",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"418,297",,,1,1,,,European Union
610463 -- Of synthetic fibres,"449,614",,,1,1,,,European Union
610469 -- Of other textile materials,"1,721,064",10.00,10.00,3,,,,European Union
610510 - Of cotton,"2,840,656",,,3,3,,,European Union
610520 - Of man-made fibres,"131,251",,,2,2,,,European Union
610590 - Of other textile materials,"42,864",,,2,2,,,European Union
610610 - Of cotton,"305,969",,,1,1,,,European Union
610620 - Of man-made fibres,"507,717",,,2,2,,,European Union
610690 - Of other textile materials,"136,016",,,3,3,,,European Union
610711 -- Of cotton,"135,173",,,1,1,,,European Union
610712 -- Of man-made fibres,"2,241",,,2,2,,,European Union
610719 -- Of other textile materials,"2,354",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"73,837",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,609,10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,,10.00,10.00,3,,,,European Union
610791 -- Of cotton,"52,474",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,250,10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"9,412",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,142,10.00,10.00,3,,,,European Union
610821 -- Of cotton,"122,527",,,1,1,,,European Union
610822 -- Of man-made fibres,"87,147",,,2,2,,,European Union
610829 -- Of other textile materials,,10.00,10.00,2,,,,European Union
610831 -- Of cotton,"110,873",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"40,391",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"16,323",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"3,764",,,1,1,,,European Union
610892 -- Of man-made fibres,"13,177",,,2,2,,,European Union
610899 -- Of other textile materials,190,10.00,10.00,3,,,,European Union
610910 - Of cotton,"5,056,040",,,1,1,,,European Union
610990 - Of other textile materials,"3,043,071",,,5,5,,,European Union
611011 -- Of wool,"1,000,677",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"143,137",,,1,1,,,European Union
611019 -- Other,"67,806",,,1,1,,,European Union
611020 - Of cotton,"2,706,146",,,1,1,,,European Union
611030 - Of man-made fibres,"4,451,148",,,2,2,,,European Union
611090 - Of other textile materials,"172,462",,,1,1,,,European Union
611120 - Of cotton,"436,352",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"65,939",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"44,701",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"27,784",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"11,104",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"5,676",10.00,10.00,4,,,,European Union
611220 - Ski suits,"12,821",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"45,352",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,,10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"110,244",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"17,639",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","136,240",10.00,10.00,1,,,,European Union
611420 - Of cotton,"164,517",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"392,293",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"18,935",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","805,153",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","3,326",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","18,970",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"148,847",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","7,860",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"11,002",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"283,707",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"124,948",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"279,077",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","166,134",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,457,10.00,10.00,1,,,,European Union
611692 -- Of cotton,"1,535",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"39,172",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"75,882",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","160,923",10.00,10.00,5,,,,European Union
611780 - Other accessories,"97,080",10.00,10.00,5,,,,European Union
611790 - Parts,"59,463",10.00,10.00,1,,,,European Union
,2015,"31,263,032",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"300,698",,,1,1,,,European Union
610130 - Of man-made fibres,"400,714",,,2,2,,,European Union
610190 - Of other textile materials,"28,429",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"27,165",,,1,1,,,European Union
610220 - Of cotton,"55,129",,,1,1,,,European Union
610230 - Of man-made fibres,"326,774",,,2,2,,,European Union
610290 - Of other textile materials,"1,036",10.00,10.00,2,,,,European Union
610310 - Suits,973,10.00,10.00,4,,,,European Union
610322 -- Of cotton,12,10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,"1,683",10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,165,10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"95,117",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"175,374",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"506,964",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"27,225",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"4,022",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"633,975",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"158,285",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"77,295",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,341,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"12,266",,,3,3,,,European Union
610422 -- Of cotton,377,10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,35,10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"14,848",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"31,417",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"113,284",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"64,862",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"34,577",,,1,1,,,European Union
610442 -- Of cotton,"335,602",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"734,953",,,1,1,,,European Union
610444 -- Of artificial fibres,"555,429",,,1,1,,,European Union
610449 -- Of other textile materials,"55,013",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"1,759",,,1,1,,,European Union
610452 -- Of cotton,"98,945",,,1,1,,,European Union
610453 -- Of synthetic fibres,"247,124",,,1,1,,,European Union
610459 -- Of other textile materials,"69,619",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"3,677",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"426,429",,,1,1,,,European Union
610463 -- Of synthetic fibres,"353,275",,,1,1,,,European Union
610469 -- Of other textile materials,"1,581,697",10.00,10.00,3,,,,European Union
610510 - Of cotton,"2,327,070",,,3,3,,,European Union
610520 - Of man-made fibres,"144,906",,,2,2,,,European Union
610590 - Of other textile materials,"85,131",,,2,2,,,European Union
610610 - Of cotton,"444,502",,,1,1,,,European Union
610620 - Of man-made fibres,"1,292,715",,,2,2,,,European Union
610690 - Of other textile materials,"191,395",,,3,3,,,European Union
610711 -- Of cotton,"77,256",,,1,1,,,European Union
610712 -- Of man-made fibres,"20,081",,,2,2,,,European Union
610719 -- Of other textile materials,"11,123",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"115,836",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"5,227",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,70,10.00,10.00,3,,,,European Union
610791 -- Of cotton,"2,341",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"8,826",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"25,761",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"2,430",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"51,981",,,1,1,,,European Union
610822 -- Of man-made fibres,"132,463",,,2,2,,,European Union
610829 -- Of other textile materials,"43,458",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"167,112",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"63,108",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"35,547",10.00,10.00,2,,,,European Union
610891 -- Of cotton,83,,,1,1,,,European Union
610892 -- Of man-made fibres,"4,653",,,2,2,,,European Union
610899 -- Of other textile materials,"3,182",10.00,10.00,3,,,,European Union
610910 - Of cotton,"5,015,119",,,1,1,,,European Union
610990 - Of other textile materials,"3,253,671",,,5,5,,,European Union
611011 -- Of wool,"879,676",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"315,307",,,1,1,,,European Union
611019 -- Other,"143,473",,,1,1,,,European Union
611020 - Of cotton,"2,307,098",,,1,1,,,European Union
611030 - Of man-made fibres,"3,435,314",,,2,2,,,European Union
611090 - Of other textile materials,"233,224",,,1,1,,,European Union
611120 - Of cotton,"336,713",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"39,275",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"38,132",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"12,308",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"10,694",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"9,380",10.00,10.00,4,,,,European Union
611220 - Ski suits,"2,897",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"11,101",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"1,502",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"123,039",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"25,253",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","212,756",10.00,10.00,1,,,,European Union
611420 - Of cotton,"126,945",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"315,124",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"13,921",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","89,806",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","11,092",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","32,380",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"142,338",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","6,104",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"19,402",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"183,968",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"61,806",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"583,430",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","119,059",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"1,173",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"3,189",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"43,955",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"74,485",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","90,094",10.00,10.00,5,,,,European Union
