Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",508,10.00,10.00,1,,,,European Union
611420 - Of cotton,"38,201",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"54,718",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"15,797",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","69,789",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","1,158",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","4,405",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"218,093",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",311,10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,877,10.00,10.00,1,,,,European Union
611595 -- Of cotton,"66,151",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"59,994",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"759,053",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","86,097",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"18,631",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"27,622",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"56,340",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"234,587",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","151,735",10.00,10.00,5,,,,European Union
611780 - Other accessories,"214,987",10.00,10.00,5,,,,European Union
611790 - Parts,"125,709",10.00,10.00,1,,,,European Union
,2010,"4,662",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"15,240",,,1,1,,,European Union
610130 - Of man-made fibres,"14,568",,,2,2,,,European Union
610190 - Of other textile materials,"11,040",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"20,803",,,1,1,,,European Union
610220 - Of cotton,"32,881",,,1,1,,,European Union
610230 - Of man-made fibres,"14,792",,,2,2,,,European Union
610290 - Of other textile materials,"3,676",10.00,10.00,2,,,,European Union
610310 - Suits,"100,346",10.00,10.00,4,,,,European Union
610322 -- Of cotton,"11,447",10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,"28,926",10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"32,368",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"30,460",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"21,918",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"63,018",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"7,330",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"106,553",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"4,906",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"29,048",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,"7,073",10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"1,446",,,3,3,,,European Union
610422 -- Of cotton,"1,852",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,"1,071",10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,"3,389",10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"23,684",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"33,095",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"34,850",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"26,860",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"25,014",,,1,1,,,European Union
610442 -- Of cotton,"176,164",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"287,480",,,1,1,,,European Union
610444 -- Of artificial fibres,"214,924",,,1,1,,,European Union
610449 -- Of other textile materials,"61,603",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"4,662",,,1,1,,,European Union
610452 -- Of cotton,"27,917",,,1,1,,,European Union
610453 -- Of synthetic fibres,"11,103",,,1,1,,,European Union
610459 -- Of other textile materials,"29,982",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"1,692",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"234,359",,,1,1,,,European Union
610463 -- Of synthetic fibres,"117,652",,,1,1,,,European Union
610469 -- Of other textile materials,"180,095",10.00,10.00,3,,,,European Union
610510 - Of cotton,"863,404",,,3,3,,,European Union
610520 - Of man-made fibres,"8,012",,,2,2,,,European Union
610590 - Of other textile materials,"49,461",,,2,2,,,European Union
610610 - Of cotton,"1,026,340",,,1,1,,,European Union
610620 - Of man-made fibres,"519,227",,,2,2,,,European Union
610690 - Of other textile materials,"292,490",,,3,3,,,European Union
610711 -- Of cotton,"127,250",,,1,1,,,European Union
610712 -- Of man-made fibres,"30,111",,,2,2,,,European Union
610719 -- Of other textile materials,"1,220",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"102,212",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"3,666",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,834,10.00,10.00,3,,,,European Union
610791 -- Of cotton,"3,295",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"1,160",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"32,757",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"8,473",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"124,776",,,1,1,,,European Union
610822 -- Of man-made fibres,"93,375",,,2,2,,,European Union
610829 -- Of other textile materials,483,10.00,10.00,2,,,,European Union
610831 -- Of cotton,"124,340",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"13,455",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"24,315",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"36,688",,,1,1,,,European Union
610892 -- Of man-made fibres,"94,446",,,2,2,,,European Union
610899 -- Of other textile materials,"1,992",10.00,10.00,3,,,,European Union
610910 - Of cotton,"3,919,085",,,1,1,,,European Union
610990 - Of other textile materials,"1,564,390",,,5,5,,,European Union
611011 -- Of wool,"773,340",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"40,349",,,1,1,,,European Union
611019 -- Other,"51,422",,,1,1,,,European Union
611020 - Of cotton,"1,759,813",,,1,1,,,European Union
611030 - Of man-made fibres,"1,610,302",,,2,2,,,European Union
611090 - Of other textile materials,"89,023",,,1,1,,,European Union
611120 - Of cotton,"556,816",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"33,230",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"52,940",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"248,821",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"2,439",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"1,495",10.00,10.00,4,,,,European Union
611220 - Ski suits,,10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"7,575",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"9,711",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"30,131",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"26,996",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","3,942",10.00,10.00,1,,,,European Union
611420 - Of cotton,"62,671",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"20,746",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"30,023",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","52,917",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","2,692",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",739,10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"234,527",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"1,771",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"79,775",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"40,982",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"475,834",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","4,166",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"14,425",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"20,019",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"17,736",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"123,216",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","108,564",10.00,10.00,5,,,,European Union
611780 - Other accessories,"65,919",10.00,10.00,5,,,,European Union
611790 - Parts,"166,419",10.00,10.00,1,,,,European Union
,2009,"11,889,503",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"17,098",,,1,1,,,European Union
610130 - Of man-made fibres,"12,158",,,2,2,,,European Union
610190 - Of other textile materials,"18,693",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"9,123",,,1,1,,,European Union
610220 - Of cotton,"3,298",,,1,1,,,European Union
610230 - Of man-made fibres,"7,669",,,2,2,,,European Union
610290 - Of other textile materials,"4,214",10.00,10.00,2,,,,European Union
610310 - Suits,"2,501,998",10.00,10.00,4,,,,European Union
610322 -- Of cotton,"6,620",10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,"6,812",10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"6,747",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"34,451",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,708,10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"11,526",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"1,911",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"11,221",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"1,719",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"33,521",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"1,276",,,3,3,,,European Union
610422 -- Of cotton,"1,129",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,245,10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"12,914",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"19,532",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"2,754",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"27,691",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"13,866",,,1,1,,,European Union
610442 -- Of cotton,"42,972",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"89,205",,,1,1,,,European Union
610444 -- Of artificial fibres,"177,258",,,1,1,,,European Union
610449 -- Of other textile materials,"54,273",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,338,,,1,1,,,European Union
610452 -- Of cotton,"4,098",,,1,1,,,European Union
610453 -- Of synthetic fibres,"1,311",,,1,1,,,European Union
610459 -- Of other textile materials,"2,772",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
610462 -- Of cotton,"155,070",,,1,1,,,European Union
610463 -- Of synthetic fibres,"17,103",,,1,1,,,European Union
610469 -- Of other textile materials,"17,621",10.00,10.00,3,,,,European Union
610510 - Of cotton,"376,685",,,3,3,,,European Union
610520 - Of man-made fibres,"20,781",,,2,2,,,European Union
610590 - Of other textile materials,"26,978",,,2,2,,,European Union
610610 - Of cotton,"455,416",,,1,1,,,European Union
610620 - Of man-made fibres,"210,881",,,2,2,,,European Union
610690 - Of other textile materials,"49,525",,,3,3,,,European Union
610711 -- Of cotton,"53,866",,,1,1,,,European Union
610712 -- Of man-made fibres,"7,025",,,2,2,,,European Union
610719 -- Of other textile materials,"2,659",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"103,654",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"8,720",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,"1,242",10.00,10.00,3,,,,European Union
610791 -- Of cotton,"1,827",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"7,600",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"8,144",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,907,10.00,10.00,3,,,,European Union
610821 -- Of cotton,"109,303",,,1,1,,,European Union
610822 -- Of man-made fibres,"38,192",,,2,2,,,European Union
610829 -- Of other textile materials,44,10.00,10.00,2,,,,European Union
610831 -- Of cotton,"37,861",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"6,575",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"13,817",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"122,718",,,1,1,,,European Union
610892 -- Of man-made fibres,"178,325",,,2,2,,,European Union
610899 -- Of other textile materials,384,10.00,10.00,3,,,,European Union
610910 - Of cotton,"1,609,095",,,1,1,,,European Union
610990 - Of other textile materials,"1,025,168",,,5,5,,,European Union
611011 -- Of wool,"533,590",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"35,947",,,1,1,,,European Union
611019 -- Other,"28,324",,,1,1,,,European Union
611020 - Of cotton,"529,128",,,1,1,,,European Union
611030 - Of man-made fibres,"918,296",,,2,2,,,European Union
611090 - Of other textile materials,"172,935",,,1,1,,,European Union
611120 - Of cotton,"226,650",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"20,457",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"32,978",10.00,10.00,3,,,,European Union
611211 -- Of cotton,38,10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"3,852",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"1,203",10.00,10.00,4,,,,European Union
611220 - Ski suits,,10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"3,428",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,550,10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"6,041",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"5,600",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","5,248",10.00,10.00,1,,,,European Union
611420 - Of cotton,"27,971",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"11,002",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"36,401",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","31,317",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",455,10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",36,10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"94,138",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"1,964",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"20,072",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"15,052",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"880,459",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","1,748",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,301,10.00,10.00,1,,,,European Union
611692 -- Of cotton,"14,789",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"16,383",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"95,455",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","81,354",10.00,10.00,5,,,,European Union
611780 - Other accessories,"74,121",10.00,10.00,5,,,,European Union
611790 - Parts,"153,914",10.00,10.00,1,,,,European Union
,2008,"16,004,507",10.00,10.00,191,61,,,European Union
610120 - Of cotton,"5,038",,,1,1,,,European Union
610130 - Of man-made fibres,"18,255",,,2,2,,,European Union
610190 - Of other textile materials,"13,082",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"23,978",,,1,1,,,European Union
610220 - Of cotton,"4,802",,,1,1,,,European Union
610230 - Of man-made fibres,"18,854",,,2,2,,,European Union
610290 - Of other textile materials,"2,305",10.00,10.00,2,,,,European Union
610310 - Suits,"24,867",10.00,10.00,4,,,,European Union
610322 -- Of cotton,594,10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,915,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,337,10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"23,825",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"44,736",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"6,896",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"19,961",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"2,582",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"136,298",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"84,956",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"51,355",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"7,308",,,3,3,,,European Union
610422 -- Of cotton,167,10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,608,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,"4,663",10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"27,514",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"27,415",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"9,074",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"66,210",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"31,826",,,1,1,,,European Union
610442 -- Of cotton,"93,432",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"205,113",,,1,1,,,European Union
610444 -- Of artificial fibres,"248,913",,,1,1,,,European Union
610449 -- Of other textile materials,"39,915",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"3,280",,,1,1,,,European Union
610452 -- Of cotton,"16,814",,,1,1,,,European Union
610453 -- Of synthetic fibres,"24,333",,,1,1,,,European Union
610459 -- Of other textile materials,"18,564",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"1,293",,,1,1,,,European Union
610462 -- Of cotton,"315,462",,,1,1,,,European Union
610463 -- Of synthetic fibres,"31,714",,,1,1,,,European Union
610469 -- Of other textile materials,"22,451",10.00,10.00,3,,,,European Union
610510 - Of cotton,"524,137",,,3,3,,,European Union
610520 - Of man-made fibres,"20,886",,,2,2,,,European Union
610590 - Of other textile materials,"50,730",,,2,2,,,European Union
610610 - Of cotton,"616,436",,,1,1,,,European Union
610620 - Of man-made fibres,"738,850",,,2,2,,,European Union
610690 - Of other textile materials,"64,287",,,3,3,,,European Union
610711 -- Of cotton,"150,281",,,1,1,,,European Union
610712 -- Of man-made fibres,"35,545",,,2,2,,,European Union
610719 -- Of other textile materials,"9,197",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"64,853",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"13,784",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,"13,305",10.00,10.00,3,,,,European Union
610791 -- Of cotton,"24,074",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"23,304",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"144,218",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"10,265",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"95,281",,,1,1,,,European Union
610822 -- Of man-made fibres,"103,014",,,2,2,,,European Union
610829 -- Of other textile materials,488,10.00,10.00,2,,,,European Union
610831 -- Of cotton,"63,867",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"179,586",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"8,988",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"251,538",,,1,1,,,European Union
610892 -- Of man-made fibres,"259,513",,,2,2,,,European Union
610899 -- Of other textile materials,"1,019",10.00,10.00,3,,,,European Union
610910 - Of cotton,"2,036,099",,,1,1,,,European Union
610990 - Of other textile materials,"1,204,562",,,5,5,,,European Union
611011 -- Of wool,"653,731",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"72,650",,,1,1,,,European Union
611019 -- Other,"27,562",,,1,1,,,European Union
611020 - Of cotton,"1,305,776",,,1,1,,,European Union
611030 - Of man-made fibres,"859,012",,,2,2,,,European Union
611090 - Of other textile materials,"220,926",,,1,1,,,European Union
611120 - Of cotton,"592,973",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"15,769",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"8,843",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"1,935",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"1,599",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"5,306",10.00,10.00,4,,,,European Union
611220 - Ski suits,"8,562",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"23,474",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"9,176",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"32,997",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"31,467",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",436,10.00,10.00,1,,,,European Union
611420 - Of cotton,"59,752",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"151,063",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"1,867,908",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","13,986",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","1,911",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",36,10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"192,017",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","1,239",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"5,895",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"86,073",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"43,994",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"686,637",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","20,607",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"1,482",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"41,741",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"61,687",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"96,023",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","148,768",10.00,10.00,5,,,,European Union
611780 - Other accessories,"137,321",10.00,10.00,5,,,,European Union
611790 - Parts,"126,357",10.00,10.00,1,,,,European Union
,2007,"11,108,783",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"14,664",,,1,1,,,European Union
610130 - Of man-made fibres,"2,013",,,2,2,,,European Union
610190 - Of other textile materials,"11,566",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"8,242",,,1,1,,,European Union
610220 - Of cotton,"8,184",,,1,1,,,European Union
610230 - Of man-made fibres,"8,103",,,2,2,,,European Union
610290 - Of other textile materials,"1,213",10.00,10.00,2,,,,European Union
610310 - Suits,"86,685",10.00,10.00,4,,,,European Union
610322 -- Of cotton,"1,110",10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,856,10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,321,10.00,10.00,1,,,,European Union
610332 -- Of cotton,"18,952",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"8,464",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"16,659",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
610342 -- Of cotton,"530,755",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"21,130",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"35,151",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,304,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"7,052",,,3,3,,,European Union
610422 -- Of cotton,"1,710",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,"1,082",10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"12,316",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"19,645",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"8,490",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"35,583",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"9,230",,,1,1,,,European Union
610442 -- Of cotton,"58,143",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"104,004",,,1,1,,,European Union
610444 -- Of artificial fibres,"192,312",,,1,1,,,European Union
610449 -- Of other textile materials,"23,117",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"1,017",,,1,1,,,European Union
610452 -- Of cotton,"12,551",,,1,1,,,European Union
610453 -- Of synthetic fibres,"21,241",,,1,1,,,European Union
610459 -- Of other textile materials,"14,841",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"1,569",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"126,205",,,1,1,,,European Union
610463 -- Of synthetic fibres,"35,481",,,1,1,,,European Union
610469 -- Of other textile materials,"75,333",10.00,10.00,3,,,,European Union
610510 - Of cotton,"334,603",,,3,3,,,European Union
610520 - Of man-made fibres,"49,973",,,2,2,,,European Union
610590 - Of other textile materials,"28,699",,,2,2,,,European Union
610610 - Of cotton,"378,264",,,1,1,,,European Union
610620 - Of man-made fibres,"469,023",,,2,2,,,European Union
610690 - Of other textile materials,"196,800",,,3,3,,,European Union
610711 -- Of cotton,"143,239",,,1,1,,,European Union
610712 -- Of man-made fibres,"27,497",,,2,2,,,European Union
610719 -- Of other textile materials,"4,197",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"119,517",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"10,299",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,"7,750",10.00,10.00,3,,,,European Union
610791 -- Of cotton,"4,619",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,,10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"11,936",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"26,445",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"649,156",,,1,1,,,European Union
610822 -- Of man-made fibres,"623,910",,,2,2,,,European Union
610829 -- Of other textile materials,"1,437",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"144,058",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"109,257",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"14,263",10.00,10.00,2,,,,European Union
