Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
950639 - - Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 - - Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 - - Inflatable,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950669 - - Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 - - Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2017,"1,790,227",2.14,2.14,63,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","196,274",1.98,1.98,19,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,"5,883",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",350,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,"2,163",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950450 - Video game consoles and machines, other than those of subheading 9504.30","507,144",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"607,862",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,"4,080",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,397,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 - - Skis,308,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 - - Other,8,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 - - Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 - - Other,"46,964",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 - - Clubs, complete","1,793",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 - - Balls,92,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 - - Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,1,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 - - Other,6,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 - - Lawn-tennis balls,9,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 - - Inflatable,3,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950669 - - Other,"2,000",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,925",1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","22,634",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 - - Other,"116,202",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,439,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",92,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,65,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,5,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"273,528",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2016,"1,238,067",2.17,2.17,62,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","678,756",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","54,655",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,"2,566",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","439,102",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"17,265",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,202,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,365,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"8,617",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","30,195",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"6,344",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2015,"230,150",2.17,2.17,62,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","60,241",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","50,842",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,29,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","83,594",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"14,571",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,93,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"9,872",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"2,510",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,200,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",255,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"6,118",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",170,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"1,657",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2014,"1,661,710",2.17,2.17,62,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","44,237",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,530",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,49,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,344,452",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"4,000",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,146,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,330,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,"1,133",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","138,455",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"4,641",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"122,736",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2013,"896,509",2.17,0.14,62,,41,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","35,898",2.09,0.47,18,,8,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",584,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","808,486",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"25,020",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,"1,169",1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950590 - Other,425,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,0.00,4,,4,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950629 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950669 -- Other,40,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,572",2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950699 -- Other,890,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950790 - Other,452,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950890 - Other,"19,973",1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2012,"403,416",2.17,0.14,62,,41,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","184,093",2.09,0.47,18,,8,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",450,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,5,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","166,748",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,180,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950590 - Other,373,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,0.00,4,,4,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950629 -- Other,"1,864",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950639 -- Other,758,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","5,476",2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950699 -- Other,"34,062",1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950790 - Other,"2,159",3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,"5,848",1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950890 - Other,"1,401",1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2011,"462,144",2.17,0.14,62,,41,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","18,458",2.09,0.47,18,,8,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"376,272",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950490 - Other,84,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,139,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950590 - Other,585,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,0.00,4,,4,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950629 -- Other,"1,072",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,114",2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950699 -- Other,"57,128",1.35,0.00,2,,1,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
950890 - Other,"7,294",1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2010,"183,305",2.12,2.12,66,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","124,006",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"2,174",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,53,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",239,0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,"3,924",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,106,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"1,763",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,106,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
