Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
081210 - Cherries,,8.80,8.80,1,,,,Brazil
081290 - Other,"249,029",7.16,7.16,5,,,,Brazil
081310 - Apricots,,5.60,5.60,1,,,,Brazil
081320 - Prunes,,9.60,9.60,1,,,,Brazil
081330 - Apples,"1,956",3.20,3.20,1,,,,Brazil
081340 - Other fruit,"1,650,641",3.28,3.28,5,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,292,6.86,6.86,7,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,015,157",1.60,1.60,1,,,,Brazil
,2013,"808,969,882",6.67,4.49,124,23,82,2,Brazil
080111 -- Desiccated,"25,272",0.00,0.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),"1,408",0.00,0.00,1,,,,Brazil
080119 -- Other,"97,556",0.00,0.00,1,,,,Brazil
080121 -- In shell,"526,335",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,527,251",0.00,0.00,1,,,,Brazil
080131 -- In shell,"123,958",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"38,801,343",0.00,0.00,1,,,,Brazil
080211 -- In shell,,2.80,1.05,2,,1,,Brazil
080212 -- Shelled,,1.75,0.00,2,,1,,Brazil
080221 -- In shell,,3.20,0.00,1,,1,,Brazil
080222 -- Shelled,,3.20,0.00,1,,1,,Brazil
080231 -- In shell,,4.00,0.00,1,,1,,Brazil
080232 -- Shelled,,5.10,1.60,1,,1,,Brazil
080241 -- In shell,"114,303",5.60,2.10,1,,1,,Brazil
080242 -- Shelled,,5.60,2.10,1,,1,,Brazil
080251 -- In shell,,1.60,0.00,1,,1,,Brazil
080252 -- Shelled,,1.60,0.00,1,,1,,Brazil
080261 -- In shell,,2.00,0.00,1,,1,,Brazil
080262 -- Shelled,"777,517",2.00,0.00,1,,1,,Brazil
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Brazil
080280 - Areca nuts,,0.00,0.00,1,,,,Brazil
080290 - Other,"4,847",1.33,0.00,3,,2,,Brazil
080310 - Plantains,93,16.00,12.50,2,,2,,Brazil
080390 - Other,"29,957,068",16.00,12.50,2,1,1,,Brazil
080410 - Dates,,7.70,4.20,1,,1,,Brazil
080420 - Figs,"9,136,746",6.80,3.30,2,,2,,Brazil
080430 - Pineapples,"24,608",5.80,2.30,1,,1,,Brazil
080440 - Avocados,"9,244,821",4.00,0.00,1,,1,,Brazil
"080450 - Guavas, mangoes and mangosteens","163,398,645",0.00,0.00,1,,,,Brazil
080510 - Oranges,"12,780,744",16.00,16.00,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","148,260",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos",,1.50,0.00,1,,1,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","89,081,675",12.80,8.90,2,1,1,,Brazil
080590 - Other,"7,025",12.80,9.30,1,,1,,Brazil
080610 - Fresh,"109,249,614",14.40,9.45,2,1,2,,Brazil
080620 - Dried,"107,331",2.40,0.00,3,,3,,Brazil
080711 -- Watermelons,"21,768,592",8.80,5.30,1,,1,,Brazil
080719 -- Other,"172,206,268",8.80,5.30,1,,1,,Brazil
080720 - Papaws (papayas),"56,723,214",0.00,0.00,1,,,,Brazil
080810 - Apples,"84,593,240",,,2,2,,,Brazil
080830 - Pears,,,,2,2,,,Brazil
080840 - Quinces,,7.20,3.70,1,,1,,Brazil
080910 - Apricots,,,16.50,1,1,1,,Brazil
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,Brazil
080929 -- Other,,,8.50,1,1,1,,Brazil
"080930 - Peaches, including nectarines","115,458",,14.10,2,2,2,,Brazil
080940 - Plums and sloes,,12.00,5.65,2,1,2,,Brazil
081010 - Strawberries,,11.20,7.70,1,,1,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Brazil
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","23,413",4.00,1.53,4,,3,,Brazil
081050 - Kiwifruit,,8.80,5.30,1,,1,,Brazil
081060 - Durians,,8.80,5.30,1,,1,,Brazil
081070 - Persimmons,"141,793",8.80,5.30,1,,1,,Brazil
081090 - Other,"636,786",4.40,2.65,2,,1,,Brazil
081110 - Strawberries,"17,835",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",40,14.67,14.67,7,1,,,Brazil
081190 - Other,"5,419,623",10.75,5.20,10,2,8,2,Brazil
081210 - Cherries,,8.80,5.30,1,,1,,Brazil
081290 - Other,"422,908",7.16,3.76,5,,5,,Brazil
081310 - Apricots,,5.60,2.10,1,,1,,Brazil
081320 - Prunes,,9.60,6.10,1,,1,,Brazil
081330 - Apples,,3.20,0.00,1,,1,,Brazil
081340 - Other fruit,"616,470",3.28,1.00,5,,4,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,288",6.86,3.01,7,,7,,Brazil
