Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
950510 - Articles for Christmas festivities,"6,949",2.90,2.90,2,,,,Brazil
950590 - Other,"48,237",2.70,2.70,1,,,,Brazil
950611 - - Skis,,3.70,3.70,3,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 - - Other,"1,012",2.70,2.70,1,,,,Brazil
950621 - - Sailboards,,2.70,2.70,1,,,,Brazil
950629 - - Other,"68,988",2.70,2.70,1,,,,Brazil
"950631 - - Clubs, complete",661,2.70,2.70,1,,,,Brazil
950632 - - Balls,,2.70,2.70,1,,,,Brazil
950639 - - Other,,2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",277,4.70,4.70,1,,,,Brazil
950659 - - Other,,2.70,2.70,1,,,,Brazil
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 - - Inflatable,,2.70,2.70,2,,,,Brazil
950669 - - Other,853,1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","15,049",2.70,2.70,1,,,,Brazil
950699 - - Other,"45,924",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,,3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Brazil
950730 - Fishing reels,,3.70,3.70,1,,,,Brazil
950790 - Other,"29,426",3.70,3.70,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","510,658",1.70,1.70,1,,,,Brazil
,1998,"1,338,505",4.04,4.04,75,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","1,114",6.30,6.30,2,,,,Brazil
"950210 - Dolls, whether or not dressed","260,513",5.40,5.40,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear","7,362",4.10,4.10,1,,,,Brazil
950299 - - Other,,4.10,4.10,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,572",4.80,4.80,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","6,103",4.80,4.80,2,,,,Brazil
950330 - Other construction sets and constructional toys,"14,059",5.20,5.20,3,,,,Brazil
950341 - - Stuffed,"2,289",5.40,5.40,1,,,,Brazil
950349 - - Other,"18,321",5.00,5.00,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"16,432",4.80,4.80,1,,,,Brazil
950360 - Puzzles,"33,215",5.40,5.40,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","6,720",5.40,5.40,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor",,5.10,5.10,2,,,,Brazil
950390 - Other,"298,765",5.03,5.03,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,145,3.40,3.40,1,,,,Brazil
950420 - Articles and accessories for billiards,775,3.40,3.40,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","103,447",3.40,3.40,4,,,,Brazil
950440 - Playing cards,12,3.20,3.20,1,,,,Brazil
950490 - Other,"239,904",3.40,3.40,2,,,,Brazil
950510 - Articles for Christmas festivities,521,3.55,3.55,2,,,,Brazil
950590 - Other,"14,979",3.40,3.40,1,,,,Brazil
950611 - - Skis,,4.20,4.20,2,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Brazil
950619 - - Other,,3.40,3.40,1,,,,Brazil
950621 - - Sailboards,"4,844",3.40,3.40,1,,,,Brazil
950629 - - Other,"62,604",3.40,3.40,1,,,,Brazil
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Brazil
950632 - - Balls,279,3.40,3.40,1,,,,Brazil
950639 - - Other,,3.40,3.40,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Brazil
950659 - - Other,"10,583",3.40,3.40,1,,,,Brazil
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Brazil
950662 - - Inflatable,"63,863",3.40,3.40,2,,,,Brazil
950669 - - Other,"1,380",1.70,1.70,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,458",2.27,2.27,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","3,391",3.40,3.40,1,,,,Brazil
950699 - - Other,"21,045",1.70,1.70,2,,,,Brazil
950710 - Fishing rods,"5,292",4.30,4.30,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,3.20,3.20,2,,,,Brazil
950730 - Fishing reels,"1,029",4.30,4.30,1,,,,Brazil
950790 - Other,"4,844",4.30,4.30,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","128,646",2.20,2.20,1,,,,Brazil
,1997,"877,293",4.65,4.65,75,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","16,410",7.40,7.40,2,,,,Brazil
"950210 - Dolls, whether or not dressed","26,956",6.00,6.00,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Brazil
950299 - - Other,,4.80,4.80,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","4,865",5.60,5.60,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","2,574",5.60,5.60,2,,,,Brazil
950330 - Other construction sets and constructional toys,"16,069",5.97,5.97,3,,,,Brazil
950341 - - Stuffed,,6.00,6.00,1,,,,Brazil
950349 - - Other,"7,190",5.83,5.83,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"63,472",5.60,5.60,1,,,,Brazil
950360 - Puzzles,,6.15,6.15,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor",,5.80,5.80,2,,,,Brazil
950390 - Other,"49,875",5.75,5.75,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Brazil
950420 - Articles and accessories for billiards,"4,117",3.90,3.90,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","15,287",3.90,3.90,4,,,,Brazil
950440 - Playing cards,147,3.60,3.60,1,,,,Brazil
950490 - Other,"18,666",3.90,3.90,2,,,,Brazil
950510 - Articles for Christmas festivities,"4,117",4.20,4.20,2,,,,Brazil
950590 - Other,"37,979",4.10,4.10,1,,,,Brazil
950611 - - Skis,,4.60,4.60,2,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Brazil
950619 - - Other,,4.00,4.00,1,,,,Brazil
950621 - - Sailboards,"16,602",4.00,4.00,1,,,,Brazil
950629 - - Other,"51,497",4.00,4.00,1,,,,Brazil
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Brazil
950632 - - Balls,,4.00,4.00,1,,,,Brazil
950639 - - Other,,4.00,4.00,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Brazil
950659 - - Other,"12,259",4.00,4.00,1,,,,Brazil
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Brazil
950662 - - Inflatable,"57,008",4.00,4.00,2,,,,Brazil
950669 - - Other,,2.00,2.00,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","4,094",4.00,4.00,1,,,,Brazil
950699 - - Other,"136,981",2.00,2.00,2,,,,Brazil
950710 - Fishing rods,,5.00,5.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Brazil
950730 - Fishing reels,,5.00,5.00,1,,,,Brazil
950790 - Other,,5.00,5.00,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","331,128",2.70,2.70,1,,,,Brazil
,1996,"2,819,607",4.65,4.65,75,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","3,047",7.40,7.40,2,,,,Brazil
"950210 - Dolls, whether or not dressed","164,978",6.00,6.00,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Brazil
950299 - - Other,25,4.80,4.80,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","17,447",5.60,5.60,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","49,177",5.60,5.60,2,,,,Brazil
950330 - Other construction sets and constructional toys,,5.97,5.97,3,,,,Brazil
950341 - - Stuffed,"3,543",6.00,6.00,1,,,,Brazil
950349 - - Other,"3,161",5.83,5.83,3,,,,Brazil
950350 - Toy musical instruments and apparatus,,5.60,5.60,1,,,,Brazil
950360 - Puzzles,,6.15,6.15,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits",102,6.00,6.00,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","5,435",5.80,5.80,2,,,,Brazil
950390 - Other,"198,272",5.75,5.75,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,"1,954,463",3.90,3.90,1,,,,Brazil
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,3.90,3.90,4,,,,Brazil
950440 - Playing cards,89,3.60,3.60,1,,,,Brazil
950490 - Other,"46,930",3.90,3.90,2,,,,Brazil
950510 - Articles for Christmas festivities,"41,686",4.20,4.20,2,,,,Brazil
950590 - Other,"43,286",4.10,4.10,1,,,,Brazil
950611 - - Skis,,4.60,4.60,2,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Brazil
950619 - - Other,,4.00,4.00,1,,,,Brazil
950621 - - Sailboards,"3,454",4.00,4.00,1,,,,Brazil
950629 - - Other,"89,771",4.00,4.00,1,,,,Brazil
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Brazil
950632 - - Balls,,4.00,4.00,1,,,,Brazil
950639 - - Other,,4.00,4.00,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Brazil
950659 - - Other,"3,631",4.00,4.00,1,,,,Brazil
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Brazil
950662 - - Inflatable,"2,565",4.00,4.00,2,,,,Brazil
950669 - - Other,673,2.00,2.00,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,908",2.67,2.67,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","38,105",4.00,4.00,1,,,,Brazil
950699 - - Other,"16,989",2.00,2.00,2,,,,Brazil
950710 - Fishing rods,,5.00,5.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled","6,590",3.75,3.75,2,,,,Brazil
950730 - Fishing reels,"3,238",5.00,5.00,1,,,,Brazil
950790 - Other,,5.00,5.00,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","120,042",2.70,2.70,1,,,,Brazil
