Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
950299 - - Other,,4.10,4.10,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.80,4.80,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.80,4.80,2,,,,Nepal
950330 - Other construction sets and constructional toys,61,5.20,5.20,3,,,,Nepal
950341 - - Stuffed,884,5.40,5.40,1,,,,Nepal
950349 - - Other,,5.00,5.00,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,4.80,4.80,1,,,,Nepal
950360 - Puzzles,424,5.40,5.40,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,5.40,5.40,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,5.10,5.10,2,,,,Nepal
950390 - Other,"9,457",5.03,5.03,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,3.40,3.40,1,,,,Nepal
950420 - Articles and accessories for billiards,,3.40,3.40,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",981,3.40,3.40,4,,,,Nepal
950440 - Playing cards,,3.20,3.20,1,,,,Nepal
950490 - Other,"7,047",3.40,3.40,2,,,,Nepal
950510 - Articles for Christmas festivities,"15,257",3.55,3.55,2,,,,Nepal
950590 - Other,"795,452",3.40,3.40,1,,,,Nepal
950611 - - Skis,,4.20,4.20,2,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Nepal
950619 - - Other,,3.40,3.40,1,,,,Nepal
950621 - - Sailboards,,3.40,3.40,1,,,,Nepal
950629 - - Other,,3.40,3.40,1,,,,Nepal
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Nepal
950632 - - Balls,,3.40,3.40,1,,,,Nepal
950639 - - Other,,3.40,3.40,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Nepal
950659 - - Other,,3.40,3.40,1,,,,Nepal
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Nepal
950662 - - Inflatable,,3.40,3.40,2,,,,Nepal
950669 - - Other,"8,367",1.70,1.70,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.27,2.27,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,3.40,3.40,1,,,,Nepal
950699 - - Other,"16,287",1.70,1.70,2,,,,Nepal
950710 - Fishing rods,,4.30,4.30,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,3.20,3.20,2,,,,Nepal
950730 - Fishing reels,,4.30,4.30,1,,,,Nepal
950790 - Other,,4.30,4.30,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,2.20,2.20,1,,,,Nepal
,1997,"694,475",4.65,4.65,75,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,7.40,7.40,2,,,,Nepal
"950210 - Dolls, whether or not dressed","4,706",6.00,6.00,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Nepal
950299 - - Other,,4.80,4.80,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,5.60,5.60,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,5.60,5.60,2,,,,Nepal
950330 - Other construction sets and constructional toys,,5.97,5.97,3,,,,Nepal
950341 - - Stuffed,,6.00,6.00,1,,,,Nepal
950349 - - Other,,5.83,5.83,3,,,,Nepal
950350 - Toy musical instruments and apparatus,624,5.60,5.60,1,,,,Nepal
950360 - Puzzles,204,6.15,6.15,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,5.80,5.80,2,,,,Nepal
950390 - Other,"12,134",5.75,5.75,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Nepal
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",352,3.90,3.90,4,,,,Nepal
950440 - Playing cards,,3.60,3.60,1,,,,Nepal
950490 - Other,"1,123",3.90,3.90,2,,,,Nepal
950510 - Articles for Christmas festivities,"1,520",4.20,4.20,2,,,,Nepal
950590 - Other,"659,444",4.10,4.10,1,,,,Nepal
950611 - - Skis,,4.60,4.60,2,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Nepal
950619 - - Other,,4.00,4.00,1,,,,Nepal
950621 - - Sailboards,,4.00,4.00,1,,,,Nepal
950629 - - Other,,4.00,4.00,1,,,,Nepal
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Nepal
950632 - - Balls,,4.00,4.00,1,,,,Nepal
950639 - - Other,,4.00,4.00,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Nepal
950659 - - Other,,4.00,4.00,1,,,,Nepal
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Nepal
950662 - - Inflatable,68,4.00,4.00,2,,,,Nepal
950669 - - Other,57,2.00,2.00,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,4.00,4.00,1,,,,Nepal
950699 - - Other,"10,773",2.00,2.00,2,,,,Nepal
950710 - Fishing rods,,5.00,5.00,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Nepal
950730 - Fishing reels,,5.00,5.00,1,,,,Nepal
950790 - Other,"2,245",5.00,5.00,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","1,225",2.70,2.70,1,,,,Nepal
,1996,"58,688",4.65,4.65,75,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,7.40,7.40,2,,,,Nepal
"950210 - Dolls, whether or not dressed","2,984",6.00,6.00,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Nepal
950299 - - Other,,4.80,4.80,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,5.60,5.60,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,5.60,5.60,2,,,,Nepal
950330 - Other construction sets and constructional toys,,5.97,5.97,3,,,,Nepal
950341 - - Stuffed,,6.00,6.00,1,,,,Nepal
950349 - - Other,,5.83,5.83,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,5.60,5.60,1,,,,Nepal
950360 - Puzzles,63,6.15,6.15,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,5.80,5.80,2,,,,Nepal
950390 - Other,,5.75,5.75,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Nepal
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,3.90,3.90,4,,,,Nepal
950440 - Playing cards,,3.60,3.60,1,,,,Nepal
950490 - Other,"3,517",3.90,3.90,2,,,,Nepal
950510 - Articles for Christmas festivities,"23,732",4.20,4.20,2,,,,Nepal
950590 - Other,"23,846",4.10,4.10,1,,,,Nepal
950611 - - Skis,,4.60,4.60,2,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Nepal
950619 - - Other,,4.00,4.00,1,,,,Nepal
950621 - - Sailboards,,4.00,4.00,1,,,,Nepal
950629 - - Other,,4.00,4.00,1,,,,Nepal
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Nepal
950632 - - Balls,,4.00,4.00,1,,,,Nepal
950639 - - Other,,4.00,4.00,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Nepal
950659 - - Other,,4.00,4.00,1,,,,Nepal
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Nepal
950662 - - Inflatable,,4.00,4.00,2,,,,Nepal
950669 - - Other,,2.00,2.00,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","3,949",4.00,4.00,1,,,,Nepal
950699 - - Other,597,2.00,2.00,2,,,,Nepal
950710 - Fishing rods,,5.00,5.00,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Nepal
950730 - Fishing reels,,5.00,5.00,1,,,,Nepal
950790 - Other,,5.00,5.00,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,2.70,2.70,1,,,,Nepal
