Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
"950720 - Fish-hooks, whether or not snelled","599,767",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"4,992,419",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"851,366",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Viet Nam
950890 - Other,"148,058",1.70,0.00,1,,1,,Viet Nam
,2015,"210,639,425",2.17,0.14,62,,41,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","122,006,469",2.09,0.47,18,,8,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"25,426",0.00,0.00,1,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","47,011",0.00,0.00,3,,,,Viet Nam
950440 - Playing cards,"10,935",2.70,0.00,1,,1,,Viet Nam
"950450 -Video game consoles and machines, other than those of subheading 9504.30",776,0.00,0.00,1,,,,Viet Nam
950490 - Other,"2,372,990",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"3,791,129",1.35,0.00,2,,1,,Viet Nam
950590 - Other,"4,239,037",2.70,0.00,1,,1,,Viet Nam
950611 -- Skis,"3,092",3.70,0.00,4,,4,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),"2,467",3.70,0.00,1,,1,,Viet Nam
950619 -- Other,"152,987",2.70,0.00,1,,1,,Viet Nam
950621 -- Sailboards,"657,528",2.70,0.00,1,,1,,Viet Nam
950629 -- Other,"1,035,665",2.70,0.00,1,,1,,Viet Nam
"950631 -- Clubs, complete","10,469,527",2.70,0.00,1,,1,,Viet Nam
950632 -- Balls,"710,882",2.70,0.00,1,,1,,Viet Nam
950639 -- Other,"13,061,023",2.70,0.00,2,,2,,Viet Nam
950640 - Articles and equipment for table-tennis,156,2.70,0.00,1,,1,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","571,494",4.70,0.00,1,,1,,Viet Nam
950659 -- Other,"41,969",2.70,0.00,1,,1,,Viet Nam
950661 -- Lawn-tennis balls,91,2.70,0.00,1,,1,,Viet Nam
950662 -- Inflatable,"19,832,471",2.70,0.00,1,,1,,Viet Nam
950669 -- Other,"372,723",1.35,0.00,2,,1,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","9,690,032",1.80,0.00,3,,2,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,172,636",2.70,0.00,2,,2,,Viet Nam
950699 -- Other,"10,563,277",1.35,0.00,2,,1,,Viet Nam
950710 - Fishing rods,"443,740",3.70,0.00,1,,1,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","369,467",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"3,210,566",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"748,001",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Viet Nam
950890 - Other,"35,856",1.70,0.00,1,,1,,Viet Nam
,2014,"196,564,273",2.17,0.14,62,,41,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","120,483,695",2.09,0.47,18,,8,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"20,474",0.00,0.00,1,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","43,928",0.00,0.00,3,,,,Viet Nam
950440 - Playing cards,"11,143",2.70,0.00,1,,1,,Viet Nam
"950450 -Video game consoles and machines, other than those of subheading 9504.30","145,226",0.00,0.00,1,,,,Viet Nam
950490 - Other,"2,009,459",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"3,561,568",1.35,0.00,2,,1,,Viet Nam
950590 - Other,"3,359,510",2.70,0.00,1,,1,,Viet Nam
950611 -- Skis,"2,060",3.70,0.00,4,,4,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Viet Nam
950619 -- Other,"261,060",2.70,0.00,1,,1,,Viet Nam
950621 -- Sailboards,"673,149",2.70,0.00,1,,1,,Viet Nam
950629 -- Other,"1,144,990",2.70,0.00,1,,1,,Viet Nam
"950631 -- Clubs, complete","7,742,932",2.70,0.00,1,,1,,Viet Nam
950632 -- Balls,"503,749",2.70,0.00,1,,1,,Viet Nam
950639 -- Other,"8,580,291",2.70,0.00,2,,2,,Viet Nam
950640 - Articles and equipment for table-tennis,669,2.70,0.00,1,,1,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","1,634,137",4.70,0.00,1,,1,,Viet Nam
950659 -- Other,"424,985",2.70,0.00,1,,1,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Viet Nam
950662 -- Inflatable,"19,080,579",2.70,0.00,1,,1,,Viet Nam
950669 -- Other,"415,932",1.35,0.00,2,,1,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","4,912,433",1.80,0.00,3,,2,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,654,143",2.70,0.00,2,,2,,Viet Nam
950699 -- Other,"12,813,645",1.35,0.00,2,,1,,Viet Nam
950710 - Fishing rods,"255,672",3.70,0.00,1,,1,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","528,069",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"2,897,880",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"387,843",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,154,1.70,0.00,1,,1,,Viet Nam
950890 - Other,"14,898",1.70,0.00,1,,1,,Viet Nam
,2013,"150,686,981",2.17,0.14,62,,41,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","91,339,287",2.09,0.47,18,,8,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"13,360",0.00,0.00,1,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","42,961",0.00,0.00,3,,,,Viet Nam
950440 - Playing cards,"3,243",2.70,0.00,1,,1,,Viet Nam
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,926",0.00,0.00,1,,,,Viet Nam
950490 - Other,"2,497,835",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"3,042,409",1.35,0.00,2,,1,,Viet Nam
950590 - Other,"2,010,035",2.70,0.00,1,,1,,Viet Nam
950611 -- Skis,"4,183",3.70,0.00,4,,4,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),837,3.70,0.00,1,,1,,Viet Nam
950619 -- Other,"371,979",2.70,0.00,1,,1,,Viet Nam
950621 -- Sailboards,"435,458",2.70,0.00,1,,1,,Viet Nam
950629 -- Other,"1,637,995",2.70,0.00,1,,1,,Viet Nam
"950631 -- Clubs, complete","6,692,988",2.70,0.00,1,,1,,Viet Nam
950632 -- Balls,"954,659",2.70,0.00,1,,1,,Viet Nam
950639 -- Other,"5,256,985",2.70,0.00,2,,2,,Viet Nam
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","1,270,465",4.70,0.00,1,,1,,Viet Nam
950659 -- Other,"1,047,185",2.70,0.00,1,,1,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Viet Nam
950662 -- Inflatable,"8,710,965",2.70,0.00,1,,1,,Viet Nam
950669 -- Other,"297,110",1.35,0.00,2,,1,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,082,869",1.80,0.00,3,,2,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,339,886",2.70,0.00,2,,2,,Viet Nam
950699 -- Other,"9,971,173",1.35,0.00,2,,1,,Viet Nam
950710 - Fishing rods,"111,235",3.70,0.00,1,,1,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","761,421",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"2,852,498",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"1,932,131",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Viet Nam
950890 - Other,"3,904",1.70,0.00,1,,1,,Viet Nam
,2012,"130,077,769",2.17,0.14,62,,41,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","81,891,487",2.09,0.47,18,,8,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"1,157",0.00,0.00,1,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","31,247",0.00,0.00,3,,,,Viet Nam
950440 - Playing cards,"1,851",2.70,0.00,1,,1,,Viet Nam
"950450 -Video game consoles and machines, other than those of subheading 9504.30","14,422",0.00,0.00,1,,,,Viet Nam
950490 - Other,"2,323,021",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"2,243,856",1.35,0.00,2,,1,,Viet Nam
950590 - Other,"2,615,844",2.70,0.00,1,,1,,Viet Nam
950611 -- Skis,"3,753",3.70,0.00,4,,4,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),"3,715",3.70,0.00,1,,1,,Viet Nam
950619 -- Other,"79,355",2.70,0.00,1,,1,,Viet Nam
950621 -- Sailboards,"425,206",2.70,0.00,1,,1,,Viet Nam
950629 -- Other,"995,946",2.70,0.00,1,,1,,Viet Nam
"950631 -- Clubs, complete","4,260,231",2.70,0.00,1,,1,,Viet Nam
950632 -- Balls,"344,679",2.70,0.00,1,,1,,Viet Nam
950639 -- Other,"6,368,015",2.70,0.00,2,,2,,Viet Nam
950640 - Articles and equipment for table-tennis,77,2.70,0.00,1,,1,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","598,278",4.70,0.00,1,,1,,Viet Nam
950659 -- Other,"673,496",2.70,0.00,1,,1,,Viet Nam
950661 -- Lawn-tennis balls,"8,817",2.70,0.00,1,,1,,Viet Nam
950662 -- Inflatable,"6,770,305",2.70,0.00,1,,1,,Viet Nam
950669 -- Other,"739,756",1.35,0.00,2,,1,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,590,231",1.80,0.00,3,,2,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,004,781",2.70,0.00,2,,2,,Viet Nam
950699 -- Other,"7,806,596",1.35,0.00,2,,1,,Viet Nam
950710 - Fishing rods,"200,861",3.70,0.00,1,,1,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","451,799",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"2,460,788",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"1,164,920",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Viet Nam
950890 - Other,"3,278",1.70,0.00,1,,1,,Viet Nam
,2011,"152,309,772",2.17,0.14,62,,41,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","104,530,096",2.09,0.47,18,,8,,Viet Nam
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"126,087",0.00,0.00,1,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","127,229",0.00,0.00,3,,,,Viet Nam
950440 - Playing cards,459,2.70,0.00,1,,1,,Viet Nam
950490 - Other,"1,629,670",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"2,926,944",1.35,0.00,2,,1,,Viet Nam
950590 - Other,"1,713,482",2.70,0.00,1,,1,,Viet Nam
950611 -- Skis,"18,082",3.70,0.00,4,,4,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),"34,257",3.70,0.00,1,,1,,Viet Nam
950619 -- Other,"134,509",2.70,0.00,1,,1,,Viet Nam
950621 -- Sailboards,"285,054",2.70,0.00,1,,1,,Viet Nam
950629 -- Other,"1,549,700",2.70,0.00,1,,1,,Viet Nam
"950631 -- Clubs, complete","1,490,748",2.70,0.00,1,,1,,Viet Nam
950632 -- Balls,"220,368",2.70,0.00,1,,1,,Viet Nam
950639 -- Other,"4,367,010",2.70,0.00,2,,2,,Viet Nam
950640 - Articles and equipment for table-tennis,"22,356",2.70,0.00,1,,1,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","237,781",4.70,0.00,1,,1,,Viet Nam
950659 -- Other,"1,072,299",2.70,0.00,1,,1,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Viet Nam
950662 -- Inflatable,"4,290,408",2.70,0.00,1,,1,,Viet Nam
950669 -- Other,"1,125,502",1.35,0.00,2,,1,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","10,817,622",1.80,0.00,3,,2,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,079,969",2.70,0.00,2,,2,,Viet Nam
950699 -- Other,"7,725,725",1.35,0.00,2,,1,,Viet Nam
950710 - Fishing rods,"259,705",3.70,0.00,1,,1,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","285,638",2.70,0.00,2,,2,,Viet Nam
950730 - Fishing reels,"4,219,333",3.70,0.00,1,,1,,Viet Nam
950790 - Other,"2,019,736",3.70,0.00,1,,1,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Viet Nam
950890 - Other,,1.70,0.00,1,,1,,Viet Nam
,2010,"118,546,149",2.12,2.12,66,,,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","82,465,805",2.09,2.09,18,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"1,578",0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","106,507",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,"455,975",2.70,2.70,1,,,,Viet Nam
950490 - Other,"1,540,463",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"2,618,987",1.35,1.35,2,,,,Viet Nam
950590 - Other,"1,490,776",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"5,687",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"85,243",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"451,215",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"1,260,237",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","1,107,344",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"339,724",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"1,374,194",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,"38,936",2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","1,066,406",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"1,747,763",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"5,648,728",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"431,688",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","4,253,455",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,725,147",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"5,909,812",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"298,760",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","166,932",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"2,828,633",3.70,3.70,1,,,,Viet Nam
950790 - Other,"1,111,613",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,"10,354",1.70,1.70,1,,,,Viet Nam
950890 - Other,"4,189",1.70,1.70,1,,,,Viet Nam
,2009,"101,798,669",2.12,2.12,66,,,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","71,288,646",2.09,2.09,18,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"3,626",0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","17,533",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,976,2.70,2.70,1,,,,Viet Nam
950490 - Other,"672,698",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"2,634,456",1.35,1.35,2,,,,Viet Nam
950590 - Other,"1,736,400",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"3,431",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),28,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"24,158",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"416,808",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"1,000,518",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","835,011",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"528,546",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"240,185",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,"1,688",2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","1,396,683",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"1,100,232",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,167,2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"4,609,228",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"312,477",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,113,138",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,603,225",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"7,017,253",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"325,379",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","218,091",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"1,789,333",3.70,3.70,1,,,,Viet Nam
950790 - Other,"908,656",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,98,1.70,1.70,1,,,,Viet Nam
,2008,"97,075,607",2.12,2.12,66,,,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","67,413,367",2.09,2.09,18,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,"1,436",0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,"34,863",0.00,0.00,2,,,,Viet Nam
