Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"040630 - Processed cheese, not grated or powdered","196,882",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"29,213",,,3,3,,,United States of America
040690 - Other cheese,"2,539,405",,,32,32,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"10,965,256",,,1,1,,,United States of America
040719 -- Other,"2,012,516",7.70,7.70,3,2,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,"6,836,782",,,1,1,,,United States of America
040729 -- Other,,7.70,7.70,2,1,,,United States of America
040790 - Others,"583,240",7.70,7.70,2,1,,,United States of America
040811 -- Dried,"154,762",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"1,931,128",0.00,0.00,2,1,,,United States of America
040899 -- Other,368,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"134,021",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","15,359",7.70,7.70,1,,,,United States of America
,2015,"27,911,918",5.34,5.34,171,162,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %","2,505",,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","3,062",,,4,4,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","3,150",,,2,2,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",81,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","42,435",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"118,988",,,4,4,,,United States of America
040229 -- Other,"161,253",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"185,272",,,6,6,,,United States of America
040299 -- Other,"19,820",,,5,5,,,United States of America
040310 - Yogurt,"243,949",,,12,12,,,United States of America
040390 - Other,"265,698",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,353,910",,,24,24,,,United States of America
040490 - Other,"46,269",,,6,6,,,United States of America
040510 - Butter,"118,538",,,5,5,,,United States of America
040520 - Dairy spreads,"208,622",,,3,3,,,United States of America
040590 - Other,"10,218",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","246,021",,,3,3,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","22,938",,,1,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","137,473",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"21,935",,,3,3,,,United States of America
040690 - Other cheese,"1,607,854",,,32,32,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"15,330,205",,,1,1,,,United States of America
040719 -- Other,"1,185,165",7.70,7.70,3,2,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,"4,472,236",,,1,1,,,United States of America
040729 -- Other,,7.70,7.70,2,1,,,United States of America
040790 - Others,"529,633",7.70,7.70,2,1,,,United States of America
040811 -- Dried,"251,535",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"1,132,854",0.00,0.00,2,1,,,United States of America
040899 -- Other,378,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"103,875",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","86,044",7.70,7.70,1,,,,United States of America
,2014,"55,238,396",5.77,5.77,172,161,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %","3,500",,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","1,292",,,4,4,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","2,319",,,2,2,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",214,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","84,366",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"181,089",,,4,4,,,United States of America
040229 -- Other,"14,623",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"239,908",,,6,6,,,United States of America
040299 -- Other,"3,464",,,5,5,,,United States of America
040310 - Yogurt,"486,927",,,12,12,,,United States of America
040390 - Other,"47,528",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,662,848",,,24,24,,,United States of America
040490 - Other,"14,074",,,6,6,,,United States of America
040510 - Butter,"865,525",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"7,330",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","252,789",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","75,063",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","53,904",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"8,275",,,3,3,,,United States of America
040690 - Other cheese,"28,316,332",7.70,7.70,33,32,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"14,561,713",,,1,1,,,United States of America
040719 -- Other,"1,263,617",7.70,7.70,3,2,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,"4,633,494",,,1,1,,,United States of America
040729 -- Other,,7.70,7.70,2,1,,,United States of America
040790 - Others,"728,304",7.70,7.70,2,1,,,United States of America
040811 -- Dried,"1,068,513",0.00,0.00,2,1,,,United States of America
040819 -- Other,643,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"561,308",0.00,0.00,2,1,,,United States of America
040899 -- Other,861,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"63,629",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","34,944",7.70,7.70,1,,,,United States of America
,2013,"37,957,271",5.77,5.77,172,161,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",186,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",133,,,4,4,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",27,,,2,2,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %","3,572",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","79,665",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"228,845",,,4,4,,,United States of America
040229 -- Other,"27,239",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"394,940",,,6,6,,,United States of America
040299 -- Other,"3,377",,,5,5,,,United States of America
040310 - Yogurt,"4,899,367",,,12,12,,,United States of America
040390 - Other,"27,158",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,755,938",,,24,24,,,United States of America
040490 - Other,"29,283",,,6,6,,,United States of America
040510 - Butter,"43,785",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"1,243,386",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","202,284",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","144,582",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","51,142",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"20,518",,,3,3,,,United States of America
040690 - Other cheese,"3,104,236",7.70,7.70,33,32,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"15,451,250",,,1,1,,,United States of America
040719 -- Other,"1,920,385",7.70,7.70,3,2,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,"4,025,607",,,1,1,,,United States of America
040729 -- Other,"3,519",7.70,7.70,2,1,,,United States of America
040790 - Others,"551,687",7.70,7.70,2,1,,,United States of America
040811 -- Dried,"1,118,510",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"1,490,997",0.00,0.00,2,1,,,United States of America
040899 -- Other,"1,992",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"99,332",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","34,329",7.70,7.70,1,,,,United States of America
,2012,"53,970,846",5.77,5.77,172,161,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","15,846",,,4,4,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","25,604",,,2,2,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",398,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","581,671",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"11,774",,,4,4,,,United States of America
040229 -- Other,"13,059",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"67,915",,,6,6,,,United States of America
040299 -- Other,630,,,5,5,,,United States of America
040310 - Yogurt,"1,078,136",,,12,12,,,United States of America
040390 - Other,"4,640",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,998,316",,,24,24,,,United States of America
040490 - Other,"31,350",,,6,6,,,United States of America
040510 - Butter,"5,193",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","258,496",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","320,030",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","19,781",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"29,884",,,3,3,,,United States of America
040690 - Other cheese,"1,355,643",7.70,7.70,33,32,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"23,188,226",,,1,1,,,United States of America
040719 -- Other,"3,104,383",7.70,7.70,3,2,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,"7,627,558",,,1,1,,,United States of America
040729 -- Other,,7.70,7.70,2,1,,,United States of America
040790 - Others,"662,866",7.70,7.70,2,1,,,United States of America
040811 -- Dried,"3,081,317",0.00,0.00,2,1,,,United States of America
040819 -- Other,"3,719,113",0.00,0.00,3,2,,,United States of America
040891 -- Dried,"6,539,473",0.00,0.00,2,1,,,United States of America
040899 -- Other,"140,681",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"62,974",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","25,887",7.70,7.70,1,,,,United States of America
,2011,"51,689,039",5.34,5.34,166,157,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",390,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","44,808",,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%","1,239",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","114,450",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"77,701",,,5,5,,,United States of America
040229 -- Other,"1,225",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"2,422",,,6,6,,,United States of America
040299 -- Other,111,,,5,5,,,United States of America
040310 - Yogurt,"439,440",,,12,12,,,United States of America
040390 - Other,"1,044",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,144,501",,,24,24,,,United States of America
040490 - Other,"152,981",,,6,6,,,United States of America
040510 - Butter,"82,448",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,70,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","275,853",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","236,751",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered",278,,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"8,895",,,3,3,,,United States of America
040690 - Other cheese,"4,767,823",7.70,7.70,33,32,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","36,257,034",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"1,626,816",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"3,597,694",0.00,0.00,2,1,,,United States of America
040899 -- Other,"6,389",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"145,478",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","1,703,196",7.70,7.70,1,,,,United States of America
,2010,"55,763,211",5.34,5.34,166,157,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",517,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","106,427",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"34,230",,,5,5,,,United States of America
040229 -- Other,,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,United States of America
040299 -- Other,,,,5,5,,,United States of America
040310 - Yogurt,"141,054",,,12,12,,,United States of America
040390 - Other,"4,083",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,638,170",,,24,24,,,United States of America
040490 - Other,"18,692",,,6,6,,,United States of America
040510 - Butter,"2,042",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","297,567",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","253,487",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","19,673",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,United States of America
040690 - Other cheese,"1,786,845",7.70,7.70,33,32,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","35,301,495",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"3,717,024",0.00,0.00,2,1,,,United States of America
040819 -- Other,"890,565",0.00,0.00,3,2,,,United States of America
040891 -- Dried,"8,395,115",0.00,0.00,2,1,,,United States of America
040899 -- Other,597,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"289,878",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","1,865,750",7.70,7.70,1,,,,United States of America
,2009,"53,575,551",5.34,5.34,166,157,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","59,307",,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",600,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","52,947",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"129,981",,,5,5,,,United States of America
040229 -- Other,126,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"5,537",,,6,6,,,United States of America
040299 -- Other,"1,799",,,5,5,,,United States of America
040310 - Yogurt,"151,071",,,12,12,,,United States of America
040390 - Other,98,,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,545,843",,,24,24,,,United States of America
040490 - Other,"6,249",,,6,6,,,United States of America
040510 - Butter,"8,648",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"190,195",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","186,066",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","245,694",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","59,809",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,181,,,3,3,,,United States of America
040690 - Other cheese,"794,841",7.70,7.70,33,32,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","38,518,309",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"2,733,501",0.00,0.00,2,1,,,United States of America
040819 -- Other,"117,902",0.00,0.00,3,2,,,United States of America
040891 -- Dried,"6,446,208",0.00,0.00,2,1,,,United States of America
040899 -- Other,"457,522",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"173,792",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","1,689,326",7.70,7.70,1,,,,United States of America
,2008,"66,398,857",5.34,5.34,166,157,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%","1,333",,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%","231,281",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","538,558",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"121,229",,,5,5,,,United States of America
040229 -- Other,176,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,542,,,6,6,,,United States of America
040299 -- Other,"4,307",,,5,5,,,United States of America
040310 - Yogurt,"311,817",,,12,12,,,United States of America
040390 - Other,"6,592",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,251,664",,,24,24,,,United States of America
040490 - Other,"47,665",,,6,6,,,United States of America
040510 - Butter,"28,901",,,5,5,,,United States of America
040520 - Dairy spreads,586,,,3,3,,,United States of America
040590 - Other,"42,773",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","894,598",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","188,230",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","1,494",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"19,673",,,3,3,,,United States of America
040690 - Other cheese,"22,709,108",7.70,7.70,33,32,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","30,926,400",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"1,426,667",0.00,0.00,2,1,,,United States of America
040819 -- Other,15,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"2,946,380",0.00,0.00,2,1,,,United States of America
040899 -- Other,,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"500,121",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","2,198,748",7.70,7.70,1,,,,United States of America
,2007,"68,530,838",5.34,5.34,169,160,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",110,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","1,233",,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%","55,135",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","84,971",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"166,392",,,5,5,,,United States of America
040229 -- Other,"50,846",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,United States of America
040299 -- Other,302,,,6,6,,,United States of America
040310 - Yogurt,"233,670",,,12,12,,,United States of America
040390 - Other,"11,896",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,299,479",,,24,24,,,United States of America
040490 - Other,905,,,6,6,,,United States of America
040510 - Butter,"6,268,886",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"3,558,585",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,458,760",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","211,290",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","2,774,522",,,4,4,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,United States of America
040690 - Other cheese,"9,247,860",7.70,7.70,33,32,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","33,439,460",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"2,765,847",0.00,0.00,2,1,,,United States of America
040819 -- Other,151,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"3,858,944",0.00,0.00,2,1,,,United States of America
040899 -- Other,"1,096",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"702,792",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","337,705",7.70,7.70,1,,,,United States of America
,2006,"39,941,137",5.34,5.34,170,161,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%","7,458",,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,United States of America
