Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
950890 - Other,,20.00,20.00,1,,,,Albania
,2017,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 - Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 - - Skis,,0.00,0.00,1,,,,Albania
950612 - - Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 - - Other,,0.00,0.00,1,,,,Albania
950621 - - Sailboards,,0.00,0.00,1,,,,Albania
950629 - - Other,,0.00,0.00,1,,,,Albania
"950631 - - Clubs, complete",,10.00,10.00,1,,,,Albania
950632 - - Balls,,10.00,10.00,1,,,,Albania
950639 - - Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 - - Other,,10.00,10.00,2,,,,Albania
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 - - Inflatable,,10.00,10.00,4,,,,Albania
950669 - - Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 - - Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2016,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2015,,9.07,9.07,55,1,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,1,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2014,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2013,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2012,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2011,,9.09,9.09,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,3,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,0.00,0.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Albania
950619 -- Other,,0.00,0.00,1,,,,Albania
950621 -- Sailboards,,0.00,0.00,1,,,,Albania
950629 -- Other,,0.00,0.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2010,,10.00,10.00,56,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,2,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,10.00,10.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Albania
950619 -- Other,,10.00,10.00,1,,,,Albania
950621 -- Sailboards,,10.00,10.00,1,,,,Albania
950629 -- Other,,10.00,10.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2009,,10.00,10.00,56,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,2,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,10.00,10.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Albania
950619 -- Other,,10.00,10.00,1,,,,Albania
950621 -- Sailboards,,10.00,10.00,1,,,,Albania
950629 -- Other,,10.00,10.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2008,,10.00,10.00,56,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,2,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,10.00,10.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Albania
950619 -- Other,,10.00,10.00,1,,,,Albania
950621 -- Sailboards,,10.00,10.00,1,,,,Albania
950629 -- Other,,10.00,10.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2007,,10.00,10.00,55,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Albania
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Albania
950440 - Playing cards,,10.00,10.00,1,,,,Albania
950490 - Other,,10.00,10.00,2,,,,Albania
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Albania
950590 - Other,,10.00,10.00,2,,,,Albania
950611 -- Skis,,10.00,10.00,1,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Albania
950619 -- Other,,10.00,10.00,1,,,,Albania
950621 -- Sailboards,,10.00,10.00,1,,,,Albania
950629 -- Other,,10.00,10.00,1,,,,Albania
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Albania
950632 -- Balls,,10.00,10.00,1,,,,Albania
950639 -- Other,,10.00,10.00,1,,,,Albania
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Albania
950659 -- Other,,10.00,10.00,2,,,,Albania
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Albania
950662 -- Inflatable,,10.00,10.00,4,,,,Albania
950669 -- Other,,10.00,10.00,5,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Albania
950699 -- Other,,10.00,10.00,9,,,,Albania
950710 - Fishing rods,,10.00,10.00,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Albania
950730 - Fishing reels,,10.00,10.00,1,,,,Albania
950790 - Other,,10.00,10.00,2,,,,Albania
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Albania
950890 - Other,,10.00,10.00,1,,,,Albania
,2006,,12.50,12.50,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,12.50,12.50,2,,,,Albania
"950210 - Dolls, whether or not dressed",,12.50,12.50,4,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,12.50,12.50,1,,,,Albania
950299 -- Other,,12.50,12.50,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,12.50,12.50,1,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,12.50,12.50,1,,,,Albania
950330 - Other construction sets and constructional toys,,12.50,12.50,1,,,,Albania
950341 -- Stuffed,,12.50,12.50,1,,,,Albania
950349 -- Other,,12.50,12.50,4,,,,Albania
950350 - Toy musical instruments and apparatus,,12.50,12.50,2,,,,Albania
950360 - Puzzles,,12.50,12.50,2,,,,Albania
