Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
390950 - Polyurethanes,,9.20,9.20,5,,,,India
391000 Silicones in primary forms.,,9.50,9.50,8,,,,India
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,10.00,10.00,3,,,,India
391190 - Other,,5.69,5.69,13,,,,India
391211 - - Non-plasticised,,5.00,5.00,2,,,,India
391212 - - Plasticised,,2.00,2.00,1,,,,India
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,India
391231 - - Carboxymethylcellulose and its salts,,14.00,14.00,4,,,,India
391239 - - Other,,2.00,2.00,4,,,,India
391290 - Other,,10.00,10.00,6,,,,India
"391310 - Alginic acid, its salts and esters",,2.00,2.00,1,,,,India
391390 - Other,,4.67,4.67,9,,,,India
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,2.00,2.00,3,,,,India
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,India
391520 - Of polymers of styrene,,14.00,14.00,1,,,,India
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,India
391590 - Of other plastics,,14.00,14.00,1,,,,India
391610 - Of polymers of ethylene,,16.00,16.00,1,,,,India
391620 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,India
391690 - Of other plastics,,16.00,16.00,2,,,,India
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,6.67,6.67,3,,,,India
391721 - - Of polymers of ethylene,,16.00,16.00,1,,,,India
391722 - - Of polymers of propylene,,16.00,16.00,1,,,,India
391723 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,India
391729 - - Of other plastics,,16.00,16.00,1,,,,India
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,16.00,16.00,1,,,,India
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,12.50,12.50,8,,,,India
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,16.00,16.00,1,,,,India
391739 - - Other,,16.00,16.00,1,,,,India
391740 - Fittings,,8.00,8.00,2,,,,India
391810 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,India
391890 - Of other plastics,,16.00,16.00,1,,,,India
391910 - In rolls of a width not exceeding 20 cm,,16.00,16.00,3,,,,India
391990 - Other,,16.00,16.00,3,,,,India
392010 - Of polymers of ethylene,,6.67,6.67,3,,,,India
392020 - Of polymers of propylene,,9.00,9.00,4,,,,India
392030 - Of polymers of styrene,,16.00,16.00,1,,,,India
392043 - - Containing by weight not less than 6 % of plasticisers,,16.00,16.00,2,,,,India
392049 - - Other,,16.00,16.00,1,,,,India
392051 - - Of poly(methyl methacrylate),,16.00,16.00,1,,,,India
392059 - - Other,,16.00,16.00,1,,,,India
392061 - - Of polycarbonates,,16.00,16.00,1,,,,India
392062 - - Of poly(ethylene terephthalate),,12.50,12.50,4,,,,India
392063 - - Of unsaturated polyesters,,16.00,16.00,1,,,,India
392069 - - Of other polyesters,,16.00,16.00,1,,,,India
392071 - - Of regenerated cellulose,,16.00,16.00,1,,,,India
392073 - - Of cellulose acetate,,16.00,16.00,2,,,,India
392079 - - Of other cellulose derivatives,,9.00,9.00,2,,,,India
392091 - - Of poly(vinyl butyral),,2.00,2.00,1,,,,India
392092 - - Of polyamides,,16.00,16.00,1,,,,India
392093 - - Of amino-resins,,16.00,16.00,1,,,,India
392094 - - Of phenolic resins,,16.00,16.00,1,,,,India
392099 - - Of other plastics,,9.00,9.00,6,,,,India
392111 - - Of polymers of styrene,,16.00,16.00,1,,,,India
392112 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,India
392113 - - Of polyurethanes,,9.00,9.00,2,,,,India
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,India
392119 - - Of other plastics,,16.00,16.00,1,,,,India
392190 - Other,,9.00,9.00,6,,,,India
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,India
392220 - Lavatory seats and covers,,18.00,18.00,1,,,,India
392290 - Other,,18.00,18.00,1,,,,India
"392310 - Boxes, cases, crates and similar articles",,18.00,18.00,2,,,,India
392321 - - Of polymers of ethylene,,18.00,18.00,2,,,,India
392329 - - Of other plastics,,18.00,18.00,2,,,,India
"392330 - Carboys, bottles, flasks and similar articles",,18.00,18.00,1,,,,India
"392340 - Spools, cops, bobbins and similar supports",,18.00,18.00,1,,,,India
"392350 - Stoppers, lids, caps and other closures",,18.00,18.00,1,,,,India
392390 - Other,,18.00,18.00,1,,,,India
392410 - Tableware and kitchenware,,18.00,18.00,1,,,,India
392490 - Other,,18.00,18.00,1,,,,India
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,India
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,India
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,18.00,18.00,1,,,,India
392590 - Other,,18.00,18.00,2,,,,India
392610 - Office or school supplies,,18.00,18.00,1,,,,India
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,18.00,18.00,1,,,,India
"392630 - Fittings for furniture, coachwork or the like",,18.00,18.00,1,,,,India
392640 - Statuettes and other ornamental articles,,18.00,18.00,1,,,,India
392690 - Other,,12.22,12.22,9,,,,India
,2017,"50,355,472",10.96,10.96,313,,,,India
390110 - Polyethylene having a specific gravity of less than 0.94,"325,841",14.00,14.00,3,,,,India
390120 - Polyethylene having a specific gravity of 0.94 or more,"46,995",8.00,8.00,4,,,,India
390130 - Ethylene-vinyl acetate copolymers,"288,997",14.00,14.00,2,,,,India
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",,14.00,14.00,1,,,,India
390190 - Other,"488,684",8.00,8.00,6,,,,India
390210 - Polypropylene,"2,515,746",14.00,14.00,2,,,,India
390220 - Polyisobutylene,"41,591",14.00,14.00,1,,,,India
390230 - Propylene copolymers,,14.00,14.00,1,,,,India
390290 - Other,,14.00,14.00,1,,,,India
390311 - - Expansible,"255,876",14.00,14.00,2,,,,India
390319 - - Other,,14.00,14.00,1,,,,India
390320 - Styrene-acrylonitrile (SAN) copolymers,,2.00,2.00,1,,,,India
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,8.00,8.00,2,,,,India
390390 - Other,179,10.00,10.00,3,,,,India
"390410 - Poly(vinyl chloride), not mixed with any other substances",,14.00,14.00,3,,,,India
390421 - - Non-plasticised,,14.00,14.00,1,,,,India
390422 - - Plasticised,,14.00,14.00,1,,,,India
390430 - Vinyl chloride-vinyl acetate copolymers,,14.00,14.00,1,,,,India
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,India
390450 - Vinylidene chloride polymers,,2.00,2.00,2,,,,India
390461 - - Polytetrafluoroethylene,"2,976,294",2.00,2.00,2,,,,India
390469 - - Other,,2.00,2.00,2,,,,India
390490 - Other,,14.00,14.00,1,,,,India
390512 - - In aqueous dispersion,,14.00,14.00,1,,,,India
390519 - - Other,"87,350",14.00,14.00,2,,,,India
390521 - - In aqueous dispersion,,14.00,14.00,1,,,,India
390529 - - Other,,14.00,14.00,1,,,,India
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","1,448",2.00,2.00,1,,,,India
390591 - - Copolymers,,8.00,8.00,2,,,,India
390599 - - Other,"529,905",4.50,4.50,4,,,,India
390610 - Poly(methyl methacrylate),"73,356",14.00,14.00,1,,,,India
390690 - Other,"1,086,489",10.35,10.35,17,,,,India
390710 - Polyacetals,,8.67,8.67,9,,,,India
390720 - Other polyethers,"78,726",8.67,8.67,9,,,,India
390730 - Epoxide resins,"496,777",14.00,14.00,5,,,,India
390740 - Polycarbonates,,8.00,8.00,2,,,,India
390750 - Alkyd resins,,14.00,14.00,2,,,,India
390761 - - Having a viscosity number of 78 ml/g or higher,,14.00,14.00,1,,,,India
390769 - - Other,"828,041",14.00,14.00,1,,,,India
390770 - Poly(lactic acid),,14.00,14.00,1,,,,India
390791 - - Unsaturated,,14.00,14.00,1,,,,India
390799 - - Other,"199,238",8.00,8.00,6,,,,India
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","452,694",6.80,6.80,10,,,,India
390890 - Other,"262,790",6.00,6.00,3,,,,India
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,India
390920 - Melamine resins,,14.00,14.00,4,,,,India
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,14.00,14.00,1,,,,India
390939 - - Other,"2,107",14.00,14.00,1,,,,India
390940 - Phenolic resins,"94,986",14.00,14.00,4,,,,India
390950 - Polyurethanes,"53,367",9.20,9.20,5,,,,India
391000 Silicones in primary forms.,"53,297",9.50,9.50,8,,,,India
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,10.00,10.00,3,,,,India
391190 - Other,"2,278,722",5.69,5.69,13,,,,India
391211 - - Non-plasticised,,5.00,5.00,2,,,,India
391212 - - Plasticised,"84,000",2.00,2.00,1,,,,India
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,India
391231 - - Carboxymethylcellulose and its salts,"224,357",14.00,14.00,4,,,,India
391239 - - Other,"473,072",2.00,2.00,4,,,,India
391290 - Other,"1,181,867",10.00,10.00,6,,,,India
"391310 - Alginic acid, its salts and esters","2,966",2.00,2.00,1,,,,India
391390 - Other,"6,221",4.67,4.67,9,,,,India
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","678,020",2.00,2.00,3,,,,India
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,India
391520 - Of polymers of styrene,,14.00,14.00,1,,,,India
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,India
391590 - Of other plastics,,14.00,14.00,1,,,,India
391610 - Of polymers of ethylene,,16.00,16.00,1,,,,India
391620 - Of polymers of vinyl chloride,"142,129",16.00,16.00,1,,,,India
391690 - Of other plastics,"6,265",16.00,16.00,2,,,,India
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,6.67,6.67,3,,,,India
391721 - - Of polymers of ethylene,"2,669",16.00,16.00,1,,,,India
391722 - - Of polymers of propylene,849,16.00,16.00,1,,,,India
391723 - - Of polymers of vinyl chloride,"165,003",16.00,16.00,1,,,,India
391729 - - Of other plastics,"40,257",16.00,16.00,1,,,,India
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","154,140",16.00,16.00,1,,,,India
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","56,631",12.50,12.50,8,,,,India
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","249,123",16.00,16.00,1,,,,India
391739 - - Other,"248,164",16.00,16.00,1,,,,India
391740 - Fittings,"305,024",8.00,8.00,2,,,,India
391810 - Of polymers of vinyl chloride,"222,678",16.00,16.00,1,,,,India
391890 - Of other plastics,,16.00,16.00,1,,,,India
391910 - In rolls of a width not exceeding 20 cm,"75,410",16.00,16.00,3,,,,India
391990 - Other,"240,964",16.00,16.00,3,,,,India
392010 - Of polymers of ethylene,"699,130",6.67,6.67,3,,,,India
392020 - Of polymers of propylene,"2,186,069",9.00,9.00,4,,,,India
392030 - Of polymers of styrene,,16.00,16.00,1,,,,India
392043 - - Containing by weight not less than 6 % of plasticisers,,16.00,16.00,2,,,,India
392049 - - Other,"2,222,182",16.00,16.00,1,,,,India
392051 - - Of poly(methyl methacrylate),41,16.00,16.00,1,,,,India
392059 - - Other,,16.00,16.00,1,,,,India
392061 - - Of polycarbonates,,16.00,16.00,1,,,,India
392062 - - Of poly(ethylene terephthalate),"2,636,185",12.50,12.50,4,,,,India
392063 - - Of unsaturated polyesters,,16.00,16.00,1,,,,India
392069 - - Of other polyesters,"385,894",16.00,16.00,1,,,,India
392071 - - Of regenerated cellulose,,16.00,16.00,1,,,,India
392073 - - Of cellulose acetate,185,16.00,16.00,2,,,,India
392079 - - Of other cellulose derivatives,"6,100",9.00,9.00,2,,,,India
392091 - - Of poly(vinyl butyral),,16.00,16.00,1,,,,India
392092 - - Of polyamides,,16.00,16.00,1,,,,India
392093 - - Of amino-resins,,16.00,16.00,1,,,,India
392094 - - Of phenolic resins,,16.00,16.00,1,,,,India
392099 - - Of other plastics,"1,195,331",9.00,9.00,6,,,,India
392111 - - Of polymers of styrene,,16.00,16.00,1,,,,India
392112 - - Of polymers of vinyl chloride,"12,642",16.00,16.00,1,,,,India
392113 - - Of polyurethanes,"8,303",9.00,9.00,2,,,,India
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,India
392119 - - Of other plastics,"4,859",16.00,16.00,1,,,,India
392190 - Other,"12,630,740",10.40,10.40,5,,,,India
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,India
392220 - Lavatory seats and covers,54,18.00,18.00,1,,,,India
392290 - Other,250,18.00,18.00,1,,,,India
"392310 - Boxes, cases, crates and similar articles","71,439",18.00,18.00,2,,,,India
392321 - - Of polymers of ethylene,"129,727",18.00,18.00,2,,,,India
392329 - - Of other plastics,"108,783",18.00,18.00,2,,,,India
"392330 - Carboys, bottles, flasks and similar articles","617,450",18.00,18.00,1,,,,India
"392340 - Spools, cops, bobbins and similar supports",,18.00,18.00,1,,,,India
"392350 - Stoppers, lids, caps and other closures","1,059,916",18.00,18.00,1,,,,India
392390 - Other,"42,672",18.00,18.00,1,,,,India
392410 - Tableware and kitchenware,"126,745",18.00,18.00,1,,,,India
392490 - Other,"31,494",18.00,18.00,1,,,,India
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,India
"392520 - Doors, windows and their frames and thresholds for doors",175,18.00,18.00,1,,,,India
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,18.00,18.00,1,,,,India
392590 - Other,"4,661",18.00,18.00,2,,,,India
392610 - Office or school supplies,"22,053",18.00,18.00,1,,,,India
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","34,616",18.00,18.00,1,,,,India
"392630 - Fittings for furniture, coachwork or the like","1,444,919",18.00,18.00,1,,,,India
392640 - Statuettes and other ornamental articles,"72,423",18.00,18.00,1,,,,India
392690 - Other,"6,521,129",12.22,12.22,9,,,,India
,2016,"48,098,395",10.93,10.93,307,,,,India
390110 - Polyethylene having a specific gravity of less than 0.94,"26,113",14.00,14.00,3,,,,India
390120 - Polyethylene having a specific gravity of 0.94 or more,"24,028",8.00,8.00,4,,,,India
390130 - Ethylene-vinyl acetate copolymers,"449,695",14.00,14.00,2,,,,India
390190 - Other,,8.00,8.00,6,,,,India
390210 - Polypropylene,"8,606,162",14.00,14.00,2,,,,India
390220 - Polyisobutylene,"42,792",14.00,14.00,1,,,,India
390230 - Propylene copolymers,,14.00,14.00,1,,,,India
390290 - Other,,14.00,14.00,1,,,,India
390311 -- Expansible,"40,177",14.00,14.00,2,,,,India
390319 -- Other,687,14.00,14.00,1,,,,India
390320 - Styrene-acrylonitrile (SAN) copolymers,,14.00,14.00,1,,,,India
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,14.00,14.00,2,,,,India
390390 - Other,,10.00,10.00,3,,,,India
"390410 - Poly(vinyl chloride), not mixed with any other substances",,14.00,14.00,3,,,,India
390421 -- Non-plasticised,,14.00,14.00,1,,,,India
390422 -- Plasticised,,14.00,14.00,1,,,,India
390430 - Vinyl chloride-vinyl acetate copolymers,,14.00,14.00,1,,,,India
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,India
390450 - Vinylidene chloride polymers,,2.00,2.00,2,,,,India
390461 -- Polytetrafluoroethylene,"2,077,262",2.00,2.00,2,,,,India
390469 -- Other,,2.00,2.00,2,,,,India
390490 - Other,,14.00,14.00,1,,,,India
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,India
390519 -- Other,"28,198",14.00,14.00,2,,,,India
390521 -- In aqueous dispersion,,14.00,14.00,1,,,,India
390529 -- Other,,14.00,14.00,1,,,,India
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,2.00,2.00,1,,,,India
390591 -- Copolymers,,8.00,8.00,2,,,,India
390599 -- Other,"635,442",4.50,4.50,4,,,,India
390610 - Poly(methyl methacrylate),"103,433",14.00,14.00,1,,,,India
390690 - Other,"1,232,731",9.76,9.76,17,,,,India
390710 - Polyacetals,,8.67,8.67,9,,,,India
390720 - Other polyethers,"40,357",8.67,8.67,9,,,,India
390730 - Epoxide resins,"74,375",14.00,14.00,5,,,,India
390740 - Polycarbonates,,8.00,8.00,2,,,,India
390750 - Alkyd resins,,14.00,14.00,2,,,,India
390760 - Poly(ethylene terephthalate),"332,376",14.00,14.00,1,,,,India
390770 - Poly(lactic acid),,14.00,14.00,1,,,,India
390791 -- Unsaturated,,14.00,14.00,1,,,,India
390799 -- Other,"358,275",8.00,8.00,6,,,,India
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","95,014",6.80,6.80,10,,,,India
390890 - Other,"240,636",6.00,6.00,3,,,,India
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,India
390920 - Melamine resins,,14.00,14.00,4,,,,India
390930 - Other amino-resins,"3,510",14.00,14.00,2,,,,India
390940 - Phenolic resins,"2,028",14.00,14.00,4,,,,India
390950 - Polyurethanes,"66,925",9.20,9.20,5,,,,India
391000 Silicones in primary forms.,"33,227",9.50,9.50,8,,,,India
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,10.00,10.00,3,,,,India
391190 - Other,"7,203,770",5.69,5.69,13,,,,India
391211 -- Non-plasticised,,5.00,5.00,2,,,,India
391212 -- Plasticised,"67,375",2.00,2.00,1,,,,India
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,India
391231 -- Carboxymethylcellulose and its salts,"453,539",14.00,14.00,4,,,,India
391239 -- Other,100,2.00,2.00,4,,,,India
391290 - Other,"1,011,636",10.00,10.00,6,,,,India
"391310 - Alginic acid, its salts and esters","6,630",2.00,2.00,1,,,,India
391390 - Other,"11,794",4.67,4.67,9,,,,India
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","199,209",2.00,2.00,3,,,,India
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,India
391520 - Of polymers of styrene,,14.00,14.00,1,,,,India
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,India
391590 - Of other plastics,,14.00,14.00,1,,,,India
391610 - Of polymers of ethylene,198,16.00,16.00,1,,,,India
391620 - Of polymers of vinyl chloride,"69,911",16.00,16.00,1,,,,India
391690 - Of other plastics,"39,180",16.00,16.00,2,,,,India
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,6.67,6.67,3,,,,India
391721 -- Of polymers of ethylene,"1,529",16.00,16.00,1,,,,India
391722 -- Of polymers of propylene,,16.00,16.00,1,,,,India
391723 -- Of polymers of vinyl chloride,"189,816",16.00,16.00,1,,,,India
391729 -- Of other plastics,"43,085",16.00,16.00,1,,,,India
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","227,066",16.00,16.00,1,,,,India
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","76,796",12.50,12.50,8,,,,India
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","19,497",16.00,16.00,1,,,,India
391739 -- Other,"46,865",16.00,16.00,1,,,,India
391740 - Fittings,"354,484",8.00,8.00,2,,,,India
391810 - Of polymers of vinyl chloride,"91,352",16.00,16.00,1,,,,India
391890 - Of other plastics,,16.00,16.00,1,,,,India
391910 - In rolls of a width not exceeding 20 cm,"57,851",16.00,16.00,1,,,,India
391990 - Other,"171,159",16.00,16.00,1,,,,India
392010 - Of polymers of ethylene,"18,011",6.67,6.67,3,,,,India
392020 - Of polymers of propylene,"3,355,364",9.00,9.00,4,,,,India
392030 - Of polymers of styrene,"13,113",16.00,16.00,1,,,,India
392043 -- Containing by weight not less than 6 % of plasticisers,"40,271",16.00,16.00,2,,,,India
392049 -- Other,"1,472,684",16.00,16.00,1,,,,India
392051 -- Of poly(methyl methacrylate),,16.00,16.00,1,,,,India
392059 -- Other,,16.00,16.00,1,,,,India
392061 -- Of polycarbonates,,16.00,16.00,1,,,,India
392062 -- Of poly(ethylene terephthalate),"2,258,977",12.50,12.50,4,,,,India
392063 -- Of unsaturated polyesters,,16.00,16.00,1,,,,India
392069 -- Of other polyesters,"1,027,500",16.00,16.00,1,,,,India
392071 -- Of regenerated cellulose,,16.00,16.00,1,,,,India
392073 -- Of cellulose acetate,283,16.00,16.00,2,,,,India
392079 -- Of other cellulose derivatives,"8,449",9.00,9.00,2,,,,India
392091 -- Of poly(vinyl butyral),,16.00,16.00,1,,,,India
392092 -- Of polyamides,,16.00,16.00,1,,,,India
392093 -- Of amino-resins,,16.00,16.00,1,,,,India
392094 -- Of phenolic resins,,16.00,16.00,1,,,,India
392099 -- Of other plastics,"1,085,886",9.00,9.00,6,,,,India
392111 -- Of polymers of styrene,,16.00,16.00,1,,,,India
392112 -- Of polymers of vinyl chloride,"53,283",16.00,16.00,1,,,,India
392113 -- Of polyurethanes,"12,365",9.00,9.00,2,,,,India
392114 -- Of regenerated cellulose,,16.00,16.00,1,,,,India
392119 -- Of other plastics,"1,027",16.00,16.00,1,,,,India
392190 - Other,"5,477,705",10.40,10.40,5,,,,India
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,India
392220 - Lavatory seats and covers,54,18.00,18.00,1,,,,India
392290 - Other,,18.00,18.00,1,,,,India
"392310 - Boxes, cases, crates and similar articles","55,013",18.00,18.00,2,,,,India
392321 -- Of polymers of ethylene,"169,192",18.00,18.00,2,,,,India
392329 -- Of other plastics,"288,359",18.00,18.00,2,,,,India
"392330 - Carboys, bottles, flasks and similar articles","551,877",18.00,18.00,1,,,,India
"392340 - Spools, cops, bobbins and similar supports","2,809",18.00,18.00,1,,,,India
"392350 - Stoppers, lids, caps and other closures","751,390",18.00,18.00,1,,,,India
392390 - Other,"31,817",18.00,18.00,1,,,,India
392410 - Tableware and kitchenware,"91,058",18.00,18.00,1,,,,India
392490 - Other,"86,353",18.00,18.00,1,,,,India
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,India
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,India
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,18.00,18.00,1,,,,India
392590 - Other,229,18.00,18.00,2,,,,India
392610 - Office or school supplies,"25,810",18.00,18.00,1,,,,India
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","35,540",18.00,18.00,1,,,,India
"392630 - Fittings for furniture, coachwork or the like","1,298,612",18.00,18.00,1,,,,India
392640 - Statuettes and other ornamental articles,"24,347",18.00,18.00,1,,,,India
392690 - Other,"5,004,732",12.22,12.22,9,,,,India
,2015,"52,743,225",10.93,10.93,307,,,,India
390110 - Polyethylene having a specific gravity of less than 0.94,"42,861",14.00,14.00,3,,,,India
390120 - Polyethylene having a specific gravity of 0.94 or more,"156,517",8.00,8.00,4,,,,India
390130 - Ethylene-vinyl acetate copolymers,"271,040",14.00,14.00,2,,,,India
390190 - Other,"1,098,654",8.00,8.00,6,,,,India
390210 - Polypropylene,"12,604,553",14.00,14.00,2,,,,India
390220 - Polyisobutylene,"58,310",14.00,14.00,1,,,,India
390230 - Propylene copolymers,,14.00,14.00,1,,,,India
390290 - Other,,14.00,14.00,1,,,,India
390311 -- Expansible,,14.00,14.00,2,,,,India
390319 -- Other,"2,055",14.00,14.00,1,,,,India
390320 - Styrene-acrylonitrile (SAN) copolymers,,14.00,14.00,1,,,,India
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,257,14.00,14.00,2,,,,India
390390 - Other,105,10.00,10.00,3,,,,India
"390410 - Poly(vinyl chloride), not mixed with any other substances",,14.00,14.00,3,,,,India
390421 -- Non-plasticised,,14.00,14.00,1,,,,India
390422 -- Plasticised,,14.00,14.00,1,,,,India
390430 - Vinyl chloride-vinyl acetate copolymers,,14.00,14.00,1,,,,India
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,India
390450 - Vinylidene chloride polymers,,2.00,2.00,2,,,,India
390461 -- Polytetrafluoroethylene,"2,105,202",2.00,2.00,2,,,,India
390469 -- Other,,2.00,2.00,2,,,,India
