Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Russian Federation
390791 -- Unsaturated,"52,490",6.50,6.50,2,,,,Russian Federation
390799 -- Other,"23,567",3.25,3.25,2,,,,Russian Federation
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","20,056,801",6.50,6.50,1,,,,Russian Federation
390890 - Other,"4,846",6.50,6.50,1,,,,Russian Federation
390910 - Urea resins; thiourea resins,"2,393,187",6.50,6.50,1,,,,Russian Federation
390920 - Melamine resins,"27,415",6.50,6.50,1,,,,Russian Federation
390930 - Other amino-resins,"29,238",6.50,6.50,1,,,,Russian Federation
390940 - Phenolic resins,"610,638",6.50,6.50,1,,,,Russian Federation
390950 - Polyurethanes,"65,255",3.25,3.25,2,,,,Russian Federation
391000 Silicones in primary forms.,"1,051,015",6.50,6.50,1,,,,Russian Federation
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","678,846",6.50,6.50,1,,,,Russian Federation
391190 - Other,"99,567",3.30,3.30,5,,,,Russian Federation
391211 -- Non-plasticised,,6.50,6.50,1,,,,Russian Federation
391212 -- Plasticised,,6.50,6.50,1,,,,Russian Federation
391220 - Cellulose nitrates (including collodions),"1,302,505",6.33,6.33,3,,,,Russian Federation
391231 -- Carboxymethylcellulose and its salts,"37,062",6.50,6.50,1,,,,Russian Federation
391239 -- Other,"1,306",3.25,3.25,2,,,,Russian Federation
391290 - Other,"3,899",6.45,6.45,2,,,,Russian Federation
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,Russian Federation
391390 - Other,"5,005",6.50,6.50,1,,,,Russian Federation
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","33,089",6.50,6.50,1,,,,Russian Federation
391510 - Of polymers of ethylene,"329,171",6.50,6.50,1,,,,Russian Federation
391520 - Of polymers of styrene,,6.50,6.50,1,,,,Russian Federation
391530 - Of polymers of vinyl chloride,"45,123",6.50,6.50,1,,,,Russian Federation
391590 - Of other plastics,"365,153",6.50,6.50,2,,,,Russian Federation
391610 - Of polymers of ethylene,"3,175",6.50,6.50,1,,,,Russian Federation
391620 - Of polymers of vinyl chloride,"1,171,102",6.50,6.50,1,,,,Russian Federation
391690 - Of other plastics,"700,028",6.50,6.50,3,,,,Russian Federation
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"2,089,273",5.90,5.90,2,,,,Russian Federation
391721 -- Of polymers of ethylene,"224,398",6.50,6.50,2,,,,Russian Federation
391722 -- Of polymers of propylene,"312,658",6.50,6.50,2,,,,Russian Federation
391723 -- Of polymers of vinyl chloride,"98,850",6.50,6.50,2,,,,Russian Federation
391729 -- Of other plastics,"152,996",6.50,6.50,1,,,,Russian Federation
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","4,370",6.50,6.50,1,,,,Russian Federation
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","8,927,048",6.50,6.50,1,,,,Russian Federation
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","78,746",6.50,6.50,1,,,,Russian Federation
391739 -- Other,"233,270",6.50,6.50,1,,,,Russian Federation
391740 - Fittings,"261,898",6.50,6.50,1,,,,Russian Federation
391810 - Of polymers of vinyl chloride,"1,482,220",6.50,6.50,2,,,,Russian Federation
391890 - Of other plastics,"137,011",6.50,6.50,1,,,,Russian Federation
391910 - In rolls of a width not exceeding 20 cm,"592,461",6.35,6.35,4,,,,Russian Federation
391990 - Other,"994,941",6.50,6.50,1,,,,Russian Federation
392010 - Of polymers of ethylene,"1,308,721",4.64,4.64,7,,,,Russian Federation
392020 - Of polymers of propylene,"31,308,035",6.50,6.50,3,,,,Russian Federation
392030 - Of polymers of styrene,"551,161",6.50,6.50,1,,,,Russian Federation
392043 -- Containing by weight not less than 6 % of plasticisers,"54,858",6.50,6.50,2,,,,Russian Federation
392049 -- Other,"241,178",6.50,6.50,2,,,,Russian Federation
392051 -- Of poly(methyl methacrylate),"996,377",6.50,6.50,1,,,,Russian Federation
392059 -- Other,,3.25,3.25,2,,,,Russian Federation
