Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
390791 - - Unsaturated,,6.50,6.50,2,,,,United States of America
390799 - - Other,,3.27,3.27,3,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,6.50,1,,,,United States of America
390890 - Other,,6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,,6.50,6.50,1,,,,United States of America
390920 - Melamine resins,,6.50,6.50,1,,,,United States of America
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,6.50,6.50,1,,,,United States of America
390939 - - Other,,6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,,6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,,3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,,6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,6.50,1,,,,United States of America
391190 - Other,,3.30,3.30,5,,,,United States of America
391211 - - Non-plasticised,,6.50,6.50,1,,,,United States of America
391212 - - Plasticised,,6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),,6.33,6.33,3,,,,United States of America
391231 - - Carboxymethylcellulose and its salts,,6.50,6.50,1,,,,United States of America
391239 - - Other,,3.25,3.25,2,,,,United States of America
391290 - Other,,6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,United States of America
391390 - Other,,6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,,6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,,6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,United States of America
391590 - Of other plastics,,6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,,6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,United States of America
391690 - Of other plastics,,6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,5.90,2,,,,United States of America
391721 - - Of polymers of ethylene,,6.50,6.50,2,,,,United States of America
391722 - - Of polymers of propylene,,6.50,6.50,2,,,,United States of America
391723 - - Of polymers of vinyl chloride,,6.50,6.50,2,,,,United States of America
391729 - - Of other plastics,,6.50,6.50,1,,,,United States of America
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,6.50,1,,,,United States of America
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,6.50,1,,,,United States of America
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,6.50,1,,,,United States of America
391739 - - Other,,6.50,6.50,1,,,,United States of America
391740 - Fittings,,6.50,6.50,1,,,,United States of America
391810 - Of polymers of vinyl chloride,,6.50,6.50,2,,,,United States of America
391890 - Of other plastics,,6.50,6.50,1,,,,United States of America
391910 - In rolls of a width not exceeding 20 cm,,6.35,6.35,4,,,,United States of America
391990 - Other,,3.25,3.25,2,,,,United States of America
392010 - Of polymers of ethylene,,4.64,4.64,7,,,,United States of America
392020 - Of polymers of propylene,,6.50,6.50,3,,,,United States of America
392030 - Of polymers of styrene,,6.50,6.50,1,,,,United States of America
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,6.50,2,,,,United States of America
392049 - - Other,,6.50,6.50,2,,,,United States of America
392051 - - Of poly(methyl methacrylate),,6.50,6.50,1,,,,United States of America
392059 - - Other,,3.25,3.25,2,,,,United States of America
392061 - - Of polycarbonates,,6.50,6.50,1,,,,United States of America
392062 - - Of poly(ethylene terephthalate),,4.33,4.33,3,,,,United States of America
392063 - - Of unsaturated polyesters,,6.50,6.50,1,,,,United States of America
392069 - - Of other polyesters,,6.50,6.50,1,,,,United States of America
392071 - - Of regenerated cellulose,,6.50,6.50,1,,,,United States of America
392073 - - Of cellulose acetate,,6.40,6.40,2,,,,United States of America
392079 - - Of other cellulose derivatives,,6.10,6.10,2,,,,United States of America
392091 - - Of poly(vinyl butyral),,6.10,6.10,1,,,,United States of America
392092 - - Of polyamides,,6.50,6.50,1,,,,United States of America
392093 - - Of amino-resins,,6.50,6.50,1,,,,United States of America
392094 - - Of phenolic resins,,6.50,6.50,1,,,,United States of America
392099 - - Of other plastics,,3.25,3.25,6,,,,United States of America
392111 - - Of polymers of styrene,,6.50,6.50,1,,,,United States of America
392112 - - Of polymers of vinyl chloride,,6.50,6.50,1,,,,United States of America
392113 - - Of polyurethanes,,6.50,6.50,2,,,,United States of America
392114 - - Of regenerated cellulose,,6.50,6.50,1,,,,United States of America
392119 - - Of other plastics,,6.50,6.50,1,,,,United States of America
392190 - Other,,6.50,6.50,8,,,,United States of America
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,6.50,1,,,,United States of America
392220 - Lavatory seats and covers,,6.50,6.50,1,,,,United States of America
392290 - Other,,6.50,6.50,1,,,,United States of America
"392310 - Boxes, cases, crates and similar articles",,3.25,3.25,2,,,,United States of America
392321 - - Of polymers of ethylene,,6.50,6.50,1,,,,United States of America
392329 - - Of other plastics,,6.50,6.50,2,,,,United States of America
"392330 - Carboys, bottles, flasks and similar articles",,6.50,6.50,2,,,,United States of America
"392340 - Spools, cops, bobbins and similar supports",,5.90,5.90,2,,,,United States of America
"392350 - Stoppers, lids, caps and other closures",,6.50,6.50,2,,,,United States of America
392390 - Other,,6.50,6.50,1,,,,United States of America
392410 - Tableware and kitchenware,,6.50,6.50,1,,,,United States of America
392490 - Other,,6.50,6.50,1,,,,United States of America
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,6.50,1,,,,United States of America
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,6.50,1,,,,United States of America
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,6.50,1,,,,United States of America
392590 - Other,,6.50,6.50,3,,,,United States of America
392610 - Office or school supplies,,6.50,6.50,1,,,,United States of America
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,6.50,1,,,,United States of America
"392630 - Fittings for furniture, coachwork or the like",,6.50,6.50,1,,,,United States of America
392640 - Statuettes and other ornamental articles,,6.50,6.50,1,,,,United States of America
392690 - Other,,6.50,6.50,3,,,,United States of America
,2017,"8,455,947,000",5.49,5.49,210,,,,United States of America
390110 - Polyethylene having a specific gravity of less than 0.94,"173,743,563",6.50,6.50,2,,,,United States of America
390120 - Polyethylene having a specific gravity of 0.94 or more,"92,663,284",3.25,3.25,2,,,,United States of America
390130 - Ethylene-vinyl acetate copolymers,"34,296,153",6.50,6.50,1,,,,United States of America
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","151,569,620",6.50,6.50,1,,,,United States of America
390190 - Other,"240,706,212",3.25,3.25,2,,,,United States of America
390210 - Polypropylene,"48,395,606",6.50,6.50,1,,,,United States of America
390220 - Polyisobutylene,"33,292,498",6.50,6.50,1,,,,United States of America
390230 - Propylene copolymers,"46,951,453",6.50,6.50,1,,,,United States of America
390290 - Other,"128,401,524",2.17,2.17,3,,,,United States of America
390311 - - Expansible,"3,126,955",6.50,6.50,1,,,,United States of America
390319 - - Other,"5,514,344",6.50,6.50,1,,,,United States of America
390320 - Styrene-acrylonitrile (SAN) copolymers,"4,368,523",6.50,6.50,1,,,,United States of America
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"16,632,543",6.50,6.50,1,,,,United States of America
390390 - Other,"72,176,659",2.17,2.17,3,,,,United States of America
"390410 - Poly(vinyl chloride), not mixed with any other substances","78,914,596",6.50,6.50,1,,,,United States of America
390421 - - Non-plasticised,"1,824,538",6.50,6.50,1,,,,United States of America
390422 - - Plasticised,"7,900,691",6.50,6.50,1,,,,United States of America
390430 - Vinyl chloride-vinyl acetate copolymers,"261,924",6.50,6.50,1,,,,United States of America
390440 - Other vinyl chloride copolymers,"3,006,833",6.50,6.50,1,,,,United States of America
390450 - Vinylidene chloride polymers,"2,672,644",3.25,3.25,2,,,,United States of America
390461 - - Polytetrafluoroethylene,"414,623,792",6.50,6.50,1,,,,United States of America
390469 - - Other,"117,243,837",4.33,4.33,3,,,,United States of America
390490 - Other,"4,903,065",6.50,6.50,1,,,,United States of America
390512 - - In aqueous dispersion,"1,030,388",6.50,6.50,1,,,,United States of America
390519 - - Other,"2,898,587",6.50,6.50,1,,,,United States of America
390521 - - In aqueous dispersion,"185,043",6.50,6.50,1,,,,United States of America
390529 - - Other,"1,752,706",6.50,6.50,1,,,,United States of America
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","18,540,005",6.50,6.50,1,,,,United States of America
390591 - - Copolymers,"63,864,450",6.50,6.50,1,,,,United States of America
390599 - - Other,"113,733,360",3.25,3.25,2,,,,United States of America
390610 - Poly(methyl methacrylate),"19,588,453",6.50,6.50,1,,,,United States of America
390690 - Other,"256,838,473",0.93,0.93,7,,,,United States of America
390710 - Polyacetals,"12,533,692",6.50,6.50,1,,,,United States of America
390720 - Other polyethers,"214,767,828",4.88,4.88,4,,,,United States of America
390730 - Epoxide resins,"72,643,937",6.50,6.50,1,,,,United States of America
390740 - Polycarbonates,"35,954,888",6.50,6.50,1,,,,United States of America
390750 - Alkyd resins,"993,657",6.50,6.50,1,,,,United States of America
390761 - - Having a viscosity number of 78 ml/g or higher,"3,054,095",6.50,6.50,1,,,,United States of America
390769 - - Other,"7,683,102",6.50,6.50,1,,,,United States of America
390770 - Poly(lactic acid),"58,106,904",0.00,0.00,1,,,,United States of America
390791 - - Unsaturated,"11,120,953",6.50,6.50,2,,,,United States of America
390799 - - Other,"266,835,553",3.80,3.80,3,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","287,772,546",6.50,6.50,1,,,,United States of America
390890 - Other,"129,880,169",6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,"3,707,414",6.50,6.50,1,,,,United States of America
390920 - Melamine resins,"4,505,551",6.50,6.50,1,,,,United States of America
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","9,276,015",6.50,6.50,1,,,,United States of America
390939 - - Other,"2,683,612",6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,"45,240,568",6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,"92,695,616",3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,"415,861,156",6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","86,571,022",6.50,6.50,1,,,,United States of America
391190 - Other,"328,659,380",3.30,3.30,5,,,,United States of America
391211 - - Non-plasticised,"86,777,797",6.50,6.50,1,,,,United States of America
391212 - - Plasticised,"41,829",6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),"22,905",6.33,6.33,3,,,,United States of America
391231 - - Carboxymethylcellulose and its salts,"3,993,551",6.50,6.50,1,,,,United States of America
391239 - - Other,"125,519,047",3.25,3.25,2,,,,United States of America
391290 - Other,"77,479,308",6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters","313,333",5.00,5.00,1,,,,United States of America
391390 - Other,"63,022,595",6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","26,661,992",6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,"508,679",6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,"5,686,119",6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,"176,286",6.50,6.50,1,,,,United States of America
391590 - Of other plastics,"2,313,782",6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,"3,781,759",6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,"3,781,094",6.50,6.50,1,,,,United States of America
391690 - Of other plastics,"55,315,302",6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"2,084,136",5.90,5.90,2,,,,United States of America
391721 - - Of polymers of ethylene,"4,928,191",6.50,6.50,2,,,,United States of America
391722 - - Of polymers of propylene,"2,017,403",6.50,6.50,2,,,,United States of America
391723 - - Of polymers of vinyl chloride,"9,326,847",6.50,6.50,2,,,,United States of America
391729 - - Of other plastics,"21,662,825",6.50,6.50,1,,,,United States of America
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","25,428,318",6.50,6.50,1,,,,United States of America
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","104,629,194",6.50,6.50,1,,,,United States of America
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","23,153,138",6.50,6.50,1,,,,United States of America
391739 - - Other,"65,551,366",6.50,6.50,1,,,,United States of America
391740 - Fittings,"99,565,121",6.50,6.50,1,,,,United States of America
391810 - Of polymers of vinyl chloride,"32,256,260",6.50,6.50,2,,,,United States of America
391890 - Of other plastics,"28,717,909",6.50,6.50,1,,,,United States of America
391910 - In rolls of a width not exceeding 20 cm,"117,315,414",6.35,6.35,4,,,,United States of America
391990 - Other,"379,680,169",3.25,3.25,2,,,,United States of America
392010 - Of polymers of ethylene,"132,390,882",4.64,4.64,7,,,,United States of America
392020 - Of polymers of propylene,"31,376,434",6.50,6.50,3,,,,United States of America
392030 - Of polymers of styrene,"8,829,714",6.50,6.50,1,,,,United States of America
392043 - - Containing by weight not less than 6 % of plasticisers,"10,934,415",6.50,6.50,2,,,,United States of America
392049 - - Other,"23,049,495",6.50,6.50,2,,,,United States of America
392051 - - Of poly(methyl methacrylate),"87,643,123",6.50,6.50,1,,,,United States of America
392059 - - Other,"6,492,297",3.25,3.25,2,,,,United States of America
392061 - - Of polycarbonates,"32,452,960",6.50,6.50,1,,,,United States of America
392062 - - Of poly(ethylene terephthalate),"115,436,184",4.33,4.33,3,,,,United States of America
392063 - - Of unsaturated polyesters,"2,410,656",6.50,6.50,1,,,,United States of America
392069 - - Of other polyesters,"59,906,546",6.50,6.50,1,,,,United States of America
392071 - - Of regenerated cellulose,"1,642,817",6.50,6.50,1,,,,United States of America
392073 - - Of cellulose acetate,"1,672,333",6.40,6.40,2,,,,United States of America
392079 - - Of other cellulose derivatives,"623,734",6.10,6.10,2,,,,United States of America
392091 - - Of poly(vinyl butyral),"22,044,804",6.10,6.10,1,,,,United States of America
392092 - - Of polyamides,"10,817,096",6.50,6.50,1,,,,United States of America
392093 - - Of amino-resins,"116,872",6.50,6.50,1,,,,United States of America
392094 - - Of phenolic resins,"423,695",6.50,6.50,1,,,,United States of America
392099 - - Of other plastics,"302,648,608",3.25,3.25,6,,,,United States of America
392111 - - Of polymers of styrene,"15,748,408",6.50,6.50,1,,,,United States of America
392112 - - Of polymers of vinyl chloride,"10,879,194",6.50,6.50,1,,,,United States of America
392113 - - Of polyurethanes,"43,692,035",6.50,6.50,2,,,,United States of America
392114 - - Of regenerated cellulose,"5,653,293",6.50,6.50,1,,,,United States of America
392119 - - Of other plastics,"82,782,853",6.50,6.50,1,,,,United States of America
392190 - Other,"174,021,365",6.50,6.50,8,,,,United States of America
"392210 - Baths, shower-baths, sinks and wash-basins","4,509,274",6.50,6.50,1,,,,United States of America
392220 - Lavatory seats and covers,"2,747,300",6.50,6.50,1,,,,United States of America
392290 - Other,"3,589,743",6.50,6.50,1,,,,United States of America
"392310 - Boxes, cases, crates and similar articles","97,636,917",3.25,3.25,2,,,,United States of America
392321 - - Of polymers of ethylene,"40,216,285",6.50,6.50,1,,,,United States of America
392329 - - Of other plastics,"34,837,781",6.50,6.50,2,,,,United States of America
"392330 - Carboys, bottles, flasks and similar articles","116,331,164",6.50,6.50,2,,,,United States of America
"392340 - Spools, cops, bobbins and similar supports","4,146,123",5.90,5.90,2,,,,United States of America
"392350 - Stoppers, lids, caps and other closures","102,576,057",6.50,6.50,2,,,,United States of America
392390 - Other,"79,562,860",6.50,6.50,1,,,,United States of America
392410 - Tableware and kitchenware,"46,103,868",6.50,6.50,1,,,,United States of America
392490 - Other,"28,855,695",6.50,6.50,1,,,,United States of America
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","1,882,500",6.50,6.50,1,,,,United States of America
"392520 - Doors, windows and their frames and thresholds for doors","2,637,508",6.50,6.50,1,,,,United States of America
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","5,894,698",6.50,6.50,1,,,,United States of America
392590 - Other,"33,575,125",6.50,6.50,3,,,,United States of America
392610 - Office or school supplies,"5,645,812",6.50,6.50,1,,,,United States of America
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","6,652,793",6.50,6.50,1,,,,United States of America
"392630 - Fittings for furniture, coachwork or the like","22,856,595",6.50,6.50,1,,,,United States of America
392640 - Statuettes and other ornamental articles,"6,543,589",6.50,6.50,1,,,,United States of America
392690 - Other,"1,001,573,847",6.50,6.50,3,,,,United States of America
,2016,"7,519,057,638",5.53,5.53,205,,,,United States of America
390110 - Polyethylene having a specific gravity of less than 0.94,"162,740,374",6.50,6.50,2,,,,United States of America
390120 - Polyethylene having a specific gravity of 0.94 or more,"169,744,078",3.25,3.25,2,,,,United States of America
390130 - Ethylene-vinyl acetate copolymers,"25,479,353",6.50,6.50,1,,,,United States of America
390190 - Other,"310,952,324",3.25,3.25,2,,,,United States of America
390210 - Polypropylene,"44,775,718",6.50,6.50,1,,,,United States of America
390220 - Polyisobutylene,"18,292,679",6.50,6.50,1,,,,United States of America
390230 - Propylene copolymers,"50,345,846",6.50,6.50,1,,,,United States of America
390290 - Other,"111,716,145",2.17,2.17,3,,,,United States of America
390311 -- Expansible,"3,088,352",6.50,6.50,1,,,,United States of America
390319 -- Other,"5,561,144",6.50,6.50,1,,,,United States of America
390320 - Styrene-acrylonitrile (SAN) copolymers,"8,496,371",6.50,6.50,1,,,,United States of America
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"19,032,721",6.50,6.50,1,,,,United States of America
390390 - Other,"93,793,706",2.17,2.17,3,,,,United States of America
"390410 - Poly(vinyl chloride), not mixed with any other substances","88,630,122",6.50,6.50,1,,,,United States of America
390421 -- Non-plasticised,"2,029,203",6.50,6.50,1,,,,United States of America
390422 -- Plasticised,"5,762,156",6.50,6.50,1,,,,United States of America
390430 - Vinyl chloride-vinyl acetate copolymers,"87,405",6.50,6.50,1,,,,United States of America
390440 - Other vinyl chloride copolymers,"2,512,339",6.50,6.50,1,,,,United States of America
390450 - Vinylidene chloride polymers,"2,047,198",3.25,3.25,2,,,,United States of America
390461 -- Polytetrafluoroethylene,"25,052,840",6.50,6.50,1,,,,United States of America
390469 -- Other,"92,310,042",4.33,4.33,3,,,,United States of America
390490 - Other,"5,130,633",6.50,6.50,1,,,,United States of America
390512 -- In aqueous dispersion,"1,166,230",6.50,6.50,1,,,,United States of America
390519 -- Other,"3,324,646",6.50,6.50,1,,,,United States of America
390521 -- In aqueous dispersion,"326,402",6.50,6.50,1,,,,United States of America
390529 -- Other,"3,342,117",6.50,6.50,1,,,,United States of America
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","24,149,686",6.50,6.50,1,,,,United States of America
390591 -- Copolymers,"62,809,083",6.50,6.50,1,,,,United States of America
390599 -- Other,"115,589,003",3.25,3.25,2,,,,United States of America
390610 - Poly(methyl methacrylate),"15,320,427",6.50,6.50,1,,,,United States of America
390690 - Other,"225,698,864",0.93,0.93,7,,,,United States of America
390710 - Polyacetals,"21,225,408",6.50,6.50,1,,,,United States of America
390720 - Other polyethers,"260,919,131",4.88,4.88,4,,,,United States of America
390730 - Epoxide resins,"68,102,107",6.50,6.50,1,,,,United States of America
390740 - Polycarbonates,"30,876,227",6.50,6.50,1,,,,United States of America
390750 - Alkyd resins,"670,190",6.50,6.50,1,,,,United States of America
390760 - Poly(ethylene terephthalate),"16,098,811",6.50,6.50,2,,,,United States of America
390770 - Poly(lactic acid),"38,723,873",0.00,0.00,1,,,,United States of America
390791 -- Unsaturated,"11,369,261",6.50,6.50,2,,,,United States of America
390799 -- Other,"230,283,368",3.25,3.25,2,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","231,095,264",6.50,6.50,1,,,,United States of America
390890 - Other,"97,764,815",6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,"3,815,515",6.50,6.50,1,,,,United States of America
390920 - Melamine resins,"3,650,079",6.50,6.50,1,,,,United States of America
390930 - Other amino-resins,"4,573,914",6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,"29,913,806",6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,"85,766,834",3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,"264,206,453",6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","70,097,486",6.50,6.50,1,,,,United States of America
391190 - Other,"302,912,866",3.30,3.30,5,,,,United States of America
391211 -- Non-plasticised,"67,482,996",6.50,6.50,1,,,,United States of America
391212 -- Plasticised,"48,624",6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),"366,793",6.33,6.33,3,,,,United States of America
391231 -- Carboxymethylcellulose and its salts,"3,451,821",6.50,6.50,1,,,,United States of America
391239 -- Other,"122,746,669",3.25,3.25,2,,,,United States of America
391290 - Other,"70,533,759",6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters","175,947",5.00,5.00,1,,,,United States of America
391390 - Other,"79,061,903",6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","20,346,311",6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,"602,065",6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,"685,323",6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,"142,444",6.50,6.50,1,,,,United States of America
391590 - Of other plastics,"1,683,620",6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,"4,642,614",6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,"3,349,243",6.50,6.50,1,,,,United States of America
391690 - Of other plastics,"60,123,043",6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"2,163,523",5.90,5.90,2,,,,United States of America
391721 -- Of polymers of ethylene,"5,206,489",6.50,6.50,2,,,,United States of America
391722 -- Of polymers of propylene,"2,402,740",6.50,6.50,2,,,,United States of America
391723 -- Of polymers of vinyl chloride,"7,696,798",6.50,6.50,2,,,,United States of America
391729 -- Of other plastics,"23,985,102",6.50,6.50,1,,,,United States of America
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","24,864,153",6.50,6.50,1,,,,United States of America
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","102,587,734",6.50,6.50,1,,,,United States of America
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","22,779,897",6.50,6.50,1,,,,United States of America
391739 -- Other,"66,684,984",6.50,6.50,1,,,,United States of America
391740 - Fittings,"87,384,038",6.50,6.50,1,,,,United States of America
391810 - Of polymers of vinyl chloride,"28,131,959",6.50,6.50,2,,,,United States of America
391890 - Of other plastics,"37,990,543",6.50,6.50,1,,,,United States of America
391910 - In rolls of a width not exceeding 20 cm,"110,931,782",6.35,6.35,4,,,,United States of America
391990 - Other,"367,355,201",6.50,6.50,1,,,,United States of America
392010 - Of polymers of ethylene,"132,933,065",4.64,4.64,7,,,,United States of America
392020 - Of polymers of propylene,"30,713,264",6.50,6.50,3,,,,United States of America
392030 - Of polymers of styrene,"10,636,711",6.50,6.50,1,,,,United States of America
392043 -- Containing by weight not less than 6 % of plasticisers,"17,595,487",6.50,6.50,2,,,,United States of America
392049 -- Other,"30,216,353",6.50,6.50,2,,,,United States of America
392051 -- Of poly(methyl methacrylate),"60,446,281",6.50,6.50,1,,,,United States of America
392059 -- Other,"6,647,160",3.25,3.25,2,,,,United States of America
392061 -- Of polycarbonates,"32,107,260",6.50,6.50,1,,,,United States of America
392062 -- Of poly(ethylene terephthalate),"101,319,949",4.33,4.33,3,,,,United States of America
392063 -- Of unsaturated polyesters,"2,478,274",6.50,6.50,1,,,,United States of America
392069 -- Of other polyesters,"38,680,278",6.50,6.50,1,,,,United States of America
392071 -- Of regenerated cellulose,"1,539,555",6.50,6.50,1,,,,United States of America
392073 -- Of cellulose acetate,"1,901,870",6.40,6.40,2,,,,United States of America
392079 -- Of other cellulose derivatives,"931,305",6.10,6.10,2,,,,United States of America
