Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,European Union
170114 -- Other cane sugar,,60.00,60.00,3,,,,European Union
170191 -- Containing added flavouring or colouring matter,"12,357",60.00,60.00,1,,,,European Union
170199 -- Other,"439,183",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","23,193,433",25.00,25.00,2,,,,European Union
170219 -- Other,"6,044,962",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"18,817",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,104,122",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","123,068",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"10,435",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,969",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","652,550",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,,10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","26,091",30.00,30.00,1,,,,European Union
170490 - Other,"1,797,504",30.00,30.00,4,,,,European Union
,2011,"31,431,653",35.37,35.37,41,,,,European Union
170112 -- Beet sugar,"92,369",60.00,60.00,1,,,,European Union
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,European Union
170114 -- Other cane sugar,,60.00,60.00,3,,,,European Union
170191 -- Containing added flavouring or colouring matter,"4,311",60.00,60.00,1,,,,European Union
170199 -- Other,"253,401",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","20,956,170",25.00,25.00,2,,,,European Union
170219 -- Other,"6,850,287",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"11,051",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","653,625",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","190,122",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"179,278",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","31,259",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","272,088",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,,10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","33,417",30.00,30.00,1,,,,European Union
170490 - Other,"1,904,275",30.00,30.00,4,,,,European Union
,2010,"57,785,435",33.42,33.42,38,,,,European Union
170111 -- Cane sugar,80,60.00,60.00,3,,,,European Union
170112 -- Beet sugar,"120,702",60.00,60.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,"23,933,594",60.00,60.00,1,,,,European Union
170199 -- Other,"12,356,571",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","15,017,597",25.00,25.00,2,,,,European Union
170219 -- Other,"3,887,649",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"10,543",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","321,239",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","781,029",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"35,596",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,927",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","268,409",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,,10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","10,112",30.00,30.00,1,,,,European Union
170490 - Other,"1,039,388",30.00,30.00,4,,,,European Union
,2009,"23,024,480",40.90,40.90,39,,,,European Union
170111 -- Cane sugar,,100.00,100.00,3,,,,European Union
170112 -- Beet sugar,"32,808",100.00,100.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,"2,074,738",100.00,100.00,1,,,,European Union
170199 -- Other,"942,792",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","12,353,723",30.00,30.00,2,,,,European Union
170219 -- Other,"3,662,883",30.00,30.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"20,299",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","247,407",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,566,849",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"40,402",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","24,238",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","373,289",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,30.00,30.00,1,,,,European Union
170390 - Other,,30.00,30.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","12,529",30.00,30.00,1,,,,European Union
170490 - Other,"1,672,525",33.00,33.00,5,,,,European Union
,2008,"17,538,756",33.42,33.42,38,,,,European Union
170111 -- Cane sugar,"52,064",60.00,60.00,3,,,,European Union
170112 -- Beet sugar,"125,125",60.00,60.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,European Union
170199 -- Other,"121,069",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","10,254,433",25.00,25.00,2,,,,European Union
170219 -- Other,"4,013,311",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"6,265",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","287,840",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","877,195",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"52,279",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","131,010",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","320,590",30.00,30.00,6,,,,European Union
170310 - Cane molasses,111,10.00,10.00,1,,,,European Union
170390 - Other,,10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","4,017",30.00,30.00,1,,,,European Union
170490 - Other,"1,293,446",30.00,30.00,4,,,,European Union
,2007,"17,959,957",33.42,33.42,38,,,,European Union
170111 -- Cane sugar,"27,859",60.00,60.00,3,,,,European Union
170112 -- Beet sugar,"115,084",60.00,60.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,European Union
170199 -- Other,"100,097",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","12,483,285",25.00,25.00,2,,,,European Union
170219 -- Other,"3,407,979",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"8,741",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","149,163",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","484,465",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"32,088",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",494,30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","385,879",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,,10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","18,666",30.00,30.00,1,,,,European Union
170490 - Other,"746,158",30.00,30.00,4,,,,European Union
,2006,"10,800,124",33.42,33.42,38,,,,European Union
170111 -- Cane sugar,"66,039",60.00,60.00,3,,,,European Union
170112 -- Beet sugar,"180,930",60.00,60.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,European Union
170199 -- Other,"37,101",60.00,60.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","6,641,286",25.00,25.00,2,,,,European Union
170219 -- Other,"1,925,488",25.00,25.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"24,718",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","88,179",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","2,232",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"6,990",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","26,539",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","425,561",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,"721,470",10.00,10.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","96,706",30.00,30.00,1,,,,European Union
170490 - Other,"556,882",30.00,30.00,4,,,,European Union
,2005,"9,104,812",43.29,43.29,38,,,,European Union
170111 -- Cane sugar,"73,413",100.00,100.00,3,,,,European Union
170112 -- Beet sugar,"88,096",100.00,100.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,European Union
170199 -- Other,"115,337",100.00,100.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","5,511,402",30.00,30.00,2,,,,European Union
170219 -- Other,"914,990",30.00,30.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"22,022",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","68,301",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","8,289",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"93,576",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","14,451",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","180,851",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,30.00,30.00,1,,,,European Union
170390 - Other,"1,210,579",30.00,30.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","1,798",45.00,45.00,1,,,,European Union
170490 - Other,"801,708",30.00,30.00,4,,,,European Union
,2004,"7,905,747",43.29,43.29,38,,,,European Union
170111 -- Cane sugar,"213,884",100.00,100.00,3,,,,European Union
170112 -- Beet sugar,"87,353",100.00,100.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,European Union
170199 -- Other,"64,001",100.00,100.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","4,127,889",30.00,30.00,2,,,,European Union
170219 -- Other,"1,520,768",30.00,30.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"3,729",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","36,010",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","9,357",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"4,758",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","5,756",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","65,554",30.00,30.00,6,,,,European Union
170310 - Cane molasses,,30.00,30.00,1,,,,European Union
170390 - Other,"686,995",30.00,30.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","9,454",45.00,45.00,1,,,,European Union
170490 - Other,"1,070,238",30.00,30.00,4,,,,European Union
,2003,"7,986,657",43.29,43.29,38,,,,European Union
170111 -- Cane sugar,"10,087",100.00,100.00,3,,,,European Union
170112 -- Beet sugar,,100.00,100.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,European Union
170199 -- Other,"13,133",100.00,100.00,2,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","3,890,845",30.00,30.00,2,,,,European Union
170219 -- Other,"1,482,838",30.00,30.00,2,,,,European Union
170220 - Maple sugar and maple syrup,"2,107",30.00,30.00,2,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","78,114",30.00,30.00,4,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","116,296",30.00,30.00,4,,,,European Union
170250 - Chemically pure fructose,"72,204",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","5,492",30.00,30.00,2,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","75,565",30.00,30.00,6,,,,European Union
170310 - Cane molasses,110,30.00,30.00,1,,,,European Union
170390 - Other,"1,580,733",30.00,30.00,2,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","2,527",45.00,45.00,1,,,,European Union
170490 - Other,"656,606",30.00,30.00,4,,,,European Union
,2002,"5,288,802",48.44,48.44,16,,,,European Union
170111 -- Cane sugar,,100.00,100.00,1,,,,European Union
170112 -- Beet sugar,,100.00,100.00,1,,,,European Union
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,European Union
170199 -- Other,"13,181",100.00,100.00,1,,,,European Union
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,198,303",30.00,30.00,1,,,,European Union
170219 -- Other,"790,965",30.00,30.00,1,,,,European Union
170220 - Maple sugar and maple syrup,578,30.00,30.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","41,738",30.00,30.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,European Union
170250 - Chemically pure fructose,"77,727",30.00,30.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","7,528",30.00,30.00,1,,,,European Union
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","244,893",30.00,30.00,1,,,,European Union
170310 - Cane molasses,,30.00,30.00,1,,,,European Union
170390 - Other,"1,721,373",30.00,30.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","21,692",45.00,45.00,1,,,,European Union
170490 - Other,"170,825",30.00,30.00,1,,,,European Union
,2001,"5,283,419",51.25,51.25,16,,,,European Union
170111 - - Cane sugar,,100.00,100.00,1,,,,European Union
170112 - - Beet sugar,,100.00,100.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,European Union
170199 - - Other,"4,958",100.00,100.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,606,493",35.00,35.00,1,,,,European Union
170219 - - Other,"1,085,358",35.00,35.00,1,,,,European Union
170220 - Maple sugar and maple syrup,433,35.00,35.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","27,623",35.00,35.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,European Union
170250 - Chemically pure fructose,"13,629",35.00,35.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,European Union
"170290 - Other, including invert sugar","137,622",35.00,35.00,1,,,,European Union
170310 - Cane molasses,,35.00,35.00,1,,,,European Union
170390 - Other,"1,241,034",35.00,35.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","23,437",35.00,35.00,1,,,,European Union
170490 - Other,"142,832",35.00,35.00,1,,,,European Union
,2000,"3,062,805",39.75,39.75,16,,,,European Union
170111 - - Cane sugar,,60.00,60.00,1,,,,European Union
170112 - - Beet sugar,,60.00,60.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,European Union
170199 - - Other,"203,545",60.00,60.00,1,,,,European Union
