Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","2,768,604",2.70,0.00,1,,1,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Ukraine
880310 - Propellers and rotors and parts thereof,"229,811",2.70,0.00,1,,1,,Ukraine
880320 - Under-carriages and parts thereof,"53,146",2.70,0.00,1,,1,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"2,263,842",2.70,0.00,1,,1,,Ukraine
880390 - Other,"333,002",1.95,0.00,4,,4,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"41,023",2.70,0.00,1,,1,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Ukraine
880529 -- Other,,1.70,0.00,1,,1,,Ukraine
,2014,"20,734,113",3.07,0.00,21,,21,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","245,283",3.20,0.00,2,,2,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","6,242,282",2.70,0.00,1,,1,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,604,658",7.70,0.00,1,,1,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","8,499,319",2.70,0.00,1,,1,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Ukraine
880310 - Propellers and rotors and parts thereof,"1,328,010",2.70,0.00,1,,1,,Ukraine
880320 - Under-carriages and parts thereof,"754,788",2.70,0.00,1,,1,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"1,213,888",2.70,0.00,1,,1,,Ukraine
880390 - Other,"599,331",1.95,0.00,4,,4,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"246,554",2.70,0.00,1,,1,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Ukraine
880529 -- Other,,1.70,0.00,1,,1,,Ukraine
,2013,"5,773,347",3.07,0.00,21,,21,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","255,219",3.20,0.00,2,,2,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","1,128,592",7.50,0.00,1,,1,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","174,462",2.70,0.00,1,,1,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,463,386",7.70,0.00,1,,1,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Ukraine
880310 - Propellers and rotors and parts thereof,"533,386",2.70,0.00,1,,1,,Ukraine
880320 - Under-carriages and parts thereof,"196,972",2.70,0.00,1,,1,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"782,390",2.70,0.00,1,,1,,Ukraine
880390 - Other,"355,631",1.95,0.00,4,,4,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"883,187",2.70,0.00,1,,1,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Ukraine
880529 -- Other,120,1.70,0.00,1,,1,,Ukraine
,2012,"5,051,139",3.07,0.00,21,,21,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","269,229",3.20,0.00,2,,2,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","246,208",7.50,0.00,1,,1,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,221,504",7.70,0.00,1,,1,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","57,237",2.70,0.00,1,,1,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Ukraine
880310 - Propellers and rotors and parts thereof,"116,517",2.70,0.00,1,,1,,Ukraine
880320 - Under-carriages and parts thereof,"284,961",2.70,0.00,1,,1,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"1,405,483",2.70,0.00,1,,1,,Ukraine
880390 - Other,"425,925",1.95,0.00,4,,4,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,024,075",2.70,0.00,1,,1,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Ukraine
880529 -- Other,,1.70,0.00,1,,1,,Ukraine
,2011,"8,898,207",3.07,0.00,21,,21,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","324,823",3.20,0.00,2,,2,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","281,476",7.50,0.00,1,,1,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","42,526",2.70,0.00,1,,1,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,100,764",7.70,0.00,1,,1,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","72,802",2.70,0.00,1,,1,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","1,293,711",2.70,0.00,1,,1,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Ukraine
880310 - Propellers and rotors and parts thereof,"167,026",2.70,0.00,1,,1,,Ukraine
880320 - Under-carriages and parts thereof,"145,213",2.70,0.00,1,,1,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"1,105,791",2.70,0.00,1,,1,,Ukraine
880390 - Other,"469,076",1.95,0.00,4,,4,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,850,692",2.70,0.00,1,,1,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Ukraine
880529 -- Other,"44,307",1.70,0.00,1,,1,,Ukraine
,2010,"12,088,753",3.07,3.07,21,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","313,130",3.20,3.20,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","129,693",7.50,7.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,367,037",7.70,7.70,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,543,024",2.70,2.70,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"243,491",2.70,2.70,1,,,,Ukraine
880320 - Under-carriages and parts thereof,"107,209",2.70,2.70,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"3,650,872",2.70,2.70,1,,,,Ukraine
880390 - Other,"750,147",1.95,1.95,4,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,984,149",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,1.70,1.70,1,,,,Ukraine
,2009,"10,214,260",3.07,3.07,21,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","260,911",3.20,3.20,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","1,882,980",2.70,2.70,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,776,282",7.70,7.70,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","197,336",2.70,2.70,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"135,337",2.70,2.70,1,,,,Ukraine
880320 - Under-carriages and parts thereof,"199,638",2.70,2.70,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"1,344,113",2.70,2.70,1,,,,Ukraine
880390 - Other,"689,952",1.95,1.95,4,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,725,535",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,823,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,"1,353",1.70,1.70,1,,,,Ukraine
,2008,"16,949,471",3.07,3.07,21,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","100,370",3.20,3.20,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","442,949",7.50,7.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","6,083,876",7.70,7.70,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","427,041",2.70,2.70,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"189,812",2.70,2.70,1,,,,Ukraine
880320 - Under-carriages and parts thereof,"71,527",2.70,2.70,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"6,845,410",2.70,2.70,1,,,,Ukraine
880390 - Other,"793,394",1.95,1.95,4,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,995,093",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,1.70,1.70,1,,,,Ukraine
,2007,"26,793,851",3.07,3.07,21,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","956,075",3.20,3.20,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","6,485,932",7.70,7.70,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","82,682",2.70,2.70,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","15,980,400",2.70,2.70,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"54,683",2.70,2.70,1,,,,Ukraine
880320 - Under-carriages and parts thereof,"87,438",2.70,2.70,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"770,975",2.70,2.70,1,,,,Ukraine
880390 - Other,"1,017,254",1.95,1.95,4,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,358,412",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,1.70,1.70,1,,,,Ukraine
,2006,"48,064,028",3.10,3.10,22,,,,Ukraine
880110 - Gliders and hang gliders,"277,048",3.70,3.70,1,,,,Ukraine
880190 - Other,276,3.20,3.20,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","167,145",7.50,7.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","159,511",2.70,2.70,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,578,811",7.70,7.70,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","558,654",2.70,2.70,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","40,730,709",2.70,2.70,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"124,606",2.70,2.70,1,,,,Ukraine
880320 - Under-carriages and parts thereof,"145,687",2.70,2.70,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"917,818",2.70,2.70,1,,,,Ukraine
880390 - Other,"592,216",1.95,1.95,4,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"769,494",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"42,050",2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,1.70,1.70,1,,,,Ukraine
,2005,"33,766,898",2.01,2.01,34,,,,Ukraine
880110 - Gliders and hang gliders,"357,816",1.85,1.85,2,,,,Ukraine
880190 - Other,,2.13,2.13,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","48,520",3.75,3.75,2,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","415,977",3.85,3.85,2,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","79,784",1.35,1.35,2,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","30,963,692",1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"66,584",1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"93,992",1.35,1.35,2,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"479,949",1.35,1.35,2,,,,Ukraine
880390 - Other,"584,092",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"669,798",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"6,693",2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,0.85,0.85,2,,,,Ukraine
,2004,"2,503,772",2.06,2.06,34,,,,Ukraine
880110 - Gliders and hang gliders,"140,100",1.85,1.85,2,,,,Ukraine
880190 - Other,"4,889",2.13,2.13,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","111,478",1.35,1.35,2,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","512,487",3.85,3.85,2,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","179,507",1.35,1.35,2,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","215,021",1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"96,676",1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"19,853",1.35,1.35,2,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"151,283",1.35,1.35,2,,,,Ukraine
880390 - Other,"395,971",1.96,1.96,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"669,778",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,"6,730",0.85,0.85,2,,,,Ukraine
,2003,"1,881,231",2.01,2.01,34,,,,Ukraine
880110 - Gliders and hang gliders,"85,824",1.85,1.85,2,,,,Ukraine
880190 - Other,"37,590",2.13,2.13,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","449,539",3.85,3.85,2,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"7,692",1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"34,988",1.35,1.35,2,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"93,731",1.35,1.35,2,,,,Ukraine
880390 - Other,"381,667",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"790,200",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,0.85,0.85,2,,,,Ukraine
,2002,"783,043",2.01,2.01,34,,,,Ukraine
880110 - Gliders and hang gliders,"78,083",1.85,1.85,2,,,,Ukraine
880190 - Other,,2.13,2.13,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","33,159",3.85,3.85,2,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"14,849",1.35,1.35,2,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"97,121",1.35,1.35,2,,,,Ukraine
880390 - Other,"268,628",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"291,203",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Ukraine
880529 -- Other,,0.85,0.85,2,,,,Ukraine
,2001,"2,615,644",2.02,2.02,33,,,,Ukraine
880110 - Gliders and hang gliders,"44,148",1.85,1.85,2,,,,Ukraine
880190 - Other,573,2.13,2.13,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
