Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
081320 - Prunes,,10.00,10.00,2,,,,European Union
081330 - Apples,,10.00,10.00,1,,,,European Union
081340 - Other fruit,"8,587",10.00,10.00,2,,,,European Union
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,830",10.00,10.00,1,,,,European Union
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","25,440",10.00,10.00,1,,,,European Union
,2016,"176,220,433",9.89,9.89,73,,,,European Union
080111 -- Desiccated,,10.00,10.00,1,,,,European Union
080112 -- In the inner shell (endocarp),,10.00,10.00,1,,,,European Union
080119 -- Other,,10.00,10.00,1,,,,European Union
080121 -- In shell,,10.00,10.00,1,,,,European Union
080122 -- Shelled,,10.00,10.00,1,,,,European Union
080131 -- In shell,549,10.00,10.00,1,,,,European Union
080132 -- Shelled,,10.00,10.00,1,,,,European Union
080211 -- In shell,"182,715",10.00,10.00,1,,,,European Union
080212 -- Shelled,"719,472",10.00,10.00,1,,,,European Union
080221 -- In shell,"359,118",6.00,6.00,1,,,,European Union
080222 -- Shelled,"1,584,680",6.00,6.00,1,,,,European Union
080231 -- In shell,"1,539",10.00,10.00,1,,,,European Union
080232 -- Shelled,"14,166",10.00,10.00,1,,,,European Union
080241 -- In shell,"3,313,826",10.00,10.00,1,,,,European Union
080242 -- Shelled,,10.00,10.00,1,,,,European Union
080251 -- In shell,473,10.00,10.00,1,,,,European Union
080252 -- Shelled,"70,086",10.00,10.00,1,,,,European Union
080261 -- In shell,,10.00,10.00,1,,,,European Union
080262 -- Shelled,,10.00,10.00,1,,,,European Union
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,European Union
080280 - Areca nuts,,10.00,10.00,1,,,,European Union
080290 - Other,"105,384",10.00,10.00,1,,,,European Union
080310 - Plantains,,10.00,10.00,1,,,,European Union
080390 - Other,,10.00,10.00,1,,,,European Union
080410 - Dates,"9,016",10.00,10.00,2,,,,European Union
080420 - Figs,,10.00,10.00,2,,,,European Union
080430 - Pineapples,,10.00,10.00,1,,,,European Union
080440 - Avocados,,10.00,10.00,1,,,,European Union
"080450 - Guavas, mangoes and mangosteens",690,10.00,10.00,3,,,,European Union
080510 - Oranges,"10,934,075",10.00,10.00,1,,,,European Union
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","4,600,604",10.00,10.00,1,,,,European Union
"080540 - Grapefruit, including pomelos","222,265",10.00,10.00,1,,,,European Union
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,405,752",10.00,10.00,1,,,,European Union
080590 - Other,,10.00,10.00,1,,,,European Union
080610 - Fresh,"1,631,427",10.00,10.00,1,,,,European Union
080620 - Dried,"9,650",10.00,10.00,1,,,,European Union
080711 -- Watermelons,,10.00,10.00,1,,,,European Union
080719 -- Other,,10.00,10.00,1,,,,European Union
080720 - Papaws (papayas),,10.00,10.00,1,,,,European Union
080810 - Apples,"46,352,090",10.00,10.00,1,,,,European Union
080830 - Pears,"48,834,287",10.00,10.00,1,,,,European Union
080840 - Quinces,,10.00,10.00,1,,,,European Union
080910 - Apricots,"13,824",10.00,10.00,1,,,,European Union
080921 -- Sour cherries (Prunus cerasus),,10.00,10.00,1,,,,European Union
080929 -- Other,"1,212",10.00,10.00,1,,,,European Union
"080930 - Peaches, including nectarines","13,874,439",10.00,10.00,2,,,,European Union
080940 - Plums and sloes,"21,433,837",10.00,10.00,1,,,,European Union
081010 - Strawberries,,10.00,10.00,1,,,,European Union
"081020 - Raspberries, blackberries, mulberries and loganberries","43,796",10.00,10.00,1,,,,European Union
"081030 - Black, white or red currants and gooseberries",,10.00,10.00,1,,,,European Union
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","25,253",10.00,10.00,1,,,,European Union
081050 - Kiwifruit,"16,661,103",10.00,10.00,1,,,,European Union
081060 - Durians,,10.00,10.00,1,,,,European Union
081070 - Persimmons,"2,086,896",10.00,10.00,1,,,,European Union
081090 - Other,"38,847",10.00,10.00,1,,,,European Union
081110 - Strawberries,"517,532",10.00,10.00,1,,,,European Union
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","207,913",10.00,10.00,1,,,,European Union
081190 - Other,"595,313",10.00,10.00,1,,,,European Union
081210 - Cherries,"342,734",10.00,10.00,1,,,,European Union
081290 - Other,,10.00,10.00,1,,,,European Union
081310 - Apricots,,10.00,10.00,1,,,,European Union
081320 - Prunes,,10.00,10.00,2,,,,European Union
081330 - Apples,,10.00,10.00,1,,,,European Union
081340 - Other fruit,"11,756",10.00,10.00,2,,,,European Union
081350 - Mixtures of nuts or dried fruits of this Chapter,567,10.00,10.00,1,,,,European Union
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","13,547",10.00,10.00,1,,,,European Union
,2015,"129,357,705",9.89,9.89,73,,,,European Union
080111 -- Desiccated,,10.00,10.00,1,,,,European Union
080112 -- In the inner shell (endocarp),,10.00,10.00,1,,,,European Union
080119 -- Other,,10.00,10.00,1,,,,European Union
080121 -- In shell,,10.00,10.00,1,,,,European Union
080122 -- Shelled,,10.00,10.00,1,,,,European Union
080131 -- In shell,677,10.00,10.00,1,,,,European Union
080132 -- Shelled,,10.00,10.00,1,,,,European Union
080211 -- In shell,"156,615",10.00,10.00,1,,,,European Union
080212 -- Shelled,"860,875",10.00,10.00,1,,,,European Union
080221 -- In shell,"241,169",6.00,6.00,1,,,,European Union
080222 -- Shelled,"3,082,286",6.00,6.00,1,,,,European Union
080231 -- In shell,"2,207",10.00,10.00,1,,,,European Union
080232 -- Shelled,"2,073",10.00,10.00,1,,,,European Union
080241 -- In shell,"2,737,196",10.00,10.00,1,,,,European Union
080242 -- Shelled,"5,406",10.00,10.00,1,,,,European Union
080251 -- In shell,496,10.00,10.00,1,,,,European Union
080252 -- Shelled,"16,165",10.00,10.00,1,,,,European Union
080261 -- In shell,,10.00,10.00,1,,,,European Union
080262 -- Shelled,,10.00,10.00,1,,,,European Union
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,European Union
080280 - Areca nuts,,10.00,10.00,1,,,,European Union
080290 - Other,"127,152",10.00,10.00,1,,,,European Union
080310 - Plantains,,10.00,10.00,1,,,,European Union
080390 - Other,,10.00,10.00,1,,,,European Union
080410 - Dates,,10.00,10.00,2,,,,European Union
080420 - Figs,,10.00,10.00,2,,,,European Union
080430 - Pineapples,,10.00,10.00,1,,,,European Union
080440 - Avocados,,10.00,10.00,1,,,,European Union
"080450 - Guavas, mangoes and mangosteens",646,10.00,10.00,3,,,,European Union
080510 - Oranges,"8,339,958",10.00,10.00,1,,,,European Union
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","4,567,928",10.00,10.00,1,,,,European Union
"080540 - Grapefruit, including pomelos","246,562",10.00,10.00,1,,,,European Union
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,707,118",10.00,10.00,1,,,,European Union
080590 - Other,,10.00,10.00,1,,,,European Union
080610 - Fresh,"2,113,817",10.00,10.00,1,,,,European Union
080620 - Dried,"5,576",10.00,10.00,1,,,,European Union
080711 -- Watermelons,"7,175",10.00,10.00,1,,,,European Union
080719 -- Other,,10.00,10.00,1,,,,European Union
080720 - Papaws (papayas),,10.00,10.00,1,,,,European Union
080810 - Apples,"15,396,865",10.00,10.00,1,,,,European Union
080830 - Pears,"45,425,415",10.00,10.00,1,,,,European Union
080840 - Quinces,,10.00,10.00,1,,,,European Union
080910 - Apricots,"10,895",10.00,10.00,1,,,,European Union
080921 -- Sour cherries (Prunus cerasus),"5,552",10.00,10.00,1,,,,European Union
080929 -- Other,"266,839",10.00,10.00,1,,,,European Union
"080930 - Peaches, including nectarines","12,082,991",10.00,10.00,2,,,,European Union
080940 - Plums and sloes,"17,286,622",10.00,10.00,1,,,,European Union
081010 - Strawberries,,10.00,10.00,1,,,,European Union
"081020 - Raspberries, blackberries, mulberries and loganberries","61,635",10.00,10.00,1,,,,European Union
"081030 - Black, white or red currants and gooseberries",,10.00,10.00,1,,,,European Union
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","64,479",10.00,10.00,1,,,,European Union
081050 - Kiwifruit,"12,003,209",10.00,10.00,1,,,,European Union
081060 - Durians,,10.00,10.00,1,,,,European Union
081070 - Persimmons,"1,452,794",10.00,10.00,1,,,,European Union
081090 - Other,968,10.00,10.00,1,,,,European Union
081110 - Strawberries,"311,546",10.00,10.00,1,,,,European Union
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","316,759",10.00,10.00,1,,,,European Union
081190 - Other,"98,608",10.00,10.00,1,,,,European Union
081210 - Cherries,"252,157",10.00,10.00,1,,,,European Union
081290 - Other,,10.00,10.00,1,,,,European Union
081310 - Apricots,,10.00,10.00,1,,,,European Union
081320 - Prunes,"7,883",10.00,10.00,2,,,,European Union
081330 - Apples,,10.00,10.00,1,,,,European Union
081340 - Other fruit,"49,042",10.00,10.00,2,,,,European Union
081350 - Mixtures of nuts or dried fruits of this Chapter,418,10.00,10.00,1,,,,European Union
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","41,931",10.00,10.00,1,,,,European Union
,2014,"177,951,321",10.50,10.50,74,,,,European Union
080111 -- Desiccated,,32.50,32.50,2,,,,European Union
080112 -- In the inner shell (endocarp),,10.00,10.00,1,,,,European Union
080119 -- Other,,10.00,10.00,1,,,,European Union
080121 -- In shell,,10.00,10.00,1,,,,European Union
080122 -- Shelled,,10.00,10.00,1,,,,European Union
080131 -- In shell,154,10.00,10.00,1,,,,European Union
080132 -- Shelled,,10.00,10.00,1,,,,European Union
080211 -- In shell,"169,578",10.00,10.00,1,,,,European Union
080212 -- Shelled,"339,068",10.00,10.00,1,,,,European Union
080221 -- In shell,"333,362",6.00,6.00,1,,,,European Union
080222 -- Shelled,"1,723,266",6.00,6.00,1,,,,European Union
080231 -- In shell,509,10.00,10.00,1,,,,European Union
080232 -- Shelled,,10.00,10.00,1,,,,European Union
080241 -- In shell,"4,828,994",10.00,10.00,1,,,,European Union
080242 -- Shelled,"5,257",10.00,10.00,1,,,,European Union
080251 -- In shell,"220,134",10.00,10.00,1,,,,European Union
080252 -- Shelled,,10.00,10.00,1,,,,European Union
080261 -- In shell,,10.00,10.00,1,,,,European Union
080262 -- Shelled,,10.00,10.00,1,,,,European Union
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,European Union
080280 - Areca nuts,,10.00,10.00,1,,,,European Union
080290 - Other,"143,615",10.00,10.00,1,,,,European Union
080310 - Plantains,,10.00,10.00,1,,,,European Union
080390 - Other,,10.00,10.00,1,,,,European Union
080410 - Dates,,10.00,10.00,2,,,,European Union
080420 - Figs,,10.00,10.00,2,,,,European Union
080430 - Pineapples,,10.00,10.00,1,,,,European Union
080440 - Avocados,,10.00,10.00,1,,,,European Union
"080450 - Guavas, mangoes and mangosteens",178,10.00,10.00,3,,,,European Union
080510 - Oranges,"9,542,545",10.00,10.00,1,,,,European Union
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","5,224,103",10.00,10.00,1,,,,European Union
"080540 - Grapefruit, including pomelos","223,936",10.00,10.00,1,,,,European Union
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,858,175",10.00,10.00,1,,,,European Union
080590 - Other,,10.00,10.00,1,,,,European Union
080610 - Fresh,"2,990,468",10.00,10.00,1,,,,European Union
080620 - Dried,"28,532",10.00,10.00,1,,,,European Union
080711 -- Watermelons,,10.00,10.00,1,,,,European Union
080719 -- Other,,10.00,10.00,1,,,,European Union
080720 - Papaws (papayas),,10.00,10.00,1,,,,European Union
080810 - Apples,"23,373,876",10.00,10.00,1,,,,European Union
080830 - Pears,"58,874,558",10.00,10.00,1,,,,European Union
080840 - Quinces,,10.00,10.00,1,,,,European Union
080910 - Apricots,"8,374",10.00,10.00,1,,,,European Union
080921 -- Sour cherries (Prunus cerasus),,10.00,10.00,1,,,,European Union
080929 -- Other,"541,729",10.00,10.00,1,,,,European Union
"080930 - Peaches, including nectarines","13,784,070",10.00,10.00,2,,,,European Union
080940 - Plums and sloes,"26,102,540",10.00,10.00,1,,,,European Union
081010 - Strawberries,"1,221",10.00,10.00,1,,,,European Union
"081020 - Raspberries, blackberries, mulberries and loganberries","77,052",10.00,10.00,1,,,,European Union
"081030 - Black, white or red currants and gooseberries",,10.00,10.00,1,,,,European Union
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","13,092",10.00,10.00,1,,,,European Union
081050 - Kiwifruit,"23,322,531",10.00,10.00,1,,,,European Union
081060 - Durians,,10.00,10.00,1,,,,European Union
081070 - Persimmons,"2,211,948",10.00,10.00,1,,,,European Union
081090 - Other,"75,785",10.00,10.00,1,,,,European Union
081110 - Strawberries,"228,104",10.00,10.00,1,,,,European Union
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","221,067",10.00,10.00,1,,,,European Union
081190 - Other,"129,849",10.00,10.00,1,,,,European Union
081210 - Cherries,"1,214,849",10.00,10.00,1,,,,European Union
081290 - Other,,10.00,10.00,1,,,,European Union
081310 - Apricots,,10.00,10.00,1,,,,European Union
081320 - Prunes,,10.00,10.00,2,,,,European Union
081330 - Apples,"2,055",10.00,10.00,1,,,,European Union
081340 - Other fruit,"90,275",10.00,10.00,2,,,,European Union
081350 - Mixtures of nuts or dried fruits of this Chapter,"5,531",10.00,10.00,1,,,,European Union
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","40,941",10.00,10.00,1,,,,European Union
,2013,"137,705,698",10.50,10.50,74,,,,European Union
080111 -- Desiccated,,32.50,32.50,2,,,,European Union
080112 -- In the inner shell (endocarp),,10.00,10.00,1,,,,European Union
080119 -- Other,761,10.00,10.00,1,,,,European Union
080121 -- In shell,,10.00,10.00,1,,,,European Union
080122 -- Shelled,,10.00,10.00,1,,,,European Union
080131 -- In shell,,10.00,10.00,1,,,,European Union
080132 -- Shelled,"12,326",10.00,10.00,1,,,,European Union
080211 -- In shell,"242,968",10.00,10.00,1,,,,European Union
080212 -- Shelled,"1,200,758",10.00,10.00,1,,,,European Union
080221 -- In shell,"519,228",6.00,6.00,1,,,,European Union
080222 -- Shelled,"1,612,626",6.00,6.00,1,,,,European Union
080231 -- In shell,,10.00,10.00,1,,,,European Union
080232 -- Shelled,,10.00,10.00,1,,,,European Union
080241 -- In shell,"5,971,333",10.00,10.00,1,,,,European Union
080242 -- Shelled,"2,111",10.00,10.00,1,,,,European Union
080251 -- In shell,,10.00,10.00,1,,,,European Union
080252 -- Shelled,"19,443",10.00,10.00,1,,,,European Union
080261 -- In shell,,10.00,10.00,1,,,,European Union
080262 -- Shelled,711,10.00,10.00,1,,,,European Union
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,European Union
080280 - Areca nuts,,10.00,10.00,1,,,,European Union
080290 - Other,"300,645",10.00,10.00,1,,,,European Union
080310 - Plantains,,10.00,10.00,1,,,,European Union
080390 - Other,781,10.00,10.00,1,,,,European Union
080410 - Dates,"48,578",10.00,10.00,2,,,,European Union
080420 - Figs,,10.00,10.00,2,,,,European Union
080430 - Pineapples,"2,706",10.00,10.00,1,,,,European Union
080440 - Avocados,,10.00,10.00,1,,,,European Union
"080450 - Guavas, mangoes and mangosteens","3,873",10.00,10.00,3,,,,European Union
080510 - Oranges,"8,495,019",10.00,10.00,1,,,,European Union
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","4,515,481",10.00,10.00,1,,,,European Union
"080540 - Grapefruit, including pomelos","234,742",10.00,10.00,1,,,,European Union
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,660,650",10.00,10.00,1,,,,European Union
080590 - Other,,10.00,10.00,1,,,,European Union
080610 - Fresh,"2,808,689",10.00,10.00,1,,,,European Union
080620 - Dried,"6,016",10.00,10.00,1,,,,European Union
080711 -- Watermelons,,10.00,10.00,1,,,,European Union
080719 -- Other,,10.00,10.00,1,,,,European Union
080720 - Papaws (papayas),,10.00,10.00,1,,,,European Union
080810 - Apples,"10,561,156",10.00,10.00,1,,,,European Union
080830 - Pears,"41,575,127",10.00,10.00,1,,,,European Union
080840 - Quinces,,10.00,10.00,1,,,,European Union
080910 - Apricots,"25,922",10.00,10.00,1,,,,European Union
080921 -- Sour cherries (Prunus cerasus),,10.00,10.00,1,,,,European Union
080929 -- Other,"263,189",10.00,10.00,1,,,,European Union
"080930 - Peaches, including nectarines","14,845,148",10.00,10.00,2,,,,European Union
080940 - Plums and sloes,"23,503,341",10.00,10.00,1,,,,European Union
081010 - Strawberries,,10.00,10.00,1,,,,European Union
"081020 - Raspberries, blackberries, mulberries and loganberries","34,641",10.00,10.00,1,,,,European Union
"081030 - Black, white or red currants and gooseberries",,10.00,10.00,1,,,,European Union
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","12,468",10.00,10.00,1,,,,European Union
081050 - Kiwifruit,"16,745,845",10.00,10.00,1,,,,European Union
081060 - Durians,,10.00,10.00,1,,,,European Union
081070 - Persimmons,"1,674,486",10.00,10.00,1,,,,European Union
081090 - Other,"66,782",10.00,10.00,1,,,,European Union
081110 - Strawberries,"16,335",10.00,10.00,1,,,,European Union
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","133,979",10.00,10.00,1,,,,European Union
081190 - Other,"135,268",10.00,10.00,1,,,,European Union
081210 - Cherries,"281,582",10.00,10.00,1,,,,European Union
081290 - Other,,10.00,10.00,1,,,,European Union
081310 - Apricots,767,10.00,10.00,1,,,,European Union
081320 - Prunes,"15,223",10.00,10.00,2,,,,European Union
081330 - Apples,,10.00,10.00,1,,,,European Union
081340 - Other fruit,"69,328",10.00,10.00,2,,,,European Union
081350 - Mixtures of nuts or dried fruits of this Chapter,"55,448",10.00,10.00,1,,,,European Union
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","30,218",10.00,10.00,1,,,,European Union
,2012,"147,838,458",9.89,9.89,74,,,,European Union
080111 -- Desiccated,9,10.00,10.00,2,,,,European Union
080112 -- In the inner shell (endocarp),,10.00,10.00,1,,,,European Union
080119 -- Other,,10.00,10.00,1,,,,European Union
080121 -- In shell,,10.00,10.00,1,,,,European Union
080122 -- Shelled,,10.00,10.00,1,,,,European Union
080131 -- In shell,,10.00,10.00,1,,,,European Union
080132 -- Shelled,,10.00,10.00,1,,,,European Union
080211 -- In shell,"144,702",10.00,10.00,1,,,,European Union
080212 -- Shelled,"772,223",10.00,10.00,1,,,,European Union
080221 -- In shell,"416,489",6.00,6.00,1,,,,European Union
