Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,242,231",10.00,10.00,2,,,,United States of America
950440 - Playing cards,72,10.00,10.00,1,,,,United States of America
950490 - Other,"512,667",10.00,10.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,620",10.00,10.00,1,,,,United States of America
950590 - Other,"274,465",10.00,10.00,2,,,,United States of America
950611 -- Skis,"50,389",10.00,10.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,United States of America
950619 -- Other,"187,752",10.00,10.00,1,,,,United States of America
950621 -- Sailboards,,10.00,10.00,1,,,,United States of America
950629 -- Other,"101,031",10.00,10.00,1,,,,United States of America
"950631 -- Clubs, complete","354,060",10.00,10.00,1,,,,United States of America
950632 -- Balls,"70,316",10.00,10.00,1,,,,United States of America
950639 -- Other,"282,558",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,607,10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,United States of America
950659 -- Other,"3,211",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"43,208",10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"2,195",10.00,10.00,4,,,,United States of America
950669 -- Other,"154,642",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached",453,10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,149,667",10.00,10.00,2,,,,United States of America
950699 -- Other,"7,760,297",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,"3,942",10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,674,10.00,10.00,1,,,,United States of America
950790 - Other,764,10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,"2,056",10.00,10.00,1,,,,United States of America
950890 - Other,"497,445",10.00,10.00,1,,,,United States of America
,2006,"12,191,833",12.50,12.50,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","7,419",12.50,12.50,2,,,,United States of America
"950210 - Dolls, whether or not dressed","25,510",12.50,12.50,4,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear",,12.50,12.50,1,,,,United States of America
950299 -- Other,,12.50,12.50,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","23,022",12.50,12.50,1,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","17,442",12.50,12.50,1,,,,United States of America
950330 - Other construction sets and constructional toys,"13,059",12.50,12.50,1,,,,United States of America
950341 -- Stuffed,"10,409",12.50,12.50,1,,,,United States of America
950349 -- Other,"225,091",12.50,12.50,4,,,,United States of America
950350 - Toy musical instruments and apparatus,"110,442",12.50,12.50,2,,,,United States of America
950360 - Puzzles,"3,201",12.50,12.50,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","16,049",12.50,12.50,2,,,,United States of America
"950380 - Other toys and models, incorporating a motor",810,12.50,12.50,2,,,,United States of America
950390 - Other,"274,860",12.50,12.50,3,,,,United States of America
950410 - Video games of a kind used with a television receiver,"86,115",12.50,12.50,1,,,,United States of America
950420 - Articles and accessories for billiards,"6,725",12.50,12.50,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","473,036",12.50,12.50,3,,,,United States of America
950440 - Playing cards,"6,907",12.50,12.50,1,,,,United States of America
950490 - Other,"217,865",12.50,12.50,2,,,,United States of America
950510 - Articles for Christmas festivities,,12.50,12.50,1,,,,United States of America
950590 - Other,"65,059",12.50,12.50,2,,,,United States of America
950611 -- Skis,"10,395",12.50,12.50,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,12.50,12.50,1,,,,United States of America
950619 -- Other,75,12.50,12.50,1,,,,United States of America
950621 -- Sailboards,188,12.50,12.50,1,,,,United States of America
950629 -- Other,"93,584",12.50,12.50,1,,,,United States of America
"950631 -- Clubs, complete","279,808",12.50,12.50,1,,,,United States of America
950632 -- Balls,"21,169",12.50,12.50,1,,,,United States of America
950639 -- Other,"182,615",12.50,12.50,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"1,536",12.50,12.50,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,12.50,12.50,1,,,,United States of America
950659 -- Other,"3,888",12.50,12.50,2,,,,United States of America
950661 -- Lawn-tennis balls,"74,489",12.50,12.50,1,,,,United States of America
950662 -- Inflatable,"2,864",12.50,12.50,4,,,,United States of America
950669 -- Other,"136,260",12.50,12.50,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached",600,12.50,12.50,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,321,266",12.50,12.50,2,,,,United States of America
950699 -- Other,"3,164,363",12.50,12.50,9,,,,United States of America
950710 - Fishing rods,,12.50,12.50,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,12.50,12.50,1,,,,United States of America
950730 - Fishing reels,,12.50,12.50,1,,,,United States of America
950790 - Other,,12.50,12.50,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,12.50,12.50,1,,,,United States of America
950890 - Other,"315,713",12.50,12.50,1,,,,United States of America
,2005,"9,139,724",15.00,15.00,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","15,353",15.00,15.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","55,781",15.00,15.00,4,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear",,15.00,15.00,1,,,,United States of America
950299 -- Other,390,15.00,15.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,326",15.00,15.00,1,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","89,430",15.00,15.00,1,,,,United States of America
950330 - Other construction sets and constructional toys,"1,844",15.00,15.00,1,,,,United States of America
950341 -- Stuffed,533,15.00,15.00,1,,,,United States of America
950349 -- Other,"79,752",15.00,15.00,4,,,,United States of America
950350 - Toy musical instruments and apparatus,700,15.00,15.00,2,,,,United States of America
950360 - Puzzles,"2,994",15.00,15.00,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","82,151",15.00,15.00,2,,,,United States of America
"950380 - Other toys and models, incorporating a motor","17,556",15.00,15.00,2,,,,United States of America
950390 - Other,"217,561",15.00,15.00,3,,,,United States of America
950410 - Video games of a kind used with a television receiver,"14,891",15.00,15.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"16,720",15.00,15.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","364,335",15.00,15.00,3,,,,United States of America
950440 - Playing cards,"10,626",15.00,15.00,1,,,,United States of America
950490 - Other,"81,457",15.00,15.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,682",15.00,15.00,1,,,,United States of America
950590 - Other,"18,453",15.00,15.00,2,,,,United States of America
950611 -- Skis,,15.00,15.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,15.00,15.00,1,,,,United States of America
950619 -- Other,"9,703",15.00,15.00,1,,,,United States of America
950621 -- Sailboards,,15.00,15.00,1,,,,United States of America
950629 -- Other,"61,198",15.00,15.00,1,,,,United States of America
"950631 -- Clubs, complete","368,058",15.00,15.00,1,,,,United States of America
950632 -- Balls,"67,661",15.00,15.00,1,,,,United States of America
950639 -- Other,"76,427",15.00,15.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"20,024",15.00,15.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",222,15.00,15.00,1,,,,United States of America
950659 -- Other,122,15.00,15.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"35,612",15.00,15.00,1,,,,United States of America
950662 -- Inflatable,"10,742",15.00,15.00,4,,,,United States of America
950669 -- Other,"80,412",15.00,15.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","15,676",15.00,15.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,603,783",15.00,15.00,2,,,,United States of America
950699 -- Other,"2,651,718",15.00,15.00,9,,,,United States of America
950710 - Fishing rods,,15.00,15.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,15.00,15.00,1,,,,United States of America
950730 - Fishing reels,152,15.00,15.00,1,,,,United States of America
950790 - Other,,15.00,15.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,"1,699",15.00,15.00,1,,,,United States of America
950890 - Other,"58,978",15.00,15.00,1,,,,United States of America
,2004,"6,932,602",20.00,20.00,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","3,237",20.00,20.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","22,383",20.00,20.00,4,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear",,20.00,20.00,1,,,,United States of America
950299 -- Other,"6,719",20.00,20.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","8,418",20.00,20.00,1,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","11,480",20.00,20.00,1,,,,United States of America
950330 - Other construction sets and constructional toys,"1,036",20.00,20.00,1,,,,United States of America
950341 -- Stuffed,725,20.00,20.00,1,,,,United States of America
950349 -- Other,"6,652",20.00,20.00,4,,,,United States of America
950350 - Toy musical instruments and apparatus,"4,553",20.00,20.00,2,,,,United States of America
950360 - Puzzles,817,20.00,20.00,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","70,954",20.00,20.00,2,,,,United States of America
"950380 - Other toys and models, incorporating a motor","5,854",20.00,20.00,2,,,,United States of America
950390 - Other,"682,141",20.00,20.00,3,,,,United States of America
950410 - Video games of a kind used with a television receiver,"4,331",20.00,20.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"1,177",20.00,20.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","96,608",20.00,20.00,3,,,,United States of America
950440 - Playing cards,"3,127",20.00,20.00,1,,,,United States of America
950490 - Other,"48,835",20.00,20.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"28,603",20.00,20.00,1,,,,United States of America
950590 - Other,"2,085",20.00,20.00,2,,,,United States of America
950611 -- Skis,,20.00,20.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"19,884",20.00,20.00,1,,,,United States of America
950619 -- Other,"105,628",20.00,20.00,1,,,,United States of America
950621 -- Sailboards,,20.00,20.00,1,,,,United States of America
950629 -- Other,"101,102",20.00,20.00,1,,,,United States of America
"950631 -- Clubs, complete","353,345",20.00,20.00,1,,,,United States of America
950632 -- Balls,"65,156",20.00,20.00,1,,,,United States of America
950639 -- Other,"160,663",20.00,20.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"1,663",20.00,20.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,United States of America
950659 -- Other,"33,516",20.00,20.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"36,505",20.00,20.00,1,,,,United States of America
950662 -- Inflatable,"45,246",20.00,20.00,4,,,,United States of America
950669 -- Other,"26,034",20.00,20.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","27,848",20.00,20.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,922,530",20.00,20.00,2,,,,United States of America
950699 -- Other,"974,150",20.00,20.00,9,,,,United States of America
950710 - Fishing rods,,20.00,20.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","9,629",20.00,20.00,1,,,,United States of America
950730 - Fishing reels,,20.00,20.00,1,,,,United States of America
950790 - Other,,20.00,20.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,United States of America
950890 - Other,"39,969",20.00,20.00,1,,,,United States of America
,2003,"6,644,392",25.00,25.00,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","5,410",25.00,25.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","3,695",25.00,25.00,4,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear",37,25.00,25.00,1,,,,United States of America
950299 -- Other,186,25.00,25.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","1,043",25.00,25.00,1,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","47,847",25.00,25.00,1,,,,United States of America
950330 - Other construction sets and constructional toys,"13,531",25.00,25.00,1,,,,United States of America
950341 -- Stuffed,"2,345",25.00,25.00,1,,,,United States of America
950349 -- Other,"8,211",25.00,25.00,4,,,,United States of America
950350 - Toy musical instruments and apparatus,"2,328",25.00,25.00,2,,,,United States of America
950360 - Puzzles,"33,985",25.00,25.00,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","70,410",25.00,25.00,2,,,,United States of America
"950380 - Other toys and models, incorporating a motor","6,606",25.00,25.00,2,,,,United States of America
950390 - Other,"760,080",25.00,25.00,3,,,,United States of America
950410 - Video games of a kind used with a television receiver,"44,525",25.00,25.00,1,,,,United States of America
950420 - Articles and accessories for billiards,,25.00,25.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","13,879",25.00,25.00,3,,,,United States of America
950440 - Playing cards,"5,774",25.00,25.00,1,,,,United States of America
950490 - Other,"275,029",25.00,25.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,307",25.00,25.00,1,,,,United States of America
950590 - Other,"16,475",25.00,25.00,2,,,,United States of America
950611 -- Skis,,25.00,25.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,United States of America
950619 -- Other,"48,584",25.00,25.00,1,,,,United States of America
950621 -- Sailboards,,25.00,25.00,1,,,,United States of America
950629 -- Other,"219,268",25.00,25.00,1,,,,United States of America
"950631 -- Clubs, complete","654,730",25.00,25.00,1,,,,United States of America
950632 -- Balls,"63,248",25.00,25.00,1,,,,United States of America
950639 -- Other,"330,629",25.00,25.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,,25.00,25.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","21,160",25.00,25.00,1,,,,United States of America
950659 -- Other,"16,367",25.00,25.00,2,,,,United States of America
950661 -- Lawn-tennis balls,,25.00,25.00,1,,,,United States of America
950662 -- Inflatable,"3,870",25.00,25.00,4,,,,United States of America
950669 -- Other,"18,750",25.00,25.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","254,682",25.00,25.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,761,596",25.00,25.00,2,,,,United States of America
950699 -- Other,"871,323",25.00,25.00,9,,,,United States of America
950710 - Fishing rods,31,25.00,25.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,United States of America
950730 - Fishing reels,,25.00,25.00,1,,,,United States of America
950790 - Other,152,25.00,25.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,25.00,25.00,1,,,,United States of America
950890 - Other,"64,297",25.00,25.00,1,,,,United States of America
,2002,"4,124,405",27.61,27.61,44,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","3,751",30.00,30.00,1,,,,United States of America
"950210 - Dolls, whether or not dressed","7,378",30.00,30.00,1,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear",,30.00,30.00,1,,,,United States of America
950299 -- Other,306,30.00,30.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,374",30.00,30.00,1,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","6,218",30.00,30.00,1,,,,United States of America
950330 - Other construction sets and constructional toys,"28,915",30.00,30.00,1,,,,United States of America
950341 -- Stuffed,5,30.00,30.00,1,,,,United States of America
950349 -- Other,"3,000",30.00,30.00,1,,,,United States of America
950350 - Toy musical instruments and apparatus,"21,445",30.00,30.00,1,,,,United States of America
950360 - Puzzles,"4,237",30.00,30.00,1,,,,United States of America
"950370 - Other toys, put up in sets or outfits",21,30.00,30.00,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","10,797",30.00,30.00,1,,,,United States of America
950390 - Other,"37,733",30.00,30.00,1,,,,United States of America
950410 - Video games of a kind used with a television receiver,"13,875",30.00,30.00,1,,,,United States of America
950420 - Articles and accessories for billiards,,30.00,30.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","3,822",30.00,30.00,1,,,,United States of America
950440 - Playing cards,,30.00,30.00,1,,,,United States of America
950490 - Other,"241,151",30.00,30.00,1,,,,United States of America
950510 - Articles for Christmas festivities,"2,171",30.00,30.00,1,,,,United States of America
950590 - Other,"12,422",30.00,30.00,1,,,,United States of America
950611 -- Skis,"2,324",25.00,25.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,United States of America
950619 -- Other,"78,305",25.00,25.00,1,,,,United States of America
950621 -- Sailboards,,25.00,25.00,1,,,,United States of America
950629 -- Other,"41,325",25.00,25.00,1,,,,United States of America
"950631 -- Clubs, complete","200,378",25.00,25.00,1,,,,United States of America
950632 -- Balls,"27,753",25.00,25.00,1,,,,United States of America
950639 -- Other,"102,101",25.00,25.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"49,791",25.00,25.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,United States of America
950659 -- Other,"24,847",25.00,25.00,1,,,,United States of America
950661 -- Lawn-tennis balls,169,25.00,25.00,1,,,,United States of America
950662 -- Inflatable,,25.00,25.00,1,,,,United States of America
950669 -- Other,"149,977",25.00,25.00,1,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","44,107",25.00,25.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,328,906",25.00,25.00,1,,,,United States of America
950699 -- Other,"669,999",25.00,25.00,1,,,,United States of America
950710 - Fishing rods,,25.00,25.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,United States of America
950730 - Fishing reels,,25.00,25.00,1,,,,United States of America
950790 - Other,,25.00,25.00,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"1,900",30.00,30.00,1,,,,United States of America
950890 - Other,"1,900",30.00,30.00,1,,,,United States of America
,2001,"4,694,898",29.88,29.88,43,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","13,440",35.00,35.00,1,,,,United States of America
"950210 - Dolls, whether or not dressed","14,886",35.00,35.00,1,,,,United States of America
"950291 - - Garments and accessories therefor, footwear and headgear",,35.00,35.00,1,,,,United States of America
950299 - - Other,,35.00,35.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","6,201",35.00,35.00,1,,,,United States of America
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","7,703",35.00,35.00,1,,,,United States of America
950330 - Other construction sets and constructional toys,"20,861",35.00,35.00,1,,,,United States of America
950341 - - Stuffed,,35.00,35.00,1,,,,United States of America
950349 - - Other,778,35.00,35.00,1,,,,United States of America
950350 - Toy musical instruments and apparatus,"12,080",35.00,35.00,1,,,,United States of America
950360 - Puzzles,"1,074",35.00,35.00,1,,,,United States of America
"950370 - Other toys, put up in sets or outfits",412,35.00,35.00,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","2,280",35.00,35.00,1,,,,United States of America
950390 - Other,"52,958",35.00,35.00,1,,,,United States of America
950410 - Video games of a kind used with a television receiver,"55,728",35.00,35.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"6,841",35.00,35.00,1,,,,United States of America
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","123,494",35.00,35.00,1,,,,United States of America
950440 - Playing cards,"6,057",35.00,35.00,1,,,,United States of America
950490 - Other,"507,088",35.00,35.00,1,,,,United States of America
950510 - Articles for Christmas festivities,300,35.00,35.00,1,,,,United States of America
950590 - Other,"189,962",35.00,35.00,1,,,,United States of America
950611 - - Skis,"176,890",25.00,25.00,1,,,,United States of America
950612 - - Ski-fastenings (ski-bindings),"27,823",25.00,25.00,1,,,,United States of America
950619 - - Other,"268,625",25.00,25.00,1,,,,United States of America
950621 - - Sailboards,,25.00,25.00,1,,,,United States of America
950629 - - Other,"79,967",25.00,25.00,1,,,,United States of America
"950631 - - Clubs, complete","282,631",25.00,25.00,1,,,,United States of America
950632 - - Balls,"42,559",25.00,25.00,1,,,,United States of America
950639 - - Other,"195,295",25.00,25.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"1,069",25.00,25.00,1,,,,United States of America
"950651 - - Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,United States of America
950659 - - Other,"18,013",25.00,25.00,1,,,,United States of America
950661 - - Lawn-tennis balls,,25.00,25.00,1,,,,United States of America
950662 - - Inflatable,"10,093",25.00,25.00,1,,,,United States of America
950669 - - Other,"14,181",25.00,25.00,1,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,228",25.00,25.00,1,,,,United States of America
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","1,816,750",25.00,25.00,1,,,,United States of America
950699 - - Other,"677,074",25.00,25.00,1,,,,United States of America
950710 - Fishing rods,,25.00,25.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,United States of America
950730 - Fishing reels,,25.00,25.00,1,,,,United States of America
950790 - Other,"2,327",25.00,25.00,1,,,,United States of America
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","56,231",25.00,25.00,1,,,,United States of America
,2000,"4,676,274",33.13,33.13,43,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","7,045",38.50,38.50,1,,,,United States of America
"950210 - Dolls, whether or not dressed",290,38.50,38.50,1,,,,United States of America
"950291 - - Garments and accessories therefor, footwear and headgear",968,38.50,38.50,1,,,,United States of America
950299 - - Other,"1,636",38.50,38.50,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor",547,38.50,38.50,1,,,,United States of America
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","526,816",38.50,38.50,1,,,,United States of America
950330 - Other construction sets and constructional toys,"23,058",38.50,38.50,1,,,,United States of America
950341 - - Stuffed,376,38.50,38.50,1,,,,United States of America
950349 - - Other,"287,192",38.50,38.50,1,,,,United States of America
950350 - Toy musical instruments and apparatus,"3,123",38.50,38.50,1,,,,United States of America
950360 - Puzzles,808,38.50,38.50,1,,,,United States of America
"950370 - Other toys, put up in sets or outfits",269,38.50,38.50,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","69,799",38.50,38.50,1,,,,United States of America
950390 - Other,"142,098",38.50,38.50,1,,,,United States of America
950410 - Video games of a kind used with a television receiver,"44,242",38.50,38.50,1,,,,United States of America
950420 - Articles and accessories for billiards,"3,771",38.50,38.50,1,,,,United States of America
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","54,803",38.50,38.50,1,,,,United States of America
950440 - Playing cards,,38.50,38.50,1,,,,United States of America
950490 - Other,"371,408",38.50,38.50,1,,,,United States of America
950510 - Articles for Christmas festivities,822,38.50,38.50,1,,,,United States of America
950590 - Other,"4,890",38.50,38.50,1,,,,United States of America
950611 - - Skis,"20,671",27.50,27.50,1,,,,United States of America
950612 - - Ski-fastenings (ski-bindings),"9,394",27.50,27.50,1,,,,United States of America
950619 - - Other,"197,952",27.50,27.50,1,,,,United States of America
950621 - - Sailboards,,27.50,27.50,1,,,,United States of America
950629 - - Other,"26,486",27.50,27.50,1,,,,United States of America
"950631 - - Clubs, complete","213,925",27.50,27.50,1,,,,United States of America
950632 - - Balls,"67,806",27.50,27.50,1,,,,United States of America
950639 - - Other,"254,771",27.50,27.50,1,,,,United States of America
950640 - Articles and equipment for table-tennis,417,27.50,27.50,1,,,,United States of America
"950651 - - Lawn-tennis rackets, whether or not strung","29,400",27.50,27.50,1,,,,United States of America
950659 - - Other,"67,739",27.50,27.50,1,,,,United States of America
950661 - - Lawn-tennis balls,"30,599",27.50,27.50,1,,,,United States of America
950662 - - Inflatable,,27.50,27.50,1,,,,United States of America
950669 - - Other,"11,605",27.50,27.50,1,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","8,623",27.50,27.50,1,,,,United States of America
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","1,448,131",27.50,27.50,1,,,,United States of America
950699 - - Other,"595,016",27.50,27.50,1,,,,United States of America
950710 - Fishing rods,,27.50,27.50,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,27.50,27.50,1,,,,United States of America
950730 - Fishing reels,,27.50,27.50,1,,,,United States of America
950790 - Other,"13,416",27.50,27.50,1,,,,United States of America
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","136,360",38.50,38.50,1,,,,United States of America
,1999,"3,848,408",27.50,27.50,43,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","32,658",27.50,27.50,1,,,,United States of America
"950210 - Dolls, whether or not dressed",313,27.50,27.50,1,,,,United States of America
"950291 - - Garments and accessories therefor, footwear and headgear",,27.50,27.50,1,,,,United States of America
950299 - - Other,"1,598",27.50,27.50,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","47,352",27.50,27.50,1,,,,United States of America
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","17,327",27.50,27.50,1,,,,United States of America
950330 - Other construction sets and constructional toys,"42,796",27.50,27.50,1,,,,United States of America
950341 - - Stuffed,"33,374",27.50,27.50,1,,,,United States of America
950349 - - Other,"120,382",27.50,27.50,1,,,,United States of America
950350 - Toy musical instruments and apparatus,"56,148",27.50,27.50,1,,,,United States of America
950360 - Puzzles,"3,245",27.50,27.50,1,,,,United States of America
"950370 - Other toys, put up in sets or outfits","7,689",27.50,27.50,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","30,704",27.50,27.50,1,,,,United States of America
950390 - Other,"164,756",27.50,27.50,1,,,,United States of America
950410 - Video games of a kind used with a television receiver,"44,499",27.50,27.50,1,,,,United States of America
950420 - Articles and accessories for billiards,"201,635",27.50,27.50,1,,,,United States of America
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","351,493",27.50,27.50,1,,,,United States of America
950440 - Playing cards,"12,326",27.50,27.50,1,,,,United States of America
950490 - Other,"227,576",27.50,27.50,1,,,,United States of America
950510 - Articles for Christmas festivities,,27.50,27.50,1,,,,United States of America
950590 - Other,"122,091",27.50,27.50,1,,,,United States of America
950611 - - Skis,"398,079",27.50,27.50,1,,,,United States of America
950612 - - Ski-fastenings (ski-bindings),"6,565",27.50,27.50,1,,,,United States of America
