Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","45,407",,0.00,3,3,3,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","4,565,191",12.80,0.00,8,7,8,,"Korea, Republic of"
170310 - Cane molasses,,0.00,0.00,1,,,,"Korea, Republic of"
170390 - Other,,0.00,0.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","226,592",,0.00,2,2,2,,"Korea, Republic of"
170490 - Other,"282,304",13.40,0.67,10,9,10,,"Korea, Republic of"
,2013,"5,715,636",6.84,0.21,44,39,42,2,"Korea, Republic of"
170112 -- Beet sugar,4,,0.00,2,2,2,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,"Korea, Republic of"
170114 -- Other cane sugar,"2,072",,0.00,2,2,2,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,1,1,"Korea, Republic of"
170199 -- Other,"16,348",,0.00,2,2,2,1,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,"Korea, Republic of"
170219 -- Other,"451,527",,0.00,1,1,1,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,239,8.00,0.00,2,1,2,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","88,202",,0.00,3,3,3,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","1,542",,0.00,2,2,2,,"Korea, Republic of"
170250 - Chemically pure fructose,,,0.00,1,1,1,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","47,716",,0.00,3,3,3,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","4,432,246",12.80,0.00,8,7,8,,"Korea, Republic of"
170310 - Cane molasses,13,0.00,0.00,1,,,,"Korea, Republic of"
170390 - Other,13,0.00,0.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","359,058",,0.00,2,2,2,,"Korea, Republic of"
170490 - Other,"316,656",13.40,0.89,10,9,10,,"Korea, Republic of"
,2012,"3,831,075",6.84,0.26,44,39,42,2,"Korea, Republic of"
170112 -- Beet sugar,180,,0.00,2,2,2,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,"Korea, Republic of"
170114 -- Other cane sugar,,,0.00,2,2,2,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,1,1,"Korea, Republic of"
170199 -- Other,"13,089",,0.00,2,2,2,1,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,"Korea, Republic of"
170219 -- Other,64,,0.00,1,1,1,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,"1,748",8.00,0.00,2,1,2,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","28,650",,0.00,3,3,3,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","5,180",,0.00,2,2,2,,"Korea, Republic of"
170250 - Chemically pure fructose,,,0.00,1,1,1,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","2,301",,0.00,3,3,3,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","3,216,799",12.80,0.00,8,7,8,,"Korea, Republic of"
170310 - Cane molasses,,0.00,0.00,1,,,,"Korea, Republic of"
170390 - Other,,0.00,0.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","406,662",,0.00,2,2,2,,"Korea, Republic of"
170490 - Other,"156,401",13.40,1.11,10,9,10,,"Korea, Republic of"
,2011,"3,969,678",11.40,11.40,42,39,,,"Korea, Republic of"
170111 -- Cane sugar,97,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,"5,192",,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","27,715",,,3,3,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","16,829",,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","3,579,180",12.80,12.80,8,7,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","133,284",,,2,2,,,"Korea, Republic of"
170490 - Other,"207,380",13.40,13.40,10,9,,,"Korea, Republic of"
,2010,"3,468,522",11.40,11.40,42,39,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,"749,988",,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,"5,104",8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","81,875",,,3,3,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,087",,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","2,426,256",12.80,12.80,8,7,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","30,292",,,2,2,,,"Korea, Republic of"
170490 - Other,"173,919",13.40,13.40,10,9,,,"Korea, Republic of"
,2009,"1,766,417",11.40,11.40,42,39,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,279,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",126,,,1,1,,,"Korea, Republic of"
170219 -- Other,363,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,"1,088",8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","14,213",,,3,3,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,558,006",12.80,12.80,8,7,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","60,437",,,2,2,,,"Korea, Republic of"
170490 - Other,"131,906",13.40,13.40,10,9,,,"Korea, Republic of"
,2008,"248,332",11.40,11.40,42,39,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,"2,388",,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","20,112",,,3,3,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,934",,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","46,552",12.80,12.80,8,7,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","37,617",,,2,2,,,"Korea, Republic of"
170490 - Other,"139,730",13.40,13.40,10,9,,,"Korea, Republic of"
,2007,"441,493",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,219,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","6,441",,,1,1,,,"Korea, Republic of"
170219 -- Other,41,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,548,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","28,164",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","35,784",12.80,12.80,9,8,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","24,162",,,4,4,,,"Korea, Republic of"
170490 - Other,"346,133",13.40,13.40,10,9,,,"Korea, Republic of"
,2006,"1,022,962",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,13,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,628,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","14,025",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","46,357",12.80,12.80,9,8,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","57,594",,,4,4,,,"Korea, Republic of"
170490 - Other,"904,346",13.40,13.40,10,9,,,"Korea, Republic of"
,2005,"1,896,941",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,560,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","16,683",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","21,933",12.80,12.80,9,8,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","45,310",,,4,4,,,"Korea, Republic of"
170490 - Other,"1,812,454",13.40,13.40,10,9,,,"Korea, Republic of"
,2004,"1,809,415",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,37,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","39,096",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","2,538",,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,697,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","6,220",12.80,12.80,9,8,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","44,681",,,4,4,,,"Korea, Republic of"
170490 - Other,"1,716,147",13.40,13.40,10,9,,,"Korea, Republic of"
,2003,"1,947,067",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,"5,622",,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","3,416",,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","38,834",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","71,763",12.80,12.80,9,8,,,"Korea, Republic of"
170310 - Cane molasses,,,,1,1,,,"Korea, Republic of"
170390 - Other,,,,1,1,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","18,371",,,4,4,,,"Korea, Republic of"
170490 - Other,"1,809,060",13.40,13.40,10,9,,,"Korea, Republic of"
,2002,"1,427,681",11.40,11.40,47,44,,,"Korea, Republic of"
170111 -- Cane sugar,,,,2,2,,,"Korea, Republic of"
170112 -- Beet sugar,,,,2,2,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,"Korea, Republic of"
170199 -- Other,,,,2,2,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,"Korea, Republic of"
170219 -- Other,,,,1,1,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,128",,,5,5,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,"Korea, Republic of"
170250 - Chemically pure fructose,,,,1,1,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,"Korea, Republic of"
