Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
870390 - Other,,10.00,10.00,1,,,,Brazil
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Brazil
870421 - - g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,Brazil
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,,,Brazil
870423 - - g.v.w. exceeding 20 tonnes,,15.83,15.83,3,,,,Brazil
870431 - - g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,Brazil
870432 - - g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Brazil
870490 - Other,,10.00,10.00,1,,,,Brazil
870510 - Crane lorries,,3.70,3.70,1,,,,Brazil
870520 - Mobile drilling derricks,,3.70,3.70,1,,,,Brazil
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Brazil
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,Brazil
870590 - Other,,3.70,3.70,2,,,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,Brazil
870710 - For the vehicles of heading 87.03,,4.50,4.50,2,,,,Brazil
870790 - Other,,4.50,4.50,2,,,,Brazil
870810 - Bumpers and parts thereof,,3.75,3.75,2,,,,Brazil
870821 - - Safety seat belts,,3.75,3.75,2,,,,Brazil
870829 - - Other,,3.75,3.75,2,,,,Brazil
870830 - Brakes and servo-brakes; parts thereof,,4.00,4.00,3,,,,Brazil
870840 - Gear boxes and parts thereof,,3.88,3.88,4,,,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,4.00,5,,,,Brazil
870870 - Road wheels and parts and accessories thereof,,3.75,3.75,4,,,,Brazil
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,3.80,5,,,,Brazil
870891 - - Radiators and parts thereof,,3.88,3.88,4,,,,Brazil
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,3.88,4,,,,Brazil
870893 - - Clutches and parts thereof,,3.75,3.75,2,,,,Brazil
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,3.88,4,,,,Brazil
870895 - - Safety airbags with inflater system; parts thereof,,3.67,3.67,3,,,,Brazil
870899 - - Other,,3.67,3.67,3,,,,Brazil
870911 - - Electrical,,3.00,3.00,2,,,,Brazil
870919 - - Other,,3.00,3.00,2,,,,Brazil
870990 - Parts,,3.50,3.50,1,,,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,Brazil
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,Brazil
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,8.00,3,,,,Brazil
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,6.00,2,,,,Brazil
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,6.00,1,,,,Brazil
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,6.00,1,,,,Brazil
871160 - With electric motor for propulsion,,6.00,6.00,2,,,,Brazil
871190 - Other,,6.00,6.00,1,,,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,14.50,2,,,,Brazil
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Brazil
871390 - Other,,0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),,3.70,3.70,6,,,,Brazil
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Brazil
"871491 - - Frames and forks, and parts thereof",,4.70,4.70,3,,,,Brazil
871492 - - Wheel rims and spokes,,4.70,4.70,2,,,,Brazil
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,4.70,1,,,,Brazil
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,4.70,2,,,,Brazil
871495 - - Saddles,,4.70,4.70,1,,,,Brazil
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,Brazil
871499 - - Other,,4.70,4.70,4,,,,Brazil
871500 Baby carriages and parts thereof.,,2.70,2.70,2,,,,Brazil
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,Brazil
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Brazil
871639 - - Other,,2.70,2.70,4,,,,Brazil
871640 - Other trailers and semi-trailers,,2.70,2.70,1,,,,Brazil
871680 - Other vehicles,,1.70,1.70,1,,,,Brazil
871690 - Parts,,1.70,1.70,4,,,,Brazil
,2017,"235,327,262",6.65,6.65,199,,,,Brazil
870110 - Single axle tractors,"52,965",3.00,3.00,1,,,,Brazil
870120 - Road tractors for semi-trailers,8,16.00,16.00,2,,,,Brazil
870130 - Track-laying tractors,,0.00,0.00,1,,,,Brazil
870191 - - Not exceeding 18 kW,26,3.50,3.50,2,,,,Brazil
870192 - - Exceeding 18 kW but not exceeding 37 kW,"277,170",3.50,3.50,2,,,,Brazil
870193 - - Exceeding 37 kW but not exceeding 75 kW,"55,665",3.50,3.50,2,,,,Brazil
870194 - - Exceeding 75 kW but not exceeding 130 kW,"84,873",3.50,3.50,2,,,,Brazil
870195 - - Exceeding 130 kW,"79,513",3.50,3.50,2,,,,Brazil
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),"43,694",13.00,13.00,4,,,,Brazil
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,13.00,2,,,,Brazil
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,13.00,2,,,,Brazil
870240 - With only electric motor for propulsion,384,10.00,10.00,1,,,,Brazil
870290 - Other,,12.40,12.40,5,,,,Brazil
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,223,7.50,7.50,2,,,,Brazil
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","921,304",10.00,10.00,2,,,,Brazil
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,320,464",10.00,10.00,2,,,,Brazil
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","1,992,313",10.00,10.00,3,,,,Brazil
"870324 - - Of a cylinder capacity exceeding 3,000 cc","391,975",10.00,10.00,2,,,,Brazil
"870331 - - Of a cylinder capacity not exceeding 1,500 cc","253,058",10.00,10.00,2,,,,Brazil
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","149,843",10.00,10.00,3,,,,Brazil
"870333 - - Of a cylinder capacity exceeding 2,500 cc",78,10.00,10.00,3,,,,Brazil
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",304,10.00,10.00,2,,,,Brazil
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,Brazil
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",3,10.00,10.00,2,,,,Brazil
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,Brazil
"870380 - Other vehicles, with only electric motor for propulsion","2,129",10.00,10.00,2,,,,Brazil
870390 - Other,"47,200",10.00,10.00,1,,,,Brazil
870410 - Dumpers designed for off-highway use,"4,153,733",0.00,0.00,2,,,,Brazil
870421 - - g.v.w. not exceeding 5 tonnes,"91,968",13.50,13.50,5,,,,Brazil
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"208,927",15.83,15.83,3,,,,Brazil
870423 - - g.v.w. exceeding 20 tonnes,"131,233",15.83,15.83,3,,,,Brazil
870431 - - g.v.w. not exceeding 5 tonnes,"35,089",13.50,13.50,5,,,,Brazil
870432 - - g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Brazil
870490 - Other,44,10.00,10.00,1,,,,Brazil
870510 - Crane lorries,"1,801,754",3.70,3.70,1,,,,Brazil
870520 - Mobile drilling derricks,,3.70,3.70,1,,,,Brazil
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Brazil
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,Brazil
870590 - Other,"118,552",3.70,3.70,2,,,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",215,9.88,9.88,4,,,,Brazil
870710 - For the vehicles of heading 87.03,"545,025",4.50,4.50,2,,,,Brazil
870790 - Other,"395,036",4.50,4.50,2,,,,Brazil
870810 - Bumpers and parts thereof,"1,628,657",3.75,3.75,2,,,,Brazil
870821 - - Safety seat belts,"103,739",3.75,3.75,2,,,,Brazil
870829 - - Other,"46,680,499",3.75,3.75,2,,,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"8,490,056",4.00,4.00,3,,,,Brazil
870840 - Gear boxes and parts thereof,"29,020,924",3.88,3.88,4,,,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","18,212,634",4.00,4.00,5,,,,Brazil
870870 - Road wheels and parts and accessories thereof,"1,428,013",3.75,3.75,4,,,,Brazil
870880 - Suspension systems and parts thereof (including shock-absorbers),"23,900,560",3.80,3.80,5,,,,Brazil
870891 - - Radiators and parts thereof,"2,533,492",3.88,3.88,4,,,,Brazil
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"1,136,405",3.88,3.88,4,,,,Brazil
870893 - - Clutches and parts thereof,"27,652,436",3.75,3.75,2,,,,Brazil
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","11,081,792",3.88,3.88,4,,,,Brazil
870895 - - Safety airbags with inflater system; parts thereof,"38,853",3.67,3.67,3,,,,Brazil
870899 - - Other,"45,800,425",3.67,3.67,3,,,,Brazil
870911 - - Electrical,"44,896",3.00,3.00,2,,,,Brazil
870919 - - Other,"1,001,382",3.00,3.00,2,,,,Brazil
870990 - Parts,"17,975",3.50,3.50,1,,,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,Brazil
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"4,883",8.00,8.00,1,,,,Brazil
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"401,071",8.00,8.00,3,,,,Brazil
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,849,6.00,6.00,2,,,,Brazil
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"15,009",6.00,6.00,1,,,,Brazil
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"128,446",6.00,6.00,1,,,,Brazil
871160 - With electric motor for propulsion,"8,055",6.00,6.00,2,,,,Brazil
871190 - Other,"7,035",6.00,6.00,1,,,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","40,168",14.50,14.50,2,,,,Brazil
871310 - Not mechanically propelled,"2,574",0.00,0.00,1,,,,Brazil
871390 - Other,"10,507",0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"413,240",3.70,3.70,6,,,,Brazil
871420 - Of carriages for disabled persons,"105,306",0.00,0.00,1,,,,Brazil
"871491 - - Frames and forks, and parts thereof","7,345",4.70,4.70,3,,,,Brazil
871492 - - Wheel rims and spokes,"1,435",4.70,4.70,2,,,,Brazil
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",242,4.70,4.70,1,,,,Brazil
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,563",4.70,4.70,2,,,,Brazil
871495 - - Saddles,365,4.70,4.70,1,,,,Brazil
"871496 - - Pedals and crank-gear, and parts thereof",735,4.70,4.70,3,,,,Brazil
871499 - - Other,"71,445",4.70,4.70,4,,,,Brazil
871500 Baby carriages and parts thereof.,"9,097",2.70,2.70,2,,,,Brazil
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"140,802",2.70,2.70,1,,,,Brazil
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Brazil
871639 - - Other,"1,272,082",2.70,2.70,4,,,,Brazil
871640 - Other trailers and semi-trailers,"1,030",2.70,2.70,1,,,,Brazil
871680 - Other vehicles,"71,208",1.70,1.70,1,,,,Brazil
871690 - Parts,"684,266",1.70,1.70,4,,,,Brazil
,2016,"195,050,681",6.29,6.29,184,,,,Brazil
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,,,Brazil
870120 - Road tractors for semi-trailers,"183,347",16.00,16.00,2,,,,Brazil
870130 -Track-laying tractors,"142,935",0.00,0.00,1,,,,Brazil
870190 - Other,"273,530",0.88,0.88,8,,,,Brazil
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"10,844",13.00,13.00,4,,,,Brazil
870290 - Other,"59,885",12.40,12.40,5,,,,Brazil
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,7.50,2,,,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","901,582",10.00,10.00,2,,,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","2,391,424",10.00,10.00,2,,,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","4,374,951",10.00,10.00,3,,,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","717,459",10.00,10.00,2,,,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","118,813",10.00,10.00,2,,,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","520,746",10.00,10.00,3,,,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","175,825",10.00,10.00,3,,,,Brazil
870390 - Other,"240,944",10.00,10.00,2,,,,Brazil
870410 - Dumpers designed for off-highway use,"36,266",0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"31,692",13.50,13.50,5,,,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"259,744",15.83,15.83,3,,,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,"14,424",15.83,15.83,3,,,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,"5,317",13.50,13.50,5,,,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Brazil
870490 - Other,,10.00,10.00,1,,,,Brazil
870510 - Crane lorries,"3,200,941",3.70,3.70,1,,,,Brazil
870520 -Mobile drilling derricks,,3.70,3.70,1,,,,Brazil
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Brazil
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,Brazil
870590 - Other,"74,977",3.70,3.70,2,,,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,Brazil
870710 - For the vehicles of heading 87.03,"218,673",4.50,4.50,2,,,,Brazil
870790 - Other,"241,103",4.50,4.50,2,,,,Brazil
870810 - Bumpers and parts thereof,"1,576,827",3.75,3.75,2,,,,Brazil
870821 -- Safety seat belts,"141,232",3.75,3.75,2,,,,Brazil
870829 -- Other,"13,211,966",3.75,3.75,2,,,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"10,516,954",4.00,4.00,3,,,,Brazil
870840 - Gear boxes and parts thereof,"29,315,486",3.88,3.88,4,,,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","15,245,739",4.00,4.00,5,,,,Brazil
870870 - Road wheels and parts and accessories thereof,"1,618,584",3.75,3.75,4,,,,Brazil
870880 - Suspension systems and parts thereof (including shock- absorbers),"24,679,333",3.80,3.80,5,,,,Brazil
870891 -- Radiators and parts thereof,"3,446,374",3.88,3.88,4,,,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"1,085,841",3.88,3.88,4,,,,Brazil
870893 -- Clutches and parts thereof,"26,788,883",3.75,3.75,2,,,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","7,819,028",3.88,3.88,4,,,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"158,900",3.67,3.67,3,,,,Brazil
870899 -- Other,"42,722,756",3.67,3.67,3,,,,Brazil
870911 -- Electrical,"4,210",3.00,3.00,2,,,,Brazil
870919 -- Other,"89,526",3.00,3.00,2,,,,Brazil
870990 - Parts,"61,192",3.50,3.50,1,,,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,Brazil
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,Brazil
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"334,600",8.00,8.00,3,,,,Brazil
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"28,808",6.00,6.00,2,,,,Brazil
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"10,361",6.00,6.00,1,,,,Brazil
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"54,918",6.00,6.00,1,,,,Brazil
871190 - Other,"1,742",6.00,6.00,2,,,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","38,600",14.50,14.50,2,,,,Brazil
871310 - Not mechanically propelled,648,0.00,0.00,1,,,,Brazil
871390 - Other,"3,930",0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"786,687",3.70,3.70,6,,,,Brazil
871420 - Of carriages for disabled persons,"59,564",0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof","1,916",4.70,4.70,3,,,,Brazil
871492 -- Wheel rims and spokes,916,4.70,4.70,2,,,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","2,810",4.70,4.70,1,,,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","20,500",4.70,4.70,2,,,,Brazil
871495 -- Saddles,,4.70,4.70,1,,,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,Brazil
871499 -- Other,"53,679",4.70,4.70,4,,,,Brazil
871500 Baby carriages and parts thereof.,"3,735",2.70,2.70,2,,,,Brazil
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","9,564",2.70,2.70,2,,,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,Brazil
871631 -- Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Brazil
871639 -- Other,"50,485",2.70,2.70,4,,,,Brazil
871640 - Other trailers and semi-trailers,"1,082",2.70,2.70,1,,,,Brazil
871680 - Other vehicles,"357,764",1.70,1.70,1,,,,Brazil
871690 - Parts,"550,117",1.70,1.70,4,,,,Brazil
,2015,"187,834,816",6.29,6.29,184,,,,Brazil
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,,,Brazil
870120 - Road tractors for semi-trailers,,16.00,16.00,2,,,,Brazil
870130 -Track-laying tractors,,0.00,0.00,1,,,,Brazil
870190 - Other,"430,387",0.88,0.88,8,,,,Brazil
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,13.00,4,,,,Brazil
870290 - Other,"92,582",12.40,12.40,5,,,,Brazil
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,7.50,2,,,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","1,128,634",10.00,10.00,2,,,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","2,068,334",10.00,10.00,2,,,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","3,248,116",10.00,10.00,3,,,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","88,698",10.00,10.00,2,,,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","455,795",10.00,10.00,2,,,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","658,410",10.00,10.00,3,,,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","136,802",10.00,10.00,3,,,,Brazil
870390 - Other,,10.00,10.00,2,,,,Brazil
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"65,975",13.50,13.50,5,,,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,"65,459",15.83,15.83,3,,,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,"215,371",13.50,13.50,5,,,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Brazil
870490 - Other,,10.00,10.00,1,,,,Brazil
870510 - Crane lorries,,3.70,3.70,1,,,,Brazil
870520 -Mobile drilling derricks,,3.70,3.70,1,,,,Brazil
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Brazil
870540 - Concrete-mixer lorries,"604,543",3.70,3.70,1,,,,Brazil
870590 - Other,"34,547",3.70,3.70,2,,,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","190,541",9.88,9.88,4,,,,Brazil
870710 - For the vehicles of heading 87.03,"193,969",4.50,4.50,2,,,,Brazil
870790 - Other,"200,421",4.50,4.50,2,,,,Brazil
870810 - Bumpers and parts thereof,"1,507,743",3.75,3.75,2,,,,Brazil
870821 -- Safety seat belts,"101,950",3.75,3.75,2,,,,Brazil
870829 -- Other,"13,286,088",3.75,3.75,2,,,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"13,110,189",4.00,4.00,3,,,,Brazil
870840 - Gear boxes and parts thereof,"21,339,934",3.88,3.88,4,,,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","16,108,053",4.00,4.00,5,,,,Brazil
870870 - Road wheels and parts and accessories thereof,"2,013,459",3.75,3.75,4,,,,Brazil
870880 - Suspension systems and parts thereof (including shock- absorbers),"20,320,530",3.80,3.80,5,,,,Brazil
870891 -- Radiators and parts thereof,"3,281,356",3.88,3.88,4,,,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"822,056",3.88,3.88,4,,,,Brazil
870893 -- Clutches and parts thereof,"27,457,424",3.75,3.75,2,,,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","6,158,208",3.88,3.88,4,,,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"256,620",3.67,3.67,3,,,,Brazil
870899 -- Other,"50,641,786",3.67,3.67,3,,,,Brazil
870911 -- Electrical,,3.00,3.00,2,,,,Brazil
870919 -- Other,"4,553",3.00,3.00,2,,,,Brazil
870990 - Parts,792,3.50,3.50,1,,,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,Brazil
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,Brazil
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"285,045",8.00,8.00,3,,,,Brazil
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"5,874",6.00,6.00,2,,,,Brazil
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"9,522",6.00,6.00,1,,,,Brazil
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"31,045",6.00,6.00,1,,,,Brazil
871190 - Other,,6.00,6.00,2,,,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","7,553",14.50,14.50,2,,,,Brazil
