Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,,14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,,16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
391690 - Of other plastics,,16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,6.67,6.67,3,,,,Japan
391721 - - Of polymers of ethylene,,16.00,16.00,1,,,,Japan
391722 - - Of polymers of propylene,,16.00,16.00,1,,,,Japan
391723 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
391729 - - Of other plastics,,16.00,16.00,1,,,,Japan
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,16.00,16.00,1,,,,Japan
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,12.50,12.50,8,,,,Japan
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,16.00,16.00,1,,,,Japan
391739 - - Other,,16.00,16.00,1,,,,Japan
391740 - Fittings,,8.00,8.00,2,,,,Japan
391810 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
391890 - Of other plastics,,16.00,16.00,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,,16.00,16.00,3,,,,Japan
391990 - Other,,16.00,16.00,3,,,,Japan
392010 - Of polymers of ethylene,,6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,,9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,,16.00,16.00,1,,,,Japan
392043 - - Containing by weight not less than 6 % of plasticisers,,16.00,16.00,2,,,,Japan
392049 - - Other,,16.00,16.00,1,,,,Japan
392051 - - Of poly(methyl methacrylate),,16.00,16.00,1,,,,Japan
392059 - - Other,,16.00,16.00,1,,,,Japan
392061 - - Of polycarbonates,,16.00,16.00,1,,,,Japan
392062 - - Of poly(ethylene terephthalate),,12.50,12.50,4,,,,Japan
392063 - - Of unsaturated polyesters,,16.00,16.00,1,,,,Japan
392069 - - Of other polyesters,,16.00,16.00,1,,,,Japan
392071 - - Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392073 - - Of cellulose acetate,,16.00,16.00,2,,,,Japan
392079 - - Of other cellulose derivatives,,9.00,9.00,2,,,,Japan
392091 - - Of poly(vinyl butyral),,2.00,2.00,1,,,,Japan
392092 - - Of polyamides,,16.00,16.00,1,,,,Japan
392093 - - Of amino-resins,,16.00,16.00,1,,,,Japan
392094 - - Of phenolic resins,,16.00,16.00,1,,,,Japan
392099 - - Of other plastics,,9.00,9.00,6,,,,Japan
392111 - - Of polymers of styrene,,16.00,16.00,1,,,,Japan
392112 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
392113 - - Of polyurethanes,,9.00,9.00,2,,,,Japan
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392119 - - Of other plastics,,16.00,16.00,1,,,,Japan
392190 - Other,,9.00,9.00,6,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,,18.00,18.00,1,,,,Japan
392290 - Other,,18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles",,18.00,18.00,2,,,,Japan
392321 - - Of polymers of ethylene,,18.00,18.00,2,,,,Japan
392329 - - Of other plastics,,18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles",,18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports",,18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures",,18.00,18.00,1,,,,Japan
392390 - Other,,18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,,18.00,18.00,1,,,,Japan
392490 - Other,,18.00,18.00,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,18.00,18.00,1,,,,Japan
392590 - Other,,18.00,18.00,2,,,,Japan
392610 - Office or school supplies,,18.00,18.00,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,18.00,18.00,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like",,18.00,18.00,1,,,,Japan
392640 - Statuettes and other ornamental articles,,18.00,18.00,1,,,,Japan
392690 - Other,,12.22,12.22,9,,,,Japan
,2017,"134,728,759",10.96,10.96,313,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"9,995",14.00,14.00,3,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"367,887",8.00,8.00,4,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,,14.00,14.00,2,,,,Japan
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",,14.00,14.00,1,,,,Japan
390190 - Other,"1,101,637",8.00,8.00,6,,,,Japan
390210 - Polypropylene,"2,070,639",14.00,14.00,2,,,,Japan
390220 - Polyisobutylene,"188,288",14.00,14.00,1,,,,Japan
390230 - Propylene copolymers,"821,432",14.00,14.00,1,,,,Japan
390290 - Other,"2,449,122",14.00,14.00,1,,,,Japan
390311 - - Expansible,,14.00,14.00,2,,,,Japan
390319 - - Other,"21,651",14.00,14.00,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"110,739",2.00,2.00,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,530,115",8.00,8.00,2,,,,Japan
390390 - Other,"484,798",10.00,10.00,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","181,352",14.00,14.00,3,,,,Japan
390421 - - Non-plasticised,,14.00,14.00,1,,,,Japan
390422 - - Plasticised,"2,092",14.00,14.00,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"380,116",14.00,14.00,1,,,,Japan
390440 - Other vinyl chloride copolymers,853,14.00,14.00,2,,,,Japan
390450 - Vinylidene chloride polymers,"926,191",2.00,2.00,2,,,,Japan
390461 - - Polytetrafluoroethylene,"127,442",2.00,2.00,2,,,,Japan
390469 - - Other,"234,981",2.00,2.00,2,,,,Japan
390490 - Other,"401,477",14.00,14.00,1,,,,Japan
390512 - - In aqueous dispersion,"9,862",14.00,14.00,1,,,,Japan
390519 - - Other,,14.00,14.00,2,,,,Japan
390521 - - In aqueous dispersion,,14.00,14.00,1,,,,Japan
390529 - - Other,"11,416",14.00,14.00,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","8,346,185",2.00,2.00,1,,,,Japan
390591 - - Copolymers,"58,447",8.00,8.00,2,,,,Japan
390599 - - Other,"150,494",4.50,4.50,4,,,,Japan
390610 - Poly(methyl methacrylate),"2,185,514",14.00,14.00,1,,,,Japan
390690 - Other,"29,019,256",10.35,10.35,17,,,,Japan
390710 - Polyacetals,"24,910",8.67,8.67,9,,,,Japan
390720 - Other polyethers,"595,716",8.67,8.67,9,,,,Japan
390730 - Epoxide resins,"1,930,226",14.00,14.00,5,,,,Japan
390740 - Polycarbonates,"1,156,508",8.00,8.00,2,,,,Japan
390750 - Alkyd resins,"247,364",14.00,14.00,2,,,,Japan
390761 - - Having a viscosity number of 78 ml/g or higher,,14.00,14.00,1,,,,Japan
390769 - - Other,"58,275",14.00,14.00,1,,,,Japan
390770 - Poly(lactic acid),,14.00,14.00,1,,,,Japan
390791 - - Unsaturated,"192,997",14.00,14.00,1,,,,Japan
390799 - - Other,"1,079,198",8.00,8.00,6,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","4,000,696",6.80,6.80,10,,,,Japan
390890 - Other,"307,981",6.00,6.00,3,,,,Japan
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,Japan
390920 - Melamine resins,"570,944",14.00,14.00,4,,,,Japan
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","3,503,903",14.00,14.00,1,,,,Japan
390939 - - Other,"1,339",14.00,14.00,1,,,,Japan
390940 - Phenolic resins,"291,732",14.00,14.00,4,,,,Japan
390950 - Polyurethanes,"2,887,878",9.20,9.20,5,,,,Japan
391000 Silicones in primary forms.,"5,779,291",9.50,9.50,8,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","518,317",10.00,10.00,3,,,,Japan
391190 - Other,"413,439",5.69,5.69,13,,,,Japan
391211 - - Non-plasticised,,5.00,5.00,2,,,,Japan
391212 - - Plasticised,,2.00,2.00,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,Japan
391231 - - Carboxymethylcellulose and its salts,"98,700",14.00,14.00,4,,,,Japan
391239 - - Other,"1,439,768",2.00,2.00,4,,,,Japan
391290 - Other,"43,833",10.00,10.00,6,,,,Japan
"391310 - Alginic acid, its salts and esters","172,321",2.00,2.00,1,,,,Japan
391390 - Other,"783,941",4.67,4.67,9,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","640,735",2.00,2.00,3,,,,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,,14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,591,16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,361,16.00,16.00,1,,,,Japan
391690 - Of other plastics,"29,404",16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"107,899",6.67,6.67,3,,,,Japan
391721 - - Of polymers of ethylene,"4,005",16.00,16.00,1,,,,Japan
391722 - - Of polymers of propylene,"7,227",16.00,16.00,1,,,,Japan
391723 - - Of polymers of vinyl chloride,"43,640",16.00,16.00,1,,,,Japan
391729 - - Of other plastics,"439,475",16.00,16.00,1,,,,Japan
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","95,313",16.00,16.00,1,,,,Japan
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","1,462,858",12.50,12.50,8,,,,Japan
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","371,736",16.00,16.00,1,,,,Japan
391739 - - Other,"1,093,537",16.00,16.00,1,,,,Japan
391740 - Fittings,"1,158,243",8.00,8.00,2,,,,Japan
391810 - Of polymers of vinyl chloride,"20,297",16.00,16.00,1,,,,Japan
391890 - Of other plastics,"1,540",16.00,16.00,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"2,641,758",16.00,16.00,3,,,,Japan
391990 - Other,"4,568,138",16.00,16.00,3,,,,Japan
392010 - Of polymers of ethylene,"1,011,252",6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,"1,218,059",9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,"407,897",16.00,16.00,1,,,,Japan
392043 - - Containing by weight not less than 6 % of plasticisers,"316,505",16.00,16.00,2,,,,Japan
392049 - - Other,"76,610",16.00,16.00,1,,,,Japan
392051 - - Of poly(methyl methacrylate),"142,657",16.00,16.00,1,,,,Japan
392059 - - Other,"3,441",16.00,16.00,1,,,,Japan
392061 - - Of polycarbonates,"211,033",16.00,16.00,1,,,,Japan
392062 - - Of poly(ethylene terephthalate),"758,285",12.50,12.50,4,,,,Japan
392063 - - Of unsaturated polyesters,326,16.00,16.00,1,,,,Japan
392069 - - Of other polyesters,"13,504",16.00,16.00,1,,,,Japan
392071 - - Of regenerated cellulose,"76,198",16.00,16.00,1,,,,Japan
392073 - - Of cellulose acetate,"51,474",16.00,16.00,2,,,,Japan
392079 - - Of other cellulose derivatives,"1,578,389",9.00,9.00,2,,,,Japan
392091 - - Of poly(vinyl butyral),"338,659",16.00,16.00,1,,,,Japan
392092 - - Of polyamides,"41,635",16.00,16.00,1,,,,Japan
392093 - - Of amino-resins,,16.00,16.00,1,,,,Japan
392094 - - Of phenolic resins,,16.00,16.00,1,,,,Japan
392099 - - Of other plastics,"1,969,941",9.00,9.00,6,,,,Japan
392111 - - Of polymers of styrene,302,16.00,16.00,1,,,,Japan
392112 - - Of polymers of vinyl chloride,"35,375",16.00,16.00,1,,,,Japan
392113 - - Of polyurethanes,"119,775",9.00,9.00,2,,,,Japan
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392119 - - Of other plastics,"1,690,917",16.00,16.00,1,,,,Japan
392190 - Other,"1,676,568",10.40,10.40,5,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,"6,752",18.00,18.00,1,,,,Japan
392290 - Other,521,18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","196,225",18.00,18.00,2,,,,Japan
392321 - - Of polymers of ethylene,"1,139,828",18.00,18.00,2,,,,Japan
392329 - - Of other plastics,"21,400",18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","186,338",18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","3,668",18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures","167,503",18.00,18.00,1,,,,Japan
392390 - Other,"183,744",18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,"368,087",18.00,18.00,1,,,,Japan
392490 - Other,"132,837",18.00,18.00,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","48,466",18.00,18.00,1,,,,Japan
392590 - Other,"1,279",18.00,18.00,2,,,,Japan
392610 - Office or school supplies,"123,293",18.00,18.00,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","13,048",18.00,18.00,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like","4,707,481",18.00,18.00,1,,,,Japan
392640 - Statuettes and other ornamental articles,"7,702",18.00,18.00,1,,,,Japan
392690 - Other,"25,703,770",12.22,12.22,9,,,,Japan
,2016,"132,527,532",10.93,10.93,307,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"27,671",14.00,14.00,3,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"406,923",8.00,8.00,4,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,,14.00,14.00,2,,,,Japan
390190 - Other,"1,024,501",8.00,8.00,6,,,,Japan
390210 - Polypropylene,"2,462,624",14.00,14.00,2,,,,Japan
390220 - Polyisobutylene,"203,036",14.00,14.00,1,,,,Japan
390230 - Propylene copolymers,"341,686",14.00,14.00,1,,,,Japan
390290 - Other,"2,361,869",14.00,14.00,1,,,,Japan
390311 -- Expansible,,14.00,14.00,2,,,,Japan
390319 -- Other,"30,862",14.00,14.00,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"144,557",14.00,14.00,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,013,191",14.00,14.00,2,,,,Japan
390390 - Other,"636,594",10.00,10.00,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","397,861",14.00,14.00,3,,,,Japan
390421 -- Non-plasticised,,14.00,14.00,1,,,,Japan
390422 -- Plasticised,,14.00,14.00,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"275,362",14.00,14.00,1,,,,Japan
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,Japan
390450 - Vinylidene chloride polymers,"1,063,792",2.00,2.00,2,,,,Japan
390461 -- Polytetrafluoroethylene,"43,862",2.00,2.00,2,,,,Japan
390469 -- Other,"215,543",2.00,2.00,2,,,,Japan
390490 - Other,"197,265",14.00,14.00,1,,,,Japan
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390519 -- Other,,14.00,14.00,2,,,,Japan
390521 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390529 -- Other,"7,267",14.00,14.00,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","8,369,176",2.00,2.00,1,,,,Japan
390591 -- Copolymers,"60,086",8.00,8.00,2,,,,Japan
390599 -- Other,"140,501",4.50,4.50,4,,,,Japan
390610 - Poly(methyl methacrylate),"1,149,690",14.00,14.00,1,,,,Japan
390690 - Other,"36,771,679",9.76,9.76,17,,,,Japan
390710 - Polyacetals,"22,631",8.67,8.67,9,,,,Japan
390720 - Other polyethers,"719,767",8.67,8.67,9,,,,Japan
390730 - Epoxide resins,"1,366,822",14.00,14.00,5,,,,Japan
390740 - Polycarbonates,"1,037,455",8.00,8.00,2,,,,Japan
390750 - Alkyd resins,"289,826",14.00,14.00,2,,,,Japan
390760 - Poly(ethylene terephthalate),"51,840",14.00,14.00,1,,,,Japan
390770 - Poly(lactic acid),,14.00,14.00,1,,,,Japan
390791 -- Unsaturated,"146,036",14.00,14.00,1,,,,Japan
390799 -- Other,"663,591",8.00,8.00,6,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","4,039,073",6.80,6.80,10,,,,Japan
390890 - Other,"171,467",6.00,6.00,3,,,,Japan
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,Japan
390920 - Melamine resins,"569,410",14.00,14.00,4,,,,Japan
390930 - Other amino-resins,"2,661,535",14.00,14.00,2,,,,Japan
390940 - Phenolic resins,"263,349",14.00,14.00,4,,,,Japan
390950 - Polyurethanes,"3,051,264",9.20,9.20,5,,,,Japan
391000 Silicones in primary forms.,"4,652,499",9.50,9.50,8,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","1,516,518",10.00,10.00,3,,,,Japan
391190 - Other,"793,854",5.69,5.69,13,,,,Japan
391211 -- Non-plasticised,,5.00,5.00,2,,,,Japan
391212 -- Plasticised,,2.00,2.00,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,Japan
391231 -- Carboxymethylcellulose and its salts,"71,084",14.00,14.00,4,,,,Japan
391239 -- Other,"1,430,448",2.00,2.00,4,,,,Japan
391290 - Other,"61,548",10.00,10.00,6,,,,Japan
"391310 - Alginic acid, its salts and esters","7,198",2.00,2.00,1,,,,Japan
391390 - Other,"581,653",4.67,4.67,9,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","687,626",2.00,2.00,3,,,,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,,14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,870,16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,720,16.00,16.00,1,,,,Japan
391690 - Of other plastics,"22,011",16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"171,663",6.67,6.67,3,,,,Japan
391721 -- Of polymers of ethylene,"1,677",16.00,16.00,1,,,,Japan
391722 -- Of polymers of propylene,"10,175",16.00,16.00,1,,,,Japan
391723 -- Of polymers of vinyl chloride,"42,656",16.00,16.00,1,,,,Japan
391729 -- Of other plastics,"252,432",16.00,16.00,1,,,,Japan
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","98,494",16.00,16.00,1,,,,Japan
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,345,517",12.50,12.50,8,,,,Japan
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","620,711",16.00,16.00,1,,,,Japan
391739 -- Other,"1,189,870",16.00,16.00,1,,,,Japan
391740 - Fittings,"367,313",8.00,8.00,2,,,,Japan
391810 - Of polymers of vinyl chloride,"51,838",16.00,16.00,1,,,,Japan
391890 - Of other plastics,325,16.00,16.00,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"2,242,042",16.00,16.00,1,,,,Japan
391990 - Other,"3,214,772",16.00,16.00,1,,,,Japan
392010 - Of polymers of ethylene,"727,348",6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,"2,065,502",9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,"1,347,549",16.00,16.00,1,,,,Japan
392043 -- Containing by weight not less than 6 % of plasticisers,"208,586",16.00,16.00,2,,,,Japan
392049 -- Other,"58,856",16.00,16.00,1,,,,Japan
392051 -- Of poly(methyl methacrylate),"72,642",16.00,16.00,1,,,,Japan
392059 -- Other,"9,237",16.00,16.00,1,,,,Japan
392061 -- Of polycarbonates,"71,422",16.00,16.00,1,,,,Japan
392062 -- Of poly(ethylene terephthalate),"701,106",12.50,12.50,4,,,,Japan
392063 -- Of unsaturated polyesters,,16.00,16.00,1,,,,Japan
392069 -- Of other polyesters,"1,330",16.00,16.00,1,,,,Japan
392071 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392073 -- Of cellulose acetate,,16.00,16.00,2,,,,Japan
392079 -- Of other cellulose derivatives,"457,367",9.00,9.00,2,,,,Japan
392091 -- Of poly(vinyl butyral),"1,074,008",16.00,16.00,1,,,,Japan
392092 -- Of polyamides,"40,619",16.00,16.00,1,,,,Japan
392093 -- Of amino-resins,,16.00,16.00,1,,,,Japan
392094 -- Of phenolic resins,,16.00,16.00,1,,,,Japan
392099 -- Of other plastics,"2,433,922",9.00,9.00,6,,,,Japan
392111 -- Of polymers of styrene,"3,884",16.00,16.00,1,,,,Japan
392112 -- Of polymers of vinyl chloride,"23,877",16.00,16.00,1,,,,Japan
392113 -- Of polyurethanes,"380,848",9.00,9.00,2,,,,Japan
392114 -- Of regenerated cellulose,108,16.00,16.00,1,,,,Japan
392119 -- Of other plastics,"1,100,508",16.00,16.00,1,,,,Japan
392190 - Other,"1,225,381",10.40,10.40,5,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,"10,563",18.00,18.00,1,,,,Japan
392290 - Other,,18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","145,025",18.00,18.00,2,,,,Japan
392321 -- Of polymers of ethylene,"764,644",18.00,18.00,2,,,,Japan
392329 -- Of other plastics,"25,781",18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","196,682",18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","2,260",18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures","117,955",18.00,18.00,1,,,,Japan
392390 - Other,"576,504",18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,"275,704",18.00,18.00,1,,,,Japan
392490 - Other,"643,726",18.00,18.00,1,,,,Japan
