Importer,Year,Value,Ad val. duties,Number of lines,Yemen
,(US$),Simple average,MFN duties,Pref. duties,Yemen
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Yemen
880320 - Under-carriages and parts thereof,,2.70,0.00,1,,1,,Yemen
880330 - Other parts of aeroplanes or helicopters,"62,185",2.70,0.00,1,,1,,Yemen
880390 - Other,,1.95,0.00,4,,4,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Yemen
880529 -- Other,,1.70,0.00,1,,1,,Yemen
,2013,"100,146",3.07,0.00,21,,21,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Yemen
880320 - Under-carriages and parts thereof,"94,104",2.70,0.00,1,,1,,Yemen
880330 - Other parts of aeroplanes or helicopters,,2.70,0.00,1,,1,,Yemen
880390 - Other,"6,042",1.95,0.00,4,,4,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Yemen
880529 -- Other,,1.70,0.00,1,,1,,Yemen
,2012,"74,794",3.07,0.00,21,,21,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Yemen
880320 - Under-carriages and parts thereof,"74,473",2.70,0.00,1,,1,,Yemen
880330 - Other parts of aeroplanes or helicopters,321,2.70,0.00,1,,1,,Yemen
880390 - Other,,1.95,0.00,4,,4,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Yemen
880529 -- Other,,1.70,0.00,1,,1,,Yemen
,2011,"131,767",3.07,0.00,21,,21,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Yemen
880320 - Under-carriages and parts thereof,"57,531",2.70,0.00,1,,1,,Yemen
880330 - Other parts of aeroplanes or helicopters,"74,235",2.70,0.00,1,,1,,Yemen
880390 - Other,,1.95,0.00,4,,4,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Yemen
880529 -- Other,,1.70,0.00,1,,1,,Yemen
,2010,"43,311",3.07,3.07,21,,,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Yemen
880320 - Under-carriages and parts thereof,"42,754",2.70,2.70,1,,,,Yemen
880330 - Other parts of aeroplanes or helicopters,557,2.70,2.70,1,,,,Yemen
880390 - Other,,1.95,1.95,4,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,1.70,1.70,1,,,,Yemen
,2009,"69,740",3.07,3.07,21,,,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Yemen
880320 - Under-carriages and parts thereof,"34,786",2.70,2.70,1,,,,Yemen
880330 - Other parts of aeroplanes or helicopters,"34,954",2.70,2.70,1,,,,Yemen
880390 - Other,,1.95,1.95,4,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,1.70,1.70,1,,,,Yemen
,2008,"488,783",3.07,3.07,21,,,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Yemen
880320 - Under-carriages and parts thereof,"58,505",2.70,2.70,1,,,,Yemen
880330 - Other parts of aeroplanes or helicopters,"430,278",2.70,2.70,1,,,,Yemen
880390 - Other,,1.95,1.95,4,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,1.70,1.70,1,,,,Yemen
,2007,"592,741",3.07,3.07,21,,,,Yemen
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,"162,911",2.70,2.70,1,,,,Yemen
880320 - Under-carriages and parts thereof,"26,423",2.70,2.70,1,,,,Yemen
880330 - Other parts of aeroplanes or helicopters,"403,407",2.70,2.70,1,,,,Yemen
880390 - Other,,1.95,1.95,4,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,1.70,1.70,1,,,,Yemen
,2006,"283,263",3.10,3.10,22,,,,Yemen
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,Yemen
880190 - Other,,3.20,3.20,2,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Yemen
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Yemen
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,"11,740",2.70,2.70,1,,,,Yemen
880320 - Under-carriages and parts thereof,"20,667",2.70,2.70,1,,,,Yemen
880330 - Other parts of airplanes or helicopters,"245,583",2.70,2.70,1,,,,Yemen
880390 - Other,"5,274",1.95,1.95,4,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,1.70,1.70,1,,,,Yemen
,2005,"739,841",2.01,2.01,34,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Yemen
880320 - Under-carriages and parts thereof,"451,223",1.35,1.35,2,,,,Yemen
880330 - Other parts of airplanes or helicopters,"288,619",1.35,1.35,2,,,,Yemen
880390 - Other,,1.56,1.56,5,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,0.85,0.85,2,,,,Yemen
,2004,"344,573",2.06,2.06,34,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Yemen
880320 - Under-carriages and parts thereof,"332,072",1.35,1.35,2,,,,Yemen
880330 - Other parts of airplanes or helicopters,,1.35,1.35,2,,,,Yemen
880390 - Other,,1.96,1.96,5,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,"12,501",0.85,0.85,2,,,,Yemen
,2003,"388,465",2.01,2.01,34,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Yemen
880320 - Under-carriages and parts thereof,"274,282",1.35,1.35,2,,,,Yemen
880330 - Other parts of airplanes or helicopters,"114,183",1.35,1.35,2,,,,Yemen
880390 - Other,,1.56,1.56,5,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,0.85,0.85,2,,,,Yemen
,2002,"120,255",2.01,2.01,34,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Yemen
880320 - Under-carriages and parts thereof,"120,255",1.35,1.35,2,,,,Yemen
880330 - Other parts of airplanes or helicopters,,1.35,1.35,2,,,,Yemen
880390 - Other,,1.56,1.56,5,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Yemen
880529 -- Other,,0.85,0.85,2,,,,Yemen
,2001,"3,457",2.02,2.02,33,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Yemen
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Yemen
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Yemen
880330 - Other parts of aeroplanes or helicopters,"3,457",1.35,1.35,2,,,,Yemen
880390 - Other,,1.56,1.56,5,,,,Yemen
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,Yemen
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Yemen
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Yemen
,2000,"161,818",2.02,2.02,33,,,,Yemen
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Yemen
880190 - Other,,2.13,2.13,3,,,,Yemen
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Yemen
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Yemen
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Yemen
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Yemen
