Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,,1.70,0.00,1,,1,,Albania
,2017,"2,025,843",2.14,0.00,63,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,618,490",1.98,0.00,19,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",11,0.00,0.00,3,,,,Albania
950440 - Playing cards,"1,349",2.70,0.00,1,,1,,Albania
"950450 - Video game consoles and machines, other than those of subheading 9504.30",312,0.00,0.00,1,,,,Albania
950490 - Other,117,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,10,1.35,0.00,2,,1,,Albania
950590 - Other,"246,443",2.70,0.00,1,,1,,Albania
950611 - - Skis,,3.70,0.00,4,,4,,Albania
950612 - - Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 - - Other,,2.70,0.00,1,,1,,Albania
950621 - - Sailboards,,2.70,0.00,1,,1,,Albania
950629 - - Other,219,2.70,0.00,1,,1,,Albania
"950631 - - Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 - - Balls,5,2.70,0.00,1,,1,,Albania
950639 - - Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 - - Other,2,2.70,0.00,1,,1,,Albania
950661 - - Lawn-tennis balls,3,2.70,0.00,1,,1,,Albania
950662 - - Inflatable,"1,290",2.70,0.00,1,,1,,Albania
950669 - - Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",6,1.80,0.00,3,,2,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","5,629",2.70,0.00,2,,2,,Albania
950699 - - Other,881,1.35,0.00,2,,1,,Albania
950710 - Fishing rods,2,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",3,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,7,3.70,0.00,1,,1,,Albania
950790 - Other,2,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"151,061",1.70,0.00,1,,1,,Albania
,2016,"1,864,267",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,342,589",2.09,0.00,18,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","7,290",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,0.00,0.00,1,,,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"16,779",1.35,0.00,2,,1,,Albania
950590 - Other,"367,356",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,421,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,55,2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 -- Other,,2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,,2.70,0.00,1,,1,,Albania
950669 -- Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,0.00,2,,2,,Albania
950699 -- Other,"48,216",1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"81,560",1.70,0.00,1,,1,,Albania
,2015,"698,814",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","107,660",2.09,0.00,18,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","103,541",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,0.00,0.00,1,,,,Albania
950490 - Other,"1,203",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"89,547",1.35,0.00,2,,1,,Albania
950590 - Other,"225,240",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,"10,279",2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 -- Other,,2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,,2.70,0.00,1,,1,,Albania
950669 -- Other,131,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,0.00,2,,2,,Albania
950699 -- Other,"29,357",1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"131,855",1.70,0.00,1,,1,,Albania
,2014,"1,998,049",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",718,2.09,0.00,18,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,387,859",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,0.00,0.00,1,,,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,,1.35,0.00,2,,1,,Albania
950590 - Other,"554,242",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,,2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 -- Other,,2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,,2.70,0.00,1,,1,,Albania
950669 -- Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",503,2.70,0.00,2,,2,,Albania
950699 -- Other,172,1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"54,555",1.70,0.00,1,,1,,Albania
,2013,"520,902",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","63,081",2.09,0.00,18,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","6,481",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",292,0.00,0.00,1,,,,Albania
950490 - Other,624,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,,1.35,0.00,2,,1,,Albania
950590 - Other,"405,259",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,,2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,279,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 -- Other,,2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,12,2.70,0.00,1,,1,,Albania
950669 -- Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,116",2.70,0.00,2,,2,,Albania
950699 -- Other,53,1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"43,705",1.70,0.00,1,,1,,Albania
,2012,"698,770",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",523,2.09,0.00,18,,8,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","39,923",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,0.00,0.00,1,,,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,,1.35,0.00,2,,1,,Albania
950590 - Other,"606,183",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,,2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",591,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung","1,080",4.70,0.00,1,,1,,Albania
950659 -- Other,"19,023",2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,355,2.70,0.00,1,,1,,Albania
950669 -- Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",219,2.70,0.00,2,,2,,Albania
950699 -- Other,"1,992",1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,"28,882",1.70,0.00,1,,1,,Albania
,2011,"967,885",2.17,0.00,62,,41,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","57,239",2.09,0.00,18,,8,,Albania
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","247,289",0.00,0.00,3,,,,Albania
950440 - Playing cards,,2.70,0.00,1,,1,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"98,874",1.35,0.00,2,,1,,Albania
950590 - Other,"553,501",2.70,0.00,1,,1,,Albania
950611 -- Skis,,3.70,0.00,4,,4,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,Albania
950619 -- Other,,2.70,0.00,1,,1,,Albania
950621 -- Sailboards,,2.70,0.00,1,,1,,Albania
950629 -- Other,,2.70,0.00,1,,1,,Albania
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Albania
950632 -- Balls,,2.70,0.00,1,,1,,Albania
950639 -- Other,,2.70,0.00,2,,2,,Albania
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Albania
950659 -- Other,,2.70,0.00,1,,1,,Albania
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Albania
950662 -- Inflatable,,2.70,0.00,1,,1,,Albania
950669 -- Other,,1.35,0.00,2,,1,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","10,983",2.70,0.00,2,,2,,Albania
950699 -- Other,,1.35,0.00,2,,1,,Albania
950710 - Fishing rods,,3.70,0.00,1,,1,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Albania
950730 - Fishing reels,,3.70,0.00,1,,1,,Albania
950790 - Other,,3.70,0.00,1,,1,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Albania
950890 - Other,,1.70,0.00,1,,1,,Albania
,2010,"950,514",2.12,2.12,66,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,2.09,2.09,18,,,,Albania
950410 - Video games of a kind used with a television receiver,"9,651",0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","419,067",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"11,388",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"77,858",1.35,1.35,2,,,,Albania
950590 - Other,"427,777",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 -- Other,"1,989",1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,"2,784",1.70,1.70,1,,,,Albania
,2009,"818,538",2.12,2.12,66,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",126,2.09,2.09,18,,,,Albania
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","259,684",0.00,0.00,4,,,,Albania
950440 - Playing cards,195,2.70,2.70,1,,,,Albania
950490 - Other,"11,939",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"12,539",1.35,1.35,2,,,,Albania
950590 - Other,"491,904",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),530,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,153,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 -- Other,"40,073",1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,"1,395",1.70,1.70,1,,,,Albania
,2008,"964,573",2.12,2.12,66,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","67,953",2.09,2.09,18,,,,Albania
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","353,770",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"3,149",1.35,1.35,2,,,,Albania
950590 - Other,"539,056",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,645,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 -- Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2007,"743,770",2.12,2.12,66,,,,Albania
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",137,2.09,2.09,18,,,,Albania
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","82,024",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,,0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"5,427",1.35,1.35,2,,,,Albania
950590 - Other,"545,295",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 -- Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
