Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","25,221,105",2.70,0.00,1,,1,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,India
880310 - Propellers and rotors and parts thereof,"4,804,001",2.70,0.00,1,,1,,India
880320 - Under-carriages and parts thereof,"3,243,068",2.70,0.00,1,,1,,India
880330 - Other parts of aeroplanes or helicopters,"29,808,539",2.70,0.00,1,,1,,India
880390 - Other,"255,390",1.95,0.00,4,,4,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"164,590",2.70,0.00,1,,1,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,India
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,India
880529 -- Other,"98,985",1.70,0.00,1,,1,,India
,2010,"47,243,388",3.07,3.07,21,,,,India
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","107,501",3.20,3.20,2,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"12,446,427",2.70,2.70,1,,,,India
880320 - Under-carriages and parts thereof,"5,404,521",2.70,2.70,1,,,,India
880330 - Other parts of aeroplanes or helicopters,"28,886,738",2.70,2.70,1,,,,India
880390 - Other,"157,586",1.95,1.95,4,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"236,876",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"3,738",1.70,1.70,1,,,,India
,2009,"19,281,618",3.07,3.07,21,,,,India
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","75,263",3.20,3.20,2,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"1,900,443",2.70,2.70,1,,,,India
880320 - Under-carriages and parts thereof,"6,591,713",2.70,2.70,1,,,,India
880330 - Other parts of aeroplanes or helicopters,"10,041,793",2.70,2.70,1,,,,India
880390 - Other,"537,375",1.95,1.95,4,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"118,098",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"16,933",1.70,1.70,1,,,,India
,2008,"92,464,379",3.07,3.07,21,,,,India
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","95,433",3.20,3.20,2,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","77,215,088",2.70,2.70,1,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"1,597,861",2.70,2.70,1,,,,India
880320 - Under-carriages and parts thereof,"2,620,691",2.70,2.70,1,,,,India
880330 - Other parts of aeroplanes or helicopters,"9,915,890",2.70,2.70,1,,,,India
880390 - Other,"510,463",1.95,1.95,4,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"102,596",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"107,401",2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"298,956",1.70,1.70,1,,,,India
,2007,"28,917,372",3.07,3.07,21,,,,India
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","261,149",3.20,3.20,2,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg","459,118",7.50,7.50,1,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","18,172,830",2.70,2.70,1,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"1,673,038",2.70,2.70,1,,,,India
880320 - Under-carriages and parts thereof,"416,399",2.70,2.70,1,,,,India
880330 - Other parts of aeroplanes or helicopters,"6,747,698",2.70,2.70,1,,,,India
880390 - Other,"550,681",1.95,1.95,4,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"139,311",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,521,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"496,628",1.70,1.70,1,,,,India
,2006,"10,032,633",3.10,3.10,22,,,,India
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,India
880190 - Other,"618,873",3.20,3.20,2,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,India
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","111,296",7.70,7.70,1,,,,India
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,India
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"952,925",2.70,2.70,1,,,,India
880320 - Under-carriages and parts thereof,"946,584",2.70,2.70,1,,,,India
880330 - Other parts of airplanes or helicopters,"7,007,077",2.70,2.70,1,,,,India
880390 - Other,"231,734",1.95,1.95,4,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"32,081",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"130,294",2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"1,770",1.70,1.70,1,,,,India
,2005,"21,292,334",2.01,2.01,34,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"446,507",2.13,2.13,3,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"3,312,229",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"14,061,849",1.35,1.35,2,,,,India
880330 - Other parts of airplanes or helicopters,"3,086,350",1.35,1.35,2,,,,India
880390 - Other,"353,511",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,589",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,"24,297",1.70,1.70,1,,,,India
880529 -- Other,,0.85,0.85,2,,,,India
,2004,"20,941,881",2.06,2.06,34,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"373,705",2.13,2.13,3,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","4,374,921",1.35,1.35,2,,,,India
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"2,126,037",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"11,687,973",1.35,1.35,2,,,,India
880330 - Other parts of airplanes or helicopters,"1,977,876",1.35,1.35,2,,,,India
880390 - Other,"400,212",1.96,1.96,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,157",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,,0.85,0.85,2,,,,India
,2003,"9,046,772",2.01,2.01,34,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"199,442",2.13,2.13,3,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"960,117",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"6,436,347",1.35,1.35,2,,,,India
880330 - Other parts of airplanes or helicopters,"1,049,233",1.35,1.35,2,,,,India
880390 - Other,"394,087",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"6,210",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,"1,335",0.85,0.85,2,,,,India
,2002,"3,264,995",2.01,2.01,34,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"153,300",2.13,2.13,3,,,,India
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"379,567",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"1,821,926",1.35,1.35,2,,,,India
880330 - Other parts of airplanes or helicopters,"616,644",1.35,1.35,2,,,,India
880390 - Other,"289,577",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,982",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,India
880529 -- Other,,0.85,0.85,2,,,,India
,2001,"6,407,997",2.02,2.02,33,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"78,929",2.13,2.13,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"413,325",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"3,360,536",1.35,1.35,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"1,979,171",1.35,1.35,2,,,,India
880390 - Other,"564,610",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,439,2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,India
880520 - Ground flying trainers and parts thereof,"10,988",0.85,0.85,2,,,,India
,2000,"3,332,986",2.02,2.02,33,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"17,213",2.13,2.13,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,185",3.85,3.85,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"80,974",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"322,945",1.35,1.35,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"2,406,753",1.35,1.35,2,,,,India
880390 - Other,"502,244",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,673,2.20,2.20,2,,,,India
