Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
080840 - Quinces,"2,168",7.20,0.00,1,,1,,South Africa
080910 - Apricots,"12,917,195",,0.00,1,1,1,,South Africa
080921 -- Sour cherries (Prunus cerasus),,,0.00,1,1,1,,South Africa
080929 -- Other,"565,141",,0.00,1,1,1,,South Africa
"080930 - Peaches, including nectarines","34,950,238",,0.00,2,2,2,,South Africa
080940 - Plums and sloes,"91,824,572",12.00,0.00,2,1,2,,South Africa
081010 - Strawberries,,11.20,0.00,1,,1,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries","8,363,458",9.20,0.00,2,,2,,South Africa
"081030 - Black, white or red currants and gooseberries",,9.07,0.00,3,,3,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","19,422,558",4.00,0.00,4,,3,,South Africa
081050 - Kiwifruit,,8.80,0.00,1,,1,,South Africa
081060 - Durians,,8.80,0.00,1,,1,,South Africa
081070 - Persimmons,"1,350,062",8.80,0.00,1,,1,,South Africa
081090 - Other,"23,687,978",4.40,0.00,2,,1,,South Africa
081110 - Strawberries,,17.60,4.80,3,1,2,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,0.00,7,1,7,,South Africa
081190 - Other,"7,032,372",10.75,0.00,10,2,8,,South Africa
081210 - Cherries,,8.80,0.00,1,,1,,South Africa
081290 - Other,"89,827",7.16,0.00,5,,5,,South Africa
081310 - Apricots,"1,336,306",5.60,0.00,1,,1,,South Africa
081320 - Prunes,"21,599",9.60,0.00,1,,1,,South Africa
081330 - Apples,"1,536,452",3.20,0.00,1,,1,,South Africa
081340 - Other fruit,"11,039,023",3.28,0.00,5,,4,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,"58,420",6.86,0.00,7,,7,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","100,842",1.60,0.00,1,,1,,South Africa
,2013,"1,909,736,001",6.67,0.13,124,23,92,,South Africa
080111 -- Desiccated,,0.00,0.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,South Africa
080119 -- Other,"17,490",0.00,0.00,1,,,,South Africa
080121 -- In shell,,0.00,0.00,1,,,,South Africa
080122 -- Shelled,,0.00,0.00,1,,,,South Africa
080131 -- In shell,,0.00,0.00,1,,,,South Africa
080132 -- Shelled,"16,521",0.00,0.00,1,,,,South Africa
080211 -- In shell,,2.80,0.00,2,,1,,South Africa
080212 -- Shelled,,1.75,0.00,2,,1,,South Africa
080221 -- In shell,,3.20,0.00,1,,1,,South Africa
080222 -- Shelled,"18,645",3.20,0.00,1,,1,,South Africa
080231 -- In shell,"741,846",4.00,0.00,1,,1,,South Africa
080232 -- Shelled,,5.10,0.00,1,,1,,South Africa
080241 -- In shell,,5.60,0.00,1,,1,,South Africa
080242 -- Shelled,,5.60,0.00,1,,1,,South Africa
080251 -- In shell,,1.60,0.00,1,,1,,South Africa
080252 -- Shelled,,1.60,0.00,1,,1,,South Africa
080261 -- In shell,"1,017,198",2.00,0.00,1,,1,,South Africa
080262 -- Shelled,"32,549,730",2.00,0.00,1,,1,,South Africa
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,South Africa
080280 - Areca nuts,,0.00,0.00,1,,,,South Africa
080290 - Other,"4,591,849",1.33,0.00,3,,2,,South Africa
080310 - Plantains,9,16.00,0.00,2,,2,,South Africa
080390 - Other,"33,227",16.00,0.00,2,1,1,,South Africa
080410 - Dates,"2,667,251",7.70,0.00,1,,1,,South Africa
080420 - Figs,"1,494,728",6.80,0.00,2,,2,,South Africa
080430 - Pineapples,"3,086,995",5.80,0.00,1,,1,,South Africa
080440 - Avocados,"104,672,324",4.00,0.00,1,,1,,South Africa
"080450 - Guavas, mangoes and mangosteens","2,928,266",0.00,0.00,1,,,,South Africa
080510 - Oranges,"380,732,005",16.00,0.00,2,1,1,,South Africa
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","110,910,432",,,5,5,,,South Africa
"080540 - Grapefruit, including pomelos","102,211,254",1.50,0.00,1,,1,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","33,590,892",12.80,0.00,2,1,1,,South Africa
080590 - Other,"328,576",12.80,0.00,1,,1,,South Africa
080610 - Fresh,"491,358,858",14.40,0.00,2,1,2,,South Africa
080620 - Dried,"39,125,614",2.40,0.00,3,,3,,South Africa
080711 -- Watermelons,"22,762",8.80,0.00,1,,1,,South Africa
080719 -- Other,"12,628,645",8.80,0.00,1,,1,,South Africa
080720 - Papaws (papayas),"234,489",0.00,0.00,1,,,,South Africa
080810 - Apples,"221,033,705",,,2,2,,,South Africa
080830 - Pears,"159,946,534",,,2,2,,,South Africa
080840 - Quinces,"31,873",7.20,0.00,1,,1,,South Africa
080910 - Apricots,"17,006,388",,0.00,1,1,1,,South Africa
080921 -- Sour cherries (Prunus cerasus),,,0.00,1,1,1,,South Africa
080929 -- Other,"269,575",,0.00,1,1,1,,South Africa
"080930 - Peaches, including nectarines","27,788,989",,0.00,2,2,2,,South Africa
080940 - Plums and sloes,"86,980,903",12.00,0.00,2,1,2,,South Africa
081010 - Strawberries,,11.20,0.00,1,,1,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries","8,528,645",9.20,0.00,2,,2,,South Africa
"081030 - Black, white or red currants and gooseberries",,9.07,0.00,3,,3,,South Africa
