Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","21,435",34.00,34.00,15,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","77,080",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",990,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,"30,335",20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,540,20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,214,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,"4,814",20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,735",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"7,068",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"15,759",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","756,379",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"53,579",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"2,759",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,"14,132",5.00,5.00,4,,,,"Korea, Republic of"
,2014,"869,283",22.29,22.29,49,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","33,744",32.80,32.80,15,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","30,938",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"5,128",20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,"78,325",20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,"81,552",20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,"2,251",20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,"6,281",20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","5,387",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"70,403",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"10,647",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","457,796",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"64,860",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"9,701",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,"12,270",5.00,5.00,4,,,,"Korea, Republic of"
,2013,"1,199,493",22.29,22.29,49,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","41,577",32.80,32.80,15,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","23,779",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"24,812",20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,853,20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,"322,441",20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,243,20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,86,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,,20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","21,814",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"90,872",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"27,556",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","439,487",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"119,734",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"86,239",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,,5.00,5.00,4,,,,"Korea, Republic of"
,2012,"1,391,111",22.29,22.29,49,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","55,484",32.80,32.80,15,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","56,959",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"17,453",20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,"8,817",20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,"4,663",20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,"4,962",20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,"31,542",20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,,20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,"1,715",20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","15,983",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"81,446",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"38,042",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","375,527",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"54,933",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"39,405",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,"604,181",5.00,5.00,4,,,,"Korea, Republic of"
,2011,,22.55,22.55,51,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,34.00,34.00,15,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,,20.00,20.00,3,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,,20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,,20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,,20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,,20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,,20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,,20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,,5.00,5.00,4,,,,"Korea, Republic of"
,2010,"623,000",18.43,18.43,51,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","53,000",20.00,20.00,15,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,,20.00,20.00,3,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"1,000",20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","37,000",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"1,000",20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,,20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,,20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,"1,000",20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"1,000",20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,"31,000",20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,"88,000",20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,000",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"59,000",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"18,000",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","198,000",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"42,000",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"25,000",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
950890 - Other,"67,000",5.00,5.00,4,,,,"Korea, Republic of"
,2009,"499,000",18.43,18.43,51,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","59,000",20.00,20.00,15,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,,20.00,20.00,3,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","108,000",20.00,20.00,1,,,,"Korea, Republic of"
950440 - Playing cards,,20.00,20.00,1,,,,"Korea, Republic of"
950490 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,"Korea, Republic of"
950590 - Other,"2,000",20.00,20.00,1,,,,"Korea, Republic of"
950611 -- Skis,,20.00,20.00,1,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,"Korea, Republic of"
950619 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950621 -- Sailboards,,20.00,20.00,1,,,,"Korea, Republic of"
950629 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete",,20.00,20.00,1,,,,"Korea, Republic of"
950632 -- Balls,,20.00,20.00,1,,,,"Korea, Republic of"
950639 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,"Korea, Republic of"
950659 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,"Korea, Republic of"
950662 -- Inflatable,"49,000",20.00,20.00,1,,,,"Korea, Republic of"
950669 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","11,000",20.00,20.00,1,,,,"Korea, Republic of"
950699 -- Other,"77,000",20.00,20.00,1,,,,"Korea, Republic of"
950710 - Fishing rods,"3,000",20.00,20.00,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","116,000",20.00,20.00,1,,,,"Korea, Republic of"
950730 - Fishing reels,"49,000",20.00,20.00,1,,,,"Korea, Republic of"
950790 - Other,"25,000",20.00,20.00,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Korea, Republic of"
