Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
950611 - - Skis,,0.00,0.00,1,,,,Cambodia
950612 - - Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 - - Other,,0.00,0.00,1,,,,Cambodia
950621 - - Sailboards,,0.00,0.00,1,,,,Cambodia
950629 - - Other,,0.00,0.00,1,,,,Cambodia
"950631 - - Clubs, complete",,10.00,10.00,1,,,,Cambodia
950632 - - Balls,,10.00,10.00,1,,,,Cambodia
950639 - - Other,,10.00,10.00,1,,,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Cambodia
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Cambodia
950659 - - Other,,10.00,10.00,2,,,,Cambodia
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,Cambodia
950662 - - Inflatable,,10.00,10.00,4,,,,Cambodia
950669 - - Other,,10.00,10.00,5,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Cambodia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Cambodia
950699 - - Other,,10.00,10.00,9,,,,Cambodia
950710 - Fishing rods,,10.00,10.00,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Cambodia
950730 - Fishing reels,,10.00,10.00,1,,,,Cambodia
950790 - Other,,10.00,10.00,2,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Cambodia
950890 - Other,,10.00,10.00,1,,,,Cambodia
,2016,"101,262",9.09,0.00,55,,50,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,0.00,4,,4,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,0.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","60,761",10.00,0.00,1,,1,,Cambodia
950440 - Playing cards,,10.00,0.00,1,,1,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,0.00,1,,1,,Cambodia
950490 - Other,,10.00,0.00,3,,3,,Cambodia
950510 - Articles for Christmas festivities,,10.00,0.00,1,,1,,Cambodia
950590 - Other,,10.00,0.00,2,,2,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,0.00,1,,1,,Cambodia
950632 -- Balls,,10.00,0.00,1,,1,,Cambodia
950639 -- Other,,10.00,0.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,0.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,0.00,1,,1,,Cambodia
950659 -- Other,,10.00,0.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,0.00,1,,1,,Cambodia
950662 -- Inflatable,,10.00,0.00,4,,4,,Cambodia
950669 -- Other,,10.00,0.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,0.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,0.00,2,,2,,Cambodia
950699 -- Other,"40,501",10.00,0.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,0.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,0.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,0.00,1,,1,,Cambodia
950790 - Other,,10.00,0.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,0.00,1,,1,,Cambodia
950890 - Other,,10.00,0.00,1,,1,,Cambodia
,2015,"54,310",9.07,0.00,55,1,50,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",63,10.00,0.00,4,,4,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,0.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,0.00,1,,1,,Cambodia
950440 - Playing cards,,10.00,0.00,1,,1,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,0.00,1,,1,,Cambodia
950490 - Other,,10.00,0.00,3,1,3,,Cambodia
950510 - Articles for Christmas festivities,,10.00,0.00,1,,1,,Cambodia
950590 - Other,,10.00,0.00,2,,2,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,135,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,0.00,1,,1,,Cambodia
950632 -- Balls,,10.00,0.00,1,,1,,Cambodia
950639 -- Other,,10.00,0.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,0.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,0.00,1,,1,,Cambodia
950659 -- Other,,10.00,0.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,0.00,1,,1,,Cambodia
950662 -- Inflatable,,10.00,0.00,4,,4,,Cambodia
950669 -- Other,,10.00,0.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,0.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","20,803",10.00,0.00,2,,2,,Cambodia
950699 -- Other,"33,309",10.00,0.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,0.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,0.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,0.00,1,,1,,Cambodia
950790 - Other,,10.00,0.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,0.00,1,,1,,Cambodia
950890 - Other,,10.00,0.00,1,,1,,Cambodia
,2014,249,9.09,0.00,55,,50,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,0.00,4,,4,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,0.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,0.00,1,,1,,Cambodia
950440 - Playing cards,,10.00,0.00,1,,1,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,0.00,1,,1,,Cambodia
950490 - Other,,10.00,0.00,3,,3,,Cambodia
950510 - Articles for Christmas festivities,,10.00,0.00,1,,1,,Cambodia
950590 - Other,,10.00,0.00,2,,2,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,0.00,1,,1,,Cambodia
950632 -- Balls,,10.00,0.00,1,,1,,Cambodia
950639 -- Other,,10.00,0.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,0.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,0.00,1,,1,,Cambodia
950659 -- Other,,10.00,0.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,0.00,1,,1,,Cambodia
950662 -- Inflatable,249,10.00,0.00,4,,4,,Cambodia
950669 -- Other,,10.00,0.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,0.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,0.00,2,,2,,Cambodia
950699 -- Other,,10.00,0.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,0.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,0.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,0.00,1,,1,,Cambodia
950790 - Other,,10.00,0.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,0.00,1,,1,,Cambodia
950890 - Other,,10.00,0.00,1,,1,,Cambodia
,2013,202,9.09,0.00,55,,50,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,0.00,4,,4,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,0.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,0.00,1,,1,,Cambodia
950440 - Playing cards,,10.00,0.00,1,,1,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,0.00,1,,1,,Cambodia
950490 - Other,,10.00,0.00,3,,3,,Cambodia
950510 - Articles for Christmas festivities,,10.00,0.00,1,,1,,Cambodia
950590 - Other,,10.00,0.00,2,,2,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,0.00,1,,1,,Cambodia
950632 -- Balls,,10.00,0.00,1,,1,,Cambodia
950639 -- Other,,10.00,0.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,0.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,0.00,1,,1,,Cambodia
950659 -- Other,,10.00,0.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,0.00,1,,1,,Cambodia
950662 -- Inflatable,,10.00,0.00,4,,4,,Cambodia
950669 -- Other,,10.00,0.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,0.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,0.00,2,,2,,Cambodia
950699 -- Other,,10.00,0.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,0.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,0.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,0.00,1,,1,,Cambodia
950790 - Other,,10.00,0.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,0.00,1,,1,,Cambodia
950890 - Other,202,10.00,0.00,1,,1,,Cambodia
,2012,"54,524",9.09,0.00,55,,50,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,0.00,4,,4,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,0.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,0.00,1,,1,,Cambodia
950440 - Playing cards,,10.00,0.00,1,,1,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,0.00,1,,1,,Cambodia
950490 - Other,,10.00,0.00,3,,3,,Cambodia
950510 - Articles for Christmas festivities,,10.00,0.00,1,,1,,Cambodia
950590 - Other,,10.00,0.00,2,,2,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,0.00,1,,1,,Cambodia
950632 -- Balls,,10.00,0.00,1,,1,,Cambodia
950639 -- Other,,10.00,0.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,0.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,0.00,1,,1,,Cambodia
950659 -- Other,,10.00,0.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,0.00,1,,1,,Cambodia
950662 -- Inflatable,,10.00,0.00,4,,4,,Cambodia
950669 -- Other,,10.00,0.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,0.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,0.00,2,,2,,Cambodia
950699 -- Other,"54,524",10.00,0.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,0.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,0.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,0.00,1,,1,,Cambodia
950790 - Other,,10.00,0.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,0.00,1,,1,,Cambodia
950890 - Other,,10.00,0.00,1,,1,,Cambodia
,2011,"78,606",9.09,9.09,55,,,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Cambodia
950440 - Playing cards,,10.00,10.00,1,,,,Cambodia
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Cambodia
950490 - Other,,10.00,10.00,3,,,,Cambodia
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Cambodia
950590 - Other,,10.00,10.00,2,,,,Cambodia
950611 -- Skis,,0.00,0.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Cambodia
950619 -- Other,,0.00,0.00,1,,,,Cambodia
950621 -- Sailboards,,0.00,0.00,1,,,,Cambodia
950629 -- Other,,0.00,0.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Cambodia
950632 -- Balls,,10.00,10.00,1,,,,Cambodia
950639 -- Other,,10.00,10.00,1,,,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Cambodia
950659 -- Other,,10.00,10.00,2,,,,Cambodia
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Cambodia
950662 -- Inflatable,,10.00,10.00,4,,,,Cambodia
950669 -- Other,,10.00,10.00,5,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","78,606",10.00,10.00,2,,,,Cambodia
950699 -- Other,,10.00,10.00,9,,,,Cambodia
950710 - Fishing rods,,10.00,10.00,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Cambodia
950730 - Fishing reels,,10.00,10.00,1,,,,Cambodia
950790 - Other,,10.00,10.00,2,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Cambodia
950890 - Other,,10.00,10.00,1,,,,Cambodia
,2010,,10.00,4.00,56,,56,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,4.00,4,,4,,Cambodia
950410 - Video games of a kind used with a television receiver,,10.00,4.00,1,,1,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,4.00,1,,1,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,4.00,3,,3,,Cambodia
950440 - Playing cards,,10.00,4.00,1,,1,,Cambodia
950490 - Other,,10.00,4.00,2,,2,,Cambodia
950510 - Articles for Christmas festivities,,10.00,4.00,1,,1,,Cambodia
950590 - Other,,10.00,4.00,2,,2,,Cambodia
950611 -- Skis,,10.00,4.00,1,,1,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,10.00,4.00,1,,1,,Cambodia
950619 -- Other,,10.00,4.00,1,,1,,Cambodia
950621 -- Sailboards,,10.00,4.00,1,,1,,Cambodia
950629 -- Other,,10.00,4.00,1,,1,,Cambodia
"950631 -- Clubs, complete",,10.00,4.00,1,,1,,Cambodia
950632 -- Balls,,10.00,4.00,1,,1,,Cambodia
950639 -- Other,,10.00,4.00,1,,1,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,4.00,1,,1,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,4.00,1,,1,,Cambodia
950659 -- Other,,10.00,4.00,2,,2,,Cambodia
950661 -- Lawn-tennis balls,,10.00,4.00,1,,1,,Cambodia
950662 -- Inflatable,,10.00,4.00,4,,4,,Cambodia
950669 -- Other,,10.00,4.00,5,,5,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,4.00,1,,1,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,4.00,2,,2,,Cambodia
950699 -- Other,,10.00,4.00,9,,9,,Cambodia
950710 - Fishing rods,,10.00,4.00,1,,1,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,4.00,1,,1,,Cambodia
950730 - Fishing reels,,10.00,4.00,1,,1,,Cambodia
950790 - Other,,10.00,4.00,2,,2,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,4.00,1,,1,,Cambodia
950890 - Other,,10.00,4.00,1,,1,,Cambodia
,2009,,10.00,10.00,56,,,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Cambodia
950440 - Playing cards,,10.00,10.00,1,,,,Cambodia
950490 - Other,,10.00,10.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Cambodia
950590 - Other,,10.00,10.00,2,,,,Cambodia
950611 -- Skis,,10.00,10.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Cambodia
950619 -- Other,,10.00,10.00,1,,,,Cambodia
950621 -- Sailboards,,10.00,10.00,1,,,,Cambodia
950629 -- Other,,10.00,10.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Cambodia
950632 -- Balls,,10.00,10.00,1,,,,Cambodia
950639 -- Other,,10.00,10.00,1,,,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Cambodia
950659 -- Other,,10.00,10.00,2,,,,Cambodia
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Cambodia
950662 -- Inflatable,,10.00,10.00,4,,,,Cambodia
950669 -- Other,,10.00,10.00,5,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Cambodia
950699 -- Other,,10.00,10.00,9,,,,Cambodia
950710 - Fishing rods,,10.00,10.00,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Cambodia
950730 - Fishing reels,,10.00,10.00,1,,,,Cambodia
950790 - Other,,10.00,10.00,2,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Cambodia
950890 - Other,,10.00,10.00,1,,,,Cambodia
,2008,,10.00,10.00,56,,,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Cambodia
950440 - Playing cards,,10.00,10.00,1,,,,Cambodia
950490 - Other,,10.00,10.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Cambodia
950590 - Other,,10.00,10.00,2,,,,Cambodia
950611 -- Skis,,10.00,10.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Cambodia
950619 -- Other,,10.00,10.00,1,,,,Cambodia
950621 -- Sailboards,,10.00,10.00,1,,,,Cambodia
950629 -- Other,,10.00,10.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Cambodia
950632 -- Balls,,10.00,10.00,1,,,,Cambodia
950639 -- Other,,10.00,10.00,1,,,,Cambodia
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Cambodia
950659 -- Other,,10.00,10.00,2,,,,Cambodia
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Cambodia
950662 -- Inflatable,,10.00,10.00,4,,,,Cambodia
950669 -- Other,,10.00,10.00,5,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Cambodia
950699 -- Other,,10.00,10.00,9,,,,Cambodia
950710 - Fishing rods,,10.00,10.00,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Cambodia
950730 - Fishing reels,,10.00,10.00,1,,,,Cambodia
950790 - Other,,10.00,10.00,2,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Cambodia
950890 - Other,,10.00,10.00,1,,,,Cambodia
,2007,,10.00,10.00,55,,,,Cambodia
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Cambodia
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Cambodia
950440 - Playing cards,,10.00,10.00,1,,,,Cambodia
950490 - Other,,10.00,10.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Cambodia
950590 - Other,,10.00,10.00,2,,,,Cambodia
950611 -- Skis,,10.00,10.00,1,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Cambodia
950619 -- Other,,10.00,10.00,1,,,,Cambodia
950621 -- Sailboards,,10.00,10.00,1,,,,Cambodia
950629 -- Other,,10.00,10.00,1,,,,Cambodia
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Cambodia
950632 -- Balls,,10.00,10.00,1,,,,Cambodia
950639 -- Other,,10.00,10.00,1,,,,Cambodia
