Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
852321 - - Cards incorporating a magnetic stripe,,0.00,0.00,1,,,,Russian Federation
852329 - - Other,,0.00,0.00,3,,,,Russian Federation
852341 - - Unrecorded,,0.00,0.00,3,,,,Russian Federation
852349 - - Other,,0.00,0.00,3,,,,Russian Federation
852351 - - Solid-state non-volatile storage devices,,0.00,0.00,2,,,,Russian Federation
852352 - - “Smart cards”,,0.00,0.00,1,,,,Russian Federation
852359 - - Other,,0.00,0.00,2,,,,Russian Federation
852380 - Other,,0.00,0.00,2,,,,Russian Federation
852550 - Transmission apparatus,,1.80,0.00,1,,1,,Russian Federation
852560 - Transmission apparatus incorporating reception apparatus,,0.00,0.00,1,,,,Russian Federation
"852580 - Television cameras, digital cameras and video camera recorders",,2.72,0.00,5,,3,,Russian Federation
852610 - Radar apparatus,,1.90,0.00,1,,1,,Russian Federation
852691 - - Radio navigational aid apparatus,,1.90,0.00,2,,2,,Russian Federation
852692 - - Radio remote control apparatus,,1.90,0.00,1,,1,,Russian Federation
852712 - - Pocket-size radio cassette-players,,2.50,0.00,2,,1,,Russian Federation
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,6.00,0.00,3,,3,,Russian Federation
852719 - - Other,,0.00,0.00,1,,,,Russian Federation
852721 - - Combined with sound recording or reproducing apparatus,,11.08,0.00,6,,6,,Russian Federation
852729 - - Other,,9.00,0.00,1,,1,,Russian Federation
852791 - - Combined with sound recording or reproducing apparatus,,4.60,0.00,5,,4,,Russian Federation
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,2.25,0.00,2,,1,,Russian Federation
852799 - - Other,,4.50,0.00,1,,1,,Russian Federation
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,Russian Federation
852849 - - Other,,7.00,0.00,1,,1,,Russian Federation
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,3,,,,Russian Federation
852859 - - Other,,14.00,0.00,1,,1,,Russian Federation
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,Russian Federation
852869 - - Other,,8.00,0.00,2,,2,,Russian Federation
852871 - - Not designed to incorporate a video display or screen,,4.20,0.00,5,,2,,Russian Federation
"852872 - - Other, colour",,14.00,0.00,6,,6,,Russian Federation
"852873 - - Other, monochrome",,2.00,0.00,1,,1,,Russian Federation
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,1.41,0.00,7,,5,,Russian Federation
852990 - Other,,1.43,0.00,8,,4,,Russian Federation
853010 - Equipment for railways or tramways,,1.70,0.00,1,,1,,Russian Federation
853080 - Other equipment,,1.70,0.00,1,,1,,Russian Federation
853090 - Parts,,1.70,0.00,1,,1,,Russian Federation
853110 - Burglar or fire alarms and similar apparatus,,2.20,0.00,2,,2,,Russian Federation
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,0.00,0.00,3,,,,Russian Federation
853180 - Other apparatus,,1.10,0.00,2,,1,,Russian Federation
853190 - Parts,,0.00,0.00,1,,,,Russian Federation
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,0.00,0.00,1,,,,Russian Federation
853221 - - Tantalum,,0.00,0.00,1,,,,Russian Federation
853222 - - Aluminium electrolytic,,0.00,0.00,1,,,,Russian Federation
"853223 - - Ceramic dielectric, single layer",,0.00,0.00,1,,,,Russian Federation
"853224 - - Ceramic dielectric, multilayer",,0.00,0.00,1,,,,Russian Federation
853225 - - Dielectric of paper or plastics,,0.00,0.00,1,,,,Russian Federation
853229 - - Other,,0.00,0.00,1,,,,Russian Federation
853230 - Variable or adjustable (pre-set) capacitors,,0.00,0.00,1,,,,Russian Federation
853290 - Parts,,0.00,0.00,1,,,,Russian Federation
"853310 - Fixed carbon resistors, composition or film types",,0.00,0.00,1,,,,Russian Federation
853321 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,Russian Federation
853329 - - Other,,0.00,0.00,1,,,,Russian Federation
853331 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,Russian Federation
853339 - - Other,,0.00,0.00,1,,,,Russian Federation
"853340 - Other variable resistors, including rheostats and potentiometers",,0.00,0.00,2,,,,Russian Federation
853390 - Parts,,0.00,0.00,1,,,,Russian Federation
853400 Printed circuits.,,0.00,0.00,3,,,,Russian Federation
853510 - Fuses,,2.70,0.00,1,,1,,Russian Federation
853521 - - For a voltage of less than 72.5 kV,,2.70,0.00,1,,1,,Russian Federation
853529 - - Other,,2.70,0.00,1,,1,,Russian Federation
853530 - Isolating switches and make-and-break switches,,2.70,0.00,2,,2,,Russian Federation
"853540 - Lightning arresters, voltage limiters and surge suppressors",,2.70,0.00,1,,1,,Russian Federation
853590 - Other,,2.70,0.00,1,,1,,Russian Federation
853610 - Fuses,,2.30,0.00,3,,3,,Russian Federation
853620 - Automatic circuit breakers,,2.30,0.00,2,,2,,Russian Federation
853630 - Other apparatus for protecting electrical circuits,,1.20,0.00,3,,3,,Russian Federation
853641 - - For a voltage not exceeding 60 V,,2.30,0.00,2,,2,,Russian Federation
853649 - - Other,,2.30,0.00,1,,1,,Russian Federation
853650 - Other switches,,0.69,0.00,7,,4,,Russian Federation
853661 - - Lamp-holders,,2.30,0.00,2,,2,,Russian Federation
853669 - - Other,,0.77,0.00,3,,1,,Russian Federation
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,3.00,0.00,1,,1,,Russian Federation
853690 - Other apparatus,,0.94,0.00,5,,3,,Russian Federation
"853710 - For a voltage not exceeding 1,000 V",,1.58,0.00,4,,3,,Russian Federation
"853720 - For a voltage exceeding 1,000 V",,2.10,0.00,2,,2,,Russian Federation
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,1.10,0.00,1,,1,,Russian Federation
853890 - Other,,1.23,0.00,4,,2,,Russian Federation
853910 - Sealed beam lamp units,,2.70,0.00,1,,1,,Russian Federation
853921 - - Tungsten halogen,,2.70,0.00,3,,3,,Russian Federation
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,2.70,0.00,2,,2,,Russian Federation
853929 - - Other,,2.70,0.00,3,,3,,Russian Federation
"853931 - - Fluorescent, hot cathode",,2.70,0.00,2,,2,,Russian Federation
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,2.70,0.00,2,,2,,Russian Federation
853939 - - Other,,2.05,0.00,2,,2,,Russian Federation
853941 - - Arc-lamps,,2.70,0.00,1,,1,,Russian Federation
853949 - - Other,,2.70,0.00,1,,1,,Russian Federation
853950 - Light-emitting diode (LED) lamps,,3.70,0.00,1,,1,,Russian Federation
853990 - Parts,,2.70,0.00,2,,2,,Russian Federation
854011 - - Colour,,14.00,0.00,1,,1,,Russian Federation
854012 - - Monochrome,,7.50,0.00,1,,1,,Russian Federation
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,0.00,2,,2,,Russian Federation
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,2.60,0.00,1,,1,,Russian Federation
854060 - Other cathode-ray tubes,,2.60,0.00,1,,1,,Russian Federation
854071 - - Magnetrons,,2.70,0.00,1,,1,,Russian Federation
854079 - - Other,,2.70,0.00,1,,1,,Russian Federation
854081 - - Receiver or amplifier valves and tubes,,2.70,0.00,1,,1,,Russian Federation
854089 - - Other,,2.70,0.00,1,,1,,Russian Federation
854091 - - Of cathode-ray tubes,,2.70,0.00,1,,1,,Russian Federation
854099 - - Other,,2.70,0.00,1,,1,,Russian Federation
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,0.00,0.00,1,,,,Russian Federation
854121 - - With a dissipation rate of less than 1 W,,0.00,0.00,1,,,,Russian Federation
854129 - - Other,,0.00,0.00,1,,,,Russian Federation
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,0.00,0.00,1,,,,Russian Federation
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,0.00,0.00,2,,,,Russian Federation
854150 - Other semiconductor devices,,0.00,0.00,1,,,,Russian Federation
854160 - Mounted piezo-electric crystals,,0.00,0.00,1,,,,Russian Federation
854190 - Parts,,0.00,0.00,1,,,,Russian Federation
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,Russian Federation
854232 - - Memories,,0.00,0.00,10,,,,Russian Federation
854233 - - Amplifiers,,0.00,0.00,2,,,,Russian Federation
854239 - - Other,,0.00,0.00,3,,,,Russian Federation
854290 - Parts,,0.00,0.00,1,,,,Russian Federation
854310 - Particle accelerators,,4.00,0.00,1,,1,,Russian Federation
854320 - Signal generators,,1.90,0.00,1,,1,,Russian Federation
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,1.85,0.00,2,,1,,Russian Federation
854370 - Other machines and apparatus,,2.12,0.00,15,,12,,Russian Federation
854390 - Parts,,0.00,0.00,1,,,,Russian Federation
854411 - - Of copper,,3.70,0.00,2,,2,,Russian Federation
854419 - - Other,,3.70,0.00,1,,1,,Russian Federation
854420 - Co-axial cable and other co-axial electric conductors,,3.70,0.00,1,,1,,Russian Federation
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,3.70,0.00,1,,1,,Russian Federation
854442 - - Fitted with connectors,,1.65,0.00,2,,1,,Russian Federation
854449 - - Other,,2.96,0.00,5,,4,,Russian Federation
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,3.70,0.00,2,,2,,Russian Federation
854470 - Optical fibre cables,,0.00,0.00,1,,,,Russian Federation
854511 - - Of a kind used for furnaces,,2.70,0.00,1,,1,,Russian Federation
854519 - - Other,,2.70,0.00,1,,1,,Russian Federation
854520 - Brushes,,2.70,0.00,1,,1,,Russian Federation
854590 - Other,,2.20,0.00,2,,2,,Russian Federation
854610 - Of glass,,3.70,0.00,1,,1,,Russian Federation
854620 - Of ceramics,,4.70,0.00,1,,1,,Russian Federation
854690 - Other,,3.70,0.00,2,,2,,Russian Federation
854710 - Insulating fittings of ceramics,,4.70,0.00,1,,1,,Russian Federation
854720 - Insulating fittings of plastics,,3.70,0.00,1,,1,,Russian Federation
854790 - Other,,3.70,0.00,1,,1,,Russian Federation
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,1.98,0.00,5,,3,,Russian Federation
854890 - Other,,0.90,0.00,3,,1,,Russian Federation
,2017,"929,140",2.58,0.00,497,,351,,Russian Federation
850110 - Motors of an output not exceeding 37.5 W,25,3.20,0.00,4,,4,,Russian Federation
850120 - Universal AC/DC motors of an output exceeding 37.5 W,,2.70,0.00,1,,1,,Russian Federation
850131 - - Of an output not exceeding 750 W,"5,054",2.70,0.00,1,,1,,Russian Federation
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,751,2.70,0.00,1,,1,,Russian Federation
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,,2.70,0.00,1,,1,,Russian Federation
850134 - - Of an output exceeding 375 kW,,2.70,0.00,1,,1,,Russian Federation
"850140 - Other AC motors, single-phase",,2.70,0.00,2,,2,,Russian Federation
850151 - - Of an output not exceeding 750 W,1,2.70,0.00,1,,1,,Russian Federation
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,,2.70,0.00,3,,3,,Russian Federation
850153 - - Of an output exceeding 75 kW,,2.70,0.00,4,,4,,Russian Federation
850161 - - Of an output not exceeding 75 kVA,,2.70,0.00,2,,2,,Russian Federation
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,2.70,0.00,1,,1,,Russian Federation
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,,2.70,0.00,1,,1,,Russian Federation
850164 - - Of an output exceeding 750 kVA,,2.70,0.00,1,,1,,Russian Federation
850211 - - Of an output not exceeding 75 kVA,,2.70,0.00,2,,2,,Russian Federation
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,2.70,0.00,1,,1,,Russian Federation
850213 - - Of an output exceeding 375 kVA,,2.70,0.00,3,,3,,Russian Federation
850220 - Generating sets with spark-ignition internal combustion piston engines,,2.70,0.00,4,,4,,Russian Federation
850231 - - Wind-powered,,2.70,0.00,1,,1,,Russian Federation
850239 - - Other,,2.70,0.00,2,,2,,Russian Federation
850240 - Electric rotary converters,,2.70,0.00,1,,1,,Russian Federation
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,,2.70,0.00,3,,3,,Russian Federation
850410 - Ballasts for discharge lamps or tubes,,3.70,0.00,2,,2,,Russian Federation
850421 - - Having a power handling capacity not exceeding 650 kVA,,3.70,0.00,1,,1,,Russian Federation
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",,3.70,0.00,2,,2,,Russian Federation
"850423 - - Having a power handling capacity exceeding 10,000 kVA",,3.70,0.00,1,,1,,Russian Federation
850431 - - Having a power handling capacity not exceeding 1 kVA,"167,410",3.70,0.00,3,,3,,Russian Federation
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,,3.70,0.00,1,,1,,Russian Federation
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,3.70,0.00,1,,1,,Russian Federation
850434 - - Having a power handling capacity exceeding 500 kVA,,3.70,0.00,1,,1,,Russian Federation
850440 - Static converters,"1,633",2.08,0.00,6,,5,,Russian Federation
850450 - Other inductors,,1.40,0.00,2,,1,,Russian Federation
850490 - Parts,37,1.02,0.00,5,,3,,Russian Federation
850511 - - Of metal,97,2.20,0.00,1,,1,,Russian Federation
850519 - - Other,"1,237",2.20,0.00,2,,2,,Russian Federation
"850520 - Electro-magnetic couplings, clutches and brakes",,2.20,0.00,1,,1,,Russian Federation
"850590 - Other, including parts",196,1.45,0.00,4,,3,,Russian Federation
850610 - Manganese dioxide,,4.70,0.00,4,,4,,Russian Federation
850630 - Mercuric oxide,,4.70,0.00,1,,1,,Russian Federation
850640 - Silver oxide,,4.70,0.00,1,,1,,Russian Federation
850650 - Lithium,,4.70,0.00,3,,3,,Russian Federation
850660 - Air-zinc,,4.70,0.00,1,,1,,Russian Federation
850680 - Other primary cells and primary batteries,,2.35,0.00,2,,1,,Russian Federation
850690 - Parts,,4.70,0.00,1,,1,,Russian Federation
"850710 - Lead-acid, of a kind used for starting piston engines",7,3.70,0.00,2,,2,,Russian Federation
850720 - Other lead-acid accumulators,5,3.70,0.00,2,,2,,Russian Federation
850730 - Nickel-cadmium,,2.60,0.00,2,,2,,Russian Federation
850740 - Nickel-iron,,2.70,0.00,1,,1,,Russian Federation
850750 - Nickel-metal hydride,2,2.70,0.00,1,,1,,Russian Federation
850760 - Lithium-ion,7,2.70,0.00,1,,1,,Russian Federation
850780 - Other accumulators,,2.70,0.00,1,,1,,Russian Federation
850790 - Parts,,2.70,0.00,2,,2,,Russian Federation
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",8,2.20,0.00,1,,1,,Russian Federation
850819 - - Other,3,1.70,0.00,1,,1,,Russian Federation
850860 - Other vacuum cleaners,,1.70,0.00,1,,1,,Russian Federation
850870 - Parts,,1.70,0.00,1,,1,,Russian Federation
850940 - Food grinders and mixers; fruit or vegetable juice extractors,10,2.20,0.00,1,,1,,Russian Federation
850980 - Other appliances,2,2.20,0.00,1,,1,,Russian Federation
850990 - Parts,,2.20,0.00,1,,1,,Russian Federation
851010 - Shavers,,2.20,0.00,1,,1,,Russian Federation
851020 - Hair clippers,,2.20,0.00,1,,1,,Russian Federation
851030 - Hair-removing appliances,,2.20,0.00,1,,1,,Russian Federation
851090 - Parts,,2.20,0.00,1,,1,,Russian Federation
851110 - Sparking plugs,2,3.20,0.00,1,,1,,Russian Federation
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,,3.20,0.00,1,,1,,Russian Federation
851130 - Distributors; ignition coils,,3.20,0.00,1,,1,,Russian Federation
851140 - Starter motors and dual purpose starter-generators,"31,661",3.20,0.00,1,,1,,Russian Federation
851150 - Other generators,488,3.20,0.00,1,,1,,Russian Federation
851180 - Other equipment,,3.20,0.00,1,,1,,Russian Federation
851190 - Parts,,3.20,0.00,1,,1,,Russian Federation
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,0.00,1,,1,,Russian Federation
851220 - Other lighting or visual signalling equipment,98,2.70,0.00,1,,1,,Russian Federation
851230 - Sound signalling equipment,,2.45,0.00,2,,2,,Russian Federation
"851240 - Windscreen wipers, defrosters and demisters",,2.70,0.00,1,,1,,Russian Federation
851290 - Parts,,2.45,0.00,2,,2,,Russian Federation
851310 - Lamps,19,5.70,0.00,1,,1,,Russian Federation
851390 - Parts,,5.70,0.00,1,,1,,Russian Federation
851410 - Resistance heated furnaces and ovens,,2.20,0.00,2,,2,,Russian Federation
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,0.00,2,,2,,Russian Federation
851430 - Other furnaces and ovens,,1.95,0.00,2,,2,,Russian Federation
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,0.00,1,,1,,Russian Federation
851490 - Parts,,1.95,0.00,2,,2,,Russian Federation
