Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
950619 - - Other,"196,640",2.70,2.70,1,,,,Russian Federation
950621 - - Sailboards,"101,809",2.70,2.70,1,,,,Russian Federation
950629 - - Other,"47,434",2.70,2.70,1,,,,Russian Federation
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Russian Federation
950632 - - Balls,,2.70,2.70,1,,,,Russian Federation
950639 - - Other,,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Russian Federation
950659 - - Other,,2.70,2.70,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 - - Inflatable,"59,059",2.70,2.70,2,,,,Russian Federation
950669 - - Other,,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",811,1.80,1.80,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","179,289",2.70,2.70,1,,,,Russian Federation
950699 - - Other,"76,991",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,74,3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","3,208",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,"9,524",3.70,3.70,1,,,,Russian Federation
950790 - Other,"31,549",3.70,3.70,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","742,316",1.70,1.70,1,,,,Russian Federation
,1999,"3,168,084",3.38,3.38,76,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","141,685",4.70,4.70,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Russian Federation
950299 - - Other,,3.50,3.50,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","1,524",4.00,4.00,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","245,609",4.00,4.00,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"16,743",4.40,4.40,3,,,,Russian Federation
950341 - - Stuffed,"163,086",4.70,4.70,1,,,,Russian Federation
950349 - - Other,"9,390",4.17,4.17,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,4.00,4.00,1,,,,Russian Federation
950360 - Puzzles,,4.60,4.60,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,4.35,4.35,2,,,,Russian Federation
950390 - Other,"79,710",4.26,4.26,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,117,2.80,2.80,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","54,675",2.80,2.80,4,,,,Russian Federation
950440 - Playing cards,21,2.70,2.70,1,,,,Russian Federation
950490 - Other,"13,130",2.80,2.80,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"84,229",2.90,2.90,2,,,,Russian Federation
950590 - Other,533,2.70,2.70,1,,,,Russian Federation
950611 - - Skis,"1,303,587",3.70,3.70,3,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),"6,064",3.70,3.70,1,,,,Russian Federation
950619 - - Other,"148,197",2.70,2.70,1,,,,Russian Federation
950621 - - Sailboards,"32,133",2.70,2.70,1,,,,Russian Federation
950629 - - Other,618,2.70,2.70,1,,,,Russian Federation
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Russian Federation
950632 - - Balls,,2.70,2.70,1,,,,Russian Federation
950639 - - Other,,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,330,2.70,2.70,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Russian Federation
950659 - - Other,"1,716",2.70,2.70,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 - - Inflatable,"4,785",2.70,2.70,2,,,,Russian Federation
950669 - - Other,85,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",639,1.80,1.80,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","308,522",2.70,2.70,1,,,,Russian Federation
950699 - - Other,"80,211",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,,3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","16,786",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,"1,087",3.70,3.70,1,,,,Russian Federation
950790 - Other,"97,455",3.70,3.70,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","355,416",1.70,1.70,1,,,,Russian Federation
,1998,"2,330,825",4.04,4.04,75,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","14,470",6.30,6.30,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","43,387",5.40,5.40,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,4.10,4.10,1,,,,Russian Federation
950299 - - Other,,4.10,4.10,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","4,408",4.80,4.80,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","321,106",4.80,4.80,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"2,567",5.20,5.20,3,,,,Russian Federation
950341 - - Stuffed,"13,054",5.40,5.40,1,,,,Russian Federation
950349 - - Other,"10,862",5.00,5.00,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,4.80,4.80,1,,,,Russian Federation
950360 - Puzzles,,5.40,5.40,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",133,5.40,5.40,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","25,659",5.10,5.10,2,,,,Russian Federation
950390 - Other,"142,753",5.03,5.03,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,3.40,3.40,1,,,,Russian Federation
950420 - Articles and accessories for billiards,521,3.40,3.40,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","32,476",3.40,3.40,4,,,,Russian Federation
950440 - Playing cards,"1,368",3.20,3.20,1,,,,Russian Federation
950490 - Other,"48,920",3.40,3.40,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"124,275",3.55,3.55,2,,,,Russian Federation
950590 - Other,"19,411",3.40,3.40,1,,,,Russian Federation
950611 - - Skis,"118,123",4.20,4.20,2,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Russian Federation
950619 - - Other,"6,151",3.40,3.40,1,,,,Russian Federation
950621 - - Sailboards,"2,955",3.40,3.40,1,,,,Russian Federation
950629 - - Other,"4,444",3.40,3.40,1,,,,Russian Federation
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Russian Federation
950632 - - Balls,,3.40,3.40,1,,,,Russian Federation
950639 - - Other,,3.40,3.40,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Russian Federation
950659 - - Other,,3.40,3.40,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Russian Federation
950662 - - Inflatable,375,3.40,3.40,2,,,,Russian Federation
950669 - - Other,,1.70,1.70,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,839",2.27,2.27,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","240,400",3.40,3.40,1,,,,Russian Federation
950699 - - Other,"229,102",1.70,1.70,2,,,,Russian Federation
950710 - Fishing rods,,4.30,4.30,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","17,812",3.20,3.20,2,,,,Russian Federation
950730 - Fishing reels,,4.30,4.30,1,,,,Russian Federation
950790 - Other,"107,819",4.30,4.30,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","794,435",2.20,2.20,1,,,,Russian Federation
,1997,"2,593,096",4.65,4.65,75,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","4,559",7.40,7.40,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","31,458",6.00,6.00,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Russian Federation
950299 - - Other,125,4.80,4.80,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","140,145",5.60,5.60,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","356,293",5.60,5.60,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"94,500",5.97,5.97,3,,,,Russian Federation
950341 - - Stuffed,"17,408",6.00,6.00,1,,,,Russian Federation
950349 - - Other,"11,919",5.83,5.83,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,"16,194",5.60,5.60,1,,,,Russian Federation
950360 - Puzzles,,6.15,6.15,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","7,439",6.00,6.00,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","12,781",5.80,5.80,2,,,,Russian Federation
950390 - Other,"186,164",5.75,5.75,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,79,3.90,3.90,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","67,294",3.90,3.90,4,,,,Russian Federation
950440 - Playing cards,,3.60,3.60,1,,,,Russian Federation
950490 - Other,"65,525",3.90,3.90,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"210,512",4.20,4.20,2,,,,Russian Federation
950590 - Other,"452,618",4.10,4.10,1,,,,Russian Federation
950611 - - Skis,"158,210",4.60,4.60,2,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),249,4.60,4.60,1,,,,Russian Federation
950619 - - Other,"24,960",4.00,4.00,1,,,,Russian Federation
950621 - - Sailboards,"36,471",4.00,4.00,1,,,,Russian Federation
950629 - - Other,340,4.00,4.00,1,,,,Russian Federation
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Russian Federation
950632 - - Balls,,4.00,4.00,1,,,,Russian Federation
950639 - - Other,"40,531",4.00,4.00,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,"48,163",3.75,3.75,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",556,5.70,5.70,1,,,,Russian Federation
950659 - - Other,,4.00,4.00,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Russian Federation
950662 - - Inflatable,,4.00,4.00,2,,,,Russian Federation
950669 - - Other,,2.00,2.00,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","344,896",4.00,4.00,1,,,,Russian Federation
950699 - - Other,"190,859",2.00,2.00,2,,,,Russian Federation
950710 - Fishing rods,,5.00,5.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","10,978",3.75,3.75,2,,,,Russian Federation
950730 - Fishing reels,,5.00,5.00,1,,,,Russian Federation
950790 - Other,"43,388",5.00,5.00,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","18,485",2.70,2.70,1,,,,Russian Federation
,1996,"3,977,060",4.65,4.65,75,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","3,365",7.40,7.40,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","34,855",6.00,6.00,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Russian Federation
950299 - - Other,,4.80,4.80,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","33,674",5.60,5.60,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","591,246",5.60,5.60,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"26,995",5.97,5.97,3,,,,Russian Federation
950341 - - Stuffed,,6.00,6.00,1,,,,Russian Federation
950349 - - Other,"41,495",5.83,5.83,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,"27,490",5.60,5.60,1,,,,Russian Federation
950360 - Puzzles,"1,003",6.15,6.15,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","12,659",5.80,5.80,2,,,,Russian Federation
950390 - Other,"334,973",5.75,5.75,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Russian Federation
950420 - Articles and accessories for billiards,673,3.90,3.90,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","1,079",3.90,3.90,4,,,,Russian Federation
950440 - Playing cards,,3.60,3.60,1,,,,Russian Federation
950490 - Other,"3,771",3.90,3.90,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"17,751",4.20,4.20,2,,,,Russian Federation
950590 - Other,"27,706",4.10,4.10,1,,,,Russian Federation
950611 - - Skis,"215,566",4.60,4.60,2,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),"7,022",4.60,4.60,1,,,,Russian Federation
950619 - - Other,"5,181",4.00,4.00,1,,,,Russian Federation
950621 - - Sailboards,"28,773",4.00,4.00,1,,,,Russian Federation
950629 - - Other,"1,638",4.00,4.00,1,,,,Russian Federation
"950631 - - Clubs, complete",178,4.00,4.00,1,,,,Russian Federation
950632 - - Balls,,4.00,4.00,1,,,,Russian Federation
950639 - - Other,"2,920",4.00,4.00,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Russian Federation
950659 - - Other,,4.00,4.00,1,,,,Russian Federation
950661 - - Lawn-tennis balls,"2,006",4.00,4.00,1,,,,Russian Federation
950662 - - Inflatable,,4.00,4.00,2,,,,Russian Federation
950669 - - Other,,2.00,2.00,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",267,2.67,2.67,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","385,775",4.00,4.00,1,,,,Russian Federation
950699 - - Other,"339,188",2.00,2.00,2,,,,Russian Federation
950710 - Fishing rods,,5.00,5.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Russian Federation
950730 - Fishing reels,533,5.00,5.00,1,,,,Russian Federation
950790 - Other,"18,805",5.00,5.00,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","1,810,473",2.70,2.70,1,,,,Russian Federation
