Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"85,581",2.50,2.50,1,,,,Ukraine
880390 - Other,"665,442",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Ukraine
880529 -- Other,,10.00,10.00,1,,,,Ukraine
,2011,"699,992",7.90,7.90,20,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"69,590",3.00,3.00,1,,,,Ukraine
880390 - Other,"630,402",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Ukraine
880529 -- Other,,10.00,10.00,1,,,,Ukraine
,2010,"643,106",7.90,7.90,20,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"5,700",3.00,3.00,1,,,,Ukraine
880390 - Other,"496,102",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"141,304",10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Ukraine
880529 -- Other,,10.00,10.00,1,,,,Ukraine
,2009,"8,578,664",7.90,7.90,20,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"6,494,473",3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"689,872",3.00,3.00,1,,,,Ukraine
880390 - Other,"1,394,319",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Ukraine
880529 -- Other,,10.00,10.00,1,,,,Ukraine
,2008,"6,908,799",6.45,6.45,20,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","5,195",8.33,8.33,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"2,258,363",3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"249,291",3.00,3.00,1,,,,Ukraine
880390 - Other,"4,395,949",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,Ukraine
880529 -- Other,,5.00,5.00,1,,,,Ukraine
,2007,"18,342,582",7.90,7.90,20,,,,Ukraine
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","5,934",10.00,10.00,3,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"12,310,440",3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"715,664",3.00,3.00,1,,,,Ukraine
880390 - Other,"5,310,544",10.00,10.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Ukraine
880529 -- Other,,10.00,10.00,1,,,,Ukraine
,2006,"6,623,931",9.65,9.65,20,,,,Ukraine
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,Ukraine
880190 - Other,,12.50,12.50,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"938,226",3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"433,544",3.00,3.00,1,,,,Ukraine
880390 - Other,"5,252,161",12.50,12.50,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,12.50,12.50,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,12.50,12.50,1,,,,Ukraine
880529 -- Other,,12.50,12.50,1,,,,Ukraine
,2005,"228,902",11.40,11.40,20,,,,Ukraine
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,Ukraine
880190 - Other,"16,452",15.00,15.00,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,15.00,15.00,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"133,784",3.00,3.00,1,,,,Ukraine
880390 - Other,"78,666",15.00,15.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.00,15.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,Ukraine
880529 -- Other,,15.00,15.00,1,,,,Ukraine
,2004,"135,493",14.90,14.90,20,,,,Ukraine
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,Ukraine
880190 - Other,,20.00,20.00,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"55,050",3.00,3.00,1,,,,Ukraine
880390 - Other,"80,443",20.00,20.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,20.00,20.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,Ukraine
880529 -- Other,,20.00,20.00,1,,,,Ukraine
,2003,"1,359,047",18.40,18.40,20,,,,Ukraine
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Ukraine
880190 - Other,,25.00,25.00,2,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"15,259",3.00,3.00,1,,,,Ukraine
880390 - Other,"1,343,788",25.00,25.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,25.00,25.00,2,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,Ukraine
880529 -- Other,,25.00,25.00,1,,,,Ukraine
,2002,"2,893,055",18.94,18.94,16,,,,Ukraine
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Ukraine
880190 - Other,,30.00,30.00,1,,,,Ukraine
"880211 -- Of an unladen weight not exceeding 2,000 kg","929,232",25.00,25.00,1,,,,Ukraine
"880212 -- Of an unladen weight exceeding 2,000 kg","929,232",25.00,25.00,1,,,,Ukraine
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","915,984",3.00,3.00,1,,,,Ukraine
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of airplanes or helicopters,"33,246",3.00,3.00,1,,,,Ukraine
880390 - Other,"85,361",30.00,30.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,30.00,30.00,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,30.00,30.00,1,,,,Ukraine
880521 -- Air combat simulators and parts thereof,,30.00,30.00,1,,,,Ukraine
880529 -- Other,,30.00,30.00,1,,,,Ukraine
,2001,"29,668",15.80,15.80,15,,,,Ukraine
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,Ukraine
880190 - Other,,35.00,35.00,1,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Ukraine
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"29,668",3.00,3.00,1,,,,Ukraine
880390 - Other,,35.00,35.00,1,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,35.00,35.00,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,35.00,35.00,1,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,35.00,35.00,1,,,,Ukraine
,2000,"291,680",16.00,16.00,15,,,,Ukraine
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Ukraine
