Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
391220 - Cellulose nitrates (including collodions),,10.00,10.00,4,,,,European Union
391231 - - Carboxymethylcellulose and its salts,,10.00,10.00,1,,,,European Union
391239 - - Other,,10.00,10.00,6,,,,European Union
391290 - Other,,10.00,10.00,3,,,,European Union
"391310 - Alginic acid, its salts and esters",,10.00,10.00,2,,,,European Union
391390 - Other,,10.00,10.00,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,10.00,10.00,3,,,,European Union
391510 - Of polymers of ethylene,,10.00,10.00,1,,,,European Union
391520 - Of polymers of styrene,,10.00,10.00,1,,,,European Union
391530 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,European Union
391590 - Of other plastics,,10.00,10.00,17,,,,European Union
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,European Union
391690 - Of other plastics,,10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,European Union
391721 - - Of polymers of ethylene,,10.00,10.00,2,,,,European Union
391722 - - Of polymers of propylene,,10.00,10.00,1,,,,European Union
391723 - - Of polymers of vinyl chloride,,10.00,10.00,2,,,,European Union
391729 - - Of other plastics,,10.00,10.00,6,,,,European Union
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,European Union
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,European Union
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,European Union
391739 - - Other,,10.00,10.00,3,,,,European Union
391740 - Fittings,,10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,European Union
391890 - Of other plastics,,10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,European Union
391990 - Other,,11.67,11.67,3,,,,European Union
392010 - Of polymers of ethylene,,10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,,10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,,10.00,10.00,3,,,,European Union
392043 - - Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,European Union
392049 - - Other,,10.00,10.00,1,,,,European Union
392051 - - Of poly(methyl methacrylate),,10.00,10.00,6,,,,European Union
392059 - - Other,,10.00,10.00,6,,,,European Union
392061 - - Of polycarbonates,,10.00,10.00,3,,,,European Union
392062 - - Of poly(ethylene terephthalate),,10.00,10.00,3,,,,European Union
392063 - - Of unsaturated polyesters,,10.00,10.00,3,,,,European Union
392069 - - Of other polyesters,,10.00,10.00,12,,,,European Union
392071 - - Of regenerated cellulose,,10.00,10.00,7,,,,European Union
392073 - - Of cellulose acetate,,10.00,10.00,9,,,,European Union
392079 - - Of other cellulose derivatives,,10.00,10.00,6,,,,European Union
392091 - - Of poly(vinyl butyral),,10.00,10.00,3,,,,European Union
392092 - - Of polyamides,,10.00,10.00,6,,,,European Union
392093 - - Of amino-resins,,10.00,10.00,3,,,,European Union
392094 - - Of phenolic resins,,10.00,10.00,3,,,,European Union
392099 - - Of other plastics,,10.26,10.26,19,,,,European Union
392111 - - Of polymers of styrene,,10.00,10.00,1,,,,European Union
392112 - - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
392113 - - Of polyurethanes,,10.00,10.00,2,,,,European Union
392114 - - Of regenerated cellulose,,10.00,10.00,1,,,,European Union
392119 - - Of other plastics,,10.00,10.00,1,,,,European Union
392190 - Other,,10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,European Union
392290 - Other,,10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,European Union
392321 - - Of polymers of ethylene,,10.00,10.00,1,,,,European Union
392329 - - Of other plastics,,10.00,10.00,2,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles",,10.00,10.00,2,,,,European Union
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures",,10.00,10.00,2,,,,European Union
392390 - Other,,10.00,10.00,3,,,,European Union
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,European Union
392490 - Other,,10.00,10.00,3,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,European Union
392590 - Other,,10.00,10.00,2,,,,European Union
392610 - Office or school supplies,,10.00,10.00,4,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,European Union
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,2,,,,European Union
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,European Union
392690 - Other,,10.63,10.63,16,,,,European Union
,2017,,9.15,9.15,414,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,,7.50,7.50,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,,7.50,7.50,1,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,,7.50,7.50,1,,,,European Union
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",,10.00,10.00,1,,,,European Union
390190 - Other,,7.50,7.50,2,,,,European Union
390210 - Polypropylene,,7.50,7.50,1,,,,European Union
390220 - Polyisobutylene,,7.50,7.50,1,,,,European Union
390230 - Propylene copolymers,,7.50,7.50,1,,,,European Union
390290 - Other,,7.50,7.50,1,,,,European Union
390311 - - Expansible,,7.50,7.50,1,,,,European Union
390319 - - Other,,7.50,7.50,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,,7.50,7.50,1,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,7.50,7.50,1,,,,European Union
390390 - Other,,7.50,7.50,3,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,7.50,2,,,,European Union
390421 - - Non-plasticised,,7.50,7.50,2,,,,European Union
390422 - - Plasticised,,7.50,7.50,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,7.50,2,,,,European Union
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,European Union
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,European Union
390461 - - Polytetrafluoroethylene,,7.50,7.50,1,,,,European Union
390469 - - Other,,7.50,7.50,2,,,,European Union
390490 - Other,,7.50,7.50,1,,,,European Union
390512 - - In aqueous dispersion,,7.50,7.50,3,,,,European Union
390519 - - Other,,7.50,7.50,3,,,,European Union
390521 - - In aqueous dispersion,,7.50,7.50,1,,,,European Union
390529 - - Other,,7.50,7.50,1,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,European Union
390591 - - Copolymers,,7.50,7.50,1,,,,European Union
390599 - - Other,,7.50,7.50,2,,,,European Union
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,European Union
390690 - Other,,7.50,7.50,4,,,,European Union
390710 - Polyacetals,,7.50,7.50,1,,,,European Union
390720 - Other polyethers,,7.50,7.50,2,,,,European Union
390730 - Epoxide resins,,7.50,7.50,2,,,,European Union
390740 - Polycarbonates,,7.50,7.50,1,,,,European Union
390750 - Alkyd resins,,7.50,7.50,1,,,,European Union
390761 - - Having a viscosity number of 78 ml/g or higher,,10.00,10.00,1,,,,European Union
390769 - - Other,,10.00,10.00,3,,,,European Union
390770 - Poly(lactic acid),,7.50,7.50,1,,,,European Union
390791 - - Unsaturated,,7.50,7.50,6,,,,European Union
390799 - - Other,,7.50,7.50,3,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,European Union
390890 - Other,,10.00,10.00,3,,,,European Union
390910 - Urea resins; thiourea resins,,7.50,7.50,2,,,,European Union
390920 - Melamine resins,,7.50,7.50,2,,,,European Union
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,10.00,10.00,1,,,,European Union
390939 - - Other,,10.00,10.00,2,,,,European Union
390940 - Phenolic resins,,7.50,7.50,7,,,,European Union
390950 - Polyurethanes,,7.50,7.50,1,,,,European Union
391000 Silicones in primary forms.,,7.50,7.50,3,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,European Union
391190 - Other,,7.50,7.50,2,,,,European Union
391211 - - Non-plasticised,,7.50,7.50,5,,,,European Union
391212 - - Plasticised,,7.50,7.50,4,,,,European Union
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,European Union
391231 - - Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,European Union
391239 - - Other,,7.50,7.50,6,,,,European Union
391290 - Other,,7.50,7.50,3,,,,European Union
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,European Union
391390 - Other,,7.50,7.50,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,European Union
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,1,,,,European Union
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,European Union
391590 - Of other plastics,,7.50,7.50,17,,,,European Union
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,European Union
391690 - Of other plastics,,10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,European Union
391721 - - Of polymers of ethylene,,10.00,10.00,2,,,,European Union
391722 - - Of polymers of propylene,,10.00,10.00,1,,,,European Union
391723 - - Of polymers of vinyl chloride,,10.00,10.00,2,,,,European Union
391729 - - Of other plastics,,10.00,10.00,6,,,,European Union
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,European Union
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,European Union
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,European Union
391739 - - Other,,10.00,10.00,3,,,,European Union
391740 - Fittings,,10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,European Union
391890 - Of other plastics,,10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,European Union
391990 - Other,,10.00,10.00,3,,,,European Union
392010 - Of polymers of ethylene,,10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,,10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,,10.00,10.00,3,,,,European Union
392043 - - Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,European Union
392049 - - Other,,10.00,10.00,1,,,,European Union
392051 - - Of poly(methyl methacrylate),,10.00,10.00,6,,,,European Union
392059 - - Other,,10.00,10.00,6,,,,European Union
392061 - - Of polycarbonates,,10.00,10.00,3,,,,European Union
392062 - - Of poly(ethylene terephthalate),,10.00,10.00,3,,,,European Union
392063 - - Of unsaturated polyesters,,10.00,10.00,3,,,,European Union
392069 - - Of other polyesters,,10.00,10.00,12,,,,European Union
392071 - - Of regenerated cellulose,,10.00,10.00,7,,,,European Union
392073 - - Of cellulose acetate,,10.00,10.00,9,,,,European Union
392079 - - Of other cellulose derivatives,,10.00,10.00,6,,,,European Union
392091 - - Of poly(vinyl butyral),,10.00,10.00,3,,,,European Union
392092 - - Of polyamides,,10.00,10.00,6,,,,European Union
392093 - - Of amino-resins,,10.00,10.00,3,,,,European Union
392094 - - Of phenolic resins,,10.00,10.00,3,,,,European Union
392099 - - Of other plastics,,10.00,10.00,19,,,,European Union
392111 - - Of polymers of styrene,,10.00,10.00,1,,,,European Union
392112 - - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
392113 - - Of polyurethanes,,10.00,10.00,2,,,,European Union
392114 - - Of regenerated cellulose,,10.00,10.00,1,,,,European Union
392119 - - Of other plastics,,10.00,10.00,1,,,,European Union
392190 - Other,,10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,European Union
392290 - Other,,10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,European Union
392321 - - Of polymers of ethylene,,10.00,10.00,1,,,,European Union
392329 - - Of other plastics,,10.00,10.00,2,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles",,10.00,10.00,2,,,,European Union
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures",,10.00,10.00,2,,,,European Union
392390 - Other,,10.00,10.00,3,,,,European Union
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,European Union
392490 - Other,,10.00,10.00,3,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,European Union
392590 - Other,,10.00,10.00,2,,,,European Union
392610 - Office or school supplies,,10.00,10.00,4,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,European Union
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,2,,,,European Union
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,European Union
392690 - Other,,10.00,10.00,16,,,,European Union
,2016,"1,780,103,920",9.11,9.11,411,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,"101,202,334",7.50,7.50,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,"14,971,547",7.50,7.50,1,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,"27,277,627",7.50,7.50,1,,,,European Union
390190 - Other,"54,758,821",7.50,7.50,2,,,,European Union
390210 - Polypropylene,"23,147,433",7.50,7.50,1,,,,European Union
390220 - Polyisobutylene,"5,101,031",7.50,7.50,1,,,,European Union
390230 - Propylene copolymers,"16,650,490",7.50,7.50,1,,,,European Union
390290 - Other,"6,802,746",7.50,7.50,1,,,,European Union
390311 -- Expansible,"310,875",7.50,7.50,1,,,,European Union
390319 -- Other,"558,984",7.50,7.50,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,"1,553,884",7.50,7.50,1,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"2,632,987",7.50,7.50,1,,,,European Union
390390 - Other,"5,390,063",7.50,7.50,3,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances","6,419,047",7.50,7.50,2,,,,European Union
390421 -- Non-plasticised,"24,752,782",7.50,7.50,2,,,,European Union
390422 -- Plasticised,"8,667,175",7.50,7.50,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,"4,118,062",7.50,7.50,2,,,,European Union
390440 - Other vinyl chloride copolymers,"7,202,369",7.50,7.50,1,,,,European Union
390450 - Vinylidene chloride polymers,"14,451,355",7.50,7.50,2,,,,European Union
390461 -- Polytetrafluoroethylene,"6,125,601",7.50,7.50,1,,,,European Union
390469 -- Other,"4,622,037",7.50,7.50,2,,,,European Union
390490 - Other,"28,877,646",7.50,7.50,1,,,,European Union
390512 -- In aqueous dispersion,"3,423,434",7.50,7.50,3,,,,European Union
390519 -- Other,"426,492",7.50,7.50,3,,,,European Union
390521 -- In aqueous dispersion,"707,830",7.50,7.50,1,,,,European Union
390529 -- Other,"55,288,746",7.50,7.50,1,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","4,305,283",7.50,7.50,1,,,,European Union
390591 -- Copolymers,"2,269,251",7.50,7.50,1,,,,European Union
390599 -- Other,"19,191,649",7.50,7.50,2,,,,European Union
390610 - Poly(methyl methacrylate),"4,357,661",7.50,7.50,2,,,,European Union
390690 - Other,"109,081,542",7.50,7.50,4,,,,European Union
390710 - Polyacetals,"6,811,390",7.50,7.50,1,,,,European Union
390720 - Other polyethers,"64,847,959",7.50,7.50,2,,,,European Union
390730 - Epoxide resins,"36,421,874",7.50,7.50,2,,,,European Union
390740 - Polycarbonates,"52,959,879",7.50,7.50,1,,,,European Union
390750 - Alkyd resins,"1,202,979",7.50,7.50,1,,,,European Union
390760 - Poly(ethylene terephthalate),"1,184,922",7.50,7.50,3,,,,European Union
390770 - Poly(lactic acid),"10,438",7.50,7.50,1,,,,European Union
390791 -- Unsaturated,"17,628,567",7.50,7.50,6,,,,European Union
390799 -- Other,"26,459,928",7.50,7.50,3,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","39,019,741",10.00,10.00,2,,,,European Union
390890 - Other,"12,720,009",10.00,10.00,3,,,,European Union
390910 - Urea resins; thiourea resins,"1,207,075",7.50,7.50,2,,,,European Union
390920 - Melamine resins,"2,502,935",7.50,7.50,2,,,,European Union
390930 - Other amino-resins,"15,085,998",7.50,7.50,2,,,,European Union
390940 - Phenolic resins,"19,248,347",7.50,7.50,7,,,,European Union
390950 - Polyurethanes,"78,000,011",7.50,7.50,1,,,,European Union
391000 Silicones in primary forms.,"73,217,449",7.50,7.50,3,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","4,628,984",7.50,7.50,2,,,,European Union
391190 - Other,"14,243,678",7.50,7.50,2,,,,European Union
391211 -- Non-plasticised,"997,924",7.50,7.50,5,,,,European Union
391212 -- Plasticised,"1,460,204",7.50,7.50,4,,,,European Union
391220 - Cellulose nitrates (including collodions),"355,249",7.50,7.50,4,,,,European Union
391231 -- Carboxymethylcellulose and its salts,"19,413,806",7.50,7.50,1,,,,European Union
391239 -- Other,"90,055,476",7.50,7.50,6,,,,European Union
391290 - Other,"12,993,790",7.50,7.50,3,,,,European Union
"391310 - Alginic acid, its salts and esters","766,907",7.50,7.50,2,,,,European Union
391390 - Other,"10,041,703",7.50,7.50,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","7,466,450",7.50,7.50,3,,,,European Union
391510 - Of polymers of ethylene,"875,679",7.50,7.50,1,,,,European Union
391520 - Of polymers of styrene,"75,677",7.50,7.50,1,,,,European Union
391530 - Of polymers of vinyl chloride,"19,837,561",7.50,7.50,2,,,,European Union
391590 - Of other plastics,"24,170,117",7.50,7.50,17,,,,European Union
391610 - Of polymers of ethylene,"640,543",10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,"1,707,167",10.00,10.00,4,,,,European Union
391690 - Of other plastics,"7,959,666",10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"749,974",10.00,10.00,2,,,,European Union
391721 -- Of polymers of ethylene,"2,359,702",10.00,10.00,2,,,,European Union
391722 -- Of polymers of propylene,"854,547",10.00,10.00,1,,,,European Union
391723 -- Of polymers of vinyl chloride,"2,114,012",10.00,10.00,2,,,,European Union
391729 -- Of other plastics,"6,781,699",10.00,10.00,6,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","1,971,311",10.00,10.00,1,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","5,679,471",10.00,10.00,3,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","1,297,696",10.00,10.00,1,,,,European Union
391739 -- Other,"9,263,617",10.00,10.00,3,,,,European Union
391740 - Fittings,"15,129,452",10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,"5,728,417",10.00,10.00,2,,,,European Union
391890 - Of other plastics,"2,237,167",10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,"4,676,577",10.00,10.00,1,,,,European Union
391990 - Other,"39,141,934",10.00,10.00,3,,,,European Union
392010 - Of polymers of ethylene,"22,212,520",10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,"20,071,872",10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,"2,704,000",10.00,10.00,3,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,"1,088,118",10.00,10.00,1,,,,European Union
392049 -- Other,"4,692,083",10.00,10.00,1,,,,European Union
392051 -- Of poly(methyl methacrylate),"7,069,484",10.00,10.00,6,,,,European Union
392059 -- Other,"1,615,165",10.00,10.00,6,,,,European Union
392061 -- Of polycarbonates,"1,684,206",10.00,10.00,3,,,,European Union
392062 -- Of poly(ethylene terephthalate),"5,332,345",10.00,10.00,3,,,,European Union
392063 -- Of unsaturated polyesters,"234,936",10.00,10.00,3,,,,European Union
392069 -- Of other polyesters,"5,443,607",10.00,10.00,12,,,,European Union
392071 -- Of regenerated cellulose,"1,239,291",10.00,10.00,7,,,,European Union
392073 -- Of cellulose acetate,"451,230",10.00,10.00,9,,,,European Union
392079 -- Of other cellulose derivatives,"146,130",10.00,10.00,6,,,,European Union
392091 -- Of poly(vinyl butyral),"5,402,832",10.00,10.00,3,,,,European Union
392092 -- Of polyamides,"2,809,221",10.00,10.00,6,,,,European Union
392093 -- Of amino-resins,"214,767",10.00,10.00,3,,,,European Union
392094 -- Of phenolic resins,"122,173",10.00,10.00,3,,,,European Union
392099 -- Of other plastics,"31,025,513",10.00,10.00,19,,,,European Union
392111 -- Of polymers of styrene,"25,863",10.00,10.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,"958,829",10.00,10.00,1,,,,European Union
392113 -- Of polyurethanes,"14,605,573",10.00,10.00,2,,,,European Union
392114 -- Of regenerated cellulose,"2,012,520",10.00,10.00,1,,,,European Union
392119 -- Of other plastics,"11,573,557",10.00,10.00,1,,,,European Union
392190 - Other,"46,343,496",10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins","800,013",10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,"949,504",10.00,10.00,1,,,,European Union
392290 - Other,"16,285,077",10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles","16,502,652",10.00,10.00,5,,,,European Union
392321 -- Of polymers of ethylene,"2,775,700",10.00,10.00,1,,,,European Union
392329 -- Of other plastics,"4,738,827",10.00,10.00,2,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles","5,278,234",10.00,10.00,2,,,,European Union
"392340 - Spools, cops, bobbins and similar supports","2,702,033",10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures","16,236,337",10.00,10.00,2,,,,European Union
392390 - Other,"17,956,697",10.00,10.00,3,,,,European Union
392410 - Tableware and kitchenware,"1,988,128",10.00,10.00,2,,,,European Union
392490 - Other,"2,590,534",10.00,10.00,3,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","561,019",10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors","1,325,005",10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","268,896",10.00,10.00,1,,,,European Union
392590 - Other,"5,407,276",10.00,10.00,2,,,,European Union
392610 - Office or school supplies,"1,617,561",10.00,10.00,4,,,,European Union
