Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
871639 - - Other,"23,051",2.70,0.00,4,,4,,South Africa
871640 - Other trailers and semi-trailers,"21,716",2.70,0.00,1,,1,,South Africa
871680 - Other vehicles,"467,850",1.70,0.00,1,,1,,South Africa
871690 - Parts,"142,925",1.70,0.00,4,,4,,South Africa
,2016,"4,113,778,081",6.29,0.00,184,,171,,South Africa
870110 - Pedestrian controlled tractors,471,3.00,0.00,1,,1,,South Africa
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,South Africa
870130 -Track-laying tractors,,0.00,0.00,1,,,,South Africa
870190 - Other,"684,086",0.88,0.00,8,,1,,South Africa
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,South Africa
870290 - Other,"16,762",12.40,0.00,5,,5,,South Africa
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,South Africa
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","194,966,123",10.00,0.00,2,,2,,South Africa
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","403,182,030",10.00,0.00,2,,2,,South Africa
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","480,167,128",10.00,0.00,3,,3,,South Africa
"870324 -- Of a cylinder capacity exceeding 3,000 cc","34,988,436",10.00,0.00,2,,2,,South Africa
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","65,646,067",10.00,0.00,2,,2,,South Africa
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","1,580,797,250",10.00,0.00,3,,3,,South Africa
"870333 -- Of a cylinder capacity exceeding 2,500 cc","566,497,372",10.00,0.00,3,,3,,South Africa
870390 - Other,"81,737",10.00,0.00,2,,2,,South Africa
870410 - Dumpers designed for off-highway use,"56,746,562",0.00,0.00,2,,,,South Africa
870421 -- g.v.w. not exceeding 5 tonnes,"547,421,865",13.50,0.00,5,,5,,South Africa
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,South Africa
870423 -- g.v.w. exceeding 20 tonnes,"97,953",15.83,0.00,3,,3,,South Africa
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,South Africa
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,South Africa
870490 - Other,"11,587",10.00,0.00,1,,1,,South Africa
870510 - Crane lorries,"4,300,582",3.70,0.00,1,,1,,South Africa
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,South Africa
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,South Africa
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,South Africa
870590 - Other,"84,106",3.70,0.00,2,,2,,South Africa
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,South Africa
870710 - For the vehicles of heading 87.03,"115,565",4.50,0.00,2,,2,,South Africa
870790 - Other,"12,855",4.50,0.00,2,,2,,South Africa
870810 - Bumpers and parts thereof,"13,878,612",3.75,0.00,2,,2,,South Africa
870821 -- Safety seat belts,"75,407",3.75,0.00,2,,2,,South Africa
870829 -- Other,"27,732,866",3.75,0.00,2,,2,,South Africa
870830 - Brakes and servo-brakes; parts thereof,"4,978,116",4.00,0.00,3,,3,,South Africa
870840 - Gear boxes and parts thereof,"2,204,146",3.88,0.00,4,,4,,South Africa
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","4,746,354",4.00,0.00,5,,5,,South Africa
870870 - Road wheels and parts and accessories thereof,"9,088,937",3.75,0.00,4,,4,,South Africa
870880 - Suspension systems and parts thereof (including shock- absorbers),"22,349,980",3.80,0.00,5,,5,,South Africa
870891 -- Radiators and parts thereof,"5,776,420",3.88,0.00,4,,4,,South Africa
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"36,267,994",3.88,0.00,4,,4,,South Africa
870893 -- Clutches and parts thereof,"18,663,099",3.75,0.00,2,,2,,South Africa
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","8,085,487",3.88,0.00,4,,4,,South Africa
870895 -- Safety airbags with inflater system; parts thereof,"369,334",3.67,0.00,3,,3,,South Africa
870899 -- Other,"17,607,692",3.67,0.00,3,,3,,South Africa
870911 -- Electrical,"2,325",3.00,0.00,2,,2,,South Africa
870919 -- Other,"50,919",3.00,0.00,2,,2,,South Africa
870990 - Parts,"14,991",3.50,0.00,1,,1,,South Africa
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,South Africa
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"1,549",8.00,0.00,1,,1,,South Africa
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"45,472",8.00,0.00,3,,3,,South Africa
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"20,226",6.00,0.00,2,,2,,South Africa
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"53,746",6.00,0.00,1,,1,,South Africa
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"1,649,511",6.00,0.00,1,,1,,South Africa
871190 - Other,"22,870",6.00,0.00,2,,2,,South Africa
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","130,422",14.50,0.00,2,,2,,South Africa
871310 - Not mechanically propelled,876,0.00,0.00,1,,,,South Africa
871390 - Other,"33,765",0.00,0.00,1,,,,South Africa
871410 - Of motorcycles (including mopeds),"540,691",3.70,0.00,6,,6,,South Africa
871420 - Of carriages for disabled persons,"1,286",0.00,0.00,1,,,,South Africa
"871491 -- Frames and forks, and parts thereof","385,683",4.70,0.00,3,,3,,South Africa
871492 -- Wheel rims and spokes,"355,909",4.70,0.00,2,,2,,South Africa
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","5,731",4.70,0.00,1,,1,,South Africa
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","4,270",4.70,0.00,2,,2,,South Africa
871495 -- Saddles,121,4.70,0.00,1,,1,,South Africa
"871496 -- Pedals and crank-gear, and parts thereof","4,794",4.70,0.00,3,,3,,South Africa
871499 -- Other,"121,858",4.70,0.00,4,,4,,South Africa
871500 Baby carriages and parts thereof.,"40,600",2.70,0.00,2,,2,,South Africa
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","293,929",2.70,0.00,2,,2,,South Africa
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,South Africa
871631 -- Tanker trailers and tanker semi-trailers,"2,000,280",2.70,0.00,1,,1,,South Africa
871639 -- Other,"18,660",2.70,0.00,4,,4,,South Africa
871640 - Other trailers and semi-trailers,"36,055",2.70,0.00,1,,1,,South Africa
871680 - Other vehicles,"4,777",1.70,0.00,1,,1,,South Africa
871690 - Parts,"293,785",1.70,0.00,4,,4,,South Africa
,2015,"3,282,315,642",6.29,0.00,184,,171,,South Africa
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,South Africa
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,South Africa
870130 -Track-laying tractors,,0.00,0.00,1,,,,South Africa
870190 - Other,"328,243",0.88,0.00,8,,1,,South Africa
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,South Africa
870290 - Other,,12.40,0.00,5,,5,,South Africa
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"6,413",7.50,0.00,2,,2,,South Africa
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","205,575,514",10.00,0.00,2,,2,,South Africa
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","356,796,094",10.00,0.00,2,,2,,South Africa
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","365,798,083",10.00,0.00,3,,3,,South Africa
"870324 -- Of a cylinder capacity exceeding 3,000 cc","910,467",10.00,0.00,2,,2,,South Africa
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","90,201,304",10.00,0.00,2,,2,,South Africa
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","1,351,814,113",10.00,0.00,3,,3,,South Africa
"870333 -- Of a cylinder capacity exceeding 2,500 cc","289,039,774",10.00,0.00,3,,3,,South Africa
870390 - Other,"209,757",10.00,0.00,2,,2,,South Africa
870410 - Dumpers designed for off-highway use,"59,421,256",0.00,0.00,2,,,,South Africa
870421 -- g.v.w. not exceeding 5 tonnes,"370,562,321",13.50,0.00,5,,5,,South Africa
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,South Africa
870423 -- g.v.w. exceeding 20 tonnes,"273,280",15.83,0.00,3,,3,,South Africa
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,South Africa
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,South Africa
870490 - Other,,10.00,0.00,1,,1,,South Africa
870510 - Crane lorries,"102,146",3.70,0.00,1,,1,,South Africa
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,South Africa
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,South Africa
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,South Africa
870590 - Other,"19,475",3.70,0.00,2,,2,,South Africa
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","15,666",9.88,0.00,4,,4,,South Africa
870710 - For the vehicles of heading 87.03,"84,631",4.50,0.00,2,,2,,South Africa
870790 - Other,"6,704",4.50,0.00,2,,2,,South Africa
870810 - Bumpers and parts thereof,"9,878,462",3.75,0.00,2,,2,,South Africa
870821 -- Safety seat belts,"200,669",3.75,0.00,2,,2,,South Africa
870829 -- Other,"29,956,722",3.75,0.00,2,,2,,South Africa
870830 - Brakes and servo-brakes; parts thereof,"2,038,647",4.00,0.00,3,,3,,South Africa
870840 - Gear boxes and parts thereof,"3,268,238",3.88,0.00,4,,4,,South Africa
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","7,561,061",4.00,0.00,5,,5,,South Africa
870870 - Road wheels and parts and accessories thereof,"8,970,215",3.75,0.00,4,,4,,South Africa
870880 - Suspension systems and parts thereof (including shock- absorbers),"21,898,018",3.80,0.00,5,,5,,South Africa
870891 -- Radiators and parts thereof,"4,156,466",3.88,0.00,4,,4,,South Africa
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"42,637,918",3.88,0.00,4,,4,,South Africa
870893 -- Clutches and parts thereof,"14,852,049",3.75,0.00,2,,2,,South Africa
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","6,655,175",3.88,0.00,4,,4,,South Africa
870895 -- Safety airbags with inflater system; parts thereof,"469,034",3.67,0.00,3,,3,,South Africa
870899 -- Other,"22,835,021",3.67,0.00,3,,3,,South Africa
870911 -- Electrical,"1,996",3.00,0.00,2,,2,,South Africa
870919 -- Other,,3.00,0.00,2,,2,,South Africa
870990 - Parts,"85,444",3.50,0.00,1,,1,,South Africa
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,South Africa
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,South Africa
