Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,,3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,3.80,5,,,,United States of America
870891 - - Radiators and parts thereof,,3.88,3.88,4,,,,United States of America
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,3.88,4,,,,United States of America
870893 - - Clutches and parts thereof,,3.75,3.75,2,,,,United States of America
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,3.88,4,,,,United States of America
870895 - - Safety airbags with inflater system; parts thereof,,3.67,3.67,3,,,,United States of America
870899 - - Other,,3.67,3.67,3,,,,United States of America
870911 - - Electrical,,3.00,3.00,2,,,,United States of America
870919 - - Other,,3.00,3.00,2,,,,United States of America
870990 - Parts,,3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,United States of America
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,United States of America
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,8.00,3,,,,United States of America
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,6.00,2,,,,United States of America
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,6.00,1,,,,United States of America
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,6.00,1,,,,United States of America
871160 - With electric motor for propulsion,,6.00,6.00,2,,,,United States of America
871190 - Other,,6.00,6.00,1,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,14.50,2,,,,United States of America
871310 - Not mechanically propelled,,0.00,0.00,1,,,,United States of America
871390 - Other,,0.00,0.00,1,,,,United States of America
871410 - Of motorcycles (including mopeds),,3.70,3.70,6,,,,United States of America
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,United States of America
"871491 - - Frames and forks, and parts thereof",,4.70,4.70,3,,,,United States of America
871492 - - Wheel rims and spokes,,4.70,4.70,2,,,,United States of America
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,4.70,1,,,,United States of America
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,4.70,2,,,,United States of America
871495 - - Saddles,,4.70,4.70,1,,,,United States of America
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,United States of America
871499 - - Other,,4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,,2.70,2.70,2,,,,United States of America
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,United States of America
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,United States of America
871639 - - Other,,2.70,2.70,4,,,,United States of America
871640 - Other trailers and semi-trailers,,2.70,2.70,1,,,,United States of America
871680 - Other vehicles,,1.70,1.70,1,,,,United States of America
871690 - Parts,,1.70,1.70,4,,,,United States of America
,2017,"5,007,033,017",6.65,6.65,199,,,,United States of America
870110 - Single axle tractors,"213,482",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"1,698,581",16.00,16.00,2,,,,United States of America
870130 - Track-laying tractors,"93,193,498",0.00,0.00,1,,,,United States of America
870191 - - Not exceeding 18 kW,"31,235,402",3.50,3.50,2,,,,United States of America
870192 - - Exceeding 18 kW but not exceeding 37 kW,"97,108,094",3.50,3.50,2,,,,United States of America
870193 - - Exceeding 37 kW but not exceeding 75 kW,"75,279,306",3.50,3.50,2,,,,United States of America
870194 - - Exceeding 75 kW but not exceeding 130 kW,"28,799,169",3.50,3.50,2,,,,United States of America
870195 - - Exceeding 130 kW,"442,139,338",3.50,3.50,2,,,,United States of America
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),"642,194",13.00,13.00,4,,,,United States of America
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,"4,977",13.00,13.00,2,,,,United States of America
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,"27,358",13.00,13.00,2,,,,United States of America
870240 - With only electric motor for propulsion,"128,405",10.00,10.00,1,,,,United States of America
870290 - Other,"119,547",12.40,12.40,5,,,,United States of America
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"76,984,468",7.50,7.50,2,,,,United States of America
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","20,601,058",10.00,10.00,2,,,,United States of America
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","7,003,051",10.00,10.00,2,,,,United States of America
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","207,914,973",10.00,10.00,3,,,,United States of America
"870324 - - Of a cylinder capacity exceeding 3,000 cc","742,005,018",10.00,10.00,2,,,,United States of America
"870331 - - Of a cylinder capacity not exceeding 1,500 cc","2,040,693",10.00,10.00,2,,,,United States of America
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","23,491,516",10.00,10.00,3,,,,United States of America
"870333 - - Of a cylinder capacity exceeding 2,500 cc","25,321,240",10.00,10.00,3,,,,United States of America
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","18,741,320",10.00,10.00,2,,,,United States of America
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","70,504",10.00,10.00,1,,,,United States of America
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power","2,544,086",10.00,10.00,2,,,,United States of America
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",453,10.00,10.00,1,,,,United States of America
"870380 - Other vehicles, with only electric motor for propulsion","45,554,380",10.00,10.00,2,,,,United States of America
870390 - Other,"3,465,264",10.00,10.00,1,,,,United States of America
870410 - Dumpers designed for off-highway use,"73,909,704",0.00,0.00,2,,,,United States of America
870421 - - g.v.w. not exceeding 5 tonnes,"166,282,037",13.50,13.50,5,,,,United States of America
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"451,903",15.83,15.83,3,,,,United States of America
870423 - - g.v.w. exceeding 20 tonnes,"64,241",15.83,15.83,3,,,,United States of America
870431 - - g.v.w. not exceeding 5 tonnes,"15,554,969",13.50,13.50,5,,,,United States of America
870432 - - g.v.w. exceeding 5 tonnes,"207,458",15.83,15.83,3,,,,United States of America
870490 - Other,"3,588,530",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"332,320",3.70,3.70,1,,,,United States of America
870520 - Mobile drilling derricks,"10,110",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"155,946",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,1,3.70,3.70,1,,,,United States of America
870590 - Other,"20,158,715",3.70,3.70,2,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,285,684",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"791,419,008",4.50,4.50,2,,,,United States of America
870790 - Other,"4,625,728",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"63,674,599",3.75,3.75,2,,,,United States of America
870821 - - Safety seat belts,"4,549,420",3.75,3.75,2,,,,United States of America
870829 - - Other,"227,363,743",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"94,697,920",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"216,583,709",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","105,903,768",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"52,000,649",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock-absorbers),"95,989,220",3.80,3.80,5,,,,United States of America
870891 - - Radiators and parts thereof,"34,744,088",3.88,3.88,4,,,,United States of America
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"38,134,569",3.88,3.88,4,,,,United States of America
870893 - - Clutches and parts thereof,"33,538,557",3.75,3.75,2,,,,United States of America
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","44,840,967",3.88,3.88,4,,,,United States of America
870895 - - Safety airbags with inflater system; parts thereof,"130,446,034",3.67,3.67,3,,,,United States of America
870899 - - Other,"322,439,304",3.67,3.67,3,,,,United States of America
870911 - - Electrical,"8,996,769",3.00,3.00,2,,,,United States of America
870919 - - Other,"8,829,530",3.00,3.00,2,,,,United States of America
870990 - Parts,"5,418,949",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","6,196,165",1.70,1.70,1,,,,United States of America
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"120,266",8.00,8.00,1,,,,United States of America
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"868,763",8.00,8.00,3,,,,United States of America
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"639,463",6.00,6.00,2,,,,United States of America
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,724,087",6.00,6.00,1,,,,United States of America
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"187,417,016",6.00,6.00,1,,,,United States of America
871160 - With electric motor for propulsion,"9,313,177",6.00,6.00,2,,,,United States of America
871190 - Other,"4,156,431",6.00,6.00,1,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","4,114,798",14.50,14.50,2,,,,United States of America
871310 - Not mechanically propelled,"6,693,773",0.00,0.00,1,,,,United States of America
871390 - Other,"6,156,167",0.00,0.00,1,,,,United States of America
871410 - Of motorcycles (including mopeds),"89,281,095",3.70,3.70,6,,,,United States of America
871420 - Of carriages for disabled persons,"43,152,120",0.00,0.00,1,,,,United States of America
"871491 - - Frames and forks, and parts thereof","18,975,637",4.70,4.70,3,,,,United States of America
871492 - - Wheel rims and spokes,"14,345,287",4.70,4.70,2,,,,United States of America
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","1,135,114",4.70,4.70,1,,,,United States of America
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,576,275",4.70,4.70,2,,,,United States of America
871495 - - Saddles,"408,873",4.70,4.70,1,,,,United States of America
"871496 - - Pedals and crank-gear, and parts thereof","9,010,632",4.70,4.70,3,,,,United States of America
871499 - - Other,"34,005,163",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"1,082,153",2.70,2.70,2,,,,United States of America
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping","13,579,006",2.70,2.70,2,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"843,184",2.70,2.70,1,,,,United States of America
871631 - - Tanker trailers and tanker semi-trailers,"347,567",2.70,2.70,1,,,,United States of America
871639 - - Other,"5,565,487",2.70,2.70,4,,,,United States of America
871640 - Other trailers and semi-trailers,"3,047,995",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"15,041,392",1.70,1.70,1,,,,United States of America
871690 - Parts,"15,710,409",1.70,1.70,4,,,,United States of America
,2016,"4,834,606,081",6.29,6.29,184,,,,United States of America
870110 - Pedestrian controlled tractors,"325,212",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"1,135,049",16.00,16.00,2,,,,United States of America
870130 -Track-laying tractors,"68,540,935",0.00,0.00,1,,,,United States of America
870190 - Other,"656,009,510",0.88,0.88,8,,,,United States of America
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"940,400",13.00,13.00,4,,,,United States of America
870290 - Other,"62,366",12.40,12.40,5,,,,United States of America
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"78,628,696",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","36,024,429",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","5,471,754",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","183,155,262",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","717,353,503",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","837,995",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","17,549,402",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","34,623,281",10.00,10.00,3,,,,United States of America
870390 - Other,"32,516,944",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"45,608,147",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"44,547,509",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"941,290",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"44,030",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"17,591,850",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"111,534",15.83,15.83,3,,,,United States of America
870490 - Other,"4,332,331",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"1,068,549",3.70,3.70,1,,,,United States of America
870520 -Mobile drilling derricks,"480,720",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"3,558,437",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,"139,151",3.70,3.70,1,,,,United States of America
870590 - Other,"19,237,459",3.70,3.70,2,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","474,845",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"567,900,181",4.50,4.50,2,,,,United States of America
870790 - Other,"4,012,785",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"54,687,672",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"3,933,274",3.75,3.75,2,,,,United States of America
870829 -- Other,"207,591,914",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"106,920,678",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"284,531,079",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","75,170,200",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"56,211,755",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock- absorbers),"99,492,619",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"36,324,347",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"37,974,947",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"26,935,913",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","60,528,954",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"97,780,529",3.67,3.67,3,,,,United States of America
870899 -- Other,"329,912,807",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"8,177,152",3.00,3.00,2,,,,United States of America
870919 -- Other,"12,118,806",3.00,3.00,2,,,,United States of America
870990 - Parts,"4,621,228",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","5,680,402",1.70,1.70,1,,,,United States of America
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"90,265",8.00,8.00,1,,,,United States of America
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"762,860",8.00,8.00,3,,,,United States of America
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"928,360",6.00,6.00,2,,,,United States of America
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,751,634",6.00,6.00,1,,,,United States of America
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"477,303,298",6.00,6.00,1,,,,United States of America
871190 - Other,"15,380,089",6.00,6.00,2,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","5,939,998",14.50,14.50,2,,,,United States of America
871310 - Not mechanically propelled,"7,760,097",0.00,0.00,1,,,,United States of America
871390 - Other,"6,078,207",0.00,0.00,1,,,,United States of America
871410 - Of motorcycles (including mopeds),"73,938,922",3.70,3.70,6,,,,United States of America
871420 - Of carriages for disabled persons,"42,864,152",0.00,0.00,1,,,,United States of America
"871491 -- Frames and forks, and parts thereof","27,548,132",4.70,4.70,3,,,,United States of America
871492 -- Wheel rims and spokes,"13,807,221",4.70,4.70,2,,,,United States of America
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","1,424,229",4.70,4.70,1,,,,United States of America
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,521,052",4.70,4.70,2,,,,United States of America
871495 -- Saddles,"355,252",4.70,4.70,1,,,,United States of America
"871496 -- Pedals and crank-gear, and parts thereof","6,359,305",4.70,4.70,3,,,,United States of America
871499 -- Other,"38,062,189",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"1,471,001",2.70,2.70,2,,,,United States of America
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","12,294,276",2.70,2.70,2,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"744,636",2.70,2.70,1,,,,United States of America
871631 -- Tanker trailers and tanker semi-trailers,"16,617",2.70,2.70,1,,,,United States of America
871639 -- Other,"4,000,558",2.70,2.70,4,,,,United States of America
871640 - Other trailers and semi-trailers,"5,268,934",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"12,670,157",1.70,1.70,1,,,,United States of America
871690 - Parts,"24,446,807",1.70,1.70,4,,,,United States of America
,2015,"4,732,744,481",6.29,6.29,184,,,,United States of America
870110 - Pedestrian controlled tractors,"237,450",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"1,349,958",16.00,16.00,2,,,,United States of America
870130 -Track-laying tractors,"89,987,612",0.00,0.00,1,,,,United States of America
870190 - Other,"731,550,302",0.88,0.88,8,,,,United States of America
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"455,887",13.00,13.00,4,,,,United States of America
870290 - Other,"112,645",12.40,12.40,5,,,,United States of America
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"78,799,922",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","35,018,710",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","6,250,496",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","159,270,265",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","522,653,265",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","479,102",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","15,864,479",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","34,217,894",10.00,10.00,3,,,,United States of America
870390 - Other,"10,240,628",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"122,237,536",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"28,025,288",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"828,193",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"187,978",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"11,394,974",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"356,955",15.83,15.83,3,,,,United States of America
870490 - Other,"2,005,847",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"118,866",3.70,3.70,1,,,,United States of America
870520 -Mobile drilling derricks,"726,411",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"315,346",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,"4,260",3.70,3.70,1,,,,United States of America
870590 - Other,"18,560,829",3.70,3.70,2,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","338,130",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"469,929,718",4.50,4.50,2,,,,United States of America
870790 - Other,"4,879,685",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"62,860,802",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"2,944,403",3.75,3.75,2,,,,United States of America
870829 -- Other,"215,314,277",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"88,125,367",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"362,559,155",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","56,678,169",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"47,325,596",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock- absorbers),"86,808,387",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"33,009,538",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"45,534,915",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"35,241,916",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","45,773,557",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"92,867,194",3.67,3.67,3,,,,United States of America
870899 -- Other,"359,498,412",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"8,128,332",3.00,3.00,2,,,,United States of America
870919 -- Other,"10,539,423",3.00,3.00,2,,,,United States of America
870990 - Parts,"5,259,362",3.50,3.50,1,,,,United States of America
