Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Nepal
880320 - Under-carriages and parts thereof,46,2.70,0.00,1,,1,,Nepal
880330 - Other parts of aeroplanes or helicopters,"50,115",2.70,0.00,1,,1,,Nepal
880390 - Other,,1.95,0.00,4,,4,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,071",2.70,0.00,1,,1,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Nepal
880529 -- Other,,1.70,0.00,1,,1,,Nepal
,2013,"3,028",3.07,0.00,21,,21,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Nepal
880320 - Under-carriages and parts thereof,,2.70,0.00,1,,1,,Nepal
880330 - Other parts of aeroplanes or helicopters,"3,028",2.70,0.00,1,,1,,Nepal
880390 - Other,,1.95,0.00,4,,4,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Nepal
880529 -- Other,,1.70,0.00,1,,1,,Nepal
,2012,"736,787",3.07,0.00,21,,21,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg","523,239",7.50,0.00,1,,1,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Nepal
880320 - Under-carriages and parts thereof,,2.70,0.00,1,,1,,Nepal
880330 - Other parts of aeroplanes or helicopters,"213,021",2.70,0.00,1,,1,,Nepal
880390 - Other,373,1.95,0.00,4,,4,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,154,2.70,0.00,1,,1,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Nepal
880529 -- Other,,1.70,0.00,1,,1,,Nepal
,2011,877,3.07,0.00,21,,21,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,Nepal
880320 - Under-carriages and parts thereof,,2.70,0.00,1,,1,,Nepal
880330 - Other parts of aeroplanes or helicopters,654,2.70,0.00,1,,1,,Nepal
880390 - Other,,1.95,0.00,4,,4,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,223,2.70,0.00,1,,1,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Nepal
880529 -- Other,,1.70,0.00,1,,1,,Nepal
,2010,"15,710",3.07,3.07,21,,,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,"2,453",2.70,2.70,1,,,,Nepal
880320 - Under-carriages and parts thereof,,2.70,2.70,1,,,,Nepal
880330 - Other parts of aeroplanes or helicopters,"12,660",2.70,2.70,1,,,,Nepal
880390 - Other,597,1.95,1.95,4,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,1.70,1.70,1,,,,Nepal
,2009,"21,243",3.07,3.07,21,,,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Nepal
880320 - Under-carriages and parts thereof,,2.70,2.70,1,,,,Nepal
880330 - Other parts of aeroplanes or helicopters,"19,318",2.70,2.70,1,,,,Nepal
880390 - Other,"1,632",1.95,1.95,4,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,293,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,1.70,1.70,1,,,,Nepal
,2008,"11,147",3.07,3.07,21,,,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Nepal
880320 - Under-carriages and parts thereof,"9,975",2.70,2.70,1,,,,Nepal
880330 - Other parts of aeroplanes or helicopters,"1,011",2.70,2.70,1,,,,Nepal
880390 - Other,161,1.95,1.95,4,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,1.70,1.70,1,,,,Nepal
,2007,"11,156",3.07,3.07,21,,,,Nepal
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Nepal
880320 - Under-carriages and parts thereof,,2.70,2.70,1,,,,Nepal
880330 - Other parts of aeroplanes or helicopters,"4,043",2.70,2.70,1,,,,Nepal
880390 - Other,,1.95,1.95,4,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,113",2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,1.70,1.70,1,,,,Nepal
,2006,"524,150",3.10,3.10,22,,,,Nepal
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,Nepal
880190 - Other,,3.20,3.20,2,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Nepal
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Nepal
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Nepal
880320 - Under-carriages and parts thereof,"461,709",2.70,2.70,1,,,,Nepal
880330 - Other parts of airplanes or helicopters,"59,553",2.70,2.70,1,,,,Nepal
880390 - Other,"2,888",1.95,1.95,4,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,1.70,1.70,1,,,,Nepal
,2005,"36,228",2.01,2.01,34,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Nepal
880320 - Under-carriages and parts thereof,"8,958",1.35,1.35,2,,,,Nepal
880330 - Other parts of airplanes or helicopters,"27,271",1.35,1.35,2,,,,Nepal
880390 - Other,,1.56,1.56,5,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,0.85,0.85,2,,,,Nepal
,2004,"3,906",2.06,2.06,34,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Nepal
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Nepal
880330 - Other parts of airplanes or helicopters,560,1.35,1.35,2,,,,Nepal
880390 - Other,,1.96,1.96,5,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,346",2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,0.85,0.85,2,,,,Nepal
,2003,"2,081",2.01,2.01,34,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Nepal
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Nepal
880330 - Other parts of airplanes or helicopters,"2,081",1.35,1.35,2,,,,Nepal
880390 - Other,,1.56,1.56,5,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,0.85,0.85,2,,,,Nepal
,2002,"16,088",2.01,2.01,34,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Nepal
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Nepal
880330 - Other parts of airplanes or helicopters,"16,088",1.35,1.35,2,,,,Nepal
880390 - Other,,1.56,1.56,5,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Nepal
880529 -- Other,,0.85,0.85,2,,,,Nepal
,2001,"18,385",2.02,2.02,33,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Nepal
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Nepal
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Nepal
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Nepal
880330 - Other parts of aeroplanes or helicopters,"18,385",1.35,1.35,2,,,,Nepal
880390 - Other,,1.56,1.56,5,,,,Nepal
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,Nepal
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Nepal
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Nepal
,2000,,2.02,2.02,33,,,,Nepal
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Nepal
880190 - Other,,2.13,2.13,3,,,,Nepal
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Nepal
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Nepal
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Nepal
