Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","663,334",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"122,163",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,931,414",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","96,008",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,"17,086",10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","246,881",30.00,30.00,1,,,,China
170490 - Other,"1,518,502",30.00,30.00,4,,,,China
,2012,"4,922,817",35.37,35.37,41,,,,China
170112 -- Beet sugar,,60.00,60.00,1,,,,China
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,China
170114 -- Other cane sugar,,60.00,60.00,3,,,,China
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,China
170199 -- Other,,60.00,60.00,2,,,,China
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","236,577",25.00,25.00,2,,,,China
170219 -- Other,,25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","366,935",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","759,929",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"400,959",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,019,087",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","194,807",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,,10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","280,053",30.00,30.00,1,,,,China
170490 - Other,"1,664,470",30.00,30.00,4,,,,China
,2011,"8,452,090",35.37,35.37,41,,,,China
170112 -- Beet sugar,,60.00,60.00,1,,,,China
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,China
170114 -- Other cane sugar,"1,277",60.00,60.00,3,,,,China
170191 -- Containing added flavouring or colouring matter,"3,681",60.00,60.00,1,,,,China
170199 -- Other,"50,805",60.00,60.00,2,,,,China
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,755,224",25.00,25.00,2,,,,China
170219 -- Other,"505,545",25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","614,290",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","366,590",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"365,294",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","573,292",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","427,645",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,"28,015",10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","318,642",30.00,30.00,1,,,,China
170490 - Other,"2,441,790",30.00,30.00,4,,,,China
,2010,"14,713,800",33.42,33.16,38,,3,,China
170111 -- Cane sugar,,60.00,60.00,3,,,,China
170112 -- Beet sugar,"31,142",60.00,60.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,"2,565,899",60.00,60.00,1,,,,China
170199 -- Other,"413,695",60.00,60.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","118,916",25.00,25.00,2,,,,China
170219 -- Other,,25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","7,624,691",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","509,802",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"96,552",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","89,703",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","24,843",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,6.70,1,,1,,China
170390 - Other,,10.00,6.70,2,,2,,China
"170410 - Chewing gum, whether or not sugar-coated","704,614",30.00,30.00,1,,,,China
170490 - Other,"2,533,943",30.00,30.00,4,,,,China
,2009,"5,400,126",40.90,40.90,39,,,,China
170111 -- Cane sugar,,100.00,100.00,3,,,,China
170112 -- Beet sugar,,100.00,100.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 -- Other,"1,916,224",60.00,60.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",698,30.00,30.00,2,,,,China
170219 -- Other,,30.00,30.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,059,026",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","199,118",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"1,061",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","135,042",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","28,868",30.00,30.00,6,,,,China
170310 - Cane molasses,,30.00,30.00,1,,,,China
170390 - Other,,30.00,30.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","819,822",30.00,30.00,1,,,,China
170490 - Other,"1,240,268",33.00,33.00,5,,,,China
,2008,"4,576,315",33.42,33.42,38,,,,China
170111 -- Cane sugar,,60.00,60.00,3,,,,China
170112 -- Beet sugar,,60.00,60.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,China
170199 -- Other,"5,449",60.00,60.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,630",25.00,25.00,2,,,,China
170219 -- Other,,25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","925,047",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","151,573",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"1,448",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","56,988",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","33,556",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,,10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","1,940,991",30.00,30.00,1,,,,China
170490 - Other,"1,459,632",30.00,30.00,4,,,,China
,2007,"8,798,052",33.42,33.42,38,,,,China
170111 -- Cane sugar,,60.00,60.00,3,,,,China
170112 -- Beet sugar,,60.00,60.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,China
170199 -- Other,,60.00,60.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,China
170219 -- Other,,25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,820,237",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","126,903",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"22,637",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","1,759",30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","13,370",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,,10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","2,054,964",30.00,30.00,1,,,,China
170490 - Other,"3,758,182",30.00,30.00,4,,,,China
,2006,"3,880,028",33.42,33.42,38,,,,China
170111 -- Cane sugar,,60.00,60.00,3,,,,China
170112 -- Beet sugar,,60.00,60.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,China
170199 -- Other,,60.00,60.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,China
170219 -- Other,"21,278",25.00,25.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,806,637",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","10,898",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,,30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","29,071",30.00,30.00,6,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,,10.00,10.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","1,187,682",30.00,30.00,1,,,,China
170490 - Other,"824,462",30.00,30.00,4,,,,China
,2005,"1,064,325",43.29,43.29,38,,,,China
170111 -- Cane sugar,,100.00,100.00,3,,,,China
170112 -- Beet sugar,,100.00,100.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 -- Other,"100,985",100.00,100.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,China
170219 -- Other,"2,715",30.00,30.00,2,,,,China
170220 - Maple sugar and maple syrup,451,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,421",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","6,177",30.00,30.00,4,,,,China
170250 - Chemically pure fructose,"21,763",30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","63,044",30.00,30.00,6,,,,China
170310 - Cane molasses,,30.00,30.00,1,,,,China
170390 - Other,,30.00,30.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","257,723",45.00,45.00,1,,,,China
170490 - Other,"609,046",30.00,30.00,4,,,,China
,2004,"756,976",43.29,43.29,38,,,,China
170111 -- Cane sugar,,100.00,100.00,3,,,,China
170112 -- Beet sugar,,100.00,100.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 -- Other,,100.00,100.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,China
170219 -- Other,,30.00,30.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","4,176",30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,China
170250 - Chemically pure fructose,,30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","94,875",30.00,30.00,6,,,,China
170310 - Cane molasses,,30.00,30.00,1,,,,China
170390 - Other,,30.00,30.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","270,219",45.00,45.00,1,,,,China
170490 - Other,"387,705",30.00,30.00,4,,,,China
,2003,"290,842",43.29,43.29,38,,,,China
170111 -- Cane sugar,,100.00,100.00,3,,,,China
170112 -- Beet sugar,,100.00,100.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 -- Other,,100.00,100.00,2,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,China
170219 -- Other,,30.00,30.00,2,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,China
170250 - Chemically pure fructose,447,30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","4,699",30.00,30.00,6,,,,China
170310 - Cane molasses,,30.00,30.00,1,,,,China
170390 - Other,,30.00,30.00,2,,,,China
"170410 - Chewing gum, whether or not sugar-coated","59,284",45.00,45.00,1,,,,China
170490 - Other,"226,412",30.00,30.00,4,,,,China
,2002,"185,187",48.44,48.44,16,,,,China
170111 -- Cane sugar,,100.00,100.00,1,,,,China
170112 -- Beet sugar,,100.00,100.00,1,,,,China
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 -- Other,"2,418",100.00,100.00,1,,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,China
170219 -- Other,,30.00,30.00,1,,,,China
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,724",30.00,30.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,China
170250 - Chemically pure fructose,,30.00,30.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,674",30.00,30.00,1,,,,China
170310 - Cane molasses,,30.00,30.00,1,,,,China
170390 - Other,,30.00,30.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","15,365",45.00,45.00,1,,,,China
170490 - Other,"163,007",30.00,30.00,1,,,,China
,2001,"163,083",51.25,51.25,16,,,,China
170111 - - Cane sugar,,100.00,100.00,1,,,,China
170112 - - Beet sugar,,100.00,100.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,China
170199 - - Other,,100.00,100.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,China
170219 - - Other,,35.00,35.00,1,,,,China
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,China
170250 - Chemically pure fructose,,35.00,35.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,China
"170290 - Other, including invert sugar","1,129",35.00,35.00,1,,,,China
170310 - Cane molasses,,35.00,35.00,1,,,,China
170390 - Other,,35.00,35.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","120,485",35.00,35.00,1,,,,China
170490 - Other,"41,468",35.00,35.00,1,,,,China
,2000,"1,855,446",39.75,39.75,16,,,,China
170111 - - Cane sugar,"1,610,087",60.00,60.00,1,,,,China
170112 - - Beet sugar,,60.00,60.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,China
170199 - - Other,"193,931",60.00,60.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,China
170219 - - Other,,27.50,27.50,1,,,,China
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,38.50,38.50,1,,,,China
170250 - Chemically pure fructose,,38.50,38.50,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,38.50,38.50,1,,,,China
"170290 - Other, including invert sugar",,38.50,38.50,1,,,,China
170310 - Cane molasses,,16.50,16.50,1,,,,China
170390 - Other,,16.50,16.50,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","37,118",38.50,38.50,1,,,,China
170490 - Other,"14,310",38.50,38.50,1,,,,China
,1999,"33,735,316",38.50,38.50,16,,,,China
170111 - - Cane sugar,"16,266,174",44.00,44.00,1,,,,China
170112 - - Beet sugar,,44.00,44.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,China
170199 - - Other,"17,183,463",44.00,44.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,China
170219 - - Other,,27.50,27.50,1,,,,China
170220 - Maple sugar and maple syrup,,44.00,44.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,44.00,44.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","12,109",44.00,44.00,1,,,,China
170250 - Chemically pure fructose,,44.00,44.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,44.00,44.00,1,,,,China
"170290 - Other, including invert sugar",,44.00,44.00,1,,,,China
170310 - Cane molasses,,16.50,16.50,1,,,,China
170390 - Other,,16.50,16.50,1,,,,China
