Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
870423 - - g.v.w. exceeding 20 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870431 - - g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,"Saudi Arabia, Kingdom of"
870432 - - g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870490 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
870510 - Crane lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870520 - Mobile drilling derricks,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870590 - Other,,3.70,3.70,2,,,,"Saudi Arabia, Kingdom of"
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,"Saudi Arabia, Kingdom of"
870710 - For the vehicles of heading 87.03,,4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870790 - Other,,4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870810 - Bumpers and parts thereof,,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870821 - - Safety seat belts,,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870829 - - Other,,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870830 - Brakes and servo-brakes; parts thereof,,4.00,4.00,3,,,,"Saudi Arabia, Kingdom of"
870840 - Gear boxes and parts thereof,,3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,4.00,5,,,,"Saudi Arabia, Kingdom of"
870870 - Road wheels and parts and accessories thereof,,3.75,3.75,4,,,,"Saudi Arabia, Kingdom of"
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,3.80,5,,,,"Saudi Arabia, Kingdom of"
870891 - - Radiators and parts thereof,,3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870893 - - Clutches and parts thereof,,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870895 - - Safety airbags with inflater system; parts thereof,,3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870899 - - Other,,3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870911 - - Electrical,,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870919 - - Other,,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870990 - Parts,,3.50,3.50,1,,,,"Saudi Arabia, Kingdom of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,"Saudi Arabia, Kingdom of"
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,8.00,3,,,,"Saudi Arabia, Kingdom of"
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871160 - With electric motor for propulsion,,6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
871190 - Other,,6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,14.50,2,,,,"Saudi Arabia, Kingdom of"
871310 - Not mechanically propelled,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871390 - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871410 - Of motorcycles (including mopeds),,3.70,3.70,6,,,,"Saudi Arabia, Kingdom of"
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"871491 - - Frames and forks, and parts thereof",,4.70,4.70,3,,,,"Saudi Arabia, Kingdom of"
871492 - - Wheel rims and spokes,,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
871495 - - Saddles,,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,"Saudi Arabia, Kingdom of"
871499 - - Other,,4.70,4.70,4,,,,"Saudi Arabia, Kingdom of"
871500 Baby carriages and parts thereof.,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871639 - - Other,,2.70,2.70,4,,,,"Saudi Arabia, Kingdom of"
871640 - Other trailers and semi-trailers,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871680 - Other vehicles,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
871690 - Parts,,1.70,1.70,4,,,,"Saudi Arabia, Kingdom of"
,2017,"3,382,843",6.65,6.65,199,,,,"Saudi Arabia, Kingdom of"
870110 - Single axle tractors,,3.00,3.00,1,,,,"Saudi Arabia, Kingdom of"
870120 - Road tractors for semi-trailers,,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
870130 - Track-laying tractors,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
870191 - - Not exceeding 18 kW,,3.50,3.50,2,,,,"Saudi Arabia, Kingdom of"
870192 - - Exceeding 18 kW but not exceeding 37 kW,3,3.50,3.50,2,,,,"Saudi Arabia, Kingdom of"
870193 - - Exceeding 37 kW but not exceeding 75 kW,2,3.50,3.50,2,,,,"Saudi Arabia, Kingdom of"
870194 - - Exceeding 75 kW but not exceeding 130 kW,"48,625",3.50,3.50,2,,,,"Saudi Arabia, Kingdom of"
870195 - - Exceeding 130 kW,"48,602",3.50,3.50,2,,,,"Saudi Arabia, Kingdom of"
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,13.00,4,,,,"Saudi Arabia, Kingdom of"
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,13.00,2,,,,"Saudi Arabia, Kingdom of"
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,13.00,2,,,,"Saudi Arabia, Kingdom of"
870240 - With only electric motor for propulsion,2,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
870290 - Other,,12.40,12.40,5,,,,"Saudi Arabia, Kingdom of"
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,5,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","34,175",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",11,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","477,283",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"870324 - - Of a cylinder capacity exceeding 3,000 cc","1,624,959",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870331 - - Of a cylinder capacity not exceeding 1,500 cc",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","85,875",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"870333 - - Of a cylinder capacity exceeding 2,500 cc","344,477",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","91,552",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"870380 - Other vehicles, with only electric motor for propulsion",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
870390 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
870410 - Dumpers designed for off-highway use,62,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
870421 - - g.v.w. not exceeding 5 tonnes,9,13.50,13.50,5,,,,"Saudi Arabia, Kingdom of"
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870423 - - g.v.w. exceeding 20 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870431 - - g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,"Saudi Arabia, Kingdom of"
870432 - - g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870490 - Other,1,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
870510 - Crane lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870520 - Mobile drilling derricks,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870590 - Other,,3.70,3.70,2,,,,"Saudi Arabia, Kingdom of"
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,770",9.88,9.88,4,,,,"Saudi Arabia, Kingdom of"
870710 - For the vehicles of heading 87.03,,4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870790 - Other,,4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870810 - Bumpers and parts thereof,"17,311",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870821 - - Safety seat belts,563,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870829 - - Other,"34,174",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870830 - Brakes and servo-brakes; parts thereof,"10,245",4.00,4.00,3,,,,"Saudi Arabia, Kingdom of"
870840 - Gear boxes and parts thereof,"21,859",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","16,835",4.00,4.00,5,,,,"Saudi Arabia, Kingdom of"
870870 - Road wheels and parts and accessories thereof,"22,496",3.75,3.75,4,,,,"Saudi Arabia, Kingdom of"
870880 - Suspension systems and parts thereof (including shock-absorbers),"4,038",3.80,3.80,5,,,,"Saudi Arabia, Kingdom of"
870891 - - Radiators and parts thereof,"4,725",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"12,273",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870893 - - Clutches and parts thereof,"40,984",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","7,765",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870895 - - Safety airbags with inflater system; parts thereof,"4,014",3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870899 - - Other,"96,010",3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870911 - - Electrical,,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870919 - - Other,3,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870990 - Parts,,3.50,3.50,1,,,,"Saudi Arabia, Kingdom of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,"Saudi Arabia, Kingdom of"
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"6,784",8.00,8.00,3,,,,"Saudi Arabia, Kingdom of"
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"34,086",6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"10,486",6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"124,587",6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871160 - With electric motor for propulsion,"89,809",6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
871190 - Other,2,6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","4,892",14.50,14.50,2,,,,"Saudi Arabia, Kingdom of"
871310 - Not mechanically propelled,1,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871390 - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871410 - Of motorcycles (including mopeds),5,3.70,3.70,6,,,,"Saudi Arabia, Kingdom of"
871420 - Of carriages for disabled persons,2,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"871491 - - Frames and forks, and parts thereof",6,4.70,4.70,3,,,,"Saudi Arabia, Kingdom of"
871492 - - Wheel rims and spokes,,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",2,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,367",4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
871495 - - Saddles,82,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"871496 - - Pedals and crank-gear, and parts thereof",2,4.70,4.70,3,,,,"Saudi Arabia, Kingdom of"
871499 - - Other,"1,579",4.70,4.70,4,,,,"Saudi Arabia, Kingdom of"
871500 Baby carriages and parts thereof.,"7,489",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871639 - - Other,"7,878",2.70,2.70,4,,,,"Saudi Arabia, Kingdom of"
871640 - Other trailers and semi-trailers,52,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
871680 - Other vehicles,"25,797",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
871690 - Parts,"17,226",1.70,1.70,4,,,,"Saudi Arabia, Kingdom of"
,2016,"3,210,052",6.29,6.29,184,,,,"Saudi Arabia, Kingdom of"
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,,,"Saudi Arabia, Kingdom of"
870120 - Road tractors for semi-trailers,,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
870130 -Track-laying tractors,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
870190 - Other,"66,568",0.88,0.88,8,,,,"Saudi Arabia, Kingdom of"
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,13.00,4,,,,"Saudi Arabia, Kingdom of"
870290 - Other,,12.40,12.40,5,,,,"Saudi Arabia, Kingdom of"
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","4,148",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","3,699",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","508,219",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"870324 -- Of a cylinder capacity exceeding 3,000 cc","1,547,948",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","5,531",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","81,371",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"870333 -- Of a cylinder capacity exceeding 2,500 cc","73,443",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
870390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
870421 -- g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,"Saudi Arabia, Kingdom of"
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870423 -- g.v.w. exceeding 20 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,,,"Saudi Arabia, Kingdom of"
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,"Saudi Arabia, Kingdom of"
870490 - Other,"1,186",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
870510 - Crane lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870520 -Mobile drilling derricks,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
870590 - Other,,3.70,3.70,2,,,,"Saudi Arabia, Kingdom of"
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,"Saudi Arabia, Kingdom of"
870710 - For the vehicles of heading 87.03,,4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870790 - Other,"2,709",4.50,4.50,2,,,,"Saudi Arabia, Kingdom of"
870810 - Bumpers and parts thereof,"13,443",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870821 -- Safety seat belts,,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870829 -- Other,"45,130",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
870830 - Brakes and servo-brakes; parts thereof,"86,067",4.00,4.00,3,,,,"Saudi Arabia, Kingdom of"
870840 - Gear boxes and parts thereof,"65,200",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","4,893",4.00,4.00,5,,,,"Saudi Arabia, Kingdom of"
870870 - Road wheels and parts and accessories thereof,"6,585",3.75,3.75,4,,,,"Saudi Arabia, Kingdom of"
870880 - Suspension systems and parts thereof (including shock- absorbers),"2,408",3.80,3.80,5,,,,"Saudi Arabia, Kingdom of"
870891 -- Radiators and parts thereof,"17,288",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"2,104",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870893 -- Clutches and parts thereof,"42,430",3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","2,245",3.88,3.88,4,,,,"Saudi Arabia, Kingdom of"
870895 -- Safety airbags with inflater system; parts thereof,"2,693",3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870899 -- Other,"141,266",3.67,3.67,3,,,,"Saudi Arabia, Kingdom of"
870911 -- Electrical,,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870919 -- Other,69,3.00,3.00,2,,,,"Saudi Arabia, Kingdom of"
870990 - Parts,,3.50,3.50,1,,,,"Saudi Arabia, Kingdom of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,"Saudi Arabia, Kingdom of"
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"5,532",8.00,8.00,3,,,,"Saudi Arabia, Kingdom of"
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"29,676",6.00,6.00,1,,,,"Saudi Arabia, Kingdom of"
871190 - Other,,6.00,6.00,2,,,,"Saudi Arabia, Kingdom of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","3,446",14.50,14.50,2,,,,"Saudi Arabia, Kingdom of"
871310 - Not mechanically propelled,"195,824",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871390 - Other,"50,458",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
871410 - Of motorcycles (including mopeds),"2,835",3.70,3.70,6,,,,"Saudi Arabia, Kingdom of"
871420 - Of carriages for disabled persons,"37,501",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"871491 -- Frames and forks, and parts thereof",,4.70,4.70,3,,,,"Saudi Arabia, Kingdom of"
871492 -- Wheel rims and spokes,,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
