Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",992,9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,700,680",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,226,2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"54,305",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","652,485",14.67,14.67,7,1,,,Ukraine
081190 - Other,"61,961,574",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081290 - Other,"63,219",8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,"68,995",9.60,9.60,1,,,,Ukraine
081330 - Apples,"44,059",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"66,823",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2005,"85,458,538",6.91,6.91,119,24,,,Ukraine
080111 -- Dessicated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,"66,348",1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"1,444,039",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"32,357,631",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),"11,010",5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,"6,420",1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
080540 - Grapefruit,"19,557",1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,"50,859",2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"712,770",8.80,8.80,1,,,,Ukraine
080719 -- Other,"102,750",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"536,219",,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,"94,178",,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,"89,152",12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,739,789",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,"32,956",2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"240,037",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,537,645",14.67,14.67,7,1,,,Ukraine
081190 - Other,"44,116,117",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,"35,594",8.80,8.80,1,,,,Ukraine
081290 - Other,"69,072",8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,"11,010",9.60,9.60,1,,,,Ukraine
081330 - Apples,"6,743",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"178,640",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2004,"48,538,741",6.82,6.82,128,28,,,Ukraine
080111 -- Dessicated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,"1,617",1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"836,734",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"14,642,534",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,"12,862",1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,"43,599",7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,4,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
080540 - Grapefruit,,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,"14,479",2.40,2.40,6,,,,Ukraine
080711 -- Watermelons,"1,325,774",8.80,8.80,1,,,,Ukraine
080719 -- Other,"1,207",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,,,,4,4,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,"48,226",,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries","11,606",9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","4,024,316",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,,2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"228,293",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,432,985",14.67,14.67,7,1,,,Ukraine
081190 - Other,"25,747,926",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,"31,197",8.80,8.80,1,,,,Ukraine
081290 - Other,"36,770",8.28,8.28,8,,,,Ukraine
081310 - Apricots,149,5.60,5.60,1,,,,Ukraine
081320 - Prunes,"18,547",9.60,9.60,1,,,,Ukraine
081330 - Apples,"6,742",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"73,179",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2003,"30,919,609",6.82,6.82,128,28,,,Ukraine
080111 -- Dessicated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,,1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"791,150",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"12,002,394",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,"35,972",1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,4,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
080540 - Grapefruit,,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,"10,826",15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,6,,,,Ukraine
080711 -- Watermelons,"66,051",8.80,8.80,1,,,,Ukraine
080719 -- Other,"6,425",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"368,172",,,4,4,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,"2,228",,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","355,004",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,,2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"266,149",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","621,040",14.67,14.67,7,1,,,Ukraine
081190 - Other,"16,264,518",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,"12,319",8.80,8.80,1,,,,Ukraine
081290 - Other,"50,112",8.28,8.28,8,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,,9.60,9.60,1,,,,Ukraine
081330 - Apples,"7,251",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"56,990",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","3,009",1.60,1.60,1,,,,Ukraine
,2002,"24,811,380",6.82,6.82,128,28,,,Ukraine
080111 -- Dessicated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,,1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,757,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"289,037",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"12,529,307",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,"22,519",1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,"7,396",7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,4,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
080540 - Grapefruit,,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,6,,,,Ukraine
080711 -- Watermelons,"14,697",8.80,8.80,1,,,,Ukraine
080719 -- Other,,8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,,,,4,4,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,"69,183",12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries","42,853",9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","654,673",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,"29,243",2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"119,007",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","682,110",14.67,14.67,7,1,,,Ukraine
081190 - Other,"10,314,989",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,"10,309",8.80,8.80,1,,,,Ukraine
081290 - Other,"5,571",8.28,8.28,8,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,,9.60,9.60,1,,,,Ukraine
081330 - Apples,,3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"19,048",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",681,1.60,1.60,1,,,,Ukraine
,2001,"12,012,483",6.82,6.82,128,28,,,Ukraine
080111 - - Desiccated,,0.00,0.00,1,,,,Ukraine
080119 - - Other,,0.00,0.00,1,,,,Ukraine
080121 - - In shell,,0.00,0.00,1,,,,Ukraine
080122 - - Shelled,,0.00,0.00,1,,,,Ukraine
080131 - - In shell,"18,528",0.00,0.00,1,,,,Ukraine
080132 - - Shelled,,0.00,0.00,1,,,,Ukraine
080211 - - In shell,,2.80,2.80,2,,,,Ukraine
080212 - - Shelled,,1.75,1.75,2,,,,Ukraine
080221 - - In shell,,3.20,3.20,1,,,,Ukraine
080222 - - Shelled,,3.20,3.20,1,,,,Ukraine
080231 - - In shell,"68,031",4.00,4.00,1,,,,Ukraine
080232 - - Shelled,"4,707,424",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,"50,407",1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.36,4.36,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.66,14.66,4,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)",,12.80,12.80,2,1,,,Ukraine
080540 - Grapefruit,,1.80,1.80,1,,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.46,15.46,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,6,,,,Ukraine
080711 - - Watermelons,"36,456",8.80,8.80,1,,,,Ukraine
080719 - - Other,,8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,,,,4,4,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,"9,304",,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,"60,903",12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,"1,272",,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries","1,692",9.20,9.20,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries","75,168",9.07,9.07,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","43,091",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081090 - Other,"5,077",2.93,2.93,3,,,,Ukraine
081110 - Strawberries,"40,638",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","414,355",14.67,14.67,7,1,,,Ukraine
081190 - Other,"6,471,487",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081220 - Strawberries,,8.80,8.80,1,,,,Ukraine
081290 - Other,"7,871",8.28,8.28,8,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,,9.60,9.60,1,,,,Ukraine
081330 - Apples,,3.20,3.20,1,,,,Ukraine
081340 - Other fruit,779,2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",,1.60,1.60,1,,,,Ukraine
,2000,"12,637,836",6.93,6.93,129,29,,,Ukraine
080111 - - Desiccated,,0.00,0.00,1,,,,Ukraine
080119 - - Other,,0.00,0.00,1,,,,Ukraine
080121 - - In shell,,0.00,0.00,1,,,,Ukraine
080122 - - Shelled,,0.00,0.00,1,,,,Ukraine
080131 - - In shell,,0.00,0.00,1,,,,Ukraine
080132 - - Shelled,,0.00,0.00,1,,,,Ukraine
080211 - - In shell,,2.85,2.85,2,,,,Ukraine
080212 - - Shelled,,1.90,1.90,2,,,,Ukraine
080221 - - In shell,,3.25,3.25,1,,,,Ukraine
080222 - - Shelled,"124,452",3.25,3.25,1,,,,Ukraine
080231 - - In shell,"19,794",4.35,4.35,1,,,,Ukraine
080232 - - Shelled,"2,421,956",5.35,5.35,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.70,5.70,1,,,,Ukraine
080250 - Pistachios,,1.65,1.65,1,,,,Ukraine
080290 - Other,,1.20,1.20,5,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried",,16.35,16.35,3,1,,,Ukraine
080410 - Dates,,8.05,8.05,1,,,,Ukraine
080420 - Figs,,6.93,6.93,2,,,,Ukraine
080430 - Pineapples,,6.05,6.05,1,,,,Ukraine
080440 - Avocados,,3.92,3.92,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.50,0.50,1,,,,Ukraine
080510 - Oranges,,14.30,14.30,4,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)",,13.05,13.05,2,1,,,Ukraine
080540 - Grapefruit,,1.98,1.98,1,,,,Ukraine
080590 - Other,,13.05,13.05,1,,,,Ukraine
080610 - Fresh,,15.35,15.35,2,1,,,Ukraine
080620 - Dried,,2.45,2.45,6,,,,Ukraine
080711 - - Watermelons,"21,398",9.00,9.00,1,,,,Ukraine
080719 - - Other,,9.00,9.00,1,,,,Ukraine
080720 - Papaws (papayas),,0.50,0.50,1,,,,Ukraine
080810 - Apples,,,,4,4,,,Ukraine
080820 - Pears and quinces,,7.35,7.35,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,"8,445",,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.25,12.25,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.40,9.40,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries","19,158",9.27,9.27,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","268,717",4.08,4.08,4,,,,Ukraine
081050 - Kiwifruit,,,,1,1,,,Ukraine
081090 - Other,"50,439",3.60,3.60,3,,,,Ukraine
081110 - Strawberries,"2,074",17.98,17.98,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","414,318",14.98,14.98,7,1,,,Ukraine
081190 - Other,"9,213,486",13.09,13.09,10,2,,,Ukraine
081210 - Cherries,,9.00,9.00,1,,,,Ukraine
081220 - Strawberries,,9.00,9.00,1,,,,Ukraine
081290 - Other,"41,920",8.52,8.52,8,,,,Ukraine
081310 - Apricots,,5.70,5.70,1,,,,Ukraine
081320 - Prunes,,9.80,9.80,1,,,,Ukraine
081330 - Apples,,3.60,3.60,1,,,,Ukraine
081340 - Other fruit,"31,678",2.91,2.91,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,7.08,7.08,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",,1.65,1.65,1,,,,Ukraine
,1999,"4,106,120",7.65,7.65,141,28,,,Ukraine
080111 - - Desiccated,,0.00,0.00,1,,,,Ukraine
080119 - - Other,,0.00,0.00,1,,,,Ukraine
080121 - - In shell,,0.00,0.00,1,,,,Ukraine
080122 - - Shelled,,0.00,0.00,1,,,,Ukraine
080131 - - In shell,,0.00,0.00,1,,,,Ukraine
080132 - - Shelled,,0.00,0.00,1,,,,Ukraine
080211 - - In shell,,2.98,2.98,2,,,,Ukraine
080212 - - Shelled,,2.20,2.20,2,,,,Ukraine
080221 - - In shell,,3.40,3.40,1,,,,Ukraine
080222 - - Shelled,,3.40,3.40,1,,,,Ukraine
080231 - - In shell,"58,181",5.00,5.00,1,,,,Ukraine
080232 - - Shelled,"670,983",5.85,5.85,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.95,5.95,1,,,,Ukraine
080250 - Pistachios,,1.70,1.70,1,,,,Ukraine
080290 - Other,"10,519",1.20,1.20,5,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried",,17.00,17.00,3,1,,,Ukraine
080410 - Dates,,8.75,8.75,1,,,,Ukraine
080420 - Figs,,7.23,7.23,2,,,,Ukraine
080430 - Pineapples,,6.60,6.60,1,,,,Ukraine
080440 - Avocados,,4.62,4.62,3,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,1.50,1.50,1,,,,Ukraine
080510 - Oranges,,15.58,15.58,6,3,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","12,704",13.60,13.60,2,1,,,Ukraine
080540 - Grapefruit,,1.85,1.85,3,,,,Ukraine
080590 - Other,,13.60,13.60,1,,,,Ukraine
080610 - Fresh,,16.43,16.43,4,1,,,Ukraine
080620 - Dried,,2.55,2.55,6,,,,Ukraine
080711 - - Watermelons,"4,050",9.35,9.35,1,,,,Ukraine
080719 - - Other,,9.35,9.35,1,,,,Ukraine
080720 - Papaws (papayas),,1.50,1.50,1,,,,Ukraine
080810 - Apples,,,,4,4,,,Ukraine
080820 - Pears and quinces,,7.65,7.65,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.75,12.75,2,1,,,Ukraine
081010 - Strawberries,,11.90,11.90,3,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries","58,202",9.78,9.78,2,,,,Ukraine
"081030 - Black, white or red currants and gooseberries","4,796",9.63,9.63,3,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","230,486",4.25,4.25,4,,,,Ukraine
081050 - Kiwifruit,,9.08,9.08,3,,,,Ukraine
081090 - Other,"53,587",4.95,4.95,3,,,,Ukraine
