Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
852351 - - Solid-state non-volatile storage devices,,9.00,9.00,2,,,,China
852352 - - “Smart cards”,,6.00,6.00,1,,,,China
852359 - - Other,,14.00,14.00,2,,,,China
852380 - Other,,16.00,16.00,1,,,,China
852550 - Transmission apparatus,,3.00,3.00,8,,,,China
852560 - Transmission apparatus incorporating reception apparatus,,8.00,8.00,3,,,,China
"852580 - Television cameras, digital cameras and video camera recorders",,5.71,5.71,7,,,,China
852610 - Radar apparatus,,0.00,0.00,1,,,,China
852691 - - Radio navigational aid apparatus,,0.00,0.00,1,,,,China
852692 - - Radio remote control apparatus,,18.00,18.00,1,,,,China
852712 - - Pocket-size radio cassette-players,,20.00,20.00,1,,,,China
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,China
852719 - - Other,,20.00,20.00,2,,,,China
852721 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,China
852729 - - Other,,20.00,20.00,1,,,,China
852791 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,China
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,20.00,20.00,1,,,,China
852799 - - Other,,20.00,20.00,2,,,,China
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,2,,,,China
852849 - - Other,,18.67,18.67,3,,,,China
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,12.00,12.00,2,,,,China
852859 - - Other,,20.00,20.00,2,,,,China
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,1,,,,China
852869 - - Other,,10.00,10.00,2,,,,China
852871 - - Not designed to incorporate a video display or screen,,13.33,13.33,3,,,,China
"852872 - - Other, colour",,20.00,20.00,1,,,,China
"852873 - - Other, monochrome",,20.00,20.00,1,,,,China
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,16.00,16.00,3,,,,China
852990 - Other,,8.00,8.00,7,,,,China
853010 - Equipment for railways or tramways,,14.00,14.00,2,,,,China
853080 - Other equipment,,14.00,14.00,2,,,,China
853090 - Parts,,14.00,14.00,1,,,,China
853110 - Burglar or fire alarms and similar apparatus,,18.00,18.00,2,,,,China
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,12.00,12.00,1,,,,China
853180 - Other apparatus,,18.00,18.00,1,,,,China
853190 - Parts,,16.00,16.00,1,,,,China
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,16.00,16.00,1,,,,China
853221 - - Tantalum,,8.50,8.50,4,,,,China
853222 - - Aluminium electrolytic,,16.00,16.00,1,,,,China
"853223 - - Ceramic dielectric, single layer",,9.00,9.00,2,,,,China
"853224 - - Ceramic dielectric, multilayer",,6.67,6.67,3,,,,China
853225 - - Dielectric of paper or plastics,,9.00,9.00,2,,,,China
853229 - - Other,,9.00,9.00,2,,,,China
853230 - Variable or adjustable (pre-set) capacitors,,9.00,9.00,2,,,,China
853290 - Parts,,14.00,14.00,1,,,,China
"853310 - Fixed carbon resistors, composition or film types",,16.00,16.00,1,,,,China
853321 - - For a power handling capacity not exceeding 20 W,,11.33,11.33,3,,,,China
853329 - - Other,,16.00,16.00,1,,,,China
853331 - - For a power handling capacity not exceeding 20 W,,16.00,16.00,2,,,,China
853339 - - Other,,16.00,16.00,2,,,,China
"853340 - Other variable resistors, including rheostats and potentiometers",,10.00,10.00,7,,,,China
853390 - Parts,,14.00,14.00,1,,,,China
853400 Printed circuits.,,10.00,10.00,12,,,,China
853510 - Fuses,,16.00,16.00,1,,,,China
853521 - - For a voltage of less than 72.5 kV,,16.00,16.00,1,,,,China
853529 - - Other,,16.00,16.00,1,,,,China
853530 - Isolating switches and make-and-break switches,,12.50,12.50,8,,,,China
"853540 - Lightning arresters, voltage limiters and surge suppressors",,16.00,16.00,2,,,,China
853590 - Other,,16.00,16.00,1,,,,China
853610 - Fuses,,16.00,16.00,1,,,,China
853620 - Automatic circuit breakers,,18.00,18.00,1,,,,China
853630 - Other apparatus for protecting electrical circuits,,9.00,9.00,2,,,,China
853641 - - For a voltage not exceeding 60 V,,16.00,16.00,1,,,,China
853649 - - Other,,16.00,16.00,1,,,,China
853650 - Other switches,,5.00,5.00,4,,,,China
853661 - - Lamp-holders,,16.00,16.00,1,,,,China
853669 - - Other,,16.00,16.00,2,,,,China
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,16.00,16.00,1,,,,China
853690 - Other apparatus,,11.14,11.14,7,,,,China
"853710 - For a voltage not exceeding 1,000 V",,12.40,12.40,5,,,,China
"853720 - For a voltage exceeding 1,000 V",,9.00,9.00,2,,,,China
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,16.00,16.00,1,,,,China
853890 - Other,,10.00,10.00,3,,,,China
853910 - Sealed beam lamp units,,18.00,18.00,2,,,,China
853921 - - Tungsten halogen,,18.00,18.00,2,,,,China
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,18.00,18.00,1,,,,China
853929 - - Other,,18.00,18.00,2,,,,China
"853931 - - Fluorescent, hot cathode",,18.00,18.00,1,,,,China
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,18.00,18.00,1,,,,China
853939 - - Other,,18.00,18.00,1,,,,China
853941 - - Arc-lamps,,10.00,10.00,2,,,,China
853949 - - Other,,18.00,18.00,1,,,,China
853950 - Light-emitting diode (LED) lamps,,12.00,12.00,1,,,,China
853990 - Parts,,14.00,14.00,3,,,,China
854011 - - Colour,,18.00,18.00,1,,,,China
854012 - - Monochrome,,18.00,18.00,1,,,,China
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,4.50,4.50,4,,,,China
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,0.00,0.00,1,,,,China
854060 - Other cathode-ray tubes,,13.00,13.00,2,,,,China
854071 - - Magnetrons,,18.00,18.00,1,,,,China
854079 - - Other,,18.00,18.00,1,,,,China
854081 - - Receiver or amplifier valves and tubes,,18.00,18.00,1,,,,China
854089 - - Other,,9.00,9.00,2,,,,China
854091 - - Of cathode-ray tubes,,10.40,10.40,5,,,,China
854099 - - Other,,16.00,16.00,1,,,,China
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,2.00,2.00,9,,,,China
854121 - - With a dissipation rate of less than 1 W,,1.50,1.50,4,,,,China
854129 - - Other,,0.00,0.00,2,,,,China
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,4.50,4.50,4,,,,China
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,4.44,4.44,18,,,,China
854150 - Other semiconductor devices,,6.00,6.00,2,,,,China
854160 - Mounted piezo-electric crystals,,6.00,6.00,2,,,,China
854190 - Parts,,0.00,0.00,3,,,,China
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,China
854232 - - Memories,,3.20,3.20,5,,,,China
854233 - - Amplifiers,,4.50,4.50,4,,,,China
854239 - - Other,,3.43,3.43,7,,,,China
854290 - Parts,,0.00,0.00,3,,,,China
854310 - Particle accelerators,,0.00,0.00,1,,,,China
854320 - Signal generators,,14.00,14.00,1,,,,China
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,14.00,14.00,1,,,,China
854370 - Other machines and apparatus,,5.58,5.58,19,,,,China
854390 - Parts,,13.00,13.00,2,,,,China
854411 - - Of copper,,14.00,14.00,1,,,,China
854419 - - Other,,14.00,14.00,2,,,,China
854420 - Co-axial cable and other co-axial electric conductors,,16.00,16.00,1,,,,China
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,16.00,16.00,1,,,,China
854442 - - Fitted with connectors,,16.00,16.00,1,,,,China
854449 - - Other,,16.00,16.00,1,,,,China
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,16.00,16.00,1,,,,China
854470 - Optical fibre cables,,11.00,11.00,4,,,,China
854511 - - Of a kind used for furnaces,,10.00,10.00,1,,,,China
854519 - - Other,,5.33,5.33,3,,,,China
854520 - Brushes,,12.00,12.00,1,,,,China
854590 - Other,,9.50,9.50,4,,,,China
854610 - Of glass,,16.00,16.00,1,,,,China
854620 - Of ceramics,,16.00,16.00,1,,,,China
854690 - Other,,16.00,16.00,1,,,,China
854710 - Insulating fittings of ceramics,,16.00,16.00,1,,,,China
854720 - Insulating fittings of plastics,,9.00,9.00,2,,,,China
854790 - Other,,16.00,16.00,1,,,,China
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,11.00,11.00,2,,,,China
854890 - Other,,15.00,15.00,2,,,,China
,2017,"8,859,274,482",12.23,12.23,649,,,,China
850110 - Motors of an output not exceeding 37.5 W,"77,735,369",14.40,14.40,5,,,,China
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"49,292,649",18.00,18.00,1,,,,China
850131 - - Of an output not exceeding 750 W,"23,043,433",18.00,18.00,2,,,,China
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,"3,682,441",18.00,18.00,2,,,,China
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,"458,506",14.00,14.00,2,,,,China
850134 - - Of an output exceeding 375 kW,"16,021",9.33,9.33,3,,,,China
"850140 - Other AC motors, single-phase","73,918,858",16.00,16.00,4,,,,China
850151 - - Of an output not exceeding 750 W,"6,781,735",14.00,14.00,3,,,,China
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,"5,041,736",14.00,14.00,3,,,,China
850153 - - Of an output exceeding 75 kW,"6,125,654",10.50,10.50,4,,,,China
850161 - - Of an output not exceeding 75 kVA,"552,951",14.00,14.00,1,,,,China
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"2,995,905",14.00,14.00,1,,,,China
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,"1,462,283",14.00,14.00,1,,,,China
850164 - - Of an output exceeding 750 kVA,"8,226,524",14.00,14.00,1,,,,China
850211 - - Of an output not exceeding 75 kVA,"6,192,605",14.00,14.00,2,,,,China
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"1,497,487",14.00,14.00,2,,,,China
850213 - - Of an output exceeding 375 kVA,"884,007",14.00,14.00,3,,,,China
850220 - Generating sets with spark-ignition internal combustion piston engines,"6,863,577",9.33,9.33,3,,,,China
850231 - - Wind-powered,"222,630",14.00,14.00,1,,,,China
850239 - - Other,"254,804",14.00,14.00,1,,,,China
850240 - Electric rotary converters,"65,913",14.00,14.00,2,,,,China
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"38,029,830",14.00,14.00,2,,,,China
850410 - Ballasts for discharge lamps or tubes,"1,274,489",18.00,18.00,1,,,,China
850421 - - Having a power handling capacity not exceeding 650 kVA,"1,768,989",14.00,14.00,1,,,,China
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","12,017",14.00,14.00,1,,,,China
"850423 - - Having a power handling capacity exceeding 10,000 kVA","4,342,861",14.00,14.00,1,,,,China
850431 - - Having a power handling capacity not exceeding 1 kVA,"51,789,542",14.40,14.40,5,,,,China
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"14,213,091",18.00,18.00,4,,,,China
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"64,021",14.00,14.00,1,,,,China
850434 - - Having a power handling capacity exceeding 500 kVA,"679,583",14.00,14.00,1,,,,China
850440 - Static converters,"227,418,011",16.89,16.89,9,,,,China
850450 - Other inductors,"47,561,221",18.00,18.00,1,,,,China
850490 - Parts,"20,705,580",15.20,15.20,5,,,,China
850511 - - Of metal,"11,188,657",16.00,16.00,1,,,,China
850519 - - Other,"4,295,228",16.00,16.00,2,,,,China
"850520 - Electro-magnetic couplings, clutches and brakes","1,701,774",7.00,7.00,2,,,,China
"850590 - Other, including parts","7,490,417",14.67,14.67,3,,,,China
850610 - Manganese dioxide,"17,886,291",16.00,16.00,3,,,,China
850630 - Mercuric oxide,"5,544",8.00,8.00,2,,,,China
850640 - Silver oxide,"39,993",8.00,8.00,2,,,,China
850650 - Lithium,"7,556,977",8.00,8.00,2,,,,China
850660 - Air-zinc,"553,041",8.00,8.00,2,,,,China
850680 - Other primary cells and primary batteries,"1,247,424",8.00,8.00,2,,,,China
850690 - Parts,"247,942",14.00,14.00,1,,,,China
"850710 - Lead-acid, of a kind used for starting piston engines","7,379,105",18.00,18.00,2,,,,China
850720 - Other lead-acid accumulators,"40,865,718",18.00,18.00,2,,,,China
850730 - Nickel-cadmium,"417,549",18.00,18.00,3,,,,China
850740 - Nickel-iron,"6,419",18.00,18.00,1,,,,China
850750 - Nickel-metal hydride,"3,903,241",18.00,18.00,1,,,,China
850760 - Lithium-ion,"162,099,830",18.00,18.00,1,,,,China
850780 - Other accumulators,"2,433,927",18.00,18.00,1,,,,China
850790 - Parts,"3,851,194",16.00,16.00,3,,,,China
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l","34,012,732",20.00,20.00,1,,,,China
850819 - - Other,"6,443,609",20.00,20.00,1,,,,China
850860 - Other vacuum cleaners,"1,321,094",14.00,14.00,1,,,,China
850870 - Parts,"552,445",14.00,14.00,1,,,,China
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"36,870,317",20.00,20.00,6,,,,China
850980 - Other appliances,"6,215,397",20.00,20.00,2,,,,China
850990 - Parts,"7,552,954",16.00,16.00,1,,,,China
851010 - Shavers,"4,689,575",20.00,20.00,1,,,,China
851020 - Hair clippers,"18,408,606",0.00,0.00,1,,,,China
851030 - Hair-removing appliances,"1,297,679",20.00,20.00,1,,,,China
851090 - Parts,"255,007",11.50,11.50,4,,,,China
851110 - Sparking plugs,"930,464",18.00,18.00,1,,,,China
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"1,085,339",18.00,18.00,2,,,,China
851130 - Distributors; ignition coils,"22,422,807",18.00,18.00,2,,,,China
851140 - Starter motors and dual purpose starter-generators,"8,306,111",18.00,18.00,1,,,,China
851150 - Other generators,"3,827,601",18.00,18.00,2,,,,China
851180 - Other equipment,"4,510,734",17.50,17.50,4,,,,China
851190 - Parts,"23,909,750",16.00,16.00,1,,,,China
851210 - Lighting or visual signalling equipment of a kind used on bicycles,"1,227,627",18.00,18.00,1,,,,China
851220 - Other lighting or visual signalling equipment,"47,639,229",18.00,18.00,6,,,,China
851230 - Sound signalling equipment,"6,394,664",18.00,18.00,1,,,,China
"851240 - Windscreen wipers, defrosters and demisters","1,228,777",18.00,18.00,2,,,,China
851290 - Parts,"14,482,635",16.00,16.00,1,,,,China
851310 - Lamps,"11,810,366",18.00,18.00,2,,,,China
851390 - Parts,"27,192",16.00,16.00,1,,,,China
851410 - Resistance heated furnaces and ovens,"1,472,496",14.00,14.00,2,,,,China
851420 - Furnaces and ovens functioning by induction or dielectric loss,"270,035",14.00,14.00,3,,,,China
851430 - Other furnaces and ovens,"275,682",14.00,14.00,5,,,,China
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,"1,168,458",14.00,14.00,1,,,,China
851490 - Parts,"538,844",14.00,14.00,1,,,,China
851511 - - Soldering irons and guns,"2,230,226",14.00,14.00,1,,,,China
851519 - - Other,"306,982",14.00,14.00,1,,,,China
851521 - - Fully or partly automatic,"838,851",14.00,14.00,1,,,,China
851529 - - Other,"251,395",14.00,14.00,1,,,,China
851531 - - Fully or partly automatic,"4,672,380",7.00,7.00,2,,,,China
851539 - - Other,"16,333,683",14.00,14.00,1,,,,China
851580 - Other machines and apparatus,"5,943,252",7.00,7.00,2,,,,China
851590 - Parts,"5,109,796",14.00,14.00,1,,,,China
851610 - Electric instantaneous or storage water heaters and immersion heaters,"6,347,290",20.00,20.00,1,,,,China
851621 - - Storage heating radiators,"483,385",20.00,20.00,1,,,,China
851629 - - Other,"4,438,843",20.00,20.00,1,,,,China
851631 - - Hair dryers,"13,792,320",20.00,20.00,1,,,,China
851632 - - Other hair-dressing apparatus,"32,407,650",20.00,20.00,1,,,,China
851633 - - Hand-drying apparatus,"546,305",20.00,20.00,1,,,,China
851640 - Electric smoothing irons,"22,003,017",20.00,20.00,1,,,,China
851650 - Microwave ovens,"4,111,439",20.00,20.00,1,,,,China
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","49,689,203",20.00,20.00,1,,,,China
851671 - - Coffee or tea makers,"49,764,903",20.00,20.00,1,,,,China
851672 - - Toasters,"2,705,508",20.00,20.00,1,,,,China
851679 - - Other,"126,445,572",20.00,20.00,3,,,,China
851680 - Electric heating resistors,"3,536,175",16.00,16.00,2,,,,China
851690 - Parts,"51,012,042",16.00,16.00,1,,,,China
851711 - - Line telephone sets with cordless handsets,"8,955,545",20.00,20.00,1,,,,China
851712 - - Telephones for cellular networks or for other wireless networks,"515,254,644",10.40,10.40,15,,,,China
851718 - - Other,"21,473,810",18.50,18.50,4,,,,China
851761 - - Base stations,"4,202,606",8.00,8.00,11,,,,China
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","346,869,596",12.49,12.49,39,,,,China
851769 - - Other,"3,054,688",14.00,14.00,1,,,,China
851770 - Parts,"1,463,798,556",7.33,7.33,6,,,,China
851810 - Microphones and stands therefor,"18,689,261",10.00,10.00,2,,,,China
"851821 - - Single loudspeakers, mounted in their enclosures","28,941,885",20.00,20.00,1,,,,China
"851822 - - Multiple loudspeakers, mounted in the same enclosure","23,360,573",20.00,20.00,1,,,,China
851829 - - Other,"32,297,549",10.00,10.00,2,,,,China
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","72,460,548",20.00,20.00,1,,,,China
851840 - Audio-frequency electric amplifiers,"11,644,702",20.00,20.00,1,,,,China
851850 - Electric sound amplifier sets,"21,049,509",20.00,20.00,1,,,,China
851890 - Parts,"21,989,818",16.00,16.00,2,,,,China
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,20.00,20.00,1,,,,China
851930 - Turntables (record-decks),"75,854",20.00,20.00,1,,,,China
851950 - Telephone answering machines,,20.00,20.00,1,,,,China
"851981 - - Using magnetic, optical or semiconductor media","289,745",13.33,13.33,3,,,,China
851989 - - Other,"267,765",20.00,20.00,1,,,,China
852110 - Magnetic tape-type,"1,057",10.00,10.00,4,,,,China
852190 - Other,"37,078,965",10.00,10.00,2,,,,China
