Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"040150 - Of a fat content, by weight, exceeding 10 %","120,492",,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","197,520",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"414,215",,,4,4,,,China
040229 -- Other,538,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,3,3,,,China
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,,,,32,32,,,China
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040719 -- Other,,7.70,7.70,3,2,,,China
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040729 -- Other,,7.70,7.70,2,1,,,China
040790 - Others,"652,710",7.70,7.70,2,1,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,"9,757",0.00,0.00,2,1,,,China
040899 -- Other,"37,950",0.00,0.00,2,1,,,China
040900 Natural honey.,"128,761,575",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","11,348,446",7.70,7.70,1,,,,China
,2015,"185,069,635",5.34,5.34,171,162,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",234,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",167,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","2,402",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"82,354",,,4,4,,,China
040229 -- Other,643,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,81,,,5,5,,,China
040310 - Yogurt,372,,,12,12,,,China
040390 - Other,748,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","79,384",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,3,3,,,China
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,291,,,32,32,,,China
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040719 -- Other,,7.70,7.70,3,2,,,China
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040729 -- Other,,7.70,7.70,2,1,,,China
040790 - Others,"441,369",7.70,7.70,2,1,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,"4,585",0.00,0.00,2,1,,,China
040899 -- Other,"42,616",0.00,0.00,2,1,,,China
040900 Natural honey.,"173,687,518",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","10,726,873",7.70,7.70,1,,,,China
,2014,"154,053,676",5.77,5.77,172,161,18,14,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,China
"040150 - Of a fat content, by weight, exceeding 10 %","61,661",,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","2,558",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,520,,,4,4,,,China
040229 -- Other,4,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,"1,840",,,5,5,,,China
040310 - Yogurt,,,,12,12,6,6,China
040390 - Other,,,,18,18,6,6,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","150,034",,,24,24,,,China
040490 - Other,"3,615",,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,2,2,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds","86,592",7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,33,32,,,China
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040719 -- Other,,7.70,7.70,3,2,1,,China
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040729 -- Other,,7.70,7.70,2,1,1,,China
040790 - Others,,7.70,7.70,2,1,1,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"17,535",0.00,0.00,2,1,,,China
040900 Natural honey.,"144,100,394",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","9,628,923",7.70,7.70,1,,1,,China
,2013,"142,658,130",5.77,4.35,172,161,18,14,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",691,,,4,4,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,China
"040150 - Of a fat content, by weight, exceeding 10 %","3,984",,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,378",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,China
040229 -- Other,"165,046",,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,"8,074",,,5,5,,,China
040310 - Yogurt,385,,,12,12,6,6,China
040390 - Other,"75,976",,,18,18,6,6,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","99,296",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,2,2,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",13,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,226,7.70,7.70,33,32,,,China
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040719 -- Other,,7.70,4.20,3,2,1,,China
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040729 -- Other,,7.70,4.20,2,1,1,,China
040790 - Others,,7.70,4.20,2,1,1,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"26,720",0.00,0.00,2,1,,,China
040900 Natural honey.,"129,591,721",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","12,684,619",7.70,2.60,1,,1,,China
,2012,"118,606,692",5.77,4.35,172,161,18,14,China
"040110 - Of a fat content, by weight, not exceeding 1 %",431,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",393,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,270,,,4,4,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,,,,12,12,6,6,China
040390 - Other,,,,18,18,6,6,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","603,512",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,2,2,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,33,32,,,China
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040719 -- Other,,7.70,4.20,3,2,1,,China
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,China
040729 -- Other,,7.70,4.20,2,1,1,,China
040790 - Others,,7.70,4.20,2,1,1,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,"123,535",0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"112,005",0.00,0.00,2,1,,,China
040900 Natural honey.,"107,807,558",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","9,958,988",7.70,2.60,1,,1,,China
,2011,"109,570,779",5.34,4.39,166,157,16,14,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","4,092",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"127,632",,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,306,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,,,,12,12,6,6,China
040390 - Other,654,,,18,18,6,6,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","57,336",,,24,24,,,China
040490 - Other,"213,046",,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,2,2,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,"153,746",7.70,7.70,33,32,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,4.20,4,3,1,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,"47,425",0.00,0.00,2,1,,,China
040899 -- Other,"6,180",0.00,0.00,2,1,,,China
040900 Natural honey.,"99,981,486",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","8,978,873",7.70,2.60,1,,1,,China
,2010,"87,670,331",5.34,5.34,166,157,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%","1,193",,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","19,236",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"69,573",,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,80,,,12,12,,,China
040390 - Other,13,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","177,206",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,172,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,33,32,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,"55,467",0.00,0.00,2,1,,,China
040899 -- Other,"59,723",0.00,0.00,2,1,,,China
040900 Natural honey.,"80,111,614",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","7,176,054",7.70,7.70,1,,,,China
,2009,"63,880,627",5.34,5.34,166,157,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"474,539",,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,753,,,12,12,,,China
040390 - Other,"2,176",,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,33,32,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","26,013",7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,153,0.00,0.00,2,1,,,China
040900 Natural honey.,"55,835,811",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","7,541,181",7.70,7.70,1,,,,China
,2008,"45,211,426",5.34,5.34,166,157,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","61,816",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,"1,597",,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,China
040299 -- Other,,,,5,5,,,China
040310 - Yogurt,396,,,12,12,,,China
040390 - Other,"5,493",,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","296,408",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,"148,431",,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,"1,377",7.70,7.70,33,32,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"31,230",0.00,0.00,2,1,,,China
040900 Natural honey.,"37,294,130",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","7,370,550",7.70,7.70,1,,,,China
,2007,"16,909,531",5.34,5.34,169,160,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,"6,195",,,6,6,,,China
040310 - Yogurt,"5,852",,,12,12,,,China
040390 - Other,"1,782",,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","65,181",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,China
040690 - Other cheese,27,7.70,7.70,33,32,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",356,7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,534,0.00,0.00,2,1,,,China
040900 Natural honey.,"11,210,649",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","5,618,954",7.70,7.70,1,,,,China
,2006,"14,578,357",5.34,5.34,170,161,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","4,143",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,"2,499",,,6,6,,,China
040310 - Yogurt,"4,470",,,12,12,,,China
040390 - Other,"4,194",,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,34,33,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,,0.00,0.00,2,1,,,China
040900 Natural honey.,"9,795,551",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","4,767,501",7.70,7.70,1,,,,China
,2005,"9,153,651",5.34,5.34,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,953",,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","6,270",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","290,199",7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"71,498",0.00,0.00,2,1,,,China
040900 Natural honey.,"5,804,485",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","2,979,246",7.70,7.70,1,,,,China
,2004,"1,690,821",5.34,5.34,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",547,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
