Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
390130 - Ethylene-vinyl acetate copolymers,268,6.50,3.00,1,,1,,Ukraine
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",470,6.50,3.00,1,,1,,Ukraine
390190 - Other,"45,959",3.25,1.50,2,,1,,Ukraine
390210 - Polypropylene,"204,468",6.50,3.00,1,,1,,Ukraine
390220 - Polyisobutylene,,6.50,3.00,1,,1,,Ukraine
390230 - Propylene copolymers,"9,501",6.50,3.00,1,,1,,Ukraine
390290 - Other,"4,077",2.17,1.00,3,,1,,Ukraine
390311 - - Expansible,278,6.50,3.00,1,,1,,Ukraine
390319 - - Other,"31,732",6.50,0.00,1,,1,,Ukraine
390320 - Styrene-acrylonitrile (SAN) copolymers,2,6.50,3.00,1,,1,,Ukraine
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"18,980",6.50,3.00,1,,1,,Ukraine
390390 - Other,"1,000",2.17,1.00,3,,1,,Ukraine
"390410 - Poly(vinyl chloride), not mixed with any other substances","4,517,224",6.50,3.00,1,,1,,Ukraine
390421 - - Non-plasticised,"20,893",6.50,3.00,1,,1,,Ukraine
390422 - - Plasticised,"23,315",6.50,3.00,1,,1,,Ukraine
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,Ukraine
390450 - Vinylidene chloride polymers,,3.25,1.50,2,,1,,Ukraine
390461 - - Polytetrafluoroethylene,"18,406",6.50,3.00,1,,1,,Ukraine
390469 - - Other,257,4.33,2.00,3,,2,,Ukraine
390490 - Other,2,6.50,3.00,1,,1,,Ukraine
390512 - - In aqueous dispersion,"3,596",6.50,0.00,1,,1,,Ukraine
390519 - - Other,94,6.50,0.00,1,,1,,Ukraine
390521 - - In aqueous dispersion,"161,205",6.50,0.00,1,,1,,Ukraine
390529 - - Other,2,6.50,0.00,1,,1,,Ukraine
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",46,6.50,0.00,1,,1,,Ukraine
390591 - - Copolymers,28,6.50,0.00,1,,1,,Ukraine
390599 - - Other,190,3.25,0.00,2,,1,,Ukraine
390610 - Poly(methyl methacrylate),"1,563",6.50,2.90,1,,1,,Ukraine
390690 - Other,"25,007",0.93,0.00,7,,1,,Ukraine
390710 - Polyacetals,181,6.50,0.00,1,,1,,Ukraine
390720 - Other polyethers,"7,361,592",4.88,0.00,4,,3,,Ukraine
390730 - Epoxide resins,"5,542",6.50,0.00,1,,1,,Ukraine
390740 - Polycarbonates,"156,922",6.50,0.00,1,,1,,Ukraine
390750 - Alkyd resins,"4,389",6.50,0.00,1,,1,,Ukraine
390761 - - Having a viscosity number of 78 ml/g or higher,"12,598",6.50,0.00,1,,1,,Ukraine
390769 - - Other,"1,296,362",6.50,3.00,1,,1,,Ukraine
390770 - Poly(lactic acid),385,0.00,0.00,1,,,,Ukraine
390791 - - Unsaturated,"22,959",6.50,0.00,2,,2,,Ukraine
390799 - - Other,"71,263",3.80,1.47,3,,2,,Ukraine
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","505,422",6.50,0.00,1,,1,,Ukraine
390890 - Other,192,6.50,0.00,1,,1,,Ukraine
390910 - Urea resins; thiourea resins,"61,473",6.50,0.00,1,,1,,Ukraine
390920 - Melamine resins,,6.50,0.00,1,,1,,Ukraine
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",181,6.50,0.00,1,,1,,Ukraine
390939 - - Other,52,6.50,0.00,1,,1,,Ukraine
390940 - Phenolic resins,"14,079",6.50,0.00,1,,1,,Ukraine
390950 - Polyurethanes,"35,321",3.25,0.00,2,,1,,Ukraine
391000 Silicones in primary forms.,"193,043",6.50,0.00,1,,1,,Ukraine
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",365,6.50,0.00,1,,1,,Ukraine
391190 - Other,518,3.30,0.00,5,,3,,Ukraine
391211 - - Non-plasticised,95,6.50,0.00,1,,1,,Ukraine
391212 - - Plasticised,,6.50,0.00,1,,1,,Ukraine
391220 - Cellulose nitrates (including collodions),15,6.33,0.00,3,,3,,Ukraine
391231 - - Carboxymethylcellulose and its salts,692,6.50,0.00,1,,1,,Ukraine
391239 - - Other,145,3.25,0.00,2,,1,,Ukraine
391290 - Other,664,6.45,0.00,2,,2,,Ukraine
"391310 - Alginic acid, its salts and esters",6,5.00,0.00,1,,1,,Ukraine
391390 - Other,"6,840",6.50,0.00,1,,1,,Ukraine
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","700,037",6.50,0.00,1,,1,,Ukraine
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Ukraine
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Ukraine
391530 - Of polymers of vinyl chloride,"119,436",6.50,0.00,1,,1,,Ukraine
391590 - Of other plastics,"8,801",6.50,0.00,2,,2,,Ukraine
391610 - Of polymers of ethylene,"5,092",6.50,0.00,1,,1,,Ukraine
391620 - Of polymers of vinyl chloride,"3,632,565",6.50,0.00,1,,1,,Ukraine
391690 - Of other plastics,"463,163",6.50,0.00,3,,3,,Ukraine
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"1,196,459",5.90,0.00,2,,2,,Ukraine
391721 - - Of polymers of ethylene,"194,234",6.50,0.00,2,,2,,Ukraine
391722 - - Of polymers of propylene,"74,577",6.50,0.00,2,,2,,Ukraine
391723 - - Of polymers of vinyl chloride,"1,161,119",6.50,0.00,2,,2,,Ukraine
391729 - - Of other plastics,"140,849",6.50,0.00,1,,1,,Ukraine
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","20,089",6.50,0.00,1,,1,,Ukraine
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","714,252",6.50,0.00,1,,1,,Ukraine
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","177,271",6.50,0.00,1,,1,,Ukraine
391739 - - Other,"903,993",6.50,0.00,1,,1,,Ukraine
391740 - Fittings,"1,550,900",6.50,0.00,1,,1,,Ukraine
391810 - Of polymers of vinyl chloride,"2,973,288",6.50,0.00,2,,2,,Ukraine
391890 - Of other plastics,"380,614",6.50,0.00,1,,1,,Ukraine
391910 - In rolls of a width not exceeding 20 cm,"183,858",6.35,0.00,4,,4,,Ukraine
391990 - Other,"121,231",3.25,0.00,2,,1,,Ukraine
392010 - Of polymers of ethylene,"23,168,636",4.64,0.00,7,,5,,Ukraine
392020 - Of polymers of propylene,"5,204,261",6.50,3.00,3,,3,,Ukraine
392030 - Of polymers of styrene,104,6.50,3.00,1,,1,,Ukraine
392043 - - Containing by weight not less than 6 % of plasticisers,"806,205",6.50,3.00,2,,2,,Ukraine
392049 - - Other,"57,633",6.50,3.00,2,,2,,Ukraine
392051 - - Of poly(methyl methacrylate),"8,666",6.50,3.00,1,,1,,Ukraine
392059 - - Other,"9,679",3.25,1.50,2,,1,,Ukraine
392061 - - Of polycarbonates,"13,776",6.50,3.00,1,,1,,Ukraine
392062 - - Of poly(ethylene terephthalate),"136,677",4.33,2.00,3,,2,,Ukraine
392063 - - Of unsaturated polyesters,,6.50,3.00,1,,1,,Ukraine
392069 - - Of other polyesters,30,6.50,3.00,1,,1,,Ukraine
392071 - - Of regenerated cellulose,,6.50,3.00,1,,1,,Ukraine
392073 - - Of cellulose acetate,87,6.40,2.90,2,,2,,Ukraine
392079 - - Of other cellulose derivatives,"2,044",6.10,1.50,2,,2,,Ukraine
392091 - - Of poly(vinyl butyral),"4,403",6.10,2.60,1,,1,,Ukraine
392092 - - Of polyamides,"7,450",6.50,3.00,1,,1,,Ukraine
392093 - - Of amino-resins,,6.50,3.00,1,,1,,Ukraine
392094 - - Of phenolic resins,,6.50,3.00,1,,1,,Ukraine
392099 - - Of other plastics,"1,280,574",3.25,1.50,6,,3,,Ukraine
392111 - - Of polymers of styrene,"330,247",6.50,0.00,1,,1,,Ukraine
392112 - - Of polymers of vinyl chloride,20,6.50,0.00,1,,1,,Ukraine
392113 - - Of polyurethanes,"4,627,113",6.50,0.00,2,,2,,Ukraine
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Ukraine
392119 - - Of other plastics,"34,590",6.50,0.00,1,,1,,Ukraine
392190 - Other,"6,768,247",6.50,0.38,8,,8,,Ukraine
"392210 - Baths, shower-baths, sinks and wash-basins","45,404",6.50,0.00,1,,1,,Ukraine
392220 - Lavatory seats and covers,"31,566",6.50,0.00,1,,1,,Ukraine
392290 - Other,"107,253",6.50,0.00,1,,1,,Ukraine
"392310 - Boxes, cases, crates and similar articles","9,107,801",3.25,0.00,2,,1,,Ukraine
392321 - - Of polymers of ethylene,"4,188,387",6.50,3.00,1,,1,,Ukraine
392329 - - Of other plastics,"665,884",6.50,0.00,2,,2,,Ukraine
"392330 - Carboys, bottles, flasks and similar articles","2,518,237",6.50,0.00,2,,2,,Ukraine
"392340 - Spools, cops, bobbins and similar supports","2,771,047",5.90,0.00,2,,2,,Ukraine
"392350 - Stoppers, lids, caps and other closures","2,998,938",6.50,0.00,2,,2,,Ukraine
392390 - Other,"10,602,683",6.50,0.00,1,,1,,Ukraine
392410 - Tableware and kitchenware,"2,286,990",6.50,0.00,1,,1,,Ukraine
392490 - Other,"1,525,530",6.50,0.00,1,,1,,Ukraine
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","50,080",6.50,0.00,1,,1,,Ukraine
"392520 - Doors, windows and their frames and thresholds for doors","5,019,383",6.50,0.00,1,,1,,Ukraine
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","56,713",6.50,0.00,1,,1,,Ukraine
392590 - Other,"6,091,976",6.50,0.00,3,,3,,Ukraine
392610 - Office or school supplies,"793,836",6.50,0.00,1,,1,,Ukraine
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","31,921",6.50,0.00,1,,1,,Ukraine
"392630 - Fittings for furniture, coachwork or the like","143,719",6.50,0.00,1,,1,,Ukraine
392640 - Statuettes and other ornamental articles,"111,007",6.50,0.00,1,,1,,Ukraine
392690 - Other,"5,664,965",6.50,0.00,3,,3,,Ukraine
,2016,"82,024,794",5.53,0.79,205,,176,,Ukraine
390110 - Polyethylene having a specific gravity of less than 0.94,"439,025",6.50,3.00,2,,2,,Ukraine
390120 - Polyethylene having a specific gravity of 0.94 or more,794,3.25,1.50,2,,1,,Ukraine
390130 - Ethylene-vinyl acetate copolymers,"19,984",6.50,3.00,1,,1,,Ukraine
390190 - Other,"2,354",3.25,1.50,2,,1,,Ukraine
390210 - Polypropylene,"45,476",6.50,3.00,1,,1,,Ukraine
390220 - Polyisobutylene,,6.50,3.00,1,,1,,Ukraine
390230 - Propylene copolymers,,6.50,3.00,1,,1,,Ukraine
390290 - Other,"35,688",2.17,1.00,3,,1,,Ukraine
390311 -- Expansible,,6.50,3.00,1,,1,,Ukraine
390319 -- Other,"5,380",6.50,0.00,1,,1,,Ukraine
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,Ukraine
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"42,070",6.50,3.00,1,,1,,Ukraine
390390 - Other,"24,801",2.17,1.00,3,,1,,Ukraine
"390410 - Poly(vinyl chloride), not mixed with any other substances",2,6.50,3.00,1,,1,,Ukraine
390421 -- Non-plasticised,"91,579",6.50,3.00,1,,1,,Ukraine
390422 -- Plasticised,"5,185",6.50,3.00,1,,1,,Ukraine
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,Ukraine
390450 - Vinylidene chloride polymers,"8,010",3.25,1.50,2,,1,,Ukraine
390461 -- Polytetrafluoroethylene,,6.50,3.00,1,,1,,Ukraine
390469 -- Other,,4.33,2.00,3,,2,,Ukraine
390490 - Other,,6.50,3.00,1,,1,,Ukraine
390512 -- In aqueous dispersion,"3,787",6.50,0.00,1,,1,,Ukraine
390519 -- Other,,6.50,0.00,1,,1,,Ukraine
390521 -- In aqueous dispersion,"223,679",6.50,0.00,1,,1,,Ukraine
390529 -- Other,,6.50,0.00,1,,1,,Ukraine
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Ukraine
390591 -- Copolymers,,6.50,0.00,1,,1,,Ukraine
390599 -- Other,270,3.25,0.00,2,,1,,Ukraine
390610 - Poly(methyl methacrylate),"13,360",6.50,2.90,1,,1,,Ukraine
390690 - Other,"47,301",0.93,0.00,7,,1,,Ukraine
390710 - Polyacetals,136,6.50,0.00,1,,1,,Ukraine
390720 - Other polyethers,"4,573,588",4.88,0.00,4,,3,,Ukraine
390730 - Epoxide resins,"3,095",6.50,0.00,1,,1,,Ukraine
390740 - Polycarbonates,"118,939",6.50,0.00,1,,1,,Ukraine
390750 - Alkyd resins,,6.50,0.00,1,,1,,Ukraine
390760 - Poly(ethylene terephthalate),"698,548",6.50,1.50,2,,2,,Ukraine
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Ukraine
390791 -- Unsaturated,50,6.50,0.00,2,,2,,Ukraine
390799 -- Other,121,3.25,1.50,2,,1,,Ukraine
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","322,139",6.50,0.00,1,,1,,Ukraine
390890 - Other,"36,805",6.50,0.00,1,,1,,Ukraine
390910 - Urea resins; thiourea resins,"139,131",6.50,0.00,1,,1,,Ukraine
390920 - Melamine resins,,6.50,0.00,1,,1,,Ukraine
390930 - Other amino-resins,,6.50,0.00,1,,1,,Ukraine
390940 - Phenolic resins,,6.50,0.00,1,,1,,Ukraine
390950 - Polyurethanes,"22,588",3.25,0.00,2,,1,,Ukraine
391000 Silicones in primary forms.,"139,007",6.50,0.00,1,,1,,Ukraine
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Ukraine
391190 - Other,"14,624",3.30,0.00,5,,3,,Ukraine
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Ukraine
391212 -- Plasticised,,6.50,0.00,1,,1,,Ukraine
391220 - Cellulose nitrates (including collodions),"78,866",6.33,0.00,3,,3,,Ukraine
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Ukraine
391239 -- Other,,3.25,0.00,2,,1,,Ukraine
391290 - Other,54,6.45,0.00,2,,2,,Ukraine
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Ukraine
391390 - Other,"17,012",6.50,0.00,1,,1,,Ukraine
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","333,444",6.50,0.00,1,,1,,Ukraine
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Ukraine
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Ukraine
391530 - Of polymers of vinyl chloride,"70,314",6.50,0.00,1,,1,,Ukraine
391590 - Of other plastics,"217,798",6.50,0.00,2,,2,,Ukraine
391610 - Of polymers of ethylene,"2,869",6.50,0.00,1,,1,,Ukraine
391620 - Of polymers of vinyl chloride,"3,068,476",6.50,0.00,1,,1,,Ukraine
391690 - Of other plastics,"216,368",6.50,0.00,3,,3,,Ukraine
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"942,331",5.90,0.00,2,,2,,Ukraine
391721 -- Of polymers of ethylene,"123,878",6.50,0.00,2,,2,,Ukraine
391722 -- Of polymers of propylene,"128,081",6.50,0.00,2,,2,,Ukraine
391723 -- Of polymers of vinyl chloride,"897,440",6.50,0.00,2,,2,,Ukraine
391729 -- Of other plastics,"13,847",6.50,0.00,1,,1,,Ukraine
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","148,563",6.50,0.00,1,,1,,Ukraine
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","854,218",6.50,0.00,1,,1,,Ukraine
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","249,688",6.50,0.00,1,,1,,Ukraine
391739 -- Other,"629,055",6.50,0.00,1,,1,,Ukraine
391740 - Fittings,"1,573,825",6.50,0.00,1,,1,,Ukraine
391810 - Of polymers of vinyl chloride,"2,818,738",6.50,0.00,2,,2,,Ukraine
391890 - Of other plastics,"110,443",6.50,0.00,1,,1,,Ukraine
391910 - In rolls of a width not exceeding 20 cm,"112,237",6.35,0.00,4,,4,,Ukraine
391990 - Other,"80,897",6.50,0.00,1,,1,,Ukraine
392010 - Of polymers of ethylene,"8,879,430",4.64,0.00,7,,5,,Ukraine
392020 - Of polymers of propylene,"1,734,741",6.50,3.00,3,,3,,Ukraine
392030 - Of polymers of styrene,"37,434",6.50,3.00,1,,1,,Ukraine
392043 -- Containing by weight not less than 6 % of plasticisers,"206,922",6.50,3.00,2,,2,,Ukraine
392049 -- Other,"48,442",6.50,3.00,2,,2,,Ukraine
392051 -- Of poly(methyl methacrylate),,6.50,3.00,1,,1,,Ukraine
392059 -- Other,"15,439",3.25,1.50,2,,1,,Ukraine
392061 -- Of polycarbonates,"23,821",6.50,3.00,1,,1,,Ukraine
392062 -- Of poly(ethylene terephthalate),"43,744",4.33,2.00,3,,2,,Ukraine
392063 -- Of unsaturated polyesters,,6.50,3.00,1,,1,,Ukraine
392069 -- Of other polyesters,"8,509",6.50,3.00,1,,1,,Ukraine
392071 -- Of regenerated cellulose,,6.50,3.00,1,,1,,Ukraine
