Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
,2013,"367,736,255",9.09,9.09,55,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","242,637,412",10.00,10.00,4,,,,China
950420 - Articles and accessories for billiards of all kinds,"511,062",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,011,235",10.00,10.00,1,,,,China
950440 - Playing cards,"2,055,505",10.00,10.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","18,236,099",10.00,10.00,1,,,,China
950490 - Other,"7,131,938",10.00,10.00,3,,,,China
950510 - Articles for Christmas festivities,"3,628,124",10.00,10.00,1,,,,China
950590 - Other,"9,820,622",10.00,10.00,2,,,,China
950611 -- Skis,"13,338",0.00,0.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),"2,312",0.00,0.00,1,,,,China
950619 -- Other,"86,807",0.00,0.00,1,,,,China
950621 -- Sailboards,"11,870",0.00,0.00,1,,,,China
950629 -- Other,"497,675",0.00,0.00,1,,,,China
"950631 -- Clubs, complete","1,191,718",10.00,10.00,1,,,,China
950632 -- Balls,"409,653",10.00,10.00,1,,,,China
950639 -- Other,"207,976",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"949,728",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","2,093,347",10.00,10.00,1,,,,China
950659 -- Other,"9,683,050",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"435,327",10.00,10.00,1,,,,China
950662 -- Inflatable,"2,399,812",10.00,10.00,4,,,,China
950669 -- Other,"1,142,640",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,112,006",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","23,924,883",10.00,10.00,2,,,,China
950699 -- Other,"34,683,685",10.00,10.00,9,,,,China
950710 - Fishing rods,"84,648",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","664,163",10.00,10.00,1,,,,China
950730 - Fishing reels,"56,727",10.00,10.00,1,,,,China
950790 - Other,"328,559",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,599,10.00,10.00,1,,,,China
950890 - Other,"2,723,735",10.00,10.00,1,,,,China
,2012,"352,608,427",9.09,9.09,55,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","213,697,289",10.00,10.00,4,,,,China
950420 - Articles and accessories for billiards of all kinds,"509,915",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","8,697,493",10.00,10.00,1,,,,China
950440 - Playing cards,"2,537,240",10.00,10.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","8,654,492",10.00,10.00,1,,,,China
950490 - Other,"19,326,268",10.00,10.00,3,,,,China
950510 - Articles for Christmas festivities,"7,283,003",10.00,10.00,1,,,,China
950590 - Other,"12,423,425",10.00,10.00,2,,,,China
950611 -- Skis,"82,139",0.00,0.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),"5,723",0.00,0.00,1,,,,China
950619 -- Other,"61,073",0.00,0.00,1,,,,China
950621 -- Sailboards,,0.00,0.00,1,,,,China
950629 -- Other,"323,318",0.00,0.00,1,,,,China
"950631 -- Clubs, complete","1,781,167",10.00,10.00,1,,,,China
950632 -- Balls,"544,444",10.00,10.00,1,,,,China
950639 -- Other,"250,080",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"827,728",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,750,593",10.00,10.00,1,,,,China
950659 -- Other,"7,732,370",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"418,767",10.00,10.00,1,,,,China
950662 -- Inflatable,"2,555,372",10.00,10.00,4,,,,China
950669 -- Other,"1,730,035",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","934,830",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","27,251,997",10.00,10.00,2,,,,China
950699 -- Other,"29,459,165",10.00,10.00,9,,,,China
950710 - Fishing rods,"81,672",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","486,943",10.00,10.00,1,,,,China
950730 - Fishing reels,"42,704",10.00,10.00,1,,,,China
950790 - Other,"636,231",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,"2,366",10.00,10.00,1,,,,China
950890 - Other,"2,520,585",10.00,10.00,1,,,,China
,2011,"310,497,333",9.09,9.09,55,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","174,295,557",10.00,10.00,4,,,,China
950420 - Articles and accessories for billiards of all kinds,"538,580",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","5,731,609",10.00,10.00,1,,,,China
950440 - Playing cards,"4,111,186",10.00,10.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","23,282,732",10.00,10.00,1,,,,China
950490 - Other,"11,060,774",10.00,10.00,3,,,,China
950510 - Articles for Christmas festivities,"3,531,745",10.00,10.00,1,,,,China
950590 - Other,"7,960,332",10.00,10.00,2,,,,China
950611 -- Skis,"8,286",0.00,0.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),192,0.00,0.00,1,,,,China
950619 -- Other,"109,671",0.00,0.00,1,,,,China
950621 -- Sailboards,"23,606",0.00,0.00,1,,,,China
950629 -- Other,"312,144",0.00,0.00,1,,,,China
"950631 -- Clubs, complete","1,712,816",10.00,10.00,1,,,,China
950632 -- Balls,"427,005",10.00,10.00,1,,,,China
950639 -- Other,"250,129",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"1,249,787",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,548,720",10.00,10.00,1,,,,China
950659 -- Other,"8,326,904",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"244,474",10.00,10.00,1,,,,China
950662 -- Inflatable,"2,371,514",10.00,10.00,4,,,,China
950669 -- Other,"1,225,293",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","643,295",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","33,320,251",10.00,10.00,2,,,,China
950699 -- Other,"25,139,165",10.00,10.00,9,,,,China
950710 - Fishing rods,"121,789",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","438,342",10.00,10.00,1,,,,China
950730 - Fishing reels,"38,116",10.00,10.00,1,,,,China
950790 - Other,"381,032",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,46,10.00,10.00,1,,,,China
950890 - Other,"2,092,241",10.00,10.00,1,,,,China
,2010,"238,345,535",10.00,9.76,56,,4,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","126,148,380",10.00,6.58,4,,4,,China
950410 - Video games of a kind used with a television receiver,"28,767,873",10.00,10.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"372,746",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,773,336",10.00,10.00,3,,,,China
950440 - Playing cards,"904,327",10.00,10.00,1,,,,China
950490 - Other,"4,900,258",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"3,547,913",10.00,10.00,1,,,,China
950590 - Other,"6,999,422",10.00,10.00,2,,,,China
950611 -- Skis,"7,647",10.00,10.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,China
950619 -- Other,"140,222",10.00,10.00,1,,,,China
950621 -- Sailboards,,10.00,10.00,1,,,,China
950629 -- Other,"166,290",10.00,10.00,1,,,,China
"950631 -- Clubs, complete","1,116,199",10.00,10.00,1,,,,China
950632 -- Balls,"244,747",10.00,10.00,1,,,,China
950639 -- Other,"333,644",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"929,915",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,538,091",10.00,10.00,1,,,,China
950659 -- Other,"4,494,493",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"566,259",10.00,10.00,1,,,,China
950662 -- Inflatable,"2,438,849",10.00,10.00,4,,,,China
950669 -- Other,"1,800,569",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","376,903",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","25,135,446",10.00,10.00,2,,,,China
950699 -- Other,"21,400,204",10.00,10.00,9,,,,China
950710 - Fishing rods,"82,926",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","600,160",10.00,10.00,1,,,,China
950730 - Fishing reels,"12,858",10.00,10.00,1,,,,China
950790 - Other,"285,079",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,"16,719",10.00,10.00,1,,,,China
950890 - Other,"2,244,059",10.00,10.00,1,,,,China
,2009,"144,412,881",10.00,10.00,56,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","62,431,721",10.00,10.00,4,,,,China
950410 - Video games of a kind used with a television receiver,"24,169,422",10.00,10.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"295,213",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,172,320",10.00,10.00,3,,,,China
950440 - Playing cards,"590,146",10.00,10.00,1,,,,China
950490 - Other,"1,324,588",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"4,193,138",10.00,10.00,1,,,,China
950590 - Other,"4,437,438",10.00,10.00,2,,,,China
950611 -- Skis,"18,490",10.00,10.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,China
950619 -- Other,"55,012",10.00,10.00,1,,,,China
950621 -- Sailboards,"2,050",10.00,10.00,1,,,,China
950629 -- Other,"84,363",10.00,10.00,1,,,,China
"950631 -- Clubs, complete","901,945",10.00,10.00,1,,,,China
950632 -- Balls,"192,010",10.00,10.00,1,,,,China
950639 -- Other,"390,231",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"553,919",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,988,702",10.00,10.00,1,,,,China
950659 -- Other,"3,314,176",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"257,488",10.00,10.00,1,,,,China
950662 -- Inflatable,"1,925,527",10.00,10.00,4,,,,China
950669 -- Other,"1,017,553",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","443,273",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","17,898,551",10.00,10.00,2,,,,China
950699 -- Other,"13,660,474",10.00,10.00,9,,,,China
950710 - Fishing rods,"45,612",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","592,730",10.00,10.00,1,,,,China
950730 - Fishing reels,"15,609",10.00,10.00,1,,,,China
950790 - Other,"182,503",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,"2,639",10.00,10.00,1,,,,China
950890 - Other,"1,256,037",10.00,10.00,1,,,,China
,2008,"125,540,746",10.00,10.00,56,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","70,483,999",10.00,10.00,4,,,,China
950410 - Video games of a kind used with a television receiver,"11,273,815",10.00,10.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"295,865",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","757,466",10.00,10.00,3,,,,China
950440 - Playing cards,"370,639",10.00,10.00,1,,,,China
950490 - Other,"754,945",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"1,010,560",10.00,10.00,1,,,,China
950590 - Other,"2,720,678",10.00,10.00,2,,,,China
950611 -- Skis,"16,330",10.00,10.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,China
950619 -- Other,"60,149",10.00,10.00,1,,,,China
950621 -- Sailboards,447,10.00,10.00,1,,,,China
950629 -- Other,"261,600",10.00,10.00,1,,,,China
"950631 -- Clubs, complete","852,304",10.00,10.00,1,,,,China
950632 -- Balls,"183,522",10.00,10.00,1,,,,China
950639 -- Other,"173,927",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"266,930",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,392,545",10.00,10.00,1,,,,China
950659 -- Other,"3,303,553",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"817,582",10.00,10.00,1,,,,China
950662 -- Inflatable,"1,663,302",10.00,10.00,4,,,,China
950669 -- Other,"707,317",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","400,499",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","14,543,204",10.00,10.00,2,,,,China
950699 -- Other,"10,926,183",10.00,10.00,9,,,,China
950710 - Fishing rods,"4,308",10.00,10.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","607,134",10.00,10.00,1,,,,China
950730 - Fishing reels,"7,673",10.00,10.00,1,,,,China
950790 - Other,"328,933",10.00,10.00,2,,,,China
950810 - Travelling circuses and travelling menageries,679,10.00,10.00,1,,,,China
950890 - Other,"1,354,659",10.00,10.00,1,,,,China
,2007,"109,027,739",10.00,10.00,55,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","68,094,290",10.00,10.00,4,,,,China
950410 - Video games of a kind used with a television receiver,"6,548,414",10.00,10.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"138,399",10.00,10.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,177,500",10.00,10.00,2,,,,China
950440 - Playing cards,"352,799",10.00,10.00,1,,,,China
950490 - Other,"1,120,969",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"907,619",10.00,10.00,1,,,,China
950590 - Other,"2,007,656",10.00,10.00,2,,,,China
950611 -- Skis,"14,584",10.00,10.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,China
950619 -- Other,"178,778",10.00,10.00,1,,,,China
950621 -- Sailboards,"16,532",10.00,10.00,1,,,,China
950629 -- Other,"47,455",10.00,10.00,1,,,,China
"950631 -- Clubs, complete","679,130",10.00,10.00,1,,,,China
950632 -- Balls,"84,603",10.00,10.00,1,,,,China
950639 -- Other,"112,310",10.00,10.00,1,,,,China
950640 - Articles and equipment for table-tennis,"667,460",10.00,10.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,175,297",10.00,10.00,1,,,,China
950659 -- Other,"1,807,017",10.00,10.00,2,,,,China
950661 -- Lawn-tennis balls,"231,316",10.00,10.00,1,,,,China
950662 -- Inflatable,"1,112,214",10.00,10.00,4,,,,China
950669 -- Other,"203,539",10.00,10.00,5,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","342,760",10.00,10.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","14,786,873",10.00,10.00,2,,,,China
