Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
081290 - Other,"24,533",8.52,8.52,8,,,,United States of America
081310 - Apricots,"236,864",5.70,5.70,1,,,,United States of America
081320 - Prunes,"65,519,470",9.80,9.80,1,,,,United States of America
081330 - Apples,"2,650,873",3.60,3.60,1,,,,United States of America
081340 - Other fruit,"2,113,116",2.91,2.91,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"257,534",7.08,7.08,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","2,340,659",1.65,1.65,1,,,,United States of America
,1999,"941,256,597",7.65,7.65,141,28,,,United States of America
080111 - - Desiccated,"380,867",0.00,0.00,1,,,,United States of America
080119 - - Other,"65,844",0.00,0.00,1,,,,United States of America
080121 - - In shell,"26,399",0.00,0.00,1,,,,United States of America
080122 - - Shelled,"5,542",0.00,0.00,1,,,,United States of America
080131 - - In shell,"2,238",0.00,0.00,1,,,,United States of America
080132 - - Shelled,"1,952,370",0.00,0.00,1,,,,United States of America
080211 - - In shell,"3,552,895",2.98,2.98,2,,,,United States of America
080212 - - Shelled,"389,293,740",2.20,2.20,2,,,,United States of America
080221 - - In shell,"6,831,351",3.40,3.40,1,,,,United States of America
080222 - - Shelled,"454,182",3.40,3.40,1,,,,United States of America
080231 - - In shell,"81,453,564",5.00,5.00,1,,,,United States of America
080232 - - Shelled,"17,710,353",5.85,5.85,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"104,937",5.95,5.95,1,,,,United States of America
080250 - Pistachios,"47,289,231",1.70,1.70,1,,,,United States of America
080290 - Other,"20,648,911",1.20,1.20,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","642,282",17.00,17.00,3,1,,,United States of America
080410 - Dates,"6,216,630",8.75,8.75,1,,,,United States of America
080420 - Figs,"138,210",7.23,7.23,2,,,,United States of America
080430 - Pineapples,"238,585",6.60,6.60,1,,,,United States of America
080440 - Avocados,"566,164",4.62,4.62,3,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","11,065,471",1.50,1.50,1,,,,United States of America
080510 - Oranges,"325,692",15.58,15.58,6,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","207,390",,,5,5,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","388,072",13.60,13.60,2,1,,,United States of America
080540 - Grapefruit,"65,243,787",1.85,1.85,3,,,,United States of America
080590 - Other,"1,025,525",13.60,13.60,1,,,,United States of America
080610 - Fresh,"40,597,252",16.43,16.43,4,1,,,United States of America
080620 - Dried,"83,765,976",2.55,2.55,6,,,,United States of America
080711 - - Watermelons,"11,798",9.35,9.35,1,,,,United States of America
080719 - - Other,"181,044",9.35,9.35,1,,,,United States of America
080720 - Papaws (papayas),"1,047,491",1.50,1.50,1,,,,United States of America
080810 - Apples,"44,873,055",,,4,4,,,United States of America
080820 - Pears and quinces,"9,468,879",7.65,7.65,3,2,,,United States of America
080910 - Apricots,"140,960",,,1,1,,,United States of America
080920 - Cherries,"7,573,912",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","2,028,915",,,2,2,,,United States of America
080940 - Plums and sloes,"1,198,960",12.75,12.75,2,1,,,United States of America
081010 - Strawberries,"8,641,120",11.90,11.90,3,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","812,721",9.78,9.78,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.63,9.63,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,801,797",4.25,4.25,4,,,,United States of America
081050 - Kiwifruit,,9.08,9.08,3,,,,United States of America
081090 - Other,"42,919",4.95,4.95,3,,,,United States of America
081110 - Strawberries,"677,292",18.70,18.70,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","64,629",15.58,15.58,7,1,,,United States of America
081190 - Other,"10,492,220",13.96,13.96,10,2,,,United States of America
081210 - Cherries,"505,979",9.35,9.35,1,,,,United States of America
081220 - Strawberries,"32,815",9.35,9.35,1,,,,United States of America
081290 - Other,"181,183",8.98,8.98,8,,,,United States of America
081310 - Apricots,"216,620",5.95,5.95,1,,,,United States of America
081320 - Prunes,"62,241,388",10.20,10.20,1,,,,United States of America
081330 - Apples,"2,648,101",4.40,4.40,1,,,,United States of America
081340 - Other fruit,"2,650,712",3.26,3.26,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"584,271",7.50,7.50,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","1,944,356",1.70,1.70,1,,,,United States of America
,1998,"1,106,991,218",7.85,7.85,141,28,,,United States of America
080111 - - Desiccated,"47,818",0.00,0.00,1,,,,United States of America
080119 - - Other,"97,913",0.00,0.00,1,,,,United States of America
080121 - - In shell,121,0.00,0.00,1,,,,United States of America
080122 - - Shelled,"62,809",0.00,0.00,1,,,,United States of America
080131 - - In shell,"2,846",0.00,0.00,1,,,,United States of America
080132 - - Shelled,"993,919",0.00,0.00,1,,,,United States of America
080211 - - In shell,"3,453,705",3.05,3.05,2,,,,United States of America
080212 - - Shelled,"474,223,084",2.35,2.35,2,,,,United States of America
080221 - - In shell,"11,198,222",3.50,3.50,1,,,,United States of America
080222 - - Shelled,"9,061,092",3.50,3.50,1,,,,United States of America
080231 - - In shell,"73,829,360",5.30,5.30,1,,,,United States of America
080232 - - Shelled,"17,360,322",6.10,6.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,6.10,6.10,1,,,,United States of America
080250 - Pistachios,"59,667,364",1.70,1.70,1,,,,United States of America
080290 - Other,"28,450,955",1.20,1.20,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","76,311",17.30,17.30,3,1,,,United States of America
080410 - Dates,"6,321,685",9.10,9.10,1,,,,United States of America
080420 - Figs,"110,228",7.40,7.40,2,,,,United States of America
080430 - Pineapples,"126,805",6.90,6.90,1,,,,United States of America
080440 - Avocados,"330,164",4.70,4.70,3,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","12,447,362",2.00,2.00,1,,,,United States of America
080510 - Oranges,"740,308",15.87,15.87,6,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","1,576,011",,,5,5,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","421,078",13.90,13.90,2,1,,,United States of America
080540 - Grapefruit,"81,931,371",1.87,1.87,3,,,,United States of America
080590 - Other,"22,341",13.90,13.90,1,,,,United States of America
080610 - Fresh,"27,810,789",16.77,16.77,4,1,,,United States of America
080620 - Dried,"103,969,908",2.60,2.60,6,,,,United States of America
080711 - - Watermelons,"3,705",9.50,9.50,1,,,,United States of America
080719 - - Other,"54,248",9.50,9.50,1,,,,United States of America
080720 - Papaws (papayas),"1,147,921",2.00,2.00,1,,,,United States of America
080810 - Apples,"46,805,099",,,4,4,,,United States of America
080820 - Pears and quinces,"14,197,040",7.80,7.80,3,2,,,United States of America
080910 - Apricots,"226,971",,,1,1,,,United States of America
080920 - Cherries,"16,992,984",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","1,840,544",,,2,2,,,United States of America
080940 - Plums and sloes,"2,027,422",13.00,13.00,2,1,,,United States of America
081010 - Strawberries,"6,969,819",12.10,12.10,3,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","1,439,130",9.95,9.95,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.80,9.80,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,975,530",4.35,4.35,4,,,,United States of America
081050 - Kiwifruit,,9.23,9.23,3,,,,United States of America
081090 - Other,"57,506",5.63,5.63,3,,,,United States of America
081110 - Strawberries,"855,598",19.05,19.05,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","181,780",15.88,15.88,7,1,,,United States of America
081190 - Other,"12,965,554",14.39,14.39,10,2,,,United States of America
081210 - Cherries,"799,763",9.50,9.50,1,,,,United States of America
081220 - Strawberries,"1,380",9.50,9.50,1,,,,United States of America
081290 - Other,"28,456",9.19,9.19,8,,,,United States of America
081310 - Apricots,"206,446",6.10,6.10,1,,,,United States of America
081320 - Prunes,"71,756,384",10.40,10.40,1,,,,United States of America
081330 - Apples,"4,472,035",4.80,4.80,1,,,,United States of America
081340 - Other fruit,"2,437,844",3.43,3.43,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"485,874",7.70,7.70,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","2,728,291",1.70,1.70,1,,,,United States of America
,1997,"1,032,003,322",8.32,8.32,222,109,,,United States of America
080111 - - Desiccated,"80,982",0.00,0.00,1,,,,United States of America
080119 - - Other,"64,754",0.00,0.00,1,,,,United States of America
080121 - - In shell,11,0.00,0.00,1,,,,United States of America
080122 - - Shelled,420,0.00,0.00,1,,,,United States of America
080131 - - In shell,"25,051",0.00,0.00,1,,,,United States of America
080132 - - Shelled,"2,033,640",0.00,0.00,1,,,,United States of America
080211 - - In shell,"5,913,735",3.15,3.15,2,,,,United States of America
080212 - - Shelled,"498,024,848",2.65,2.65,2,,,,United States of America
080221 - - In shell,"10,563,821",3.60,3.60,1,,,,United States of America
080222 - - Shelled,"1,279,242",3.60,3.60,1,,,,United States of America
080231 - - In shell,"71,707,753",6.00,6.00,1,,,,United States of America
080232 - - Shelled,"14,031,806",6.60,6.60,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,6.30,6.30,1,,,,United States of America
080250 - Pistachios,"13,209,513",1.80,1.80,1,,,,United States of America
080290 - Other,"19,124,133",1.20,1.20,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","89,498",18.00,18.00,3,1,,,United States of America
080410 - Dates,"5,203,168",9.80,9.80,1,,,,United States of America
080420 - Figs,"173,984",7.65,7.65,2,,,,United States of America
080430 - Pineapples,"13,280",7.40,7.40,1,,,,United States of America
080440 - Avocados,"398,717",4.87,4.87,3,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","11,145,379",3.00,3.00,1,,,,United States of America
080510 - Oranges,"1,152,876",16.50,16.50,27,24,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","1,855,187",,,15,15,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","534,825",14.90,14.90,4,3,,,United States of America
080540 - Grapefruit,"80,888,658",1.93,1.93,3,,,,United States of America
080590 - Other,"174,858",14.90,14.90,1,,,,United States of America
080610 - Fresh,"23,653,750",18.03,18.03,10,7,,,United States of America
080620 - Dried,"94,467,732",2.80,2.80,6,,,,United States of America
080711 - - Watermelons,"1,304",10.30,10.30,1,,,,United States of America
080719 - - Other,"107,972",10.30,10.30,1,,,,United States of America
080720 - Papaws (papayas),"470,128",2.00,2.00,1,,,,United States of America
080810 - Apples,"34,848,153",,,13,13,,,United States of America
080820 - Pears and quinces,"10,597,774",8.40,8.40,9,8,,,United States of America
080910 - Apricots,"471,545",,,5,5,,,United States of America
080920 - Cherries,"12,954,048",,,14,14,,,United States of America
"080930 - Peaches, including nectarines","943,113",,,10,10,,,United States of America
080940 - Plums and sloes,"2,082,528",14.00,14.00,5,4,,,United States of America
081010 - Strawberries,"10,474,300",12.60,12.60,3,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","695,076",10.35,10.35,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","1,077",10.20,10.20,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,897,015",4.50,4.50,4,,,,United States of America
081050 - Kiwifruit,,10.03,10.03,3,,,,United States of America
081090 - Other,"12,599",6.97,6.97,3,,,,United States of America
081110 - Strawberries,"116,455",19.80,19.80,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","55,114",16.50,16.50,7,1,,,United States of America
081190 - Other,"14,865,904",15.26,15.26,10,2,,,United States of America
081210 - Cherries,,9.90,9.90,1,,,,United States of America
081220 - Strawberries,,9.90,9.90,1,,,,United States of America
081290 - Other,"12,157",9.63,9.63,8,,,,United States of America
081310 - Apricots,"83,193",6.30,6.30,1,,,,United States of America
081320 - Prunes,"69,772,605",10.80,10.80,1,,,,United States of America
081330 - Apples,"7,272,179",5.60,5.60,1,,,,United States of America
081340 - Other fruit,"2,981,403",3.78,3.78,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,119,139",8.14,8.14,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","2,356,921",1.80,1.80,1,,,,United States of America
,1996,"1,257,984,973",8.64,8.64,220,109,,,United States of America
080111 - - Desiccated,"62,091",0.00,0.00,1,,,,United States of America
080119 - - Other,"89,670",0.00,0.00,1,,,,United States of America
080121 - - In shell,"125,794",0.00,0.00,1,,,,United States of America
080122 - - Shelled,"175,657",0.00,0.00,1,,,,United States of America
080131 - - In shell,"503,735",0.00,0.00,1,,,,United States of America
080132 - - Shelled,"5,719,449",0.00,0.00,1,,,,United States of America
080211 - - In shell,"11,656,203",3.25,3.25,2,,,,United States of America
080212 - - Shelled,"666,889,089",2.90,2.90,2,,,,United States of America
080221 - - In shell,"8,005,672",3.70,3.70,1,,,,United States of America
080222 - - Shelled,"1,357,185",3.70,3.70,1,,,,United States of America
080231 - - In shell,"106,844,582",6.70,6.70,1,,,,United States of America
080232 - - Shelled,"13,443,503",7.00,7.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"28,074",6.50,6.50,1,,,,United States of America
080250 - Pistachios,"6,153,526",1.90,1.90,1,,,,United States of America
080290 - Other,"18,097,176",1.20,1.20,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","312,473",18.70,18.70,3,1,,,United States of America
080410 - Dates,"7,392,243",10.60,10.60,1,,,,United States of America
080420 - Figs,"199,541",7.90,7.90,2,,,,United States of America
080430 - Pineapples,"21,598",7.90,7.90,1,,,,United States of America
080440 - Avocados,"373,066",5.00,5.00,3,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","9,702,845",4.00,4.00,1,,,,United States of America
080510 - Oranges,"947,500",17.13,17.13,27,24,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","3,263,130",,,15,15,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","3,470,126",14.90,14.90,4,3,,,United States of America
080540 - Grapefruit,"88,330,707",1.93,1.93,3,,,,United States of America
080590 - Other,"54,371",14.90,14.90,1,,,,United States of America
080610 - Fresh,"25,011,294",18.03,18.03,10,7,,,United States of America
080620 - Dried,"97,476,714",2.80,2.80,6,,,,United States of America
080711 - - Watermelons,"18,272",10.30,10.30,1,,,,United States of America
080719 - - Other,"76,198",10.30,10.30,1,,,,United States of America
080720 - Papaws (papayas),"906,855",2.00,2.00,1,,,,United States of America
080810 - Apples,"40,597,755",,,13,13,,,United States of America
080820 - Pears and quinces,"9,922,360",8.40,8.40,9,8,,,United States of America
080910 - Apricots,"954,090",,,5,5,,,United States of America
080920 - Cherries,"7,376,903",,,14,14,,,United States of America
"080930 - Peaches, including nectarines","796,311",,,10,10,,,United States of America
080940 - Plums and sloes,"1,918,185",14.00,14.00,5,4,,,United States of America
081010 - Strawberries,"9,237,838",13.10,13.10,3,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","525,600",10.75,10.75,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","3,492",10.60,10.60,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","4,016,766",4.65,4.65,4,,,,United States of America
081050 - Kiwifruit,,10.30,10.30,1,,,,United States of America
081090 - Other,"185,244",8.30,8.30,3,,,,United States of America
081110 - Strawberries,"329,488",20.55,20.55,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","52,529",17.12,17.12,7,1,,,United States of America
081190 - Other,"14,650,288",16.14,16.14,10,2,,,United States of America
081210 - Cherries,"424,782",10.30,10.30,1,,,,United States of America
081220 - Strawberries,,10.30,10.30,1,,,,United States of America
081290 - Other,,10.05,10.05,8,,,,United States of America
081310 - Apricots,"15,250",6.50,6.50,1,,,,United States of America
081320 - Prunes,"78,768,103",11.20,11.20,1,,,,United States of America
081330 - Apples,"5,716,059",6.40,6.40,1,,,,United States of America
081340 - Other fruit,"1,966,995",4.13,4.13,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,394,224",8.59,8.59,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","2,424,372",1.90,1.90,1,,,,United States of America
